,glove_score
302,0.22722665859993824
303,0.25496314999874103
304,0.27599863898386745
305,0.27599863898386745
306,0.22649735995085235
307,0.30910254747009464
308,0.24810860070215113
309,0.27460426952874784
310,0.3019391016287357
311,0.2907693802038125
312,0.2616492145513094
313,0.25466940913583613
314,0.24002783092690563
315,0.30340784001425913
316,0.26734910237723347
317,0.44170528081874805
318,0.21915231440782637
319,0.27599863898386745
320,0.2578054347208348
321,0.48382985388368205
322,0.2640434979792345
323,0.38072551784842895
324,0.26893129308214286
325,0.6467500635099894
326,0.4519748563428377
327,0.28994485228013467
328,0.2489616328056516
329,0.2676313859529384
330,0.3528902897113415
331,0.4015003312749422
332,0.3122458811759604
333,0.2397812526683781
334,0.29182926109530627
335,0.23981550314874833
336,0.2789963993205534
337,0.4976945369792734
338,0.2248634661354693
339,0.24054235103809116
340,0.2586480300731373
341,0.37963347189992247
342,0.5990824728902976
343,0.2600631442966847
344,0.26749192536663957
345,0.23942355469264887
346,0.2035996820256373
347,0.28776324308665957
348,0.27701628165649367
349,0.22748454829588555
350,0.22748454829588555
351,0.28776324308665957
352,0.19922376916818108
353,0.30384830154312803
354,0.6250718591602149
355,0.24032888944882425
356,0.2950283485834798
357,0.33180752583406015
358,0.28776324308665957
359,0.2973712368496413
360,0.28776324308665957
361,0.5572719654904958
362,0.41870989297085287
363,0.2526748796845729
364,0.2035996820256373
365,0.28776324308665957
366,0.28960762457148065
367,0.2400084814732016
368,0.47040113368834485
369,0.3240375304775912
370,0.2035996820256373
371,0.22748454829588555
372,0.2035996820256373
373,0.22748454829588555
374,0.394759560397922
375,0.4822576433715442
376,0.3302195082552758
377,0.38217342568191165
378,0.28776324308665957
379,0.2840506893902739
380,0.6056392408747595
381,0.5554588831748928
382,0.7034467200502776
383,0.4484602666382417
384,0.4425252774383523
385,0.7136047386583673
386,0.723585363606141
387,0.7479208274894076
388,0.49777015664374336
389,0.44443819698784753
390,0.254447512119022
391,0.7729346466388745
392,0.5726045590622592
393,0.7238565681902854
394,0.7718308363367016
395,0.696550452009267
396,0.3953614338829424
397,0.6630937874463501
398,0.7114092743864475
399,0.7316086011814097
400,0.5313168943198563
401,0.4080892768959889
402,0.7447051673479906
403,0.7252853587335737
404,0.45291420500955065
405,0.30787316972341827
406,0.7479208274894076
407,0.5929976075814773
408,0.7370219646340497
409,0.5855738513092227
410,0.7124557478371052
411,0.7698342221563249
412,0.5544044425003136
413,0.31953919602934194
414,0.7272278377222958
415,0.3396087637517685
416,0.713732148192863
417,0.7698342221563249
418,0.34347339077145633
419,0.31155078524845664
420,0.41201732988209666
421,0.3686339238385335
422,0.23495126767340596
423,0.2851702130700823
424,0.6795084975909029
425,0.5964967231108721
426,0.22239479300731962
427,0.3761323110393718
428,0.28697019157769915
429,0.29953369913248473
430,0.6392635979567356
431,0.22744970931041184
432,0.2460473923779202
433,0.25648159443398855
434,0.7281218152689408
435,0.24659950595709623
436,0.2602537669415412
437,0.6976294741749662
438,0.2755265136952875
439,0.32291105549502863
440,0.23442677270960513
441,0.3344274036578133
442,0.251624691967956
443,0.4991663127327436
444,0.6690755802131704
445,0.3532162571712282
446,0.6682483412489214
447,0.2296296845191974
448,0.7290155508169612
449,0.6002978702649667
450,0.26941623430112827
451,0.5587110283814656
452,0.7742518536721893
453,0.2687466509561855
454,0.7497098223795688
455,0.7434177839804577
456,0.7526085999435355
457,0.715919964524393
458,0.736374110140804
459,0.6335336857355328
460,0.6409739494397477
461,0.3728558124581787
462,0.7703336913430034
463,0.3292711324951073
464,0.2978478085380879
465,0.26829826869569523
466,0.5480038921923016
467,0.639846442485514
468,0.7531976107219237
469,0.31900545863986596
470,0.7026426989859716
471,0.5057016335227537
472,0.6839709624669104
473,0.6428036262544339
474,0.6717297315081114
475,0.40029430347577594
476,0.41054256285475493
477,0.3229491250739282
478,0.7662102040178239
479,0.2941289821258569
480,0.6235812973442524
481,0.3857307226029982
482,0.3554004637924192
483,0.7772949230647919
484,0.3778617583261353
485,0.3550643655805753
486,0.5074494469405175
487,0.2562394169087927
488,0.2785979427028181
489,0.7408958239581678
490,0.7556058438259912
491,0.7361986120220935
492,0.7492426677823671
493,0.7210955916006212
494,0.5974829380147694
495,0.7556058438259912
496,0.33496258914072835
497,0.4965383466922767
498,0.3153477799223488
499,0.7556058438259912
500,0.7306881540032538
501,0.2566957649055624
502,0.6338732910126135
503,0.3240942292471843
504,0.7440839326492787
505,0.7542932252237706
506,0.7440318975318962
507,0.3342431764937789
508,0.7556058438259912
509,0.29308787336179115
510,0.7556058438259912
511,0.7703471942830842
512,0.7404138584648459
513,0.7340265146287792
514,0.7386102203534662
515,0.3524797104607359
516,0.7463860004290584
517,0.3457233559292279
518,0.2185870956313279
519,0.5869263388438268
520,0.309541810387655
521,0.34277205103099206
522,0.273764734583331
523,0.2544953140708429
524,0.31196453606860775
525,0.23854452660554415
526,0.24504459383550428
527,0.3208129001182125
528,0.23424156748746922
529,0.29650213590689345
530,0.21140892519522944
531,0.329902015640091
532,0.22940333831798337
533,0.4720155659216945
534,0.30492983666581386
535,0.5619895260036742
536,0.24594340554652944
537,0.2352951647659404
538,0.30007393502242785
539,0.21960711833314167
540,0.2215531819779172
541,0.2895757968014972
542,0.38963704838353025
543,0.2993899757191195
544,0.48100317600306514
545,0.4346321350395284
546,0.3337182681174099
547,0.33275876704927226
548,0.6104047521495011
549,0.2794355432929947
550,0.25317403910755915
551,0.21192116676109563
552,0.5052425328273554
553,0.23921249540113337
554,0.34713917026630803
555,0.2679018208507028
556,0.2735210590530722
557,0.3645378132428546
558,0.254402521299542
559,0.2563323986297456
560,0.29238621749046717
561,0.20588891230351916
562,0.2118514203645733
563,0.4820096486046948
564,0.2337799267202338
565,0.30099225959975584
566,0.27459336705617754
567,0.24529497742122325
568,0.23078911395297178
569,0.29266373636830073
570,0.2735210590530722
571,0.4418045150408956
572,0.27104410824391834
573,0.7022095037881695
574,0.3816054985574853
575,0.4329287271762038
576,0.5539834253067989
577,0.5619140468728782
578,0.516241988149026
579,0.6287531295764461
580,0.6857320527947517
581,0.5857009037358394
582,0.3145929325941242
583,0.41395870085717856
584,0.5539834253067989
585,0.6111055894123032
586,0.5584586609310844
587,0.7098915477538158
588,0.5194940845588825
589,0.38936115033520713
590,0.5543345486403941
591,0.6102340048178787
592,0.6414107747664628
593,0.5870605378740592
594,0.3636819998739414
595,0.5648973237555285
596,0.6528112112379845
597,0.3385123482047273
598,0.6202320756771309
599,0.587097664350783
600,0.3494157489367211
601,0.5139924755210172
602,0.6145813771450971
603,0.6364767201253405
604,0.6414107747664628
605,0.2294849816540697
606,0.6414107747664628
607,0.49662662300939475
608,0.5539834253067989
609,0.4650242211330107
610,0.42275808517904967
611,0.6139156730354365
612,0.5665804829388017
613,0.3177591926802653
614,0.5148416677498912
615,0.3932951713750069
616,0.4297346291498786
617,0.6621569673825992
618,0.29947928076062785
619,0.3010587167958618
620,0.3778176166109435
621,0.46452277619090393
622,0.5866124964824164
623,0.5391575274427302
624,0.42275808517904967
625,0.4176451840278078
626,0.5642163891914491
627,0.4221176979048513
628,0.5174968948911499
629,0.29776503254496955
630,0.42275808517904967
631,0.2893612278362369
632,0.6061398758227612
633,0.4156301771329945
634,0.42275808517904967
635,0.4409401819091706
636,0.47604199467310526
637,0.6445880580312328
638,0.6817093906860954
639,0.5919018857973586
640,0.35508252942161994
641,0.26175200788808206
642,0.31167652799216083
643,0.24495538006000492
644,0.40665975592462633
645,0.22392413190559507
646,0.240770120841081
647,0.6482143701041199
648,0.3121697974608213
649,0.5615348570868929
650,0.3136554069692417
651,0.3350899980954064
652,0.2179854929050192
653,0.6587182519269589
654,0.7018036727175686
655,0.2237205380509557
656,0.2254336947837395
657,0.38595201847154775
658,0.404635652714125
659,0.26362733253203163
660,0.2887006304527705
661,0.28676225389239796
662,0.23820863440419685
663,0.21388570660863343
664,0.29876436542486856
665,0.2565848908497255
666,0.26639331736229455
667,0.2197844436452653
668,0.26124000549087306
669,0.6783708302662939
670,0.2783295662254585
671,0.23521074942223813
672,0.2926979906588262
673,0.28741586156944515
674,0.2809446430158581
675,0.2484770990953408
676,0.2645817417053997
677,0.27885675690620326
678,0.25856783908829467
679,0.3238575688881363
680,0.5934544583324683
681,0.4062012087090383
682,0.2742431992252894
683,0.21980287502169737
684,0.24897452755702046
685,0.2590241767202773
686,0.3609915751546412
687,0.4576381103645749
688,0.25179772304370773
689,0.34524134807038254
690,0.27613580907743135
691,0.2838950565394186
692,0.3715363042254929
693,0.378785995307063
694,0.21609787539484704
695,0.20490991902613112
696,0.4580155334047983
697,0.41600985409327806
698,0.2898009181787462
699,0.42363765322919295
700,0.2231561227275606
701,0.353128406395545
702,0.2294742609076791
703,0.24797143181032338
704,0.2289181875489942
705,0.25286715495875317
706,0.27195267374001764
707,0.20026269361438934
708,0.33659283548586866
709,0.2468186779344511
710,0.3371851781690808
711,0.3162140843423962
712,0.38978327295274035
713,0.23688010595376047
714,0.31712523119576286
715,0.31714336264530074
716,0.24270097247041206
717,0.22458487877168687
718,0.22332315338220815
719,0.4595904818643299
720,0.21792520814040275
721,0.2722189857451551
722,0.28090599739630034
723,0.3533587128294511
724,0.28813324653105443
725,0.22172458231787107
726,0.25170845712048545
727,0.2475466419667362
728,0.47581727355392117
729,0.2044289072811143
730,0.24849087431927588
731,0.2960995319469001
732,0.2914013177030387
733,0.4869546091101168
734,0.22035652942902767
735,0.47746905769753506
736,0.2195894381256927
737,0.2198441023131669
738,0.24491547931268248
739,0.23495992411206287
740,0.31600220308399635
741,0.29801426101533035
742,0.2575352348737038
743,0.23453394624575416
744,0.40465615346583556
745,0.2650508247071359
746,0.22486850787404347
747,0.23944509761538102
748,0.502458046834109
749,0.22671577036957583
750,0.2625850691919575
751,0.21073900936977977
752,0.2645506275855511
753,0.2986912620579931
754,0.21260018982418152
755,0.2163004333184894
756,0.29947443972723614
757,0.4242292676551127
758,0.35566599290504364
759,0.2924154719084247
760,0.2995095010822789
761,0.28654532328076315
762,0.2968887936520046
763,0.2945922759753491
764,0.2213365461552213
765,0.2955174783960737
766,0.24704912089335634
767,0.2640057170200564
768,0.3444980257242223
769,0.25052502788054115
770,0.2352357013293299
771,0.29554951458470935
772,0.2532019175865653
773,0.21832574050597406
774,0.2800794516351296
775,0.5476546495201842
776,0.24033460260292636
777,0.2295949872773384
778,0.2690253400158841
779,0.23948605495994907
780,0.24118111301327322
781,0.2428084004827013
782,0.24999543271009034
783,0.32261694326900414
784,0.2773612348808533
785,0.32867355264605747
786,0.2930287863758753
787,0.40038395653903713
788,0.559403220129554
789,0.4835768031499394
790,0.2471033425868133
791,0.4443970123563482
792,0.5467609246261645
793,0.26512379501722433
794,0.2924673044122989
795,0.5857402658491375
796,0.20126845219715736
797,0.22572012167800742
798,0.2715241638382311
799,0.3602520854848654
800,0.33035707343002135
801,0.4024687059058577
802,0.23112113378734223
803,0.3223732186678722
804,0.25733502322517315
805,0.5005449019142081
806,0.2528936217324006
807,0.24040109932749498
808,0.7488695042193341
809,0.558981122350097
810,0.2947745329488468
811,0.29654078764760183
812,0.20767581053404846
813,0.2506394226840346
814,0.2716340700869057
815,0.2535857561011066
816,0.26837000182178805
817,0.31566594575255336
818,0.24981023067038843
819,0.2954442692431789
820,0.23851500751365573
821,0.4571890002870684
822,0.2249163888983326
823,0.42118703350009257
824,0.30579270898732347
825,0.20977483122692497
826,0.3417070138334641
827,0.25095173796086123
828,0.3900280176310355
829,0.2666559728562484
830,0.2338356009660243
831,0.26829417751071283
832,0.2273959687800223
833,0.2189724830882558
834,0.2667761904818936
835,0.27479778131755134
836,0.4260852586500034
837,0.3019390552250427
838,0.36285474932679285
839,0.2564049290299605
840,0.25600835670135896
841,0.27894796517929044
842,0.3753977276376453
843,0.4418586319651241
844,0.33625066827255456
845,0.30561752904257905
846,0.28463062045791365
847,0.26989952758406444
848,0.29338404862683864
849,0.33719088637481337
850,0.2947942307694034
851,0.297929922913569
852,0.2535746869940616
853,0.2113143971232406
854,0.32522550813777823
855,0.2683105147198992
856,0.22213011738767627
857,0.43022393436058326
858,0.32447163345309893
859,0.274657547594792
860,0.4177996150605267
861,0.2844261911010747
862,0.24321453902460707
863,0.5141487076180647
864,0.23594802145652025
865,0.24676389215239936
866,0.2292003077706207
867,0.24517515337992654
868,0.2530469706019701
869,0.2591485761172677
870,0.42772432114264525
871,0.33375829907120996
872,0.2645441488043475
873,0.38005862916845673
874,0.2531628961946817
875,0.42920703661500104
876,0.4508566903711534
877,0.28633953834819853
878,0.34214013003953225
879,0.2587395229021268
880,0.2838950929787759
881,0.26133403102745956
882,0.4302920518616845
883,0.2834413641890673
884,0.24010088583452163
885,0.3291359832765567
886,0.30507625836876395
887,0.24002064242138094
888,0.24024878985466708
889,0.24449846619544316
890,0.23772208924934515
891,0.41753738765433573
892,0.2515583104233516
893,0.2174941059601685
894,0.44961365580643775
895,0.49833912939773006
896,0.3401419437177421
897,0.2291380459142261
898,0.25371400371029196
899,0.23685378581314645
900,0.2457645564942636
901,0.2231070440626069
902,0.2542837766667092
903,0.2693492438252851
904,0.37458481135589344
905,0.23501486900291954
906,0.2565526864366599
907,0.21175575242696248
908,0.2226773879025546
909,0.2494883273208383
910,0.22863177344603458
911,0.49767444692689466
912,0.24276017631205088
913,0.2563389733908147
914,0.2773139721310326
915,0.46361281675642774
916,0.4094085847323396
917,0.2583383721357416
918,0.25788059133357516
919,0.25525429739701416
920,0.22422487143760877
921,0.29444576397973343
922,0.247249702677475
923,0.3113075088425124
924,0.245331233112843
925,0.25319749685840964
926,0.5524195271319484
927,0.2622923776508667
928,0.22458872684527637
929,0.5427943122170534
930,0.22678519218744025
931,0.2928539290478053
932,0.40312265109403356
933,0.2585272054718475
934,0.2521433004396011
935,0.22253149813847634
936,0.25155461283490704
937,0.2908470799152142
938,0.2953906703592722
939,0.3646814660008927
940,0.30345120030682854
941,0.2542201734729027
942,0.22396820755340324
943,0.2752401050611148
944,0.2452555093956613
945,0.267783843830267
946,0.23366169110472032
947,0.35362525488062035
948,0.20473123448616923
949,0.3002528752372957
950,0.23416589755730804
951,0.24826911175530567
952,0.23082714153169492
953,0.23050769376164543
954,0.33074030275834276
955,0.2405714027230042
956,0.262434177556377
957,0.19975422651256597
958,0.22220588478135772
959,0.21704884868569171
960,0.24992573686980074
961,0.2611541537727276
962,0.2540803913601871
963,0.19964728840845597
964,0.2281572873125536
965,0.2773686983529161
966,0.22084804472647052
967,0.2295617849933358
968,0.20715640672561547
969,0.2252715906908659
970,0.19235865248539002
971,0.2158321111083718
972,0.21122914074223834
973,0.23943132461532138
974,0.2425116696628658
975,0.22750753980874108
976,0.22641831405157514
977,0.2238021060882943
978,0.19653559099535112
979,0.27714502702358207
980,0.22149803448359257
981,0.2765168572618178
982,0.3279570991330891
983,0.2045097473742258
984,0.23195748476450956
985,0.23062059550528358
986,0.23371175604885805
987,0.24603292731626328
988,0.3559962807291701
989,0.25704828148858494
990,0.23982407684204748
991,0.5216639894750557
992,0.22354179285429035
993,0.3126282941349726
994,0.24963012176184346
995,0.22565172702139136
996,0.21868825529333485
997,0.27051541017391983
998,0.263162605988202
999,0.22569885953219662
1000,0.2696996927951246
1001,0.2298128228517263
1002,0.26549270759536026
1003,0.23525982157759467
1004,0.21041666661418595
1005,0.29106653974463775
1006,0.27898686504084125
1007,0.25602798584107145
1008,0.2014792477158655
1009,0.23955430053304622
1010,0.2796939331855115
1011,0.2048391152483368
1012,0.2246316469854644
1013,0.23157415397701636
1014,0.2816090980007717
1015,0.3968684293614827
1016,0.24190143794083824
1017,0.22847036378884278
1018,0.5561819800974199
1019,0.25916901616397225
1020,0.2792872676050215
1021,0.2777848803242112
1022,0.20700534422067873
1023,0.2869587746087505
1024,0.27042248894996296
1025,0.26578008958167165
1026,0.39685473596746995
1027,0.3224406713807706
1028,0.21768937115075598
1029,0.5403957911332322
1030,0.20729532311840476
1031,0.2576086491788454
1032,0.23872986140698557
1033,0.24330881616851352
1034,0.20128009457443827
1035,0.43225276066916746
1036,0.4280175469075914
1037,0.3342248060752914
1038,0.2898480491019127
1039,0.23217052875563066
1040,0.20456824461826537
1041,0.3297810968871693
1042,0.20516617731567535
1043,0.2792749610226278
1044,0.23272376943889225
1045,0.21235564241625923
1046,0.24647419218531397
1047,0.23061101222514185
1048,0.29151840620421643
1049,0.29116674606507487
1050,0.25260558162263214
1051,0.20095656969786807
1052,0.23446504061088497
1053,0.2269537301928486
1054,0.23624158829347505
1055,0.23058846616723022
1056,0.21599472425403232
1057,0.6015519775618681
1058,0.2795860180549224
1059,0.2847409330603313
1060,0.44970408095784303
1061,0.6222804541337246
1062,0.24067298331486464
1063,0.6355033341869998
1064,0.6460196849357465
1065,0.26613209697690066
1066,0.31859916026136875
1067,0.2524484951550824
1068,0.33374386664622857
1069,0.30054300725115024
1070,0.6673540968004745
1071,0.26367988259859254
1072,0.2823462238917206
1073,0.706841795622788
1074,0.23303398047323962
1075,0.6673540968004745
1076,0.5548110272735496
1077,0.5899994276022248
1078,0.33407088815538366
1079,0.2646107840201719
1080,0.3571161380875513
1081,0.3520421971827195
1082,0.30800927595815375
1083,0.5441023839537439
1084,0.3120242204559751
1085,0.4523500727629973
1086,0.2544322667807974
1087,0.24523189942371917
1088,0.6335004461961316
1089,0.5967499743147837
1090,0.6807698770244179
1091,0.2200126231166227
1092,0.384493665735524
1093,0.27003141983803947
1094,0.33620889208537985
1095,0.6958405927754461
1096,0.7430455463747557
1097,0.35570074184654643
1098,0.34517398011027245
1099,0.7542077288032181
1100,0.44128803390496624
1101,0.6915864561657872
1102,0.5730671399580979
1103,0.7087941601896135
1104,0.5090322428124129
1105,0.471304470865761
1106,0.30176919858080853
1107,0.6786586264210548
1108,0.27467154692075696
1109,0.2757078414305759
1110,0.5683581881987944
1111,0.7242788994143645
1112,0.236980683844273
1113,0.2772838012824523
1114,0.3736588078968276
1115,0.24821896240725771
1116,0.7746883550196829
1117,0.5977071858013195
1118,0.29604567154565403
1119,0.7298924381545934
1120,0.5521524528949805
1121,0.4863217705630206
1122,0.37984160953860924
1123,0.2516376649320942
1124,0.7272692249479249
1125,0.29186187747926773
1126,0.5197264890256056
1127,0.7229087512940856
1128,0.541570417026284
1129,0.305009504869888
1130,0.237712337389192
1131,0.7287903357836119
1132,0.5309943640897526
1133,0.594995665773091
1134,0.6777281291312628
1135,0.6687628656356446
1136,0.5514196112412899
1137,0.7049764754987521
1138,0.6766961993416333
1139,0.7271704916151726
1140,0.7490795325565697
1141,0.5536336874655461
1142,0.7079085232681537
1143,0.6564799813632358
1144,0.7598768139020602
1145,0.7598768139020602
1146,0.7000724758117174
1147,0.7598768139020602
1148,0.590532662475869
1149,0.7569218230808191
1150,0.7559312175510405
1151,0.7306445780246211
1152,0.7556782456964724
1153,0.7381405543346963
1154,0.7688813523551444
1155,0.43319547707334605
1156,0.6777281291312628
1157,0.44279419936863434
1158,0.7450623674998155
1159,0.7489884509431628
1160,0.4830617993783536
1161,0.5977553426209534
1162,0.6367588875266837
1163,0.6907827509121193
1164,0.5285526926971202
1165,0.7425819180127302
1166,0.6300799673061017
1167,0.5362537618583746
1168,0.6423428622622793
1169,0.698733501826441
1170,0.7085201947580143
1171,0.6204819192968277
1172,0.6711990319410679
1173,0.7085201947580143
1174,0.3391093027768112
1175,0.7093317493504439
1176,0.6927107800901238
1177,0.6906474339673558
1178,0.2522956138158844
1179,0.7117016523866736
1180,0.7085201947580143
1181,0.677061093181123
1182,0.640627651407925
1183,0.6616464134489615
1184,0.7217750570439937
1185,0.6912127243126402
1186,0.5285526926971202
1187,0.6451745858557997
1188,0.7309398362815406
1189,0.6553528184479929
1190,0.5262604062094182
1191,0.7280226220020707
1192,0.4835879188610125
1193,0.40117065691579834
1194,0.5168040897140169
1195,0.3737972557436409
1196,0.5393772880011084
1197,0.3515065032166923
1198,0.4891425142967213
1199,0.606688861451988
1200,0.3159238904281841
1201,0.6111576318819288
1202,0.6152304685654495
1203,0.22405460566042473
1204,0.31634474371848953
1205,0.7361722156635654
1206,0.3641619856967818
1207,0.41655423128640845
1208,0.3311181313588655
1209,0.5804078992255499
1210,0.37905681675690117
1211,0.6076772228757876
1212,0.3354698588164403
1213,0.6578882642475768
1214,0.41676050994610164
1215,0.49816226221575854
1216,0.4277713938241926
1217,0.6217126145986469
1218,0.5643540103120217
1219,0.39587285656628607
1220,0.4190491634825941
1221,0.26867459869763544
1222,0.6417207372428433
1223,0.3460850369272231
1224,0.41906567148361534
1225,0.26031219614115964
1226,0.42694948768863805
1227,0.5881896641649617
1228,0.43911225816082455
1229,0.5369560375651921
1230,0.5292633596392988
1231,0.6525921834957138
1232,0.4192459893308921
1233,0.588793909659558
1234,0.6821780464886779
1235,0.6577847021883443
1236,0.6100054365096594
1237,0.6346148744495805
1238,0.2659141197662066
1239,0.6304012146868694
1240,0.45728639742305077
1241,0.650384981558612
1242,0.6647550631583037
1243,0.7265136348023311
1244,0.756793048677586
1245,0.6619116794163682
1246,0.3503861588759631
1247,0.4331073486905357
1248,0.7578955305609792
1249,0.7065365425263306
1250,0.4132561420699328
1251,0.6647550631583037
1252,0.7392601356245816
1253,0.6443008677642306
