,bert_score
225,0.5816124280944851
226,0.3647085507849866
227,0.7393098171551132
228,0.2663045787504803
229,0.22739845101637607
230,0.4124111023999289
231,0.31479436356021784
232,0.29738947509936703
233,0.26635989946625455
234,0.4831983300008389
235,0.30526154552758433
236,0.2622990962723383
237,0.3865643976341966
238,0.6382279006300042
239,0.6607549069110803
240,0.3007832810043673
241,0.26199207071553426
242,0.32974663797647186
243,0.4675967707656559
244,0.3214499757600491
245,0.33716899223392394
246,0.44672482890697535
247,0.49960380284985073
248,0.39882637446191593
249,0.620309377230525
250,0.5233401051037465
251,0.5411214131807346
252,0.3127794692289868
253,0.6067001594304144
254,0.3779875415480105
255,0.3008566135037024
256,0.5544806261061842
257,0.5065362738304631
258,0.4195997674117322
259,0.44255640958200476
260,0.2999947733680883
261,0.29122182223811655
262,0.2781555961852854
263,0.2532466814324596
264,0.5704115356058183
265,0.2643748279426382
266,0.3895737880781203
267,0.3107283227540811
268,0.2799436979175445
269,0.5075562869523941
270,0.38928027264336756
271,0.6007001572989403
272,0.22603136823782916
273,0.5328493955012521
274,0.2628891382319554
275,0.33340865725549484
276,0.2159204639373285
277,0.40107065536972514
278,0.24133563795110557
279,0.2700951826399939
280,0.2474011976333217
281,0.425402084520932
282,0.2497954649324571
283,0.2159204639373285
284,0.2794757536175923
285,0.5585005150149326
286,0.3300974734632185
287,0.2817616928678667
288,0.24219848748481856
289,0.24593201143108442
290,0.5579515792410877
291,0.2441751122836137
292,0.43097243688123416
293,0.2610645381951077
294,0.47909134050989743
295,0.24821902470263818
296,0.31000594685315874
297,0.3798581970314777
298,0.30486686811403985
299,0.39743877395741534
300,0.4548349929665053
301,0.3856099754711285
302,0.26446283773145035
303,0.20881032897284507
304,0.2551736560359691
305,0.26970373622384536
306,0.2605479226034844
307,0.3127392181610137
308,0.29344046212852587
309,0.2531959333575572
310,0.29596075696106083
311,0.2670099442484422
312,0.3028825959561906
313,0.2754065730946423
314,0.24744412763565932
315,0.3303238109132236
316,0.34286743443454076
317,0.3815517721636346
318,0.23699618048817647
319,0.2271661000870795
320,0.33673859501007325
321,0.5771439829006599
322,0.35642674405367253
323,0.41988021787384266
324,0.27645940504276223
325,0.6519234316780915
326,0.4225690472913091
327,0.27958131423231686
328,0.241621612200899
329,0.3652320931367912
330,0.2762997400846624
331,0.4997865404248734
332,0.26932473316168926
333,0.2721509858836358
334,0.4007811908532915
335,0.4446875897320294
336,0.3211311647966669
337,0.46288911987524184
338,0.25411793574745656
339,0.3301752289984742
340,0.3217456512127478
341,0.41664600987393285
342,0.5758566576911833
343,0.3144734168001889
344,0.3101575006350032
345,0.3325876060126477
346,0.25000523063790836
347,0.2419465621027562
348,0.2736530086441971
349,0.2623744050014115
350,0.2661386652309413
351,0.2419465621027562
352,0.2735506698670318
353,0.36761165154837405
354,0.5662624513232376
355,0.3261041669501107
356,0.28765727493515475
357,0.2630399010040605
358,0.2819465621027562
359,0.29992400982984646
360,0.2419465621027562
361,0.4616840250949979
362,0.39799991278371877
363,0.3339771740636552
364,0.25000523063790836
365,0.2419465621027562
366,0.23221234423691964
367,0.2361535811320766
368,0.29186843952536
369,0.4069410929188265
370,0.25000523063790836
371,0.2623744050014115
372,0.25000523063790836
373,0.2661386652309413
374,0.400536591804879
375,0.6204211885449241
376,0.36540646317088904
377,0.4009308644969677
378,0.2419465621027562
379,0.25756614066568406
380,0.47972815841864164
381,0.5919893357696379
382,0.7241717619901691
383,0.39690709300519983
384,0.4367605211024923
385,0.7269450519056859
386,0.6570319315548236
387,0.6942559655131274
388,0.2936584458597794
389,0.5772617598719477
390,0.28623231694465306
391,0.5971345142407024
392,0.676271861949782
393,0.6722744897396444
394,0.718564033579428
395,0.6490244101168686
396,0.2976466763932511
397,0.44887484624369167
398,0.6083321005714236
399,0.7008961466469448
400,0.3062782025494645
401,0.2354143455457794
402,0.6004743827400777
403,0.7266535414862865
404,0.38078509739135374
405,0.41449629231511
406,0.6254876660871902
407,0.5847333970098463
408,0.7299367788716344
409,0.6401541181396122
410,0.7002810698882029
411,0.6486613171970335
412,0.4976161902893049
413,0.3012889971760945
414,0.6460883162951465
415,0.5030137608736152
416,0.6934266237763467
417,0.6387359002455832
418,0.2530904114573061
419,0.2787463907654072
420,0.5977239929612114
421,0.3527834425513247
422,0.28117400088945776
423,0.40565209902190774
424,0.504492608300363
425,0.482211182760389
426,0.2512792123877002
427,0.3299892705982857
428,0.2795539703965573
429,0.43603219393480774
430,0.5064455429471155
431,0.22607426115017826
432,0.2601147714419172
433,0.2599374994366837
434,0.5846150814901845
435,0.2272358096342854
436,0.25696349941220814
437,0.7427276832724578
438,0.28353515203208624
439,0.29378710122189267
440,0.2442227334542936
441,0.22955631631974233
442,0.3038469823621138
443,0.3980510574687671
444,0.593224803173303
445,0.6036975644454209
446,0.5404763404232693
447,0.23081663318039175
448,0.42918056235003865
449,0.6287488448025612
450,0.29120456065999445
451,0.490741246502319
452,0.7039965299778512
453,0.25059051733899096
454,0.6083326397068766
455,0.6664896177703531
456,0.7476165626157554
457,0.5504607607030898
458,0.5206580448367577
459,0.738800185502493
460,0.6609293519642956
461,0.4634030175895224
462,0.7337589287259443
463,0.3273562749865091
464,0.2398380616904082
465,0.28943946141536464
466,0.5157632166557573
467,0.5864285667134888
468,0.7305902344672341
469,0.22893220497025663
470,0.6134611855008891
471,0.6006567295565616
472,0.7036919146490244
473,0.6303165408518938
474,0.5220746360186583
475,0.38009576729459604
476,0.2361526645924139
477,0.2923560488209578
478,0.498223011230648
479,0.2213279236353908
480,0.48475688631410707
481,0.2561257322207308
482,0.2809813767426078
483,0.7330996865327373
484,0.23274163155805253
485,0.24807741651868215
486,0.34318775251897654
487,0.388436611161868
488,0.4004624702805323
489,0.5927979121881476
490,0.7237969048045257
491,0.7276427650246724
492,0.7287739379526336
493,0.6221541034413527
494,0.5174982037548121
495,0.715440143597643
496,0.3404305265550955
497,0.24664408645272565
498,0.22028916985845454
499,0.7375180142506031
500,0.7357351884904724
501,0.24251030371877702
502,0.4508139576431825
503,0.2940277944352404
504,0.6096402459676674
505,0.7452104439169902
506,0.6603251203084968
507,0.25522317097402014
508,0.7254113902224937
509,0.22230609451526062
510,0.7671079484892612
511,0.7370273743068113
512,0.6930718870266694
513,0.6703310116757808
514,0.6891748171788131
515,0.3003947599394371
516,0.6841022613964987
517,0.3587700021374119
518,0.26487858909410694
519,0.36091973288442236
520,0.29089005905319665
521,0.27997763463195147
522,0.23982276051383372
523,0.282787993207927
524,0.412259306593559
525,0.24619106574672292
526,0.2543554424194343
527,0.41858480502634166
528,0.20589847648515863
529,0.3032790844491061
530,0.2954783014037826
531,0.29435757437309695
532,0.29769362670298005
533,0.31199223157242084
534,0.3064214290129398
535,0.4452611174069253
536,0.42400183520820267
537,0.2620340404420929
538,0.44753654282654337
539,0.26815820920438693
540,0.25056617275720694
541,0.22318183302424774
542,0.3987813261161996
543,0.23355279040700005
544,0.5252800038943084
545,0.3980158694200151
546,0.30956066650205666
547,0.35109915696763416
548,0.615065411719142
549,0.27852883007678236
550,0.22195304752992412
551,0.27673305898389544
552,0.4859007434087494
553,0.2111140280415175
554,0.2559239628580317
555,0.23435891314175797
556,0.4332343754789883
557,0.34361915987625924
558,0.21256329006915906
559,0.25844648824145044
560,0.1984215561642261
561,0.24258599821976395
562,0.2533545328686141
563,0.548628599231219
564,0.24738221762221196
565,0.31793768685796275
566,0.22301526542046113
567,0.2307765150117659
568,0.2442211029306678
569,0.26432512478113723
570,0.23542112213506913
571,0.29924039708795613
572,0.2662068881035917
573,0.6610034651328263
574,0.30563262359316423
575,0.5477733340994156
576,0.6576014858968391
577,0.6452356081502583
578,0.5821716166788352
579,0.6073222823822101
580,0.5600399525991204
581,0.6539168905010766
582,0.3934100922180444
583,0.34681207416637055
584,0.4114878796085765
585,0.6862637038855515
586,0.681791476237136
587,0.6401697704848379
588,0.5758438163931314
589,0.5534462695056886
590,0.42320879501307224
591,0.509806517893168
592,0.5652034131732254
593,0.6618101932060718
594,0.5632506447427208
595,0.46610917546973896
596,0.45318781555210846
597,0.41007486196901377
598,0.6605683438380616
599,0.5499536299051988
600,0.4483183539975915
601,0.5869282770020139
602,0.7452512389045044
603,0.6317254854588912
604,0.6009595363724242
605,0.41683383600854274
606,0.42690275908954883
607,0.550329055664468
608,0.6299021068614701
609,0.5610346784964116
610,0.4541363258110203
611,0.6605057018552138
612,0.6163200651411355
613,0.4551979283440237
614,0.4231329305419945
615,0.5480474809690155
616,0.597483221776707
617,0.657523638824634
618,0.28634951798401953
619,0.4290242323309842
620,0.5339743584197746
621,0.39831845127404314
622,0.7164626804285027
623,0.6665446152940867
624,0.3341363258110204
625,0.6649696804309693
626,0.6916457022101645
627,0.569798020650558
628,0.5214591840191991
629,0.27357675996401953
630,0.4541363258110203
631,0.36289808183516237
632,0.48981118274196245
633,0.4637451948416146
634,0.3741363258110203
635,0.5746043311011528
636,0.47919955566199235
637,0.682505876380176
638,0.662332672873322
639,0.7461591956724867
640,0.2439346454469657
641,0.21423560618931478
642,0.2827726445900831
643,0.22783529293205587
644,0.26204710805782644
645,0.2798146596755483
646,0.33823393745791924
647,0.5306599689615961
648,0.2610552533113288
649,0.42294684901125323
650,0.23751916468946943
651,0.30605624044728635
652,0.2545589095867065
653,0.7813494470528145
654,0.6520178660266787
655,0.23679758291434466
656,0.23403255974078863
657,0.301870596001495
658,0.5420682426466071
659,0.26018344713690433
660,0.21061293175383283
661,0.2850885250596063
662,0.41489704827899593
663,0.23186628150155597
664,0.2182388973147445
665,0.2177095873778324
666,0.3309903616605836
667,0.24490561576871764
668,0.33345816162727016
669,0.7439638018416056
670,0.26565220155009894
671,0.25391901678664675
672,0.26573590017970167
673,0.283984713054965
674,0.3774070445793759
675,0.2617691937492296
676,0.27060508023746455
677,0.297049847240228
678,0.2789728285355311
679,0.3046814784807671
680,0.6161833821077227
681,0.44596631306074
682,0.22269527112117485
683,0.2956192170163098
684,0.240049759893359
685,0.21657975068958207
686,0.31989022759510416
687,0.2792719327227741
688,0.2420858845669415
689,0.27379161802100843
690,0.3081248757906165
691,0.26975603379677826
692,0.3246375317562159
693,0.2713979786048055
694,0.24999352819396786
695,0.2828514852588181
696,0.4368488302065554
697,0.41235610276599505
698,0.23525429494651
699,0.2556616701080101
700,0.264139666420882
701,0.22560164461493257
702,0.241563085048363
703,0.28662964662244733
704,0.2462003954296005
705,0.28125769148469704
706,0.29488934744299433
707,0.2361898031557778
708,0.3449272995671238
709,0.22370795055540182
710,0.24051690745285845
711,0.2982301993137274
712,0.3148045462935179
713,0.2477298154510354
714,0.25003725392450216
715,0.24597036804574463
716,0.3126221424502335
717,0.21617138641463846
718,0.24237591181227205
719,0.4433887733321833
720,0.2660922713948598
721,0.24911056040597854
722,0.2653617569188511
723,0.24309812644464418
724,0.24312938948594448
725,0.2529142380340458
726,0.3077966300419902
727,0.311651104730732
728,0.46991906541547346
729,0.2778778657374114
730,0.23206149110370297
731,0.30829188340666003
732,0.37563889231604985
733,0.35388531267239737
734,0.27898738238660614
735,0.35175813218443003
736,0.21088719437330003
737,0.24775395265950925
738,0.24219391170557075
739,0.2370064652146037
740,0.22068574029764906
741,0.2677232644573722
742,0.20741702070557694
743,0.2751523304370801
744,0.44229039348571353
745,0.3311558140961371
746,0.2903871447329083
747,0.3054014954143079
748,0.36873406576206746
749,0.23941317953085864
750,0.2764487070807564
751,0.26901723134916095
752,0.5511936355894906
753,0.4659304187211781
754,0.23309996353839746
755,0.27164100042806644
756,0.23960087784607573
757,0.3029992855500004
758,0.3554115882370897
759,0.33582991488287917
760,0.2653796658553643
761,0.252781171523797
762,0.2999826311387345
763,0.253636908476783
764,0.3028670953652093
765,0.2581831069467529
766,0.2535748283550206
767,0.277501085846039
768,0.30714934865658783
769,0.2981554855557208
770,0.27916702652993547
771,0.3116699603468075
772,0.24833105038920528
773,0.26985158486670197
774,0.3481458087322892
775,0.5291286145248264
776,0.23584441636015202
777,0.298801944980345
778,0.30371996530598794
779,0.28881634555023605
780,0.28554353315341535
781,0.23955758606876804
782,0.2998003324473511
783,0.26671291583881185
784,0.24117343662269236
785,0.3062397966947729
786,0.2611852880101357
787,0.42458162751467965
788,0.24685755165474327
789,0.33760376240759415
790,0.23511589189877116
791,0.39810348558741565
792,0.3413916541468361
793,0.3103668216459314
794,0.24859386467904124
795,0.2699770708288689
796,0.3104608861746171
797,0.24704045015548534
798,0.2646117533584488
799,0.37253397669143257
800,0.324916225172064
801,0.3698509456388178
802,0.30626236701333653
803,0.21161341285809315
804,0.32043167096574027
805,0.446172460175538
806,0.24026531099422935
807,0.367254293491608
808,0.6536723000956859
809,0.4553199588152044
810,0.33927477793373984
811,0.281347394783951
812,0.29400983274075776
813,0.2822013727064819
814,0.30701709572473135
815,0.2549386130681751
816,0.2535541908264694
817,0.29374301791643914
818,0.24198938175938745
819,0.30414070100829843
820,0.3247430054445915
821,0.3993870915714604
822,0.3170303950935757
823,0.2593350365312806
824,0.2552304706880434
825,0.21383781366553967
826,0.3198331466080525
827,0.29354099394728095
828,0.27949890925594706
829,0.26877998429498773
830,0.24033746342018966
831,0.271961107379029
832,0.29909646928829964
833,0.26503437145868514
834,0.23706426157027125
835,0.2453615259040754
836,0.45412826337158607
837,0.34821655345274144
838,0.22341912724633098
839,0.23320051994038157
840,0.22160659402720895
841,0.21779466713210466
842,0.3459700881568689
843,0.41386953314581365
844,0.25522964870842424
845,0.3122994190575567
846,0.22021683932007416
847,0.2804845830641757
848,0.30895812520586236
849,0.33235348620020555
850,0.24329216362654377
851,0.26329635038540794
852,0.24522432517547993
853,0.26310390771055175
854,0.34565159445635424
855,0.24264078488920576
856,0.23400002630145478
857,0.5112754090522076
858,0.240472691422234
859,0.22976747521954435
860,0.393326243699351
861,0.3075638044730199
862,0.2667381147588557
863,0.452881439043791
864,0.31611868577420354
865,0.32020294869577504
866,0.2915162123014535
867,0.22280523504081118
868,0.30070058292309243
869,0.2724288430372582
870,0.4342715714627712
871,0.4160300171527814
872,0.25698040890463403
873,0.2994113795298465
874,0.29931029202796855
875,0.30748333291885716
876,0.2845444379650805
877,0.28299480611773126
878,0.2885039708824659
879,0.24737192612421896
880,0.27072743987458026
881,0.23715725031247317
882,0.486825521499502
883,0.36575881620634354
884,0.28237006446100726
885,0.2748570184810831
886,0.26238082130233087
887,0.2305156270301854
888,0.23901426750486882
889,0.26232945944589514
890,0.23351352099856468
891,0.340593740400672
892,0.28425821449074035
893,0.27206403956733416
894,0.44834686154117814
895,0.453644379527546
896,0.2598954765570937
897,0.2583444367576308
898,0.2645436442233128
899,0.2303872521043111
900,0.23586394494644294
901,0.24913592594719264
902,0.31228590840015513
903,0.2839968671569933
904,0.2273360887547725
905,0.2701627956375588
906,0.2728442902895717
907,0.28927189226345695
908,0.22321000411823694
909,0.23811397757129432
910,0.29304538749951325
911,0.23395893661920328
912,0.2320241605432889
913,0.23223199103255202
914,0.21466988484637417
915,0.4228030143352516
916,0.2827201311955089
917,0.2556743974072534
918,0.3009038277478623
919,0.2780237512127017
920,0.3257534407213595
921,0.2758641892553794
922,0.23417941427500408
923,0.23383263977225432
924,0.2511957460042429
925,0.22547563675522672
926,0.48749525557038387
927,0.31171979418401297
928,0.3256930428131821
929,0.5494125164964954
930,0.27151707818508763
931,0.2776483205123406
932,0.4665473961736944
933,0.25505058081972143
934,0.24152367363192978
935,0.2708094296518564
936,0.303081958844985
937,0.25339352933049303
938,0.31465000991982955
939,0.5138954820795474
940,0.23605893489691931
941,0.25833821971624277
942,0.2911972939583749
943,0.2673009349770777
944,0.25790081077528354
945,0.24420809449225594
946,0.2545408559455489
947,0.26130555673060707
948,0.3016130900608528
949,0.4049129082716691
950,0.2388487980540291
951,0.31540550774979936
952,0.22468585217746972
953,0.27335628972565096
954,0.29904370133747016
955,0.2355449944819552
956,0.2521033051634672
957,0.2712195466566623
958,0.2460463215037489
959,0.29429126065402295
960,0.2997482972816864
961,0.28787410282103365
962,0.28337937682665576
963,0.28436583456474135
964,0.2279448307939523
965,0.2279826433030267
966,0.22610326257551044
967,0.25906593072838086
968,0.24145124802107434
969,0.22518082063889167
970,0.3274186679642791
971,0.22277217635250307
972,0.2847021661158314
973,0.2469350613923062
974,0.2422289120807914
975,0.2231663289210788
976,0.2721991953590862
977,0.27399454500949244
978,0.29966796573871435
979,0.2870931218689894
980,0.2767450196617617
981,0.21328060752258277
982,0.2526905871749593
983,0.3022468419907877
984,0.2396922388789724
985,0.2494987066735343
986,0.2539070145791258
987,0.24451047668951364
988,0.4170444073127582
989,0.308411454386934
990,0.23825081888300753
991,0.4296062826897941
992,0.2838488754353158
993,0.304190344943993
994,0.25931924440128873
995,0.27319473188007953
996,0.265998558876686
997,0.24198315905835374
998,0.28961008100097696
999,0.25764156213452133
1000,0.2646569555404934
1001,0.2499071418685274
1002,0.29485898083740586
1003,0.31101281486014887
1004,0.249920845789731
1005,0.3552848036577522
1006,0.44467005369516877
1007,0.23100926325694773
1008,0.2668622549000531
1009,0.29247496525934213
1010,0.3070918836597403
1011,0.20960179728847228
1012,0.2556889160086625
1013,0.23346644027571112
1014,0.331559945062277
1015,0.3600860771303367
1016,0.28685367663325423
1017,0.24983726613007456
1018,0.5405339170186645
1019,0.2333564980227508
1020,0.25752535969431156
1021,0.24005705819206846
1022,0.23269721644527147
1023,0.2683715377576411
1024,0.2726734156404603
1025,0.2553070335502875
1026,0.3015232156305084
1027,0.28313325122248056
1028,0.2473204172461571
1029,0.502531845936111
1030,0.26056695490945553
1031,0.33846045465439234
1032,0.27400797465074733
1033,0.24903360087579682
1034,0.34409487471830424
1035,0.4786882389799837
1036,0.46663169432635077
1037,0.3254139269158724
1038,0.21160974766540103
1039,0.2645257503138428
1040,0.24442869104217654
1041,0.24615750235338468
1042,0.2826817474654049
1043,0.2988533456784767
1044,0.26940191273108277
1045,0.2323483777778262
1046,0.26234217373267094
1047,0.2606251054727814
1048,0.2381692267432471
1049,0.21053767952382302
1050,0.2272017864220058
1051,0.2981383097860693
1052,0.202068732337176
1053,0.2980443249232273
1054,0.27398526566752734
1055,0.2868269753573104
1056,0.27094036734951227
1057,0.5599743606399424
1058,0.264118908594034
1059,0.25833644715478726
1060,0.29456964797334323
1061,0.6969621989807754
1062,0.32873018994387404
1063,0.7013161781121484
1064,0.603172041606848
1065,0.26009519584069923
1066,0.2984086207507035
1067,0.24055093316113935
1068,0.4071169559248237
1069,0.33589950655812273
1070,0.7600162568571542
1071,0.27991265553304046
1072,0.2546051402473428
1073,0.6667223015350212
1074,0.23778694823335264
1075,0.703071683161834
1076,0.620091729197201
1077,0.5974244431933956
1078,0.23388838184326732
1079,0.2485780606121099
1080,0.47076055791207094
1081,0.3396929868855736
1082,0.38067404405102917
1083,0.6046878600544099
1084,0.21685026068982166
1085,0.7168366302890052
1086,0.2274209181498285
1087,0.3064210836546122
1088,0.5576118709104397
1089,0.7022499057123989
1090,0.6210613628383201
1091,0.28034792369445327
1092,0.2674838748160582
1093,0.28480841258298073
1094,0.2696940014311482
1095,0.4654797644618597
1096,0.5317118593596752
1097,0.40906455703990474
1098,0.2591272951577059
1099,0.7320554358818339
1100,0.41774856671829796
1101,0.6833970089789809
1102,0.6301626441863901
1103,0.6482183694899442
1104,0.3762010298344383
1105,0.3853549033479925
1106,0.3000768830420554
1107,0.647332499283177
1108,0.37312876656129607
1109,0.26107634035416727
1110,0.49736314748316107
1111,0.684832241274959
1112,0.23770581141264935
1113,0.2165213092536499
1114,0.43952071625770656
1115,0.34499326501713345
1116,0.6083461050205268
1117,0.3018789863906738
1118,0.29585812827783664
1119,0.5762312150258879
1120,0.548577161488097
1121,0.5030456035014779
1122,0.40192938054036687
1123,0.2956841125384955
1124,0.6951585087101053
1125,0.3922730149592586
1126,0.4325008662025672
1127,0.6066765458894541
1128,0.4565301685026446
1129,0.37176984242001687
1130,0.2965506565971475
1131,0.6457737726413977
1132,0.4142079869320666
1133,0.7074021497489456
1134,0.7232436759856784
1135,0.6925144818592048
1136,0.6281024066299303
1137,0.7275571726681967
1138,0.6857276205978066
1139,0.6539787490747722
1140,0.6817164915924172
1141,0.6940523228600983
1142,0.5979753057368447
1143,0.6985113388560955
1144,0.7206396875770441
1145,0.6968958917844891
1146,0.6594061270860501
1147,0.6744206321257498
1148,0.382037229382523
1149,0.7059401210076092
1150,0.6961079866807818
1151,0.7050558271330837
1152,0.7008768912847537
1153,0.6025036849777922
1154,0.6135945217343235
1155,0.3502508832587213
1156,0.7232436759856784
1157,0.33506033207513836
1158,0.716563910206602
1159,0.6659455496730343
1160,0.3275324901492489
1161,0.6710302502587216
1162,0.7260123793863656
1163,0.719098945836928
1164,0.6804284284415788
1165,0.7788160197862188
1166,0.6193364548849523
1167,0.4040794712334529
1168,0.6965138628469643
1169,0.5729803026927183
1170,0.7311215934033904
1171,0.6840544054052782
1172,0.7040780493978664
1173,0.7616925162644387
1174,0.27447320942448955
1175,0.7632287904092049
1176,0.6870955065598524
1177,0.6080746098531622
1178,0.2830645944177195
1179,0.7330132493752073
1180,0.7560225883872927
1181,0.5012903686061516
1182,0.7111986283736084
1183,0.6219900119996231
1184,0.7254690646594544
1185,0.6896278742730472
1186,0.3377867055319753
1187,0.527188175478794
1188,0.662675016124618
1189,0.637055642919469
1190,0.4912766727229852
1191,0.7676853666153256
1192,0.6780254270655474
1193,0.333811892763049
1194,0.5873090459296959
1195,0.38795027959060174
1196,0.5460735235098934
1197,0.4024572786652518
1198,0.5146624319706704
1199,0.6626257046752551
1200,0.23762777433360074
1201,0.5124572148711575
1202,0.6007175002934169
1203,0.2624738086617533
1204,0.2573650020816743
1205,0.7456528376974412
1206,0.33784250374229974
1207,0.4647865372256212
1208,0.4924614553835635
1209,0.6855155425077539
1210,0.2884678210740422
1211,0.511209602857091
1212,0.2563614329621632
1213,0.6741777971568362
1214,0.4428413064750728
1215,0.45119937175507496
1216,0.5860363759218955
1217,0.6071208778518179
1218,0.5005849169384081
1219,0.43628752747392746
1220,0.39419883479556406
1221,0.30580718141847807
1222,0.5833716554357046
1223,0.5026770129475027
1224,0.29233854841625007
1225,0.2541469235298335
1226,0.5846548348521906
1227,0.728611585462746
1228,0.47509491346305033
1229,0.7489398436189292
1230,0.5528039468774003
1231,0.5414086053175236
1232,0.33184708593902573
1233,0.6986981698010342
1234,0.7483204642526411
1235,0.6991984928354176
1236,0.4818255212887445
1237,0.5285494519940905
1238,0.26112137488168097
1239,0.5394924227147758
1240,0.45703212790639736
1241,0.5330255654500073
1242,0.546036672316484
1243,0.618798550598353
1244,0.44754602125631593
1245,0.6008545046649248
1246,0.43548466925364054
1247,0.4255080244231075
1248,0.7722053608313821
1249,0.5735913986970864
1250,0.2690467436420255
1251,0.546036672316484
1252,0.4465939859055358
1253,0.5242211775588788
1254,0.5435214729567818
1255,0.6279955490635546
1256,0.3978040357743722
