,w2v_net
549,0.05307904
550,0.08444902
551,0.11946195
552,0.12991512
553,0.11798841
554,0.19596297
555,0.263202
556,0.6654447
557,0.22453228
558,0.10153249
559,0.15577197
560,0.10988763
561,0.053815156
562,0.03603363
563,0.29496664
564,0.03532201
565,0.10920727
566,0.11955556
567,0.07715127
568,0.16785863
569,0.043492198
570,0.54117894
571,0.57561195
572,0.07272738
573,0.8109429
574,0.56118983
575,0.72187155
576,0.7277282
577,0.61374503
578,0.8191166
579,0.73448974
580,0.73262024
581,0.6271106
582,0.5553258
583,0.31463766
584,0.7277282
585,0.6325628
586,0.80818975
587,0.73159266
588,0.623528
589,0.7419795
590,0.5544165
591,0.73159266
592,0.77369654
593,0.30036202
594,0.6545491
595,0.18789554
596,0.6499005
597,0.56118983
598,0.45114082
599,0.28553194
600,0.53434783
601,0.7277282
602,0.6189959
603,0.77369654
604,0.77369654
605,0.22940797
606,0.77369654
607,0.28553194
608,0.7277282
609,0.6460917
610,0.6349634
611,0.7272598
612,0.44237724
613,0.42906255
614,0.30965626
615,0.19782907
616,0.68409115
617,0.9325942
618,0.25634003
619,0.28150335
620,0.16259927
621,0.29074365
622,0.8248637
623,0.7524147
624,0.6349634
625,0.45521846
626,0.73839295
627,0.6070039
628,0.56930345
629,0.19196904
630,0.6349634
631,0.11261386
632,0.34037274
633,0.30965626
634,0.6349634
635,0.30965626
636,0.68016624
637,0.7460906
638,0.94419456
639,0.7972971
640,0.043227017
641,0.041105032
642,0.053934366
643,0.19841254
644,0.13213402
645,0.014261901
646,0.20884326
647,0.64160836
648,0.056958556
649,0.35405523
650,0.4970379
651,0.257962
652,0.10419038
653,0.96648574
654,0.94528234
655,0.0375506
656,0.054468215
657,0.074011534
658,0.9250337
659,0.043468654
660,0.121026784
661,0.26197293
662,0.06183511
663,0.03005004
664,0.10250017
665,0.07730335
666,0.03766027
667,0.045391858
668,0.057864398
669,0.96182835
670,0.142746
671,0.21975413
672,0.06416574
673,0.21625346
674,0.09379685
675,0.04980427
676,0.20636818
677,0.05671251
678,0.071327835
679,0.10728356
680,0.24376729
681,0.073765814
682,0.18904093
683,0.18904093
684,0.08911458
685,0.06597206
686,0.1465433
687,0.13663906
688,0.020364225
689,0.114442855
690,0.09973326
691,0.30128148
692,0.4060769
693,0.13177893
694,0.011375606
695,0.0823752
696,0.4173518
697,0.313333
698,0.17764094
699,0.2580009
700,0.16235504
701,0.17719191
702,0.038338035
703,0.05590895
704,0.10983023
705,0.0468117
706,0.11333552
707,0.13924539
708,0.17473152
709,0.101492375
710,0.18450436
711,0.17463595
712,0.053034246
713,0.04523906
714,0.06600252
715,0.2649951
716,0.06444943
717,0.08621922
718,0.0788205
719,0.087949395
720,0.12763688
721,0.032419384
722,0.18657458
723,0.081349164
724,0.09653145
725,0.09248334
726,0.059443086
727,0.011075109
728,0.21922469
729,0.060636282
730,0.044872224
731,0.12268916
732,0.1363371
733,0.06196928
734,0.037965536
735,0.16218206
736,0.09709659
737,0.085094035
738,0.09817076
739,0.050586283
740,0.11042464
741,0.06874141
742,0.06795192
743,0.024042904
744,0.40625775
745,0.07183096
746,0.08791733
747,0.17751494
748,0.59718764
749,0.13478163
750,0.13092998
751,0.04207164
752,0.35733604
753,0.14333454
754,0.18047908
755,0.056194544
756,0.3928023
757,0.3233921
758,0.51005375
759,0.09741095
760,0.3757048
761,0.11122775
762,0.25314307
763,0.13363993
764,0.18824464
765,0.32012165
766,0.13813576
767,0.3888502
768,0.4046375
769,0.49575776
770,0.20130572
771,0.23851031
772,0.090534
773,0.06865057
774,0.17148983
775,0.7469374
776,0.092194855
777,0.116575986
778,0.046969444
779,0.06306094
780,0.1369794
781,0.12658966
782,0.11846298
783,0.06346133
784,0.08445376
785,0.24534994
786,0.09202322
787,0.32963407
788,0.35634553
789,0.15579814
790,0.12194851
791,0.1484555
792,0.50642306
793,0.11738941
794,0.06140229
795,0.35634553
796,0.05374953
797,0.2792853
798,0.19219536
799,0.08311799
800,0.28538644
801,0.04421994
802,0.084022254
803,0.07115826
804,0.1982047
805,0.34161466
806,0.10766575
807,0.089426905
808,0.87704515
809,0.69427395
810,0.104525596
811,0.003589183
812,0.07215294
813,0.047444552
814,0.08333138
815,0.03920719
816,0.042627364
817,0.27062124
818,0.07833508
819,0.08755508
820,0.06852487
821,0.1121386
822,0.24604198
823,0.07856122
824,0.028713912
825,0.05633515
826,0.07976028
827,0.11943808
828,0.045033753
829,0.12968415
830,0.051226676
831,0.15571901
832,0.032890826
833,0.03682667
834,0.19659168
835,0.06260371
836,0.23223728
837,0.35497612
838,0.02754125
839,0.026573569
840,0.023023784
841,0.04739979
842,0.06135145
843,0.22681415
844,0.079167604
845,0.08428928
846,0.08056623
847,0.10633251
848,0.3261068
849,0.11412081
850,0.06604537
851,0.06467396
852,0.09233785
853,0.049120784
854,0.24977422
855,0.32378668
856,0.061450005
857,0.110699445
858,0.10699183
859,0.08035514
860,0.2071183
861,0.06505227
862,0.023063928
863,0.222215
864,0.077412546
865,0.087682515
866,0.07690817
867,0.03842637
868,0.13195941
869,0.072659165
870,0.14852759
871,0.23671716
872,0.09654689
873,0.7286327
874,0.040847987
875,0.09446952
876,0.055929095
877,0.04788354
878,0.2108038
879,0.04613024
880,0.21485594
881,0.3323257
882,0.16155586
883,0.034891725
884,0.19048977
885,0.039214075
886,0.116435945
887,0.028145999
888,0.11577496
889,0.06798288
890,0.09050879
891,0.26361907
892,0.084183335
893,0.05847919
894,0.51001006
895,0.054776847
896,0.30911982
897,0.069930255
898,0.06041801
899,0.08193168
900,0.07016119
901,0.040193766
902,0.121267766
903,0.22599605
904,0.13369709
905,0.07538819
906,0.1049096
907,0.12529516
908,0.052060843
909,0.07202414
910,0.15580615
911,0.22435531
912,0.07489562
913,0.095988095
914,0.07288054
915,0.46641746
916,0.19183016
917,0.14548254
918,0.16213492
919,0.09590161
920,0.04259047
921,0.10679552
922,0.13710126
923,0.07158986
924,0.078403324
925,0.14411998
926,0.5549038
927,0.19704816
928,0.12973505
929,0.4197642
930,0.16106528
931,0.10573658
932,0.40970486
933,0.10518831
934,0.08938274
935,0.21007094
936,0.3321836
937,0.07633808
938,0.25846875
939,0.12153578
940,0.06489885
941,0.17824936
942,0.16660064
943,0.2589364
944,0.0618186
945,0.091529936
946,0.16264752
947,0.4182662
948,0.15668836
949,0.3637403
950,0.07757127
951,0.11446515
952,0.02423799
953,0.02423799
954,0.24297106
955,0.04298821
956,0.07583949
957,0.03029424
958,0.03029424
959,0.021933734
960,0.043195575
961,0.05502951
962,0.02423799
963,0.030321449
964,0.03833419
965,0.086272806
966,0.028250247
967,0.043222398
968,0.0248335
969,0.026082844
970,0.030321449
971,0.03833419
972,0.03029424
973,0.02750501
974,0.026082844
975,0.036809027
976,0.040955454
977,0.026082844
978,0.041903287
979,0.06366959
980,0.03029424
981,0.026082844
982,0.08710468
983,0.028250247
984,0.0927124
985,0.087503344
986,0.040911198
987,0.06791556
988,0.47606874
989,0.14322066
990,0.13915679
991,0.16461027
992,0.06528878
993,0.13325423
994,0.100801915
995,0.054706037
996,0.04941386
997,0.19082472
998,0.053469867
999,0.12604254
1000,0.08707115
1001,0.038368046
1002,0.060070872
1003,0.17007089
1004,0.082616985
1005,0.0862636
1006,0.0947462
1007,0.090675235
1008,0.05633375
1009,0.14736587
1010,0.092692405
1011,0.04995066
1012,0.08491662
1013,0.18069014
1014,0.17530009
1015,0.042985827
1016,0.11967254
1017,0.1525625
1018,0.4608125
1019,0.055298537
1020,0.11356485
1021,0.04077387
1022,0.02845031
1023,0.09116498
1024,0.12486237
1025,0.5085295
1026,0.19097069
1027,0.01659903
1028,0.032801688
1029,0.47663736
1030,0.027721852
1031,0.14337406
1032,0.04210362
1033,0.038537145
1034,0.05846551
1035,0.23143286
1036,0.33840138
1037,0.25128
1038,0.01659903
1039,0.094118595
1040,0.10578239
1041,0.039134413
1042,0.041826516
1043,0.060613483
1044,0.064442754
1045,0.02845031
1046,0.12788573
1047,0.06920901
1048,0.12989366
1049,0.11723393
1050,0.024567872
1051,0.049011886
1052,0.041192353
1053,0.038329065
1054,0.0780108
1055,0.07003605
1056,0.03567639
1057,0.5810412
1058,0.03542149
1059,0.3061277
1060,0.65038484
1061,0.7575934
1062,0.08740842
1063,0.90683955
1064,0.69796795
1065,0.106794775
1066,0.122442305
1067,0.34435046
1068,0.84732777
1069,0.118411094
1070,0.8594545
1071,0.12266782
1072,0.05590141
1073,0.9303583
1074,0.29474849
1075,0.8594545
1076,0.9371257
1077,0.7204494
1078,0.078828454
1079,0.267776
1080,0.24366412
1081,0.14388898
1082,0.73215216
1083,0.4858164
1084,0.46891245
1085,0.8145156
1086,0.09077984
1087,0.43834203
1088,0.6586598
1089,0.7417592
1090,0.69796795
1091,0.102137804
1092,0.34762055
1093,0.35673022
1094,0.30467165
1095,0.8437153
1096,0.79286224
1097,0.28194457
1098,0.29608244
1099,0.9636357
1100,0.31702518
1101,0.975729
1102,0.90414405
1103,0.9835355
1104,0.64793164
1105,0.6621961
1106,0.19660628
1107,0.90471435
1108,0.6154917
1109,0.6621961
1110,0.35926193
1111,0.8698294
1112,0.15084988
1113,0.28837842
1114,0.6939635
1115,0.27242655
1116,0.88088936
1117,0.2014556
1118,0.20433709
1119,0.93698657
1120,0.84364855
1121,0.10738787
1122,0.16573828
1123,0.11786562
1124,0.9123454
1125,0.24769711
1126,0.20271587
1127,0.94135034
1128,0.65304124
1129,0.44401503
1130,0.33828217
1131,0.93994886
1132,0.9082369
1133,0.9358303
1134,0.9339108
1135,0.866241
1136,0.9087054
1137,0.91417766
1138,0.9456903
1139,0.94143826
1140,0.939561
1141,0.5287027
1142,0.9358303
1143,0.96940553
1144,0.96981955
1145,0.96981955
1146,0.96981955
1147,0.96981955
1148,0.99210477
1149,0.9662007
1150,0.97584283
1151,0.96981955
1152,0.9744979
1153,0.9010538
1154,0.97740436
1155,0.9135877
1156,0.9339108
1157,0.6538274
1158,0.9497285
1159,0.96981955
1160,0.53979415
1161,0.7316972
1162,0.8160851
1163,0.7996565
1164,0.5942724
1165,0.9845052
1166,0.59414655
1167,0.37572291
1168,0.86406827
1169,0.7223488
1170,0.892946
1171,0.5205241
1172,0.5716413
1173,0.892946
1174,0.2760809
1175,0.95452166
1176,0.892946
1177,0.8853109
1178,0.112870306
1179,0.892946
1180,0.892946
1181,0.7612103
1182,0.89790606
1183,0.7499756
1184,0.892946
1185,0.892946
1186,0.5942724
1187,0.61547303
1188,0.95476544
1189,0.83641183
1190,0.42343628
1191,0.892946
1192,0.3733026
1193,0.53979415
1194,0.6055005
1195,0.72555494
1196,0.8327862
1197,0.24544531
1198,0.5304519
1199,0.8495233
1200,0.31102356
1201,0.8225318
1202,0.76358485
1203,0.11634162
1204,0.27228105
1205,0.96462035
1206,0.74119645
1207,0.24851927
1208,0.34336782
1209,0.950297
1210,0.7805964
1211,0.64686716
1212,0.31491247
1213,0.9436108
1214,0.36133307
1215,0.3558303
1216,0.6045735
1217,0.32608762
1218,0.4539368
1219,0.16861358
1220,0.63564116
1221,0.33212456
1222,0.87936413
1223,0.46088222
1224,0.5415528
1225,0.16481805
1226,0.79927325
1227,0.8874506
1228,0.6270163
1229,0.8506019
1230,0.4902761
1231,0.50383604
1232,0.4902761
1233,0.91980934
1234,0.92365885
1235,0.93867445
1236,0.41439632
1237,0.66847247
1238,0.09506646
1239,0.75674546
1240,0.22002491
1241,0.48791456
1242,0.8512957
1243,0.9531778
1244,0.80809814
1245,0.8287413
1246,0.24155068
1247,0.56793743
1248,0.9274593
1249,0.7041322
1250,0.5172928
1251,0.8512957
1252,0.7325416
1253,0.7202668
1254,0.7686352
1255,0.42886
1256,0.34058875
1257,0.36021698
1258,0.9177319
1259,0.9220852
1260,0.620105
1261,0.87241733
1262,0.89930844
1263,0.07709801
1264,0.95325696
1265,0.08664784
1266,0.10416952
1267,0.11323905
1268,0.14936543
1269,0.26617217
1270,0.14942515
1271,0.09721276
1272,0.04667282
1273,0.10532886
1274,0.27401564
1275,0.2562005
1276,0.1370281
1277,0.5875341
1278,0.33641762
1279,0.44264096
1280,0.17084396
1281,0.15880245
1282,0.10955179
1283,0.09300688
1284,0.5875341
1285,0.108458936
1286,0.14699262
1287,0.04430172
1288,0.235313
1289,0.9085853
1290,0.14780661
1291,0.2738576
1292,0.16333312
1293,0.19915825
1294,0.16234115
1295,0.5098658
1296,0.046926975
1297,0.12291539
1298,0.11909205
1299,0.43772516
1300,0.41897577
1301,0.12464067
1302,0.06864801
1303,0.33654308
1304,0.30007786
1305,0.1607286
1306,0.43875486
1307,0.27671468
1308,0.26175183
1309,0.89350754
1310,0.12820473
1311,0.13271716
1312,0.49610278
1313,0.06634119
1314,0.074781775
1315,0.042511344
1316,0.21057743
1317,0.10230383
1318,0.24760836
1319,0.14335063
1320,0.10088709
1321,0.038692266
1322,0.24155074
1323,0.34616852
1324,0.71099645
1325,0.086615145
1326,0.18125492
1327,0.023208588
1328,0.17789552
1329,0.08167252
1330,0.62144774
1331,0.24544531
1332,0.27228105
1333,0.47944894
1334,0.35747296
1335,0.76358485
1336,0.8341657
1337,0.39163274
1338,0.2746265
1339,0.841401
1340,0.6137298
1341,0.29007995
1342,0.16407672
1343,0.8495233
1344,0.47041956
1345,0.87936413
1346,0.78091544
1347,0.3444412
1348,0.31785095
1349,0.33212456
1350,0.30747086
1351,0.96770203
1352,0.8191385
1353,0.83589935
1354,0.31485412
1355,0.45626897
1356,0.8225318
1357,0.8303158
1358,0.92101
1359,0.23575696
1360,0.9436108
1361,0.4927819
1362,0.4830702
1363,0.44887036
1364,0.36246538
1365,0.36133307
1366,0.86420655
1367,0.8267609
1368,0.7367096
1369,0.58692384
1370,0.33300292
1371,0.37339932
1372,0.97195375
1373,0.97330576
1374,0.33300292
1375,0.8913493
1376,0.7948224
1377,0.7126849
1378,0.23281455
1379,0.97478235
1380,0.952624
1381,0.78557545
1382,0.9215829
1383,0.48977023
1384,0.97330576
1385,0.8929454
1386,0.33300292
1387,0.8168614
1388,0.43862376
1389,0.95068896
1390,0.33300292
1391,0.8487891
1392,0.13548231
1393,0.6258894
1394,0.21188247
1395,0.97836244
1396,0.9339208
1397,0.82188725
1398,0.18883383
1399,0.9897953
1400,0.49379066
1401,0.4816746
1402,0.698661
1403,0.8309617
1404,0.40279335
1405,0.86769044
1406,0.07815492
1407,0.91924626
1408,0.1590735
1409,0.36838531
1410,0.8749896
1411,0.9383465
1412,0.85890985
1413,0.31507167
1414,0.98483133
1415,0.49453375
1416,0.5590106
1417,0.95571
1418,0.7811469
1419,0.93089354
1420,0.92819226
1421,0.32635543
1422,0.96256727
1423,0.6768289
1424,0.5673675
1425,0.92819226
1426,0.5362205
1427,0.9823624
1428,0.22940111
1429,0.13686052
1430,0.5663563
1431,0.4171056
1432,0.21410137
1433,0.9195546
1434,0.86406237
1435,0.19688228
1436,0.12866634
1437,0.23432761
1438,0.19908392
1439,0.32001084
1440,0.06389642
1441,0.9127317
1442,0.39687127
1443,0.81875706
1444,0.27744612
1445,0.1871967
1446,0.23553944
1447,0.055995762
1448,0.08790216
1449,0.89357734
1450,0.107636094
1451,0.6062742
1452,0.15891683
1453,0.20247489
1454,0.13477716
1455,0.06574303
1456,0.19996911
1457,0.88662684
1458,0.11021441
1459,0.68734735
1460,0.81744146
1461,0.35626662
1462,0.2467022
1463,0.26607725
1464,0.64078
1465,0.3646682
1466,0.36486927
1467,0.13692555
1468,0.13014042
1469,0.23327348
1470,0.7728002
1471,0.3551492
1472,0.17207864
1473,0.13052118
1474,0.17000642
1475,0.23888338
1476,0.1498976
1477,0.16491744
1478,0.071547806
1479,0.64531624
1480,0.26845807
1481,0.22304854
1482,0.09988785
1483,0.104025245
1484,0.27458185
1485,0.09657818
1486,0.15565798
1487,0.39089826
1488,0.09138253
1489,0.67677647
1490,0.045072854
1491,0.84209853
1492,0.13860035
1493,0.5633434
1494,0.445562
1495,0.51429206
1496,0.10839394
1497,0.91964334
1498,0.77318966
1499,0.8710567
1500,0.17810756
1501,0.96727085
1502,0.96727085
1503,0.96727085
1504,0.87499535
1505,0.803949
1506,0.96727085
1507,0.1409837
1508,0.16771847
1509,0.6112884
1510,0.96727085
1511,0.3163297
1512,0.7819448
1513,0.7265382
1514,0.81657493
1515,0.803949
1516,0.96727085
1517,0.95906705
1518,0.96727085
1519,0.81657493
1520,0.21743622
1521,0.91303176
1522,0.81657493
1523,0.6733624
1524,0.4865837
1525,0.35620698
1526,0.57961965
1527,0.3106466
1528,0.29619032
1529,0.7487012
1530,0.88557374
1531,0.8611779
1532,0.2145721
1533,0.9484552
1534,0.29619032
1535,0.17233086
1536,0.76201844
1537,0.29903764
1538,0.93404806
1539,0.94836175
1540,0.8834472
1541,0.75720537
1542,0.36750007
1543,0.4371814
1544,0.48110133
1545,0.8240701
1546,0.13253239
1547,0.13895327
1548,0.36750007
1549,0.8240701
1550,0.5913026
1551,0.36750007
1552,0.20228896
1553,0.82168555
1554,0.13743111
1555,0.15644306
1556,0.15886584
1557,0.8364151
1558,0.79456824
1559,0.9490497
1560,0.08491349
1561,0.18079153
1562,0.09182355
1563,0.12790611
1564,0.09770894
1565,0.11871308
1566,0.07783687
1567,0.11508921
1568,0.06655708
1569,0.08636084
1570,0.5572936
1571,0.2613846
1572,0.11052203
1573,0.06116271
1574,0.11987418
1575,0.22142947
1576,0.08658251
1577,0.07812369
1578,0.108462125
1579,0.633186
1580,0.08658251
1581,0.3183316
1582,0.18538383
1583,0.2613846
1584,0.063479036
1585,0.28041905
1586,0.71862787
1587,0.66228515
1588,0.15053785
1589,0.25042638
1590,0.45515448
1591,0.112510026
1592,0.10665578
1593,0.07093042
1594,0.3950379
1595,0.09507722
1596,0.89552
1597,0.11310688
1598,0.41793126
1599,0.059652895
1600,0.33472604
1601,0.75186765
1602,0.56507313
1603,0.10554141
1604,0.1533196
1605,0.2615953
1606,0.06422725
1607,0.1387231
1608,0.47450498
1609,0.50178444
1610,0.087405324
1611,0.045782536
1612,0.37051296
1613,0.5251649
1614,0.4636027
1615,0.042428583
1616,0.2537468
1617,0.13608241
1618,0.4636027
1619,0.20832247
1620,0.13565078
1621,0.4120261
1622,0.2663628
1623,0.5716413
1624,0.17145342
1625,0.3495736
1626,0.25952232
1627,0.46810108
1628,0.4675245
1629,0.27783316
1630,0.45042503
1631,0.3635751
1632,0.20289934
1633,0.094575524
1634,0.40838856
1635,0.23402181
1636,0.09015
1637,0.3441956
1638,0.16574717
1639,0.5938515
1640,0.32058853
1641,0.72089994
1642,0.06461564
1643,0.039846927
1644,0.60900545
1645,0.26881522
1646,0.07254711
1647,0.81308216
1648,0.17905995
1649,0.16408104
1650,0.17905995
1651,0.067897975
1652,0.054517657
1653,0.19531691
1654,0.08393508
1655,0.19134536
1656,0.075615406
1657,0.28765905
1658,0.14181325
1659,0.1065574
1660,0.5370474
1661,0.5929527
1662,0.15339223
1663,0.17905995
1664,0.14322829
1665,0.04869145
1666,0.059794664
1667,0.057509273
1668,0.042744696
1669,0.15032634
