,elmo_net
225,0.21964669
226,0.08096722
227,0.68560183
228,0.10965738
229,0.09360424
230,0.24956197
231,0.04946941
232,0.05944267
233,0.037031084
234,0.29669237
235,0.07150632
236,0.11111748
237,0.15531331
238,0.85040736
239,0.5220848
240,0.1794079
241,0.054992378
242,0.04645753
243,0.54099613
244,0.15062475
245,0.2667095
246,0.13089958
247,0.12347832
248,0.730754
249,0.19116032
250,0.21775329
251,0.11761251
252,0.18450564
253,0.19975176
254,0.19481966
255,0.10836455
256,0.44237858
257,0.12198776
258,0.319155
259,0.2255432
260,0.22581145
261,0.13592747
262,0.13756129
263,0.028207839
264,0.51956785
265,0.23869786
266,0.24639648
267,0.09435803
268,0.05421558
269,0.7251161
270,0.20053273
271,0.25560296
272,0.083387434
273,0.13273829
274,0.08336866
275,0.26768583
276,0.12206516
277,0.51056314
278,0.12235457
279,0.036049217
280,0.16784859
281,0.15483013
282,0.10449359
283,0.12206516
284,0.051613986
285,0.5841611
286,0.29362833
287,0.12327516
288,0.11463308
289,0.09557709
290,0.10377708
291,0.26696333
292,0.096126586
293,0.054181486
294,0.64027387
295,0.09864375
296,0.06371623
297,0.060634136
298,0.10466167
299,0.4628248
300,0.16531724
301,0.4183067
302,0.061469138
303,0.054661155
304,0.42492276
305,0.37473947
306,0.26555336
307,0.13286805
308,0.104459554
309,0.14132288
310,0.031703293
311,0.1617552
312,0.08193797
313,0.060393065
314,0.09014267
315,0.07130265
316,0.0409396
317,0.38083255
318,0.06446889
319,0.44438216
320,0.13086745
321,0.15576613
322,0.037463278
323,0.2140092
324,0.057060868
325,0.6886896
326,0.14594352
327,0.07490659
328,0.05787775
329,0.1830017
330,0.06890634
331,0.26894057
332,0.13689446
333,0.27115557
334,0.09839606
335,0.14407977
336,0.11709151
337,0.42777026
338,0.22810534
339,0.08028823
340,0.33909714
341,0.12355292
342,0.457205
343,0.10973686
344,0.10111028
345,0.069660455
346,0.09500307
347,0.10067007
348,0.06771937
349,0.10466647
350,0.10466647
351,0.10067007
352,0.07426691
353,0.1060352
354,0.84243745
355,0.09405741
356,0.2535468
357,0.2176618
358,0.10067007
359,0.016231686
360,0.10067007
361,0.1137242
362,0.5951497
363,0.09147361
364,0.09500307
365,0.10067007
366,0.103289515
367,0.15342608
368,0.66222227
369,0.06750652
370,0.09500307
371,0.10466647
372,0.09500307
373,0.10466647
374,0.048990846
375,0.8938601
376,0.11806321
377,0.1148068
378,0.10067007
379,0.09763953
380,0.9667727
381,0.91934186
382,0.9928905
383,0.30982006
384,0.5386101
385,0.99405885
386,0.8861281
387,0.89046454
388,0.30134428
389,0.44531068
390,0.06708276
391,0.996447
392,0.724166
393,0.9837062
394,0.9965235
395,0.9698707
396,0.12592548
397,0.9131745
398,0.99431694
399,0.93223196
400,0.5411245
401,0.24282944
402,0.9657606
403,0.8954867
404,0.59617
405,0.52457064
406,0.91770756
407,0.4778427
408,0.99556106
409,0.72711086
410,0.99714494
411,0.9984872
412,0.30677646
413,0.11170533
414,0.95847017
415,0.2567141
416,0.9652095
417,0.9974477
418,0.2291188
419,0.098089606
420,0.7489598
421,0.16690204
422,0.02656281
423,0.26727462
424,0.94928205
425,0.7692361
426,0.035739034
427,0.55354494
428,0.06643304
429,0.2668329
430,0.5118823
431,0.07368025
432,0.18013555
433,0.1765275
434,0.9835336
435,0.057720214
436,0.06449956
437,0.929616
438,0.19410914
439,0.047920734
440,0.06153512
441,0.06048742
442,0.13483009
443,0.40822887
444,0.6577666
445,0.5915188
446,0.54501325
447,0.04764405
448,0.6363901
449,0.88627404
450,0.36955237
451,0.55003136
452,0.989104
453,0.17431864
454,0.79214466
455,0.9954878
456,0.9957336
457,0.68451786
458,0.9706497
459,0.9578533
460,0.8055153
461,0.066073686
462,0.9745142
463,0.38043264
464,0.0732024
465,0.22138134
466,0.7178908
467,0.2254805
468,0.8678267
469,0.10939628
470,0.72736776
471,0.625468
472,0.88653755
473,0.7309495
474,0.6028552
475,0.3031662
476,0.35365015
477,0.23966953
478,0.5120972
479,0.054112256
480,0.55635446
481,0.109012336
482,0.10469401
483,0.99949384
484,0.045511305
485,0.049978703
486,0.10592884
487,0.15543994
488,0.21675122
489,0.98940825
490,0.9271416
491,0.9330455
492,0.91853607
493,0.87924373
494,0.09603691
495,0.95652664
496,0.2680879
497,0.10453832
498,0.05918649
499,0.9158559
500,0.96570456
501,0.05777952
502,0.46186486
503,0.18271625
504,0.95571786
505,0.9699595
506,0.95400286
507,0.05885175
508,0.98190737
509,0.07627171
510,0.9637151
511,0.96776015
512,0.9687279
513,0.9796331
514,0.97718763
515,0.08771753
516,0.9722259
517,0.2593243
518,0.08103463
519,0.50087005
520,0.5886
521,0.23935351
522,0.02801311
523,0.056417257
524,0.15607217
525,0.06414759
526,0.024069875
527,0.60502076
528,0.033290476
529,0.29443735
530,0.03451377
531,0.05777043
532,0.053783715
533,0.41957963
534,0.12917238
535,0.53754306
536,0.14654559
537,0.057572454
538,0.09169343
539,0.009045154
540,0.10157803
541,0.103679955
542,0.06400737
543,0.14974761
544,0.33561158
545,0.48328054
546,0.3819551
547,0.081193626
548,0.4446619
549,0.07336217
550,0.040698826
551,0.02481246
552,0.35868496
553,0.07009488
554,0.30906612
555,0.47886562
556,0.08720517
557,0.20797771
558,0.048438787
559,0.19571185
560,0.035500407
561,0.044739157
562,0.030377835
563,0.46648216
564,0.061035186
565,0.0783709
566,0.05035454
567,0.20644608
568,0.27069485
569,0.07670766
570,0.07002458
571,0.21664673
572,0.0033626258
573,0.63063973
574,0.29407054
575,0.33093935
576,0.44645232
577,0.83316255
578,0.64239955
579,0.6722441
580,0.7380608
581,0.7089266
582,0.19768563
583,0.639348
584,0.6419549
585,0.5806914
586,0.66062427
587,0.45210236
588,0.36980164
589,0.5430694
590,0.60969484
591,0.43668497
592,0.5900824
593,0.13074148
594,0.39455226
595,0.13111597
596,0.2558631
597,0.265988
598,0.6424329
599,0.48000395
600,0.22636789
601,0.48836422
602,0.8560804
603,0.6222657
604,0.5757585
605,0.2537903
606,0.5651475
607,0.50760585
608,0.5444065
609,0.23769554
610,0.6273651
611,0.84639835
612,0.82046443
613,0.28033912
614,0.7823727
615,0.4390782
616,0.71859497
617,0.99306184
618,0.16644752
619,0.29487693
620,0.50680363
621,0.50433457
622,0.82460946
623,0.901175
624,0.6273651
625,0.33806223
626,0.8690069
627,0.26029205
628,0.43176126
629,0.31152213
630,0.6273651
631,0.09085187
632,0.7233689
633,0.6276269
634,0.6273651
635,0.65621495
636,0.8741114
637,0.7601596
638,0.84749484
639,0.88633573
640,0.040088713
641,0.05823791
642,0.028417766
643,0.23192808
644,0.23827621
645,0.02004537
646,0.028089702
647,0.5017227
648,0.16930342
649,0.17459008
650,0.11839852
651,0.21352595
652,0.11229816
653,0.99960715
654,0.93875563
655,0.02535966
656,0.033550233
657,0.20656392
658,0.83017635
659,0.045115203
660,0.077335835
661,0.14768797
662,0.0795829
663,0.047554612
664,0.097843975
665,0.15634722
666,0.026059061
667,0.1757668
668,0.2832443
669,0.9996891
670,0.5699792
671,0.26598454
672,0.101109
673,0.44396845
674,0.104484916
675,0.1084443
676,0.07322812
677,0.14148888
678,0.19319147
679,0.04101619
680,0.24676585
681,0.025000006
682,0.0275788
683,0.029441029
684,0.07123083
685,0.11489567
686,0.043931782
687,0.089623004
688,0.05897379
689,0.3067788
690,0.25288087
691,0.085335284
692,0.27477792
693,0.08147961
694,0.05556017
695,0.027320206
696,0.12982735
697,0.19267404
698,0.059565067
699,0.10250968
700,0.05925733
701,0.15059918
702,0.0109782815
703,0.09200561
704,0.07372588
705,0.051550955
706,0.07010251
707,0.0063662827
708,0.033798754
709,0.10839486
710,0.035168976
711,0.14660212
712,0.07671556
713,0.048962474
714,0.05003205
715,0.092034996
716,0.12205893
717,0.079511344
718,0.029149681
719,0.11804417
720,0.064189136
721,0.010281861
722,0.08738959
723,0.12624022
724,0.12495181
725,0.07448089
726,0.053334743
727,0.088112205
728,0.22746634
729,0.08264798
730,0.081873685
731,0.18642133
732,0.13963088
733,0.09187102
734,0.03714463
735,0.22188705
736,0.12824401
737,0.061033398
738,0.0882085
739,0.04932919
740,0.2600584
741,0.024107426
742,0.08363286
743,0.06089884
744,0.28692457
745,0.15742466
746,0.083955616
747,0.12569767
748,0.26795143
749,0.021198332
750,0.058440804
751,0.04295215
752,0.22719294
753,0.051751375
754,0.06402391
755,0.0273346
756,0.20877957
757,0.09668565
758,0.1864154
759,0.048805058
760,0.34504694
761,0.015295267
762,0.05473861
763,0.03623399
764,0.11466819
765,0.091092646
766,0.12762398
767,0.10136905
768,0.04049191
769,0.18677792
770,0.019711852
771,0.09042883
772,0.13121831
773,0.15081239
774,0.13305634
775,0.27935964
776,0.046900213
777,0.040463686
778,0.039866686
779,0.08803603
780,0.049557805
781,0.071220696
782,0.19231519
783,0.16274017
784,0.1050154
785,0.15193832
786,0.095425844
787,0.063336045
788,0.20367977
789,0.23764598
790,0.16031405
791,0.2467578
792,0.11125648
793,0.118932456
794,0.08034474
795,0.15079147
796,0.01889366
797,0.100703895
798,0.14871722
799,0.1944128
800,0.08549222
801,0.052078128
802,0.023436189
803,0.1544021
804,0.2060166
805,0.16925362
806,0.25676006
807,0.1588372
808,0.9223559
809,0.56540906
810,0.18374452
811,0.18392718
812,0.02546069
813,0.04099247
814,0.25492835
815,0.10269523
816,0.038387805
817,0.19736716
818,0.15637988
819,0.08005318
820,0.12702462
821,0.29453355
822,0.26943165
823,0.09303811
824,0.059001863
825,0.05362457
826,0.105495274
827,0.09315169
828,0.064504296
829,0.086611
830,0.031279713
831,0.25009
832,0.15109736
833,0.48605964
834,0.4509221
835,0.18878838
836,0.27750117
837,0.22267246
838,0.03961861
839,0.041421026
840,0.08128777
841,0.097528785
842,0.17439362
843,0.23370841
844,0.10119927
845,0.08175862
846,0.15404367
847,0.11640763
848,0.43220037
849,0.0542998
850,0.20205984
851,0.062099457
852,0.07407799
853,0.05613208
854,0.12761152
855,0.08350125
856,0.078202784
857,0.12141347
858,0.045469612
859,0.12316972
860,0.03301847
861,0.1338048
862,0.08197817
863,0.2110031
864,0.101998
865,0.07544497
866,0.04605168
867,0.06137693
868,0.11941749
869,0.03384462
870,0.075700164
871,0.17062628
872,0.06687394
873,0.3166549
874,0.102449834
875,0.19307038
876,0.06850827
877,0.11879718
878,0.16386852
879,0.020078272
880,0.17299959
881,0.04413393
882,0.09619495
883,0.027843356
884,0.072990626
885,0.0420624
886,0.078561634
887,0.07588044
888,0.086538374
889,0.06260833
890,0.085724324
891,0.20041084
892,0.17746812
893,0.060286403
894,0.5011466
895,0.1102545
896,0.5619665
897,0.073082596
898,0.055736005
899,0.06268144
900,0.07999951
901,0.046203613
902,0.03671831
903,0.1056259
904,0.099128276
905,0.14802784
906,0.056615114
907,0.026692867
908,0.08879611
909,0.06071517
910,0.25751686
911,0.13433018
912,0.06208363
913,0.12323612
914,0.046734244
915,0.37663624
916,0.13948584
917,0.022090495
918,0.1087828
919,0.06283781
920,0.028779685
921,0.030782342
922,0.10515484
923,0.04199466
924,0.0610283
925,0.029402822
926,0.4921412
927,0.13392028
928,0.05445847
929,0.21894613
930,0.05517012
931,0.06547314
932,0.29523623
933,0.10161373
934,0.10076904
935,0.076478094
936,0.21901113
937,0.105517775
938,0.10450682
939,0.023962528
940,0.027365059
941,0.07184917
942,0.14479089
943,0.36422688
944,0.08282864
945,0.14043933
946,0.03573239
947,0.2786653
948,0.036832273
949,0.2069777
950,0.12396306
951,0.046489775
952,0.027501643
953,0.021971673
954,0.18510035
955,0.013330042
956,0.0275096
957,0.018894643
958,0.014126778
959,0.04893613
960,0.062992394
961,0.09153235
962,0.029842824
963,0.043545008
964,0.029488474
965,0.11656895
966,0.03266555
967,0.009952217
968,0.049850017
969,0.05531898
970,0.055125684
971,0.02563268
972,0.0111863315
973,0.045663565
974,0.06264353
975,0.06849554
976,0.037277073
977,0.061601877
978,0.04946047
979,0.01682052
980,0.01364243
981,0.060590148
982,0.07154447
983,0.04567659
984,0.20282307
985,0.041267395
986,0.057577133
987,0.081653535
988,0.21365401
989,0.09979051
990,0.13954344
991,0.09446156
992,0.015627742
993,0.041357666
994,0.077326894
995,0.07767293
996,0.024186134
997,0.048048258
998,0.060027868
999,0.046625644
1000,0.044970185
1001,0.051186502
1002,0.09780681
1003,0.06447992
1004,0.06523734
1005,0.03511402
1006,0.022506654
1007,0.045597494
1008,0.030559778
1009,0.03819087
1010,0.029122293
1011,0.020145804
1012,0.025951236
1013,0.041172713
1014,0.052900076
1015,0.0941557
1016,0.036987662
1017,0.11149612
1018,0.4949527
1019,0.0411945
1020,0.023981154
1021,0.044940025
1022,0.021785676
1023,0.09931669
1024,0.05292493
1025,0.28050068
1026,0.11387202
1027,0.16088435
1028,0.015936553
1029,0.05403748
1030,0.026481241
1031,0.14949584
1032,0.023918867
1033,0.04727474
1034,0.14721099
1035,0.13520792
1036,0.06174344
1037,0.2786674
1038,0.08872637
1039,0.15095451
1040,0.029204994
1041,0.057771564
1042,0.019253552
1043,0.12235764
1044,0.047667682
1045,0.03327012
1046,0.10088009
1047,0.098700434
1048,0.062527716
1049,0.0872671
1050,0.034415364
1051,0.042473197
1052,0.023622274
1053,0.07023427
1054,0.02871728
1055,0.011431187
1056,0.060940236
1057,0.44570047
1058,0.015611947
1059,0.16746607
1060,0.42711657
1061,0.67050374
1062,0.6344782
1063,0.95788616
1064,0.6640119
1065,0.16625986
1066,0.17860365
1067,0.20488355
1068,0.43461412
1069,0.13640678
1070,0.8045982
1071,0.37586343
1072,0.18158507
1073,0.8467374
1074,0.35331863
1075,0.9020576
1076,0.9813479
1077,0.72807944
1078,0.18403226
1079,0.52763146
1080,0.14698917
1081,0.25785536
1082,0.60822004
1083,0.30632272
1084,0.46966964
1085,0.9686023
1086,0.19064054
1087,0.40625545
1088,0.7486573
1089,0.97564995
1090,0.5808715
1091,0.17753878
1092,0.3724981
1093,0.18235406
1094,0.07980764
1095,0.5132483
1096,0.88341784
1097,0.13069463
1098,0.15171802
1099,0.99616575
1100,0.7425329
1101,0.9984744
1102,0.9920836
1103,0.9978779
1104,0.72407293
1105,0.41451612
1106,0.29720294
1107,0.9191103
1108,0.36206588
1109,0.17634973
1110,0.4867917
1111,0.9509336
1112,0.06553942
1113,0.24900103
1114,0.31915513
1115,0.52083516
1116,0.80216014
1117,0.19324711
1118,0.2928628
1119,0.82517374
1120,0.9462354
1121,0.11616498
1122,0.05040294
1123,0.04059264
1124,0.9464261
1125,0.12102291
1126,0.5033946
1127,0.9743048
1128,0.8878327
1129,0.4175727
1130,0.115374684
1131,0.85441196
1132,0.7728312
1133,0.9887609
1134,0.9808173
1135,0.9391434
1136,0.88987327
1137,0.9951515
1138,0.9927348
1139,0.9514604
1140,0.9757372
1141,0.26249808
1142,0.9883772
1143,0.99637663
1144,0.997954
1145,0.99910367
1146,0.9977828
1147,0.99749506
1148,0.9562453
1149,0.9916164
1150,0.9923701
1151,0.9984524
1152,0.9984566
1153,0.99774504
1154,0.91615415
1155,0.53912294
1156,0.9808173
1157,0.24575144
1158,0.9959883
1159,0.9954251
1160,0.11915147
1161,0.95198476
1162,0.79752535
1163,0.9927306
1164,0.5740805
1165,0.9952643
1166,0.74696374
1167,0.2682302
1168,0.97047406
1169,0.9869352
1170,0.94848895
1171,0.78799397
1172,0.906535
1173,0.92177904
1174,0.22968972
1175,0.9936931
1176,0.80686903
1177,0.95758057
1178,0.09445158
1179,0.92245495
1180,0.9474764
1181,0.8249941
1182,0.94240797
1183,0.45518515
1184,0.9504813
1185,0.95720196
1186,0.6681626
1187,0.7405359
1188,0.96750134
1189,0.9958463
1190,0.2835921
1191,0.84558463
1192,0.414967
1193,0.1735661
1194,0.6380562
1195,0.15533215
1196,0.53299767
1197,0.21431863
1198,0.58445877
1199,0.56848204
1200,0.18216279
1201,0.33445832
1202,0.60748994
1203,0.18212023
1204,0.45350957
1205,0.9942802
1206,0.6731192
1207,0.3281709
1208,0.2556365
1209,0.8424992
1210,0.55658776
1211,0.32283866
1212,0.124435216
1213,0.7792946
1214,0.19702876
1215,0.598593
1216,0.50366575
1217,0.361184
1218,0.42741996
1219,0.19797233
1220,0.6405926
1221,0.18657011
1222,0.59809935
1223,0.75449777
1224,0.31445572
1225,0.21119127
1226,0.5248237
1227,0.924543
1228,0.6049841
1229,0.682696
1230,0.42093456
1231,0.21663201
1232,0.49990416
1233,0.9308877
1234,0.89190733
1235,0.98189265
1236,0.36873782
1237,0.7713982
1238,0.09215847
1239,0.5187433
1240,0.26979774
1241,0.41279387
1242,0.38148296
1243,0.8520409
1244,0.86223376
1245,0.9624871
1246,0.2566307
1247,0.29444206
1248,0.9865197
1249,0.30503988
1250,0.11197376
1251,0.38148296
1252,0.6427039
1253,0.30337256
1254,0.6619842
1255,0.36729848
1256,0.37450072
1257,0.21317253
1258,0.9916463
1259,0.8939869
1260,0.9519917
1261,0.9627818
1262,0.9097442
1263,0.02298227
1264,0.9788879
1265,0.059476107
1266,0.07183078
1267,0.039182693
1268,0.06285778
1269,0.09230834
1270,0.10888556
1271,0.09932184
1272,0.007332623
1273,0.09257501
1274,0.15122062
1275,0.055992216
1276,0.10947451
1277,0.13504228
1278,0.07939017
1279,0.57440084
1280,0.021265686
1281,0.033225745
1282,0.068436205
1283,0.062805444
1284,0.13504228
1285,0.067293316
1286,0.02537191
1287,0.026759386
1288,0.060042173
1289,0.98611104
1290,0.19298083
1291,0.065342516
1292,0.1484963
1293,0.04368356
1294,0.10890907
1295,0.88961345
1296,0.047632754
1297,0.061657578
1298,0.08119422
1299,0.522294
1300,0.29415607
1301,0.11603266
1302,0.025250226
1303,0.34204182
1304,0.09963098
1305,0.1012958
1306,0.38944197
1307,0.19625044
1308,0.54135394
1309,0.9700812
1310,0.09781402
1311,0.03800127
1312,0.45551032
1313,0.034318775
1314,0.063725024
1315,0.08845976
1316,0.25273237
1317,0.120402694
1318,0.1807571
1319,0.06879544
1320,0.104284704
1321,0.1528165
1322,0.11825499
1323,0.38845894
1324,0.4230858
1325,0.06311983
1326,0.42614523
1327,0.009453148
1328,0.1930584
1329,0.04667729
1330,0.8085467
1331,0.2036126
1332,0.47656238
1333,0.37094125
1334,0.21312007
1335,0.6121699
1336,0.6337407
1337,0.28258073
1338,0.044962466
1339,0.7695238
1340,0.7501087
1341,0.31722075
1342,0.37377805
1343,0.5795772
1344,0.48220494
1345,0.63112557
1346,0.73294216
1347,0.21428174
1348,0.5965625
1349,0.18028185
1350,0.30599588
1351,0.99028164
1352,0.56556416
1353,0.8453424
1354,0.15657988
1355,0.41620988
1356,0.33440125
1357,0.9817284
1358,0.7690535
1359,0.54470044
1360,0.78725255
1361,0.56009704
1362,0.317266
1363,0.49067053
1364,0.39454854
1365,0.18650612
1366,0.84679365
1367,0.8426927
1368,0.5351065
1369,0.37992328
1370,0.27731034
1371,0.50599456
1372,0.92249674
1373,0.97054726
1374,0.25954175
1375,0.56870294
1376,0.8738804
1377,0.92130625
1378,0.13098091
1379,0.9383769
1380,0.72201467
1381,0.61002046
1382,0.7382614
1383,0.4107147
1384,0.9497366
1385,0.7530943
1386,0.28460032
1387,0.593756
1388,0.8342241
1389,0.99826753
1390,0.2788276
1391,0.7387297
1392,0.07595369
1393,0.7925
1394,0.49833345
1395,0.980041
1396,0.9624407
1397,0.9220289
1398,0.37545916
1399,0.98761654
1400,0.50233924
1401,0.7515659
1402,0.77139634
1403,0.71877503
1404,0.1072329
1405,0.5680507
1406,0.029535174
1407,0.91289073
1408,0.29909492
1409,0.46923846
1410,0.6382861
1411,0.9676274
1412,0.7612006
1413,0.22605827
1414,0.9584746
1415,0.124332696
1416,0.79856765
1417,0.89791685
1418,0.46544498
1419,0.9732448
1420,0.9490199
1421,0.17154959
1422,0.9693237
1423,0.7769251
1424,0.2180199
1425,0.96822083
1426,0.30421317
1427,0.9845861
1428,0.047766626
1429,0.08321619
1430,0.12041095
1431,0.19233203
1432,0.18730387
1433,0.8799646
1434,0.8980704
1435,0.029117227
1436,0.16869962
1437,0.18113175
1438,0.31543824
1439,0.20573175
1440,0.098036855
1441,0.896055
1442,0.47171065
1443,0.730422
1444,0.078063995
1445,0.08586952
1446,0.06618306
1447,0.13829991
1448,0.115269184
1449,0.6324064
1450,0.13068071
1451,0.32120344
1452,0.12984654
1453,0.08201951
1454,0.18918988
1455,0.08000362
1456,0.16513869
1457,0.96598583
1458,0.053545237
1459,0.6299577
1460,0.52978
1461,0.28005055
1462,0.10149047
1463,0.32980388
1464,0.39836594
1465,0.35574836
1466,0.2122682
1467,0.21355909
1468,0.113431394
1469,0.15995595
1470,0.73082054
1471,0.17668009
1472,0.20348689
1473,0.048667967
1474,0.21990374
1475,0.19909686
1476,0.03512299
1477,0.10552055
1478,0.29065973
1479,0.5056931
1480,0.046778828
1481,0.1675719
1482,0.08807835
1483,0.10985196
1484,0.2738356
1485,0.19570452
1486,0.13780642
1487,0.42518377
1488,0.14513862
1489,0.24756613
1490,0.042863816
1491,0.9216465
1492,0.25232506
1493,0.5938493
1494,0.2859764
1495,0.26308078
1496,0.35039613
1497,0.82963264
1498,0.40567267
1499,0.86945236
1500,0.09251496
1501,0.9981606
1502,0.9974425
1503,0.9985043
1504,0.9033544
1505,0.90298223
1506,0.9980978
1507,0.11653867
1508,0.12934121
1509,0.6807046
1510,0.9976715
1511,0.26605
1512,0.69296175
1513,0.61070746
1514,0.7509462
1515,0.9017428
1516,0.9980983
1517,0.74576914
1518,0.9976368
1519,0.55894697
1520,0.45633537
1521,0.8759794
1522,0.73025465
1523,0.13939822
1524,0.41273722
1525,0.34760082
1526,0.3037129
1527,0.19049111
1528,0.25453216
1529,0.8496369
1530,0.9437833
1531,0.6075327
1532,0.16548282
1533,0.9855437
1534,0.23922205
1535,0.142393
1536,0.33378232
1537,0.032132
1538,0.95450234
1539,0.9998667
1540,0.99997973
1541,0.73975533
1542,0.089944124
1543,0.12675577
1544,0.1992932
1545,0.9250723
1546,0.042598248
1547,0.15240875
1548,0.08363494
1549,0.90009534
1550,0.8858495
1551,0.09785202
1552,0.2312367
1553,0.92365646
1554,0.2017436
1555,0.14106014
1556,0.1664882
1557,0.83762723
1558,0.842771
1559,0.9455166
1560,0.101089895
1561,0.2854572
1562,0.096735686
1563,0.14477071
1564,0.07846609
1565,0.110340625
1566,0.088569164
1567,0.30938396
1568,0.030703753
1569,0.12211603
1570,0.3658789
1571,0.19869587
1572,0.18224308
1573,0.06540924
1574,0.14143041
1575,0.39730322
1576,0.19817308
1577,0.04927519
1578,0.094120145
1579,0.28175035
1580,0.19817308
1581,0.31074697
1582,0.13427943
1583,0.20973536
1584,0.061603338
1585,0.06746158
1586,0.9327102
1587,0.9583435
1588,0.1310401
1589,0.48501313
1590,0.28299195
1591,0.22162881
1592,0.07959849
1593,0.20488778
1594,0.39941663
1595,0.028903127
1596,0.89450777
1597,0.10593304
1598,0.4190971
1599,0.07602087
1600,0.40635392
1601,0.96808887
1602,0.23797607
1603,0.2880126
1604,0.32326138
1605,0.1771262
1606,0.0592646
1607,0.12255919
1608,0.41162106
1609,0.25515115
1610,0.17709816
1611,0.04575178
1612,0.19640777
1613,0.63443315
1614,0.60272217
1615,0.102713406
1616,0.45887312
1617,0.15641779
1618,0.5425761
1619,0.1373539
1620,0.16300672
1621,0.6165067
1622,0.22575435
1623,0.8446983
1624,0.19904733
1625,0.23108846
1626,0.24938723
1627,0.67131865
1628,0.5775041
1629,0.32860583
1630,0.26970547
1631,0.10550347
1632,0.33398467
1633,0.0929057
1634,0.121662855
1635,0.176222
1636,0.07321587
1637,0.7453141
1638,0.01614803
1639,0.27748752
1640,0.40940326
1641,0.24978173
1642,0.08696741
1643,0.08323738
1644,0.4845089
1645,0.21854821
1646,0.08241615
1647,0.49769285
1648,0.17277956
1649,0.10230708
1650,0.17056319
1651,0.028920978
1652,0.12781474
1653,0.13643983
1654,0.035945922
1655,0.1891357
1656,0.07930526
1657,0.25488603
1658,0.11271337
1659,0.065930635
1660,0.16716048
1661,0.27429107
1662,0.057109237
1663,0.15657184
1664,0.09550059
1665,0.038386673
1666,0.11259782
1667,0.060880125
1668,0.13540342
