tp_datos_id,tfidf_net_bi
355,0.59262216
356,0.59262216
358,0.38073224
360,0.59262216
361,0.27417836
363,0.40065855
364,0.52959514
365,0.3197997
368,0.2453273
370,0.59262216
371,0.1837405
372,0.2829892
375,0.3197997
380,0.38175225
381,0.53620315
383,0.72897893
384,0.59262216
386,0.39244968
389,0.18760556
390,0.266912
393,0.59262216
394,0.59262216
396,0.123197585
397,0.19771576
398,0.15690678
401,0.43248382
402,0.40065852
404,0.6921147
406,0.2039212
407,0.11970037
409,0.20674366
410,0.36955285
412,0.2576459
413,0.36219385
415,0.23482227
418,0.18589789
419,0.1817537
420,0.43879738
421,0.11038256
423,0.21930856
424,0.39929974
426,0.22814429
427,0.40281764
429,0.08476776
432,0.9136186
435,0.20262295
436,0.17330444
437,0.45118737
438,0.37000194
440,0.912712
442,0.40065852
443,0.18050715
444,0.21592396
445,0.12697601
446,0.25694388
447,0.25694388
448,0.10358176
450,0.056666553
451,0.07756063
452,0.06854093
453,0.0028960407
454,0.09519887
455,0.21301425
456,0.022014946
457,0.10659477
459,0.20638904
461,0.09483594
462,0.25694388
463,0.2160865
465,0.25694382
466,0.26649547
467,0.034901172
468,0.0749695
469,0.034901172
470,0.19058907
471,0.6164738
472,0.3196386
474,0.03649628
475,0.17092487
476,0.13468918
477,0.066140175
478,0.18717417
479,0.1690476
480,0.19367063
481,0.169339
482,0.15802795
483,0.16290781
484,0.07354131
485,0.105716676
486,0.0521037
487,0.14516225
489,0.49375856
490,0.8541884
492,0.05496186
493,0.16897735
495,0.1360476
496,0.022147894
498,0.08695963
499,0.10265979
501,0.022147894
502,0.022147894
503,0.08695963
504,0.2662867
506,0.114492804
509,0.288765
512,0.44250935
513,0.09190816
514,0.1529901
516,0.08695963
517,0.27760035
518,0.08695963
519,0.5177065
520,0.40065852
521,0.10265979
522,0.022147894
523,0.08695963
524,0.12747076
526,0.058752626
527,0.3369627
528,0.10723826
530,0.022147894
531,0.022147894
533,0.022147894
535,0.022147894
536,0.44761997
538,0.4551796
540,0.10723826
542,0.10723826
543,0.08695963
544,0.058752626
546,0.8087275
550,0.54301995
551,0.46403188
552,0.32331428
556,0.40778136
558,0.98884296
559,0.6128312
560,0.6128312
561,0.30000627
563,0.4214586
564,0.091082394
565,0.99897313
567,0.5450063
568,0.84926516
569,0.95750785
570,0.6286675
571,0.51131254
574,0.5822672
575,0.99843836
576,0.72390467
577,0.41916755
578,0.23356822
579,0.6286675
580,0.6128312
581,0.41916755
583,0.4214586
584,0.6128312
585,0.4214586
588,0.99848074
589,0.48634192
592,0.9968016
594,0.99897313
598,0.40065852
599,0.15596837
600,0.9285045
603,0.14641261
604,0.93831915
606,0.99897313
607,0.23188013
608,0.40065852
609,0.1117298
611,0.31561756
612,0.028988868
613,0.40065852
614,0.82533956
615,0.73953015
617,0.16604435
619,0.26710698
621,0.16800275
622,0.25656468
623,0.70164645
624,0.21927595
625,0.19662866
628,0.16724056
630,0.9285045
631,0.15962467
633,0.18188792
635,0.87112314
636,0.1671165
637,0.21870476
638,0.041106045
640,0.39954036
641,0.0556176
642,0.40352207
643,0.55870306
644,0.47974098
646,0.737595
649,0.28154138
651,0.75639844
652,0.97991663
653,0.38051105
654,0.47753417
655,0.9996685
656,0.1685372
657,0.96516013
658,0.8560294
659,0.99215436
660,0.9446279
661,0.99464214
662,0.9020606
664,0.7370366
665,0.36175436
667,0.99282545
669,0.2988514
671,0.17749897
672,0.28527468
674,0.5830338
675,0.56126577
677,0.83621854
679,0.49135986
680,0.85424614
681,0.45015135
682,0.64783657
683,0.6512377
684,0.75639844
685,0.88871956
686,0.11985418
687,0.2767524
688,0.5741456
689,0.21777925
690,0.7469636
691,0.7268687
697,0.12745613
699,0.9939301
700,0.18965971
702,0.31792235
704,0.09958801
705,0.27642864
706,0.29258057
709,0.91362333
710,0.9996934
712,0.9996934
713,0.9996934
714,0.77431893
716,0.30870947
717,0.9996934
719,0.66542864
720,0.15710258
721,0.22778237
724,0.9996934
725,0.9996934
726,0.19792384
727,0.44926274
728,0.2277953
729,0.9996934
730,0.9996934
731,0.9996934
732,0.33112258
734,0.9996934
735,0.15698689
736,0.9996934
737,0.9996934
738,0.9996934
739,0.9002813
740,0.9996934
744,0.28541446
745,0.9996934
746,0.06032875
748,0.100183874
751,0.3169694
752,0.21857142
753,0.2760824
754,0.11931074
755,0.094073445
758,0.16995591
759,0.28969628
761,0.085826546
762,0.23121408
763,0.19259903
767,0.36071742
770,0.19377571
773,0.3167125
774,0.28969628
775,0.33460462
777,0.18362191
779,0.13959453
781,0.33295465
782,0.055666357
783,0.7017409
784,0.19592407
786,0.16189468
787,0.04167354
788,0.19130167
790,0.25346357
791,0.10455683
794,0.32418704
795,0.23211125
796,0.033198208
797,0.24806365
798,0.17770281
799,0.1976924
800,0.06051457
801,0.28558937
802,0.08908823
803,0.1455073
804,0.17620263
805,0.23348793
806,0.14165944
807,0.07643068
808,0.15284786
809,0.05901298
810,0.14006281
812,0.038917303
814,0.39474207
815,0.041416913
817,0.13897803
818,0.20077807
819,0.12382591
820,0.2213512
822,0.033198208
823,0.23348793
826,0.40065852
828,0.21293694
829,0.55611634
832,0.3910116
833,0.4775252
834,0.48890048
835,0.40065852
836,0.48964188
837,0.49180102
838,0.532577
840,0.4743307
841,0.39125764
842,0.50708073
843,0.48890048
845,0.45389557
846,0.49309367
848,0.49014816
849,0.4991059
851,0.4985325
852,0.34807247
853,0.49014816
856,0.49475428
857,0.38709313
859,0.39215598
860,0.21244189
863,0.3607768
864,0.39101163
866,0.40065852
867,0.40065852
868,0.4213841
870,0.48890048
871,0.40065852
872,0.49475428
873,0.49475428
874,0.40065852
875,0.49475428
876,0.40065855
877,0.48890048
878,0.400624
881,0.39120406
882,0.45512575
883,0.34664112
884,0.5588891
885,0.37888098
886,0.2740276
888,0.38877967
890,0.5126081
891,0.31977856
892,0.47068617
893,0.44070986
894,0.20114884
895,0.6581082
896,0.76063436
898,0.39120406
899,0.3254813
902,0.5708758
903,0.5402725
905,0.5816196
906,0.10315931
907,0.39120406
911,0.1754047
912,0.26473916
915,0.37959936
916,0.39120406
919,0.37959936
921,0.40065852
923,0.6856974
926,0.40065855
928,0.72023314
929,0.40065852
930,0.05415505
931,0.12784874
932,0.11460355
934,0.07754168
935,0.08613482
936,0.28425497
938,0.5112835
939,0.1419392
940,0.0530037
941,0.13597289
942,0.22289088
944,0.12881964
945,0.8331252
946,0.8979325
947,0.14923874
948,0.083699524
951,0.11594826
952,0.5881053
953,0.1481944
955,0.2178353
956,0.15976202
957,0.19230783
958,0.07807085
959,0.13613638
960,0.23584777
961,0.17798138
962,0.43091723
963,0.13142097
964,0.8734182
965,0.16974449
968,0.08070111
971,0.45550045
972,0.08474395
974,0.3236976
976,0.066648185
977,0.40065852
978,0.36158434
979,0.09287566
981,0.018382162
982,0.26605594
983,0.29135334
984,0.20218492
985,0.20218492
986,0.03219825
987,0.027876526
990,0.07009092
991,0.07794082
992,0.40065852
993,0.053057224
994,0.5594056
996,0.24894708
997,0.45166647
998,0.114910424
999,0.10601768
1001,0.043903053
1002,0.23880574
1004,0.29639047
1005,0.05641499
1006,0.05950296
1008,0.043071896
1009,0.06327209
1010,0.017443895
1015,0.014119685
1017,0.04694572
1018,0.025377363
1020,0.0578897
1021,0.09780258
1022,0.04540226
1023,0.009632856
1024,0.048465014
1026,0.28305122
1029,0.1475187
1031,0.25413463
1032,0.08301109
1035,0.1758058
1036,0.11902264
1037,0.14489949
1038,0.0534741
1040,0.118400306
1041,0.14274964
1042,0.06269941
1043,0.23634693
1044,0.15921414
1045,0.1098513
1048,0.081689686
1049,0.18797964
1050,0.19374561
1051,0.184385
1052,0.19296882
1054,0.103847325
1057,0.10004753
1058,0.08786437
1061,0.13344967
1062,0.05064863
1065,0.26310837
1066,0.23297656
1067,0.12839913
1069,0.14107326
1070,0.05190149
1071,0.47019923
1072,0.15612796
1073,0.203231
1074,0.17527544
1075,0.31530654
1077,0.06069252
1078,0.17839107
1079,0.10042551
1080,0.5719415
1081,0.07260114
1082,0.15083951
1083,0.02492705
1084,0.112304986
1085,0.25266123
1088,0.07873544
1090,0.0069345236
1091,0.054831505
1093,0.17700526
1094,0.23168561
1098,0.050149888
1099,0.07662317
1102,0.08028281
1103,0.010841101
1104,0.10377172
1105,0.10531065
1106,0.18779528
1109,0.07445422
1110,0.29100826
1112,0.10314223
1113,0.03560564
1114,0.04287213
1117,0.06352827
1118,0.10809636
1119,0.09515229
1120,0.13032416
1122,0.1584394
1123,0.059652686
1124,0.031805485
1126,0.055315465
1128,0.07993531
1129,0.13012007
1130,0.23522478
1132,0.050984144
1134,0.03145519
1136,0.40065852
1138,0.20816332
1139,0.18712106
1141,0.10107002
1142,0.2766233
1143,0.04333228
1145,0.073715806
1146,0.33173904
1149,0.38501552
1151,0.011354625
1152,0.107020795
1153,0.2766233
1154,0.14193556
1155,0.08825353
1156,0.034068316
1157,0.0314551
1160,0.08611038
1162,0.29758152
1164,0.11914095
1166,0.3722268
1167,0.11620793
1168,0.18121341
1170,0.09204331
1173,0.14281917
1174,0.4080018
1175,0.5740499
1177,0.059535563
1178,0.010966957
1179,0.03179857
1181,0.1160638
1182,0.10893446
1183,0.11100274
1185,0.029349715
1188,0.09559426
1189,0.121991545
1190,0.37446147
1191,0.40065852
1195,0.42006752
1196,0.25771374
1198,0.40065852
1199,0.08150974
1201,0.1083861
1202,0.40065852
1203,0.28727645
1204,0.19718122
1206,0.11345178
1207,0.10792604
1208,0.23824057
1209,0.31830513
1211,0.01952225
1212,0.10798901
1213,0.11149135
1214,0.23173293
1215,0.2653172
1217,0.40065852
1218,0.14274752
1219,0.1047706
1221,0.042630345
1222,0.08052844
1223,0.31141713
1224,0.034335792
1225,0.13410982
1226,0.03183472
1227,0.25955206
1228,0.40065852
1229,0.40065852
1230,0.14266655
1232,0.21233752
1234,0.18119094
1235,0.15262133
1236,0.17588001
1237,0.25300583
1238,0.34237862
1239,0.23962456
1240,0.14890388
1241,0.06735021
1242,0.372997
1243,0.1510607
1244,0.07036361
1245,0.33878243
1249,0.44934484
1250,0.29028636
1251,0.39537132
1252,0.05311054
1253,0.29008618
1254,0.46435007
1259,0.30958098
1262,0.29123798
1263,0.23052245
1264,0.21836615
1267,0.40065852
1269,0.58875465
1270,0.16650656
1271,0.024667531
1272,0.5695598
1273,0.21192133
1275,0.46156347
1276,0.40065852
1277,0.32153898
1278,0.10846716
1279,0.2071133
1280,0.15523684
1282,0.05337268
1283,0.40499696
1284,0.010391653
1287,0.07342702
1288,0.3647009
1289,0.53848135
1290,0.16424972
1293,0.092090696
1294,0.35329014
1296,0.18784243
1297,0.24544755
1298,0.12613547
1300,0.029971778
1301,0.02715519
1302,0.2558161
1303,0.2581702
1304,0.16676298
1305,0.28421572
1307,0.22094885
1308,0.04458031
1309,0.1462526
1312,0.10804379
1315,0.2168183
1316,0.22499233
1317,0.08790606
1318,0.28361025
1319,0.08564776
1320,0.17715654
1321,0.0923647
1324,0.41066524
1326,0.16444507
1327,0.2115416
1328,0.16776055
1331,0.11101544
1332,0.07634354
1334,0.1279194
1335,0.22413883
1337,0.09302914
1338,0.06343201
1340,0.06935915
1341,0.2903005
1343,0.07237065
1345,0.10570371
1346,0.3958707
1347,0.17967361
1348,0.04161501
1349,0.21054816
1350,0.16098037
1351,0.169541
1352,0.07416472
1353,0.35675585
1354,0.095122635
1356,0.5428361
1360,0.4013764
1361,0.03889227
1362,0.14816418
1363,0.2695889
1365,0.06917459
1368,0.121793956
1369,0.07854566
1371,0.07267648
1372,0.078054905
1374,0.13881043
1375,0.096574455
1376,0.060209632
1378,0.080633044
1379,0.005549878
1380,0.005549878
1381,0.014974058
1382,0.021116942
1383,0.057639986
1384,0.0054177344
1385,0.0054177344
1388,0.01342833
1389,0.006572932
1390,0.080525875
1391,0.005549878
1393,0.09703517
1394,0.028804421
1395,0.026550442
1396,0.0104191005
1399,0.010666579
1401,0.0033008754
1402,0.023658514
1405,0.09703517
1406,0.028804421
1407,0.0054177344
1408,0.0036529005
1409,0.023658514
1411,0.07861009
1412,0.016044855
1414,0.023658514
1415,0.051014394
1418,0.056719273
1419,0.0054177344
1420,0.023658514
1421,0.046709448
1422,0.0104191005
1425,0.034887582
1429,0.043978572
1431,0.12368098
1432,0.057277083
1433,0.50671923
1436,0.052274674
1439,0.13524842
1440,0.13953885
1441,0.14621624
1443,0.07306525
1444,0.04495725
1445,0.04168144
1447,0.0354608
1448,0.170145
1449,0.074226975
1450,0.055474043
1452,0.049276143
1453,0.1163342
1454,0.10791856
1455,0.12395239
1456,0.1282213
1458,0.04417467
1459,0.04161778
1460,0.04820904
1463,0.024631351
1464,0.1352934
1466,0.046535462
1467,0.08610061
1470,0.06280595
1472,0.1914635
1473,0.12672564
1474,0.1602327
1475,0.19692552
1477,0.09134266
1479,0.17530248
1480,0.032651246
1482,0.40065852
1483,0.005744785
1484,0.059126973
1485,0.14987797
1486,0.035756856
1487,0.13320449
1488,0.1808396
1491,0.009961903
1493,0.03259778
1494,0.33351472
1495,0.05820054
1497,0.1152958
1498,0.051741242
1499,0.028531075
1500,0.058246434
1501,0.057790935
1502,0.14540693
1503,0.064023286
1504,0.009961903
1505,0.10723874
1506,0.051214844
1507,0.017633706
1508,0.04212013
1509,0.05497572
1510,0.086672425
1511,0.059126943
1513,0.17190826
1514,0.07004064
1515,0.08291918
1518,0.04315296
1519,0.05481726
1520,0.08425218
1521,0.00957945
1522,0.08265349
1523,0.023370653
1524,0.026391983
1525,0.06579849
1526,0.18065184
1527,0.069621235
1530,0.055187643
1531,0.630276
1532,0.3188348
1533,0.3189395
1534,0.77443826
1535,0.8034085
1537,0.55972755
1538,0.33779484
1540,0.22492892
1543,0.37444797
1544,0.27965674
1545,0.77936757
1546,0.16024098
1547,0.019871473
1549,0.7969244
1553,0.28476378
1554,0.77936757
1555,0.99478436
1556,0.8585457
1558,0.40913308
1559,0.06406927
1560,0.5823558
1561,0.2120921
1562,0.35266352
1567,0.6755632
1568,0.51824766
1569,0.8384869
1570,0.16486439
1572,0.19756761
1573,0.6290942
1574,0.6176485
1575,0.8034085
1576,0.18694556
1577,0.24681914
1579,0.18894681
1580,0.19229764
1582,0.94288564
1585,0.9200714
1587,0.27781934
1588,0.1369943
1590,0.97572315
1591,0.5289745
1593,0.95571893
1594,0.88151085
1595,0.79209673
1596,0.5382562
1597,0.15757316
1599,0.51453376
1600,0.9461814
1601,0.0534921
1602,0.15757316
1603,0.36142874
1604,0.9354676
1605,0.07787964
1607,0.37138304
1608,0.34360087
1609,0.5103387
1610,0.72060925
1611,0.23098144
1613,0.05616331
1614,0.7297882
1615,0.38943473
1617,0.5800121
1618,0.13551387
1619,0.079284936
1621,0.90036297
1622,0.1292375
1623,0.17917341
1625,0.94137704
1626,0.50341606
1627,0.08072057
1628,0.30251676
1631,0.8583471
1632,0.9136704
1633,0.8843405
1634,0.9951412
1636,0.9974805
1637,0.94461584
1638,0.8422922
1639,0.8779275
1643,0.9985558
1644,0.9997262
1645,0.5543431
1646,0.8843405
1647,0.99978065
1648,0.9999103
1649,0.9999103
1650,0.9999103
1652,0.9999103
1653,0.9829711
1654,0.98334545
1657,0.9986192
1658,0.9999103
1660,0.99988735
1661,0.99278796
1662,0.9941602
1663,0.6068177
1665,0.9951412
1666,0.32119983
1669,0.9998683
1670,0.9998577
1671,0.40063286
1672,0.8591225
1673,0.9062131
1675,0.97449046
1676,0.6639549
1677,0.96933997
1679,0.91514397
1683,0.5599922
1684,0.8944911
1686,0.8481027
1687,0.9988078
1688,0.7025022
1689,0.7227974
1690,0.9988078
1691,0.23095775
1692,0.96806276
1693,0.99870354
1694,0.9848303
1698,0.25209445
1699,0.9988078
1700,0.9988078
1701,0.9981291
1702,0.9062131
1703,0.8034636
1705,0.9988078
1706,0.9988078
1707,0.6639549
1709,0.7229187
1710,0.9286174
1712,0.9908165
1715,0.71506375
1716,0.9988078
1718,0.36235332
1719,0.40063286
1720,0.43619823
1721,0.3641774
1722,0.732209
1723,0.27675718
1724,0.34021252
1725,0.35482645
1726,0.5418714
1727,0.49094877
1728,0.55567247
1731,0.22447574
1733,0.2165493
1735,0.99607265
1737,0.38526848
1739,0.33792534
1740,0.23621798
1741,0.85884845
1744,0.15494102
1745,0.5068987
1747,0.36097264
1750,0.86226475
1752,0.56885207
1753,0.6783326
1754,0.6711915
1755,0.49169323
1756,0.5833827
1757,0.36358
1759,0.5183765
1760,0.32266676
1761,0.75435406
1762,0.6466929
1763,0.5588816
1766,0.46053183
1767,0.52674824
1768,0.9450027
1769,0.6628494
1770,0.9052487
1771,0.37469557
1772,0.812961
1773,0.37469557
1774,0.9454738
1775,0.9940022
1776,0.95744085
1779,0.821021
1780,0.8078954
1784,0.22266552
1786,0.66436815
1787,0.73502666
1789,0.63760644
1790,0.95217896
1791,0.94962704
1792,0.9145142
1796,0.8266853
1798,0.49171302
1799,0.492551
1802,0.972027
1803,0.9800509
1804,0.692461
1807,0.95217896
1808,0.95823455
1809,0.92412436
1810,0.99124134
1811,0.7327624
1812,0.8460907
1813,0.67153394
1814,0.9740232
1815,0.9783026
1816,0.9145037
1817,0.9829122
1818,0.9595602
1821,0.033641815
1822,0.851138
1823,0.0757463
1824,0.14531603
1826,0.18438563
1827,0.07172206
1831,0.12164971
1832,0.028450102
1833,0.13089675
1834,0.23008436
1835,0.059114218
1836,0.11582145
1837,0.24929291
1838,0.23112199
1840,0.4556373
1841,0.08360508
1842,0.25588483
1845,0.110498995
1847,0.29747382
1848,0.031570315
1851,0.081751615
1852,0.45466626
1853,0.12328556
1856,0.09077215
1857,0.09551659
1860,0.15719798
1861,0.88453484
1863,0.26864576
1864,0.19620207
1865,0.3359454
1866,0.20353067
1869,0.06012869
1870,0.6723568
1873,0.22380397
1875,0.09066734
1877,0.12938124
1878,0.4809838
1880,0.86767757
1881,0.07076511
1882,0.1845991
1883,0.3642968
1885,0.4120404
1886,0.28828833
1887,0.4520572
1888,0.25828534
1889,0.2531489
1890,0.9592883
1892,0.4407615
1893,0.13389415
1895,0.40065852
1897,0.43702543
1898,0.05590403
1899,0.19671902
1900,0.26891357
1901,0.37417585
1905,0.40065852
1908,0.3774026
1909,0.19794825
1910,0.075473726
1911,0.27772063
1914,0.27385944
1915,0.89152944
1916,0.09318802
1917,0.20484388
1918,0.40065852
1919,0.008335233
1920,0.10848138
1921,0.8526256
1922,0.27675718
1924,0.2165493
1925,0.47339213
1927,0.71247345
1929,0.55567247
1932,0.5796827
1933,0.31968462
1935,0.33729404
1937,0.63695085
1938,0.581895
1939,0.3464672
1940,0.34370106
1941,0.35482642
1942,0.62365353
1943,0.75435406
1945,0.5120523
1948,0.5157052
1949,0.27665815
1950,0.32266676
1951,0.09249219
1952,0.90424716
1953,0.22904801
1954,0.98488337
1955,0.32597002
1956,0.37156087
1957,0.49094877
1959,0.7023699
1960,0.80778885
1961,0.76122165
1962,0.86226475
1963,0.41259238
1965,0.5280066
1966,0.8714012
1967,0.29492164
1968,0.56885207
1969,0.49725425
1971,0.9952339
1972,0.37725183
1973,0.66149116
1975,0.5966332
1976,0.841632
1979,0.9840161
1980,0.9467157
1981,0.5966332
1983,0.66863143
1985,0.851241
1986,0.33893615
1987,0.36775285
1989,0.9922017
1990,0.976026
1991,0.8997977
1992,0.6743804
1994,0.64375865
1995,0.9467157
1996,0.9240608
1999,0.5966332
2000,0.86877406
2001,0.96682996
2003,0.9576125
2006,0.5966332
2007,0.9610752
2009,0.3294087
2010,0.6799163
2012,0.7261326
2014,0.97605824
2015,0.9267883
2016,0.7651457
2017,0.039667666
2019,0.96065986
2020,0.42892674
2022,0.44142267
2023,0.69455135
2024,0.8152027
2026,0.63739514
2027,0.5719983
2028,0.16171777
2031,0.6998374
2033,0.2937107
2034,0.8485824
2035,0.8024095
2036,0.9547941
2038,0.42985517
2039,0.36420465
2040,0.96057916
2042,0.73215437
2043,0.75463396
2045,0.8472553
2046,0.5700277
2047,0.8063532
2049,0.8865944
2050,0.5249661
2051,0.92054236
2055,0.6799163
2056,0.2888048
2057,0.8865944
2058,0.7719435
2059,0.95692146
2060,0.5937726
2061,0.3765301
2063,0.8469869
2064,0.35870385
2067,0.25109833
2068,0.83769387
2069,0.6168831
2070,0.39151293
2071,0.4457667
2073,0.27927232
2074,0.3973315
2075,0.40065855
2076,0.22502103
2077,0.87759745
2078,0.73104286
2081,0.35276568
2082,0.12188113
2083,0.22953618
2084,0.4611119
2086,0.13041705
2087,0.18626067
2089,0.6342122
2091,0.40065852
2094,0.55853105
2095,0.40065852
2096,0.49869365
2097,0.12593192
2098,0.083174825
2099,0.20339274
2100,0.92846
2102,0.3727014
2103,0.27931827
2108,0.78787684
2109,0.50529927
2110,0.18074039
2111,0.43891102
2112,0.5271095
2113,0.56050175
2114,0.34073156
2115,0.3903998
2116,0.33841017
2117,0.21641159
2118,0.46157128
2119,0.25503504
2121,0.48432207
2122,0.28522772
2123,0.23076019
2125,0.60391384
2126,0.051850528
2128,0.3499115
2129,0.39000452
2131,0.52967167
2133,0.55998474
2134,0.28768957
2136,0.28299674
2138,0.17430496
2139,0.3695175
2141,0.25047493
2142,0.10008305
2144,0.41942263
2145,0.0716939
2146,0.46625644
2148,0.06081131
2149,0.31273466
2150,0.12661055
2153,0.90558314
2154,0.3756688
2157,0.3817051
2158,0.03330031
2159,0.99238026
2160,0.37275946
2161,0.48035213
2163,0.36521614
2164,0.9992645
2169,0.9992645
2171,0.9992645
2172,0.6633805
2173,0.98589593
2174,0.9992645
2175,0.44197476
2176,0.10585216
2177,0.9604512
2179,0.9992645
2181,0.4657813
2183,0.5493575
2186,0.44192874
2188,0.9675027
2189,0.98589593
2190,0.9992645
2191,0.82283896
2192,0.9992645
2193,0.9675027
2194,0.41991466
2195,0.5303753
2198,0.9675027
2203,0.40728715
2204,0.20109019
2205,0.21017799
2207,0.25535953
2209,0.33996165
2210,0.32876128
2211,0.74105006
2212,0.830233
2213,0.5092852
2214,0.27961218
2215,0.63029486
2216,0.32876128
2217,0.12804917
2219,0.4786986
2220,0.22282064
2221,0.80511796
2222,0.9497374
2225,0.89553607
2227,0.5717612
2229,0.33614397
2230,0.2708199
2231,0.24242294
2233,0.63095623
2235,0.38927114
2236,0.26135433
2237,0.28011286
2238,0.63095623
2239,0.6290256
2240,0.33342052
2241,0.44661525
2242,0.5573493
2244,0.3783104
2245,0.20674187
2246,0.20056283
2248,0.97196966
2250,0.565849
2251,0.97386324
2254,0.1436063
2255,0.28236625
2256,0.09395853
2257,0.507249
2258,0.081858724
2260,0.09459823
2262,0.22272623
2263,0.13224947
2265,0.094376594
2266,0.11125788
2267,0.7785363
2271,0.37985012
2272,0.13193548
2273,0.16640034
2274,0.19304678
2275,0.25579935
2277,0.24143046
2278,0.08122429
2279,0.15987176
2280,0.11895144
2281,0.15911186
2282,0.47794574
2284,0.22714594
2285,0.37985012
2286,0.13528901
2288,0.54936546
2289,0.7406971
2292,0.72864544
2294,0.16738445
2296,0.26294798
2297,0.32656175
2298,0.17353344
2299,0.12303001
2300,0.2263279
2301,0.72218347
2303,0.07756257
2304,0.906098
2306,0.32619596
2307,0.24330026
2308,0.1739505
2309,0.6638807
2311,0.98633003
2312,0.29094473
2314,0.50738686
2315,0.6544683
2317,0.19069496
2318,0.07588214
2319,0.49645177
2321,0.67281073
2324,0.5648588
2325,0.30545062
2327,0.19070682
2329,0.57993865
2330,0.67832917
2332,0.545878
2333,0.24158415
2334,0.40779537
2336,0.38097358
2337,0.545878
2339,0.26100343
2340,0.3791813
2341,0.74285084
2342,0.3190108
2346,0.7227974
2347,0.34339738
2348,0.62732625
2349,0.54185176
2350,0.6411944
2351,0.545878
2352,0.73130023
2354,0.20510906
2356,0.4514163
