,elmo_net
342,0.4795668
343,0.12747642
344,0.076381505
345,0.05261767
346,0.08858433
347,0.049440086
348,0.053194255
349,0.07910296
350,0.07910296
351,0.049440086
352,0.08533022
353,0.15906343
354,0.66860723
355,0.04585001
356,0.19856861
357,0.14618471
358,0.049440086
359,0.028485
360,0.049440086
361,0.13102308
362,0.55924076
363,0.08369416
364,0.08858433
365,0.049440086
366,0.17204157
367,0.07902995
368,0.53301376
369,0.072476774
370,0.08858433
371,0.07910296
372,0.08858433
373,0.07910296
374,0.09080857
375,0.8677819
376,0.14580703
377,0.12817049
378,0.049440086
379,0.046711892
380,0.9857918
381,0.9460251
382,0.9870078
383,0.21363655
384,0.5735446
385,0.9972464
386,0.8906088
387,0.89095724
388,0.1937621
389,0.2767926
390,0.08452088
391,0.9969694
392,0.71621513
393,0.9599178
394,0.99290454
395,0.85200644
396,0.1231409
397,0.910092
398,0.99254996
399,0.959818
400,0.3834213
401,0.16886005
402,0.8091434
403,0.897524
404,0.37308666
405,0.3516755
406,0.9144415
407,0.31976998
408,0.99681944
409,0.6911969
410,0.99684703
411,0.998824
412,0.22050992
413,0.12493062
414,0.94117284
415,0.14598235
416,0.92347676
417,0.99808884
418,0.15434402
419,0.08171135
420,0.6930066
421,0.106511325
422,0.02844891
423,0.15592846
424,0.8696934
425,0.56297135
426,0.03155878
427,0.58228815
428,0.04091704
429,0.20642322
430,0.44553542
431,0.04886809
432,0.11995506
433,0.12057659
434,0.98005307
435,0.07194635
436,0.038879722
437,0.80209297
438,0.1748676
439,0.042193353
440,0.035621375
441,0.03536868
442,0.090708256
443,0.27984446
444,0.5388665
445,0.43150958
446,0.5397612
447,0.0411824
448,0.50506645
449,0.6841777
450,0.21891609
451,0.5917535
452,0.96722996
453,0.088651866
454,0.71271795
455,0.9919328
456,0.99432933
457,0.5228912
458,0.9296638
459,0.9209997
460,0.84440887
461,0.050561577
462,0.92660475
463,0.33626896
464,0.041838914
465,0.19285962
466,0.57524496
467,0.34000862
468,0.71781623
469,0.10978851
470,0.6394255
471,0.52500236
472,0.89250183
473,0.70401865
474,0.45686778
475,0.2051172
476,0.26248044
477,0.27803338
478,0.29718304
479,0.05563861
480,0.45103166
481,0.076036334
482,0.06635037
483,0.9964951
484,0.055217534
485,0.042890936
486,0.08564296
487,0.10385606
488,0.087518096
489,0.98429036
490,0.793278
491,0.7928295
492,0.7647753
493,0.8164983
494,0.06378704
495,0.87667817
496,0.19051254
497,0.08259708
498,0.10992694
499,0.77764773
500,0.86906075
501,0.02843234
502,0.30880535
503,0.17903739
504,0.85729194
505,0.88282645
506,0.8283317
507,0.041508347
508,0.932318
509,0.07636699
510,0.86028314
511,0.8884357
512,0.8663306
513,0.9418917
514,0.90260726
515,0.0900394
516,0.89043593
517,0.20471683
518,0.066901654
519,0.43877852
520,0.7169918
521,0.308747
522,0.030953705
523,0.041310906
524,0.3494903
525,0.08085975
526,0.04372573
527,0.651852
528,0.024832278
529,0.1376212
530,0.042327672
531,0.055119574
532,0.060802042
533,0.4002182
534,0.050741196
535,0.6705551
536,0.12744498
537,0.041232467
538,0.072325885
539,0.015844882
540,0.116411805
541,0.073913425
542,0.038308978
543,0.11694476
544,0.23859128
545,0.7281115
546,0.31816122
547,0.032628596
548,0.63376045
549,0.041826606
550,0.049830467
551,0.06189826
552,0.24264762
553,0.029829413
554,0.17060772
555,0.1390971
556,0.22710037
557,0.29643297
558,0.028621048
559,0.1421924
560,0.029659897
561,0.029879361
562,0.028724313
563,0.423214
564,0.09266096
565,0.051371425
566,0.06098023
567,0.099322826
568,0.20312238
569,0.05087307
570,0.17268115
571,0.34954208
572,0.0039856434
573,0.81223726
574,0.34303403
575,0.52301943
576,0.6222126
577,0.82903576
578,0.78685594
579,0.7906301
580,0.83947873
581,0.55723625
582,0.32465428
583,0.4929255
584,0.7469339
585,0.6386194
586,0.8224125
587,0.59736586
588,0.50134426
589,0.67830026
590,0.64758873
591,0.55295575
592,0.7158123
593,0.30985266
594,0.4539941
595,0.18186104
596,0.2932325
597,0.26317295
598,0.6668678
599,0.5288654
600,0.28939867
601,0.59981626
602,0.8651316
603,0.71390986
604,0.6939976
605,0.26882476
606,0.68517303
607,0.51781654
608,0.6362391
609,0.38116562
610,0.61192715
611,0.9031756
612,0.8119749
613,0.43744704
614,0.8523108
615,0.4610686
616,0.70750916
617,0.9859675
618,0.42411983
619,0.44971463
620,0.5245821
621,0.4148475
622,0.924278
623,0.8622198
624,0.61192715
625,0.21394953
626,0.90015614
627,0.36957666
628,0.46717083
629,0.35287225
630,0.61192715
631,0.10696089
632,0.6618541
633,0.7948288
634,0.61192715
635,0.7760257
636,0.71750623
637,0.7651898
638,0.72697175
639,0.7407421
640,0.036551893
641,0.04013151
642,0.0192357
643,0.22859725
644,0.2122472
645,0.01921755
646,0.031060725
647,0.2964865
648,0.26905262
649,0.124512285
650,0.0821034
651,0.15475583
652,0.060910076
653,0.99987674
654,0.961743
655,0.02160108
656,0.03121221
657,0.41511708
658,0.8158885
659,0.050428063
660,0.04303515
661,0.099722
662,0.067736894
663,0.03575632
664,0.10892907
665,0.17954478
666,0.026996285
667,0.08348906
668,0.2823655
669,0.99991655
670,0.5220027
671,0.19234064
672,0.06386012
673,0.3391428
674,0.11874533
675,0.07611871
676,0.07411298
677,0.09434381
678,0.15454301
679,0.0328888
680,0.15929788
681,0.028252393
682,0.051849604
683,0.07511231
684,0.035835296
685,0.08408445
686,0.030891955
687,0.08568427
688,0.05690664
689,0.19569963
690,0.21453768
691,0.09001431
692,0.28121793
693,0.0695861
694,0.04126054
695,0.032541275
696,0.047758937
697,0.20296797
698,0.03977835
699,0.06723216
700,0.04593557
701,0.11072782
702,0.011207223
703,0.10685277
704,0.045275986
705,0.032327592
706,0.05889666
707,0.012826979
708,0.03194493
709,0.07494739
710,0.021800429
711,0.17316726
712,0.10683218
713,0.04888144
714,0.03443864
715,0.079404026
716,0.12637353
717,0.049284756
718,0.03296727
719,0.07224664
720,0.10306105
721,0.03783655
722,0.10470134
723,0.117108345
724,0.09613672
725,0.0672375
726,0.10095543
727,0.05951366
728,0.2769024
729,0.07020125
730,0.09753123
731,0.16446567
732,0.10276696
733,0.08100629
734,0.04322073
735,0.16432941
736,0.10912663
737,0.07525718
738,0.082247734
739,0.046841294
740,0.25768363
741,0.06742969
742,0.07667765
743,0.034938633
744,0.2755169
745,0.14073351
746,0.068835825
747,0.10345867
748,0.21895385
749,0.017611027
750,0.03123954
751,0.04275599
752,0.13047346
753,0.031420708
754,0.07638565
755,0.022955328
756,0.16217995
757,0.045110375
758,0.115704894
759,0.046337664
760,0.2277801
761,0.01050958
762,0.023176521
763,0.035057068
764,0.086401075
765,0.1252375
766,0.10145402
767,0.07113758
768,0.024019688
769,0.16523865
770,0.015605688
771,0.06363112
772,0.095822334
773,0.12579826
774,0.22857425
775,0.14333653
776,0.036081105
777,0.03869185
778,0.03244233
779,0.07213047
780,0.042871207
781,0.04514441
782,0.23558626
783,0.1119844
784,0.06463757
785,0.13516018
786,0.0698092
787,0.09176549
788,0.25165373
789,0.2026304
790,0.053677678
791,0.2788157
792,0.11868441
793,0.056031913
794,0.11378983
795,0.15535471
796,0.021566689
797,0.084064394
798,0.1267899
799,0.19516602
800,0.05588031
801,0.030076742
802,0.018126547
803,0.08231658
804,0.18499893
805,0.4254445
806,0.27104223
807,0.08192819
808,0.94854325
809,0.88691604
810,0.16050845
811,0.17134526
812,0.009034961
813,0.026120812
814,0.19828153
815,0.052110046
816,0.014374316
817,0.28813416
818,0.1009855
819,0.067744434
820,0.09508449
821,0.25652748
822,0.21919721
823,0.063857794
824,0.046649337
825,0.053331554
826,0.05752164
827,0.09427217
828,0.049990773
829,0.06272745
830,0.020610422
831,0.18584448
832,0.1179539
833,0.3331728
834,0.2965623
835,0.15078574
836,0.2014089
837,0.13737959
838,0.0378415
839,0.027794003
840,0.085452914
841,0.06772798
842,0.14190614
843,0.29865438
844,0.05996579
845,0.072230995
846,0.18560681
847,0.053872257
848,0.3125149
849,0.03054285
850,0.13037777
851,0.0578624
852,0.050992727
853,0.07013282
854,0.17653325
855,0.0422526
856,0.049617857
857,0.06404686
858,0.046824098
859,0.09636736
860,0.115406156
861,0.07998356
862,0.08107892
863,0.3310988
864,0.098151565
865,0.05581087
866,0.025473624
867,0.04550591
868,0.093697816
869,0.043803006
870,0.06599283
871,0.17541796
872,0.054054707
873,0.21120203
874,0.10084161
875,0.09086642
876,0.13661674
877,0.05165851
878,0.114960074
879,0.009882718
880,0.15638521
881,0.044388413
882,0.08012965
883,0.039063156
884,0.051393032
885,0.033541977
886,0.0616363
887,0.039995134
888,0.07699305
889,0.07861239
890,0.08089438
891,0.16751903
892,0.2233195
893,0.05241826
894,0.5308922
895,0.112476856
896,0.5913827
897,0.06230551
898,0.0320217
899,0.058005273
900,0.0490382
901,0.0343256
902,0.057746917
903,0.0791938
904,0.06393865
905,0.120928586
906,0.045102954
907,0.048258007
908,0.07484734
909,0.034890175
910,0.2758122
911,0.11262679
912,0.041062385
913,0.14631125
914,0.04902211
915,0.34604746
916,0.23116866
917,0.049981833
918,0.070394576
919,0.07017842
920,0.013124347
921,0.018893898
922,0.060578257
923,0.02292341
924,0.04390502
925,0.05350563
926,0.31009093
927,0.09509054
928,0.03384304
929,0.2142959
930,0.024799973
931,0.069823
932,0.13385129
933,0.10297716
934,0.083866894
935,0.03751287
936,0.24566343
937,0.12721741
938,0.09430328
939,0.065637946
940,0.016132027
941,0.051754445
942,0.22512299
943,0.26316264
944,0.07741076
945,0.10187918
946,0.024022609
947,0.20118642
948,0.027570814
949,0.17092368
950,0.14469442
951,0.02711767
952,0.027612567
953,0.0198569
954,0.1525493
955,0.01246801
956,0.03435859
957,0.019601583
958,0.018039584
959,0.047151536
960,0.073678166
961,0.1138781
962,0.030416489
963,0.04375735
964,0.039452463
965,0.08245388
966,0.037054956
967,0.015685052
968,0.056072414
969,0.071321785
970,0.050833553
971,0.043501735
972,0.011555135
973,0.071630836
974,0.08151272
975,0.05139771
976,0.03755659
977,0.07040128
978,0.03897956
979,0.03840837
980,0.011180729
981,0.077067494
982,0.060630977
983,0.047996998
984,0.11230251
985,0.055760294
986,0.059264988
987,0.071680665
988,0.18958774
989,0.04155889
990,0.18777958
991,0.06714058
992,0.015395194
993,0.04575503
994,0.050420374
995,0.072843194
996,0.032166094
997,0.041016996
998,0.035553217
999,0.058370948
1000,0.035309613
1001,0.05577004
1002,0.070645094
1003,0.060227454
1004,0.059953213
1005,0.030063033
1006,0.010874927
1007,0.059318244
1008,0.020655215
1009,0.02760154
1010,0.028894216
1011,0.02275315
1012,0.038908243
1013,0.022658467
1014,0.06563941
1015,0.082202196
1016,0.058888048
1017,0.09747699
1018,0.27857274
1019,0.04087183
1020,0.015331477
1021,0.044699937
1022,0.03148383
1023,0.09134978
1024,0.0324623
1025,0.18405482
1026,0.20308065
1027,0.11385456
1028,0.011873245
1029,0.03318593
1030,0.03989762
1031,0.11696005
1032,0.017429024
1033,0.09133878
1034,0.072113544
1035,0.11542392
1036,0.074632615
1037,0.1804533
1038,0.0623568
1039,0.115428835
1040,0.066765726
1041,0.14600438
1042,0.020696968
1043,0.13503757
1044,0.04368493
1045,0.0519602
1046,0.11488804
1047,0.075856
1048,0.08663708
1049,0.058523476
1050,0.04371059
1051,0.10846251
1052,0.027481973
1053,0.1002796
1054,0.027921826
1055,0.0088135
1056,0.051866055
1057,0.22942793
1058,0.011408865
1059,0.11692509
1060,0.4070213
1061,0.6871464
1062,0.39649692
1063,0.93727833
1064,0.86780936
1065,0.09363365
1066,0.16858971
1067,0.12258455
1068,0.24380594
1069,0.16473722
1070,0.90905255
1071,0.2600987
1072,0.12894765
1073,0.7344869
1074,0.23430163
1075,0.9530585
1076,0.9581739
1077,0.8002918
1078,0.09519562
1079,0.23011741
1080,0.13040033
1081,0.19289058
1082,0.7373079
1083,0.21479172
1084,0.35859877
1085,0.9252869
1086,0.08730963
1087,0.31005874
1088,0.559307
1089,0.9776584
1090,0.78648734
1091,0.2679686
1092,0.24401778
1093,0.25609726
1094,0.050936997
1095,0.565656
1096,0.952476
1097,0.12739342
1098,0.06445339
1099,0.99324
1100,0.5843282
1101,0.99570763
1102,0.9932771
1103,0.99517953
1104,0.8025036
1105,0.23290747
1106,0.19551855
1107,0.85927767
1108,0.25564057
1109,0.09445995
1110,0.27385548
1111,0.92435807
1112,0.054842472
1113,0.17051005
1114,0.20500314
1115,0.48147267
1116,0.566394
1117,0.16748428
1118,0.14930287
1119,0.7950825
1120,0.9450873
1121,0.12764153
1122,0.025859445
1123,0.046003222
1124,0.9386159
1125,0.12709564
1126,0.5408018
1127,0.9648848
1128,0.96987736
1129,0.23327684
1130,0.09569046
1131,0.7892752
1132,0.7401465
1133,0.986647
1134,0.9756173
1135,0.9441937
1136,0.85743606
1137,0.9939785
1138,0.99382126
1139,0.9610802
1140,0.9740274
1141,0.16941553
1142,0.9873283
1143,0.9891435
1144,0.9948846
1145,0.9978972
1146,0.99515766
1147,0.99437404
1148,0.8905291
1149,0.98811823
1150,0.98678863
1151,0.99577296
1152,0.9964301
1153,0.997043
1154,0.83692896
1155,0.43525538
1156,0.9756173
1157,0.20100719
1158,0.99330485
1159,0.9892879
1160,0.17840546
1161,0.9572081
1162,0.8642359
1163,0.9940882
1164,0.73314035
1165,0.9951743
1166,0.8755391
1167,0.14990035
1168,0.9390064
1169,0.98392904
1170,0.96416134
1171,0.83245534
1172,0.89377123
1173,0.9587908
1174,0.17712584
1175,0.99451417
1176,0.83459216
1177,0.9573047
1178,0.08452597
1179,0.95585495
1180,0.9670932
1181,0.8798535
1182,0.9703469
1183,0.57741654
1184,0.9727051
1185,0.9749445
1186,0.83126223
1187,0.8546103
1188,0.961679
1189,0.99808496
1190,0.42404467
1191,0.90633786
1192,0.55508107
1193,0.22182465
1194,0.6773347
1195,0.14263666
1196,0.48446327
1197,0.18399963
1198,0.6172172
1199,0.45842385
1200,0.12942386
1201,0.30221084
1202,0.6100529
1203,0.14848253
1204,0.32627767
1205,0.99874914
1206,0.5756573
1207,0.27634615
1208,0.27511925
1209,0.72380817
1210,0.5594213
1211,0.23135474
1212,0.12945291
1213,0.7275984
1214,0.20708823
1215,0.5109105
1216,0.5232099
1217,0.35276675
1218,0.27119207
1219,0.18686762
1220,0.5499897
1221,0.11538759
1222,0.4544179
1223,0.62155026
1224,0.34580922
1225,0.14814791
1226,0.53427
1227,0.9441088
1228,0.66037256
1229,0.6023002
1230,0.6757096
1231,0.26361173
1232,0.73818773
1233,0.93100905
1234,0.9031973
1235,0.98784053
1236,0.31788212
1237,0.8002025
1238,0.04469514
1239,0.59940326
1240,0.2618758
1241,0.54719794
1242,0.32570842
1243,0.8960815
1244,0.87457293
1245,0.9016489
1246,0.32477385
1247,0.69573784
1248,0.9934522
1249,0.35185003
1250,0.1180349
1251,0.32570842
1252,0.61506146
1253,0.24410462
1254,0.6828454
1255,0.53697145
1256,0.31475186
1257,0.14797977
1258,0.9968683
1259,0.8664157
1260,0.90196985
1261,0.9493071
1262,0.96890175
1263,0.047156304
1264,0.97067773
1265,0.049419284
1266,0.049672455
1267,0.024087816
1268,0.034766167
1269,0.07771146
1270,0.076334506
1271,0.08495644
1272,0.0040350556
1273,0.06899202
1274,0.16695088
1275,0.06755829
1276,0.09785068
1277,0.22393104
1278,0.056572884
1279,0.48980427
1280,0.019712895
1281,0.039076805
1282,0.06526968
1283,0.051205933
1284,0.22393104
1285,0.06118238
1286,0.024098754
1287,0.023598284
1288,0.04648313
1289,0.9974799
1290,0.14245793
1291,0.049033582
1292,0.12090251
1293,0.061674118
1294,0.08447757
1295,0.74938095
1296,0.032600492
1297,0.07276189
1298,0.041604042
1299,0.60414404
1300,0.23834214
1301,0.06481728
1302,0.031703234
1303,0.20672554
1304,0.15336436
1305,0.08961046
1306,0.2539639
1307,0.17484105
1308,0.5914569
1309,0.9873279
1310,0.06408396
1311,0.043900907
1312,0.31543088
1313,0.05818975
1314,0.08405334
1315,0.049802065
1316,0.14512098
1317,0.08595967
1318,0.15318418
1319,0.048879504
1320,0.07832959
1321,0.10787898
1322,0.09711671
1323,0.22328594
1324,0.36216044
1325,0.06740594
1326,0.38104248
1327,0.0073345006
1328,0.11176625
1329,0.042493433
1330,0.8390387
1331,0.17262414
1332,0.34727037
1333,0.32055604
1334,0.42701134
1335,0.62720495
1336,0.5616079
1337,0.2101784
1338,0.056516945
1339,0.71946913
1340,0.80623966
1341,0.23214766
1342,0.37204474
1343,0.458502
1344,0.48899353
1345,0.48765004
1346,0.6058424
1347,0.24786928
1348,0.4699419
1349,0.11122218
1350,0.24581167
1351,0.9941144
1352,0.3905202
1353,0.9128783
1354,0.17973381
1355,0.32602012
1356,0.30946282
1357,0.94856
1358,0.78743637
1359,0.47019586
1360,0.7418706
1361,0.5031036
1362,0.26057386
1363,0.4273197
1364,0.37077844
1365,0.21054015
1366,0.853349
1367,0.8943845
1368,0.6299796
1369,0.5336991
1370,0.2158483
1371,0.36379528
1372,0.96733737
1373,0.9796552
1374,0.17705971
1375,0.42728758
1376,0.8972188
1377,0.84780663
1378,0.09008676
1379,0.93295336
1380,0.6727296
1381,0.75110155
1382,0.7024442
1383,0.2987184
1384,0.9718931
1385,0.84072506
1386,0.20610982
1387,0.5178878
1388,0.82126653
1389,0.9996319
1390,0.21105951
1391,0.73725
1392,0.05550891
1393,0.7657188
1394,0.3922057
1395,0.97267437
1396,0.9696888
1397,0.8938621
1398,0.3944579
1399,0.99227595
1400,0.522198
1401,0.83219707
1402,0.697706
1403,0.5988622
1404,0.12221676
1405,0.4409381
1406,0.015558392
1407,0.8634621
1408,0.3139556
1409,0.45653424
1410,0.63940233
1411,0.9506949
1412,0.7752204
1413,0.21469682
1414,0.9739165
1415,0.13159037
1416,0.89017045
1417,0.8880419
1418,0.41829234
1419,0.96354306
1420,0.948207
1421,0.2361457
1422,0.9611269
1423,0.7701374
1424,0.19978058
1425,0.9605005
1426,0.27820432
1427,0.9703773
1428,0.08600077
1429,0.14139691
1430,0.19357175
1431,0.23767221
1432,0.16283876
1433,0.9552988
1434,0.89525026
1435,0.08432281
1436,0.102214724
1437,0.17572671
1438,0.42592275
1439,0.17976388
1440,0.047861338
1441,0.918049
1442,0.3884709
1443,0.8904755
1444,0.0628148
1445,0.09052464
1446,0.050066352
1447,0.11195022
1448,0.08379677
1449,0.740651
1450,0.096761614
1451,0.2486549
1452,0.08210814
1453,0.12745976
1454,0.1541974
1455,0.061210155
1456,0.18358919
1457,0.969187
1458,0.09325141
1459,0.50859535
1460,0.46592158
1461,0.29292655
1462,0.06819895
1463,0.34525794
1464,0.6106686
1465,0.32792592
1466,0.14542305
1467,0.15893227
1468,0.12066141
1469,0.12185371
1470,0.7630998
1471,0.14305937
1472,0.22966182
1473,0.041987747
1474,0.20085543
1475,0.24330437
1476,0.019341826
1477,0.09775007
1478,0.18479273
1479,0.41940254
1480,0.1731849
1481,0.16846615
1482,0.0696584
1483,0.11085296
1484,0.35514927
1485,0.1526252
1486,0.14573002
1487,0.49933034
1488,0.111343175
1489,0.16528073
1490,0.03018257
1491,0.98447263
1492,0.18720818
1493,0.37117523
1494,0.18785408
1495,0.26142716
1496,0.38200992
1497,0.79472893
1498,0.44352007
1499,0.9416027
1500,0.046489418
1501,0.9987985
1502,0.99824584
1503,0.99909824
1504,0.93062997
1505,0.9030311
1506,0.99888074
1507,0.06436151
1508,0.11456445
1509,0.8153422
1510,0.99864435
1511,0.21187034
1512,0.71607554
1513,0.49533263
1514,0.74510026
1515,0.90715456
1516,0.9987247
1517,0.8177738
1518,0.9985194
1519,0.5518378
1520,0.33485073
1521,0.90256655
1522,0.69780916
1523,0.31951272
1524,0.31701323
1525,0.5087583
1526,0.29708588
1527,0.34572083
1528,0.40547684
1529,0.8578316
1530,0.96577483
1531,0.68124783
1532,0.1288133
1533,0.98771834
1534,0.39716244
1535,0.19438398
1536,0.2863596
1537,0.08661604
1538,0.9724127
1539,0.99986017
1540,0.99973035
1541,0.666302
1542,0.19222367
1543,0.22879928
1544,0.3211202
1545,0.937016
1546,0.03979063
1547,0.091463655
1548,0.17966768
1549,0.9138506
1550,0.9635618
1551,0.19277176
1552,0.28908753
1553,0.9212289
1554,0.17407751
1555,0.14274335
1556,0.11847454
1557,0.9224211
1558,0.93272734
1559,0.9480625
1560,0.14934835
1561,0.22039685
1562,0.076547295
1563,0.08450624
1564,0.07738784
1565,0.09368119
1566,0.056568474
1567,0.21651906
1568,0.034347832
1569,0.07752991
1570,0.43263632
1571,0.13477632
1572,0.15088081
1573,0.026550472
1574,0.075187206
1575,0.32302135
1576,0.10028499
1577,0.0606471
1578,0.06875983
1579,0.21923473
1580,0.10028499
1581,0.1951372
1582,0.09863487
1583,0.14357817
1584,0.056290656
1585,0.05035323
1586,0.9523056
1587,0.9782871
1588,0.09930748
1589,0.45579475
1590,0.18213913
1591,0.15596819
1592,0.062367976
1593,0.19094914
1594,0.29402208
1595,0.053282976
1596,0.8000508
1597,0.068816274
1598,0.45346808
1599,0.05111566
1600,0.22449937
1601,0.96230805
1602,0.15061131
1603,0.23578125
1604,0.40037993
1605,0.088793725
1606,0.047403187
1607,0.089013666
1608,0.37151837
1609,0.21779284
1610,0.098744184
1611,0.04881072
1612,0.13195395
1613,0.5562762
1614,0.43366516
1615,0.11546597
1616,0.44602007
1617,0.13813865
1618,0.37891477
1619,0.1328857
1620,0.15166634
1621,0.8026025
1622,0.19546032
1623,0.80660653
1624,0.12646505
1625,0.29763114
1626,0.3193748
1627,0.66570866
1628,0.38035443
1629,0.22537369
1630,0.20260262
1631,0.19344148
1632,0.2819733
1633,0.04551503
1634,0.11334917
1635,0.17003193
1636,0.058229268
1637,0.6563873
1638,0.058411986
1639,0.17929307
1640,0.24565914
1641,0.50528437
1642,0.06015429
1643,0.11133918
1644,0.34096408
1645,0.26696336
1646,0.07015878
1647,0.43054235
1648,0.1540204
1649,0.12421417
1650,0.1466037
1651,0.01687035
1652,0.06463635
1653,0.14806852
1654,0.051230013
1655,0.13815013
1656,0.052654326
1657,0.18010092
1658,0.04926166
1659,0.09867874
1660,0.16941527
1661,0.13063648
1662,0.040295273
1663,0.13400576
1664,0.059101254
1665,0.04847148
1666,0.0560264
1667,0.047531575
1668,0.07178813
