,glove_net
156,0.9998579
157,0.60752887
158,0.9825672
159,0.97258496
160,0.25492087
161,0.59761083
162,0.72254074
163,0.31762797
164,0.97595024
165,0.63097906
166,0.38921127
167,0.80217683
168,0.8528801
169,0.89971626
170,0.8626791
171,0.4061025
172,0.9979756
173,0.9540081
174,0.9993991
175,0.6247002
176,0.8772968
177,0.9979756
178,0.27382606
179,0.15382606
180,0.42446503
181,0.29365754
182,0.9987866
183,0.9979756
184,0.53615445
185,0.31481168
186,0.27382606
187,0.99087524
188,0.5706635
189,0.9063784
190,0.9979756
191,0.9979756
192,0.27382606
193,0.27382606
194,0.39101064
195,0.45929626
196,0.9993992
197,0.9979756
198,0.44539058
199,0.40603068
200,0.5399304
201,0.9979756
202,0.9979756
203,0.9987337
204,0.9987337
205,0.54568166
206,0.48808002
207,0.9979756
208,0.42079103
209,0.14735249
210,0.094569445
211,0.25044718
212,0.3286605
213,0.52671653
214,0.25475013
215,0.22559932
216,0.12942502
217,0.10737795
218,0.7528355
219,0.2845111
220,0.7528355
221,0.31407773
222,0.2539268
223,0.5617544
224,0.31693232
225,0.2097207
226,0.24438971
227,0.6691721
228,0.13146555
229,0.21630469
230,0.4976986
231,0.25984848
232,0.13219887
233,0.15120253
234,0.2728548
235,0.21184912
236,0.17654946
237,0.22558928
238,0.7528355
239,0.81860614
240,0.2783241
241,0.07771087
242,0.5037244
243,0.5688876
244,0.4881178
245,0.33723235
246,0.5066219
247,0.53728586
248,0.537311
249,0.5647519
250,0.5066219
251,0.5066219
252,0.24063444
253,0.5066219
254,0.22551715
255,0.37130213
256,0.4094072
257,0.10105747
258,0.24488002
259,0.5066219
260,0.24083164
261,0.032341093
262,0.10105747
263,0.18075606
264,0.43364674
265,0.29372975
266,0.5066219
267,0.1893731
268,0.1546604
269,0.537311
270,0.5066219
271,0.5066219
272,0.23326138
273,0.35599032
274,0.15889749
275,0.13468528
276,0.5232576
277,0.5374937
278,0.36404628
279,0.2745912
280,0.3082599
281,0.24978715
282,0.098394305
283,0.5232576
284,0.044187754
285,0.6033147
286,0.33115244
287,0.3171148
288,0.009038031
289,0.36654097
290,0.11124903
291,0.22719654
292,0.15793616
293,0.30376858
294,0.7994914
295,0.059661448
296,0.10010713
297,0.33261007
298,0.26931196
299,0.57255816
300,0.42131191
301,0.35416365
302,0.2562092
303,0.0125361085
304,0.21342361
305,0.21342361
306,0.058853418
307,0.14929858
308,0.22660142
309,0.22494334
310,0.028385758
311,0.22650874
312,0.03205633
313,0.20355216
314,0.28930986
315,0.23225889
316,0.07707727
317,0.21342361
318,0.05734858
319,0.21342361
320,0.22801325
321,0.48673806
322,0.122486174
323,0.48673806
324,0.060161084
325,0.67243516
326,0.29537728
327,0.013418019
328,0.21021876
329,0.19853625
330,0.042497575
331,0.23540667
332,0.33072674
333,0.14245635
334,0.3978376
335,0.25288808
336,0.15590554
337,0.68640745
338,0.044725835
339,0.2858919
340,0.36947453
341,0.43989322
342,0.82133424
343,0.32476956
344,0.2180537
345,0.19488418
346,0.1478022
347,0.13919225
348,0.3481093
349,0.1478022
350,0.1478022
351,0.13919225
352,0.24963409
353,0.20087403
354,0.29227123
355,0.26587677
356,0.35132158
357,0.0715785
358,0.13919225
359,0.13066491
360,0.13919225
361,0.19154763
362,0.47924358
363,0.3481093
364,0.1478022
365,0.13919225
366,0.005422294
367,0.23019508
368,0.49542555
369,0.2910031
370,0.1478022
371,0.1478022
372,0.1478022
373,0.1478022
374,0.3557924
375,0.8233027
376,0.2910031
377,0.2910031
378,0.13919225
379,0.23019508
380,0.7576346
381,0.8224601
382,0.89330506
383,0.29856104
384,0.28778946
385,0.9828086
386,0.9681742
387,0.9681742
388,0.47060612
389,0.40654057
390,0.32916313
391,0.9880272
392,0.666254
393,0.98414904
394,0.99478567
395,0.9030845
396,0.25741965
397,0.95051706
398,0.986179
399,0.93644047
400,0.40654057
401,0.5164876
402,0.9030845
403,0.9681742
404,0.40654057
405,0.40654057
406,0.9681742
407,0.40654057
408,0.9899971
409,0.5130276
410,0.99090135
411,0.9880272
412,0.31035215
413,0.10786244
414,0.9732893
415,0.41497874
416,0.9182623
417,0.9880272
418,0.24886319
419,0.16397387
420,0.7533369
421,0.42966586
422,0.2391054
423,0.07990715
424,0.6496943
425,0.646508
426,0.20723423
427,0.14226866
428,0.38232574
429,0.446348
430,0.9017126
431,0.3308906
432,0.035375834
433,0.3884438
434,0.9633573
435,0.25637603
436,0.14435872
437,0.90694386
438,0.23775804
439,0.27783746
440,0.08759335
441,0.3140605
442,0.30320197
443,0.16391969
444,0.36007205
445,0.2367782
446,0.66742265
447,0.112635225
448,0.41348258
449,0.9451888
450,0.17348903
451,0.49989203
452,0.9938161
453,0.373464
454,0.8901415
455,0.99425006
456,0.995421
457,0.81454647
458,0.9859676
459,0.93167067
460,0.7343706
461,0.1652694
462,0.9966313
463,0.26257473
464,0.12724185
465,0.2036246
466,0.50800824
467,0.38847876
468,0.8390821
469,0.39810774
470,0.802601
471,0.39031798
472,0.7997643
473,0.8277019
474,0.41348258
475,0.5885447
476,0.4248722
477,0.4172102
478,0.68242025
479,0.055003554
480,0.3924896
481,0.55386114
482,0.38009298
483,0.9999105
484,0.28091684
485,0.4246356
486,0.33580408
487,0.2022984
488,0.20727864
489,0.99470377
490,0.9482728
491,0.9482728
492,0.9482728
493,0.78879714
494,0.4751474
495,0.9482728
496,0.56330013
497,0.33580408
498,0.20212105
499,0.9482728
500,0.9482728
501,0.28632194
502,0.39484847
503,0.3792473
504,0.9482728
505,0.9482728
506,0.9482728
507,0.20778018
508,0.9482728
509,0.27424663
510,0.9482728
511,0.9482728
512,0.9482728
513,0.8849991
514,0.9482728
515,0.44533822
516,0.9482728
517,0.54104114
518,0.02514264
519,0.78012586
520,0.3471154
521,0.49802157
522,0.07635906
523,0.061801285
524,0.3806527
525,0.0136114955
526,0.12197411
527,0.8171549
528,0.2122693
529,0.43832234
530,0.011965424
531,0.092448235
532,0.0136114955
533,0.40106803
534,0.033187628
535,0.6119037
536,0.09220606
537,0.065529674
538,0.3359916
539,0.042110473
540,0.076774746
541,0.1463503
542,0.39243487
543,0.092714965
544,0.43775368
545,0.07486367
546,0.58562654
547,0.0077362955
548,0.37076974
549,0.28833938
550,0.008815438
551,0.087922096
552,0.17514226
553,0.13239297
554,0.13235801
555,0.28167412
556,0.64863455
557,0.22934607
558,0.20154771
559,0.31900585
560,0.13465121
561,0.10854483
562,0.09564233
563,0.2891348
564,0.03548658
565,0.40059894
566,0.12302005
567,0.23527128
568,0.349468
569,0.0077362955
570,0.64964217
571,0.43556836
572,0.076385975
573,0.55731386
574,0.35171556
575,0.4985145
576,0.44774142
577,0.35923064
578,0.43073958
579,0.48280665
580,0.5363669
581,0.40863377
582,0.35602745
583,0.4468036
584,0.44774142
585,0.59053624
586,0.38383988
587,0.43225253
588,0.33688104
589,0.3553907
590,0.2683146
591,0.43225253
592,0.49603808
593,0.25882444
594,0.26485124
595,0.32170922
596,0.47995865
597,0.35171556
598,0.39618453
599,0.4066525
600,0.34328797
601,0.44774142
602,0.31656402
603,0.49603808
604,0.49603808
605,0.14162952
606,0.49603808
607,0.4066525
608,0.44774142
609,0.5201613
610,0.2674436
611,0.5502319
612,0.14582905
613,0.20904315
614,0.33593392
615,0.10244048
616,0.47805884
617,0.78966033
618,0.094047874
619,0.069175005
620,0.11328891
621,0.26504076
622,0.62278503
623,0.39466915
624,0.2674436
625,0.18330258
626,0.43216196
627,0.2817139
628,0.556848
629,0.21726787
630,0.2674436
631,0.12755895
632,0.29196754
633,0.33593392
634,0.2674436
635,0.33593392
636,0.4941995
637,0.5507817
638,0.5498054
639,0.72805274
640,0.2109937
641,0.23606515
642,0.16881147
643,0.14032832
644,0.3845877
645,0.1411567
646,0.31041265
647,0.5148965
648,0.336945
649,0.31708324
650,0.44908595
651,0.14766806
652,0.12397596
653,0.972231
654,0.9679444
655,0.2115942
656,0.18400836
657,0.008621663
658,0.9008096
659,0.06392509
660,0.21340781
661,0.35810962
662,0.18923241
663,0.31767052
664,0.116488665
665,0.10326439
666,0.022011727
667,0.13325405
668,0.039292157
669,0.95836085
670,0.17566639
671,0.26634866
672,0.21341461
673,0.39101237
674,0.13298038
675,0.20005909
676,0.2293025
677,0.23265767
678,0.17250219
679,0.055623204
680,0.30891228
681,0.18732733
682,0.04243657
683,0.04243657
684,0.12721425
685,0.12166566
686,0.15965852
687,0.12462169
688,0.17146417
689,0.15177909
690,0.25150588
691,0.17370251
692,0.55389494
693,0.2975865
694,0.10301632
695,0.16706026
696,0.21404153
697,0.15310827
698,0.26451424
699,0.33575624
700,0.2578404
701,0.3688373
702,0.048262894
703,0.13012207
704,0.06284714
705,0.3270524
706,0.08550534
707,0.03704676
708,0.15408608
709,0.13396338
710,0.088433355
711,0.17113036
712,0.275526
713,0.17436498
714,0.210468
715,0.3557917
716,0.23326409
717,0.1303742
718,0.14236155
719,0.23664287
720,0.17264906
721,0.04930538
722,0.23315498
723,0.23249641
724,0.26473546
725,0.17602304
726,0.028624773
727,0.15929878
728,0.3342021
729,0.12953505
730,0.14712536
731,0.33361274
732,0.2064515
733,0.1715593
734,0.04401812
735,0.3211641
736,0.17550209
737,0.13485289
738,0.2160109
739,0.16645771
740,0.23616701
741,0.12324929
742,0.19067341
743,0.14430347
744,0.4646822
745,0.12725124
746,0.1083782
747,0.18088171
748,0.35974494
749,0.10373777
750,0.33296376
751,0.083315045
752,0.366721
753,0.18115076
754,0.14383024
755,0.0776948
756,0.2410093
757,0.36113587
758,0.35222843
759,0.3575427
760,0.32933295
761,0.28338712
762,0.3660338
763,0.2345533
764,0.15030992
765,0.21657369
766,0.22632352
767,0.4006375
768,0.42783827
769,0.25325486
770,0.36230075
771,0.32499796
772,0.13355324
773,0.20913386
774,0.21869686
775,0.47078195
776,0.24358806
777,0.25761193
778,0.2860957
779,0.10975668
780,0.27451697
781,0.25496304
782,0.13869053
783,0.44967747
784,0.24296024
785,0.15732557
786,0.2931062
787,0.32817352
788,0.48906785
789,0.27531716
790,0.13628083
791,0.28048354
792,0.5055772
793,0.21912527
794,0.10046154
795,0.48906785
796,0.05867374
797,0.2651592
798,0.21949044
799,0.44967747
800,0.3824135
801,0.22912449
802,0.13770413
803,0.2597522
804,0.20209062
805,0.73820174
806,0.06915191
807,0.24115169
808,0.96263266
809,0.73018956
810,0.27813607
811,0.23110837
812,0.050415516
813,0.12622222
814,0.17365247
815,0.0438703
816,0.056910932
817,0.35856116
818,0.12772205
819,0.14445624
820,0.35001704
821,0.27449614
822,0.33708543
823,0.30218738
824,0.07100618
825,0.17025012
826,0.26566774
827,0.13325134
828,0.14771992
829,0.26553184
830,0.116059154
831,0.28657842
832,0.31865618
833,0.29381216
834,0.32557598
835,0.21232
836,0.14752665
837,0.31546336
838,0.12709677
839,0.09646326
840,0.096772194
841,0.1937887
842,0.34666592
843,0.36860567
844,0.39487118
845,0.1688222
846,0.22442156
847,0.021483779
848,0.4272015
849,0.39052814
850,0.14778778
851,0.24780497
852,0.14567399
853,0.048879594
854,0.44929025
855,0.37545067
856,0.34215885
857,0.14365178
858,0.24242705
859,0.111414135
860,0.4462609
861,0.1934314
862,0.31050244
863,0.25899768
864,0.22401837
865,0.05664569
866,0.24390519
867,0.056206018
868,0.31756085
869,0.1300802
870,0.2510023
871,0.21353355
872,0.1256668
873,0.5034631
874,0.31443584
875,0.16273135
876,0.007692218
877,0.035529345
878,0.39343733
879,0.019829214
880,0.14839265
881,0.29549676
882,0.38293082
883,0.1339292
884,0.265643
885,0.042202324
886,0.28620216
887,0.024005145
888,0.053711206
889,0.07585758
890,0.079895765
891,0.37570208
892,0.17754793
893,0.14385459
894,0.26037914
895,0.44921064
896,0.16086337
897,0.15996662
898,0.082237035
899,0.14962247
900,0.2543329
901,0.19169354
902,0.06352061
903,0.032384038
904,0.12710711
905,0.112612665
906,0.26444668
907,0.044645578
908,0.15263686
909,0.34311375
910,0.25305653
911,0.37830102
912,0.045633912
913,0.17915109
914,0.11938095
915,0.27735937
916,0.14363864
917,0.0026669502
918,0.20685744
919,0.22902268
920,0.11262244
921,0.07125983
922,0.3220904
923,0.26958483
924,0.24202698
925,0.0701817
926,0.40523246
927,0.38142967
928,0.40528458
929,0.48813793
930,0.16984567
931,0.2859673
932,0.4884922
933,0.18472567
934,0.16937837
935,0.15052316
936,0.2931073
937,0.17032674
938,0.3184024
939,0.08025721
940,0.15644127
941,0.14217317
942,0.30852705
943,0.34837383
944,0.1303772
945,0.09921387
946,0.27025145
947,0.39903462
948,0.27534014
949,0.17093468
950,0.17015722
951,0.29766035
952,0.019399136
953,0.019399136
954,0.21797746
955,0.0849922
956,0.031530917
957,0.013608664
958,0.013608664
959,0.10106897
960,0.015621424
961,0.23483625
962,0.019399136
963,0.033677876
964,0.0106408
965,0.113964826
966,0.0152410865
967,0.05456382
968,0.0077374578
969,0.019062728
970,0.033677876
971,0.0106408
972,0.013608664
973,0.030158252
974,0.019062728
975,0.19034788
976,0.00826928
977,0.019062728
978,0.018152803
979,0.012301981
980,0.013608664
981,0.019062728
982,0.2248199
983,0.0152410865
984,0.12582621
985,0.08235562
986,0.17556691
987,0.18838078
988,0.29505676
989,0.1723567
990,0.16712043
991,0.41382107
992,0.27370304
993,0.3106281
994,0.33139166
995,0.3619274
996,0.10038504
997,0.25638306
998,0.2872749
999,0.18517402
1000,0.13832414
1001,0.07463959
1002,0.07101545
1003,0.23542798
1004,0.16745421
1005,0.16645828
1006,0.052328885
1007,0.017766267
1008,0.015971541
1009,0.11141229
1010,0.12922868
1011,0.09642246
1012,0.06307483
1013,0.30681542
1014,0.27475917
1015,0.19440395
1016,0.360519
1017,0.2830913
1018,0.43953842
1019,0.05181381
1020,0.12235901
1021,0.06482899
1022,0.032794
1023,0.1860744
1024,0.15845188
1025,0.50682336
1026,0.38075727
1027,0.3162967
1028,0.0147946775
1029,0.8995237
1030,0.028112382
1031,0.11299434
1032,0.02766934
1033,0.079969466
1034,0.26782125
1035,0.3850739
1036,0.5707466
1037,0.2575925
1038,0.3162967
1039,0.21807057
1040,0.21721849
1041,0.02086714
1042,0.03949216
1043,0.22590834
1044,0.2164906
1045,0.032794
1046,0.0860852
1047,0.19225171
1048,0.27946532
1049,0.31300354
1050,0.03335184
1051,0.04092458
1052,0.013918221
1053,0.042435795
1054,0.21702626
1055,0.051758826
1056,0.021344334
1057,0.7111415
1058,0.018298179
1059,0.28493595
1060,0.63738126
1061,0.5213964
1062,0.40852675
1063,0.7593466
1064,0.69495016
1065,0.35571787
1066,0.3814941
1067,0.36563265
1068,0.48918167
1069,0.22682315
1070,0.6714449
1071,0.45061588
1072,0.0991019
1073,0.6634355
1074,0.2758612
1075,0.6714449
1076,0.8373593
1077,0.68045354
1078,0.30007166
1079,0.40831032
1080,0.49514523
1081,0.26174027
1082,0.44074175
1083,0.6637043
1084,0.52531487
1085,0.77842224
1086,0.3338638
1087,0.3970571
1088,0.51035297
1089,0.79970944
1090,0.69495016
1091,0.11189714
1092,0.5206389
1093,0.19028953
1094,0.35168856
1095,0.7854028
1096,0.7144321
1097,0.32553667
1098,0.24892277
1099,0.9973544
1100,0.53907144
1101,0.95343405
1102,0.9582716
1103,0.9954951
1104,0.78357655
1105,0.5477212
1106,0.30731648
1107,0.8791151
1108,0.4093232
1109,0.5477212
1110,0.44007635
1111,0.96516323
1112,0.25818855
1113,0.2782163
1114,0.76058984
1115,0.2630471
1116,0.7252109
1117,0.5538267
1118,0.2927599
1119,0.9414644
1120,0.7095439
1121,0.3987438
1122,0.5199031
1123,0.12545079
1124,0.92415094
1125,0.3184762
1126,0.31146544
1127,0.96352124
1128,0.6289545
1129,0.5501192
1130,0.42279342
1131,0.872154
1132,0.7418117
1133,0.8483983
1134,0.98384696
1135,0.9397692
1136,0.9447676
1137,0.9102
1138,0.92086107
1139,0.98664665
1140,0.9726114
1141,0.34093875
1142,0.8483983
1143,0.94500595
1144,0.97114587
1145,0.97114587
1146,0.97114587
1147,0.97114587
1148,0.811441
1149,0.9655453
1150,0.989702
1151,0.97114587
1152,0.9863736
1153,0.8911423
1154,0.8592626
1155,0.65250885
1156,0.98384696
1157,0.6993635
1158,0.99139607
1159,0.97114587
1160,0.47688234
1161,0.5824036
1162,0.85487914
1163,0.8590768
1164,0.6500553
1165,0.98077047
1166,0.6471185
1167,0.45186433
1168,0.91089
1169,0.7239184
1170,0.9258697
1171,0.6170864
1172,0.5881568
1173,0.9258697
1174,0.27437687
1175,0.98794127
1176,0.9258697
1177,0.7983347
1178,0.14197305
1179,0.9258697
1180,0.9258697
1181,0.8746624
1182,0.925294
1183,0.89452684
1184,0.9258697
1185,0.9258697
1186,0.6500553
1187,0.65066385
1188,0.8918118
1189,0.96690875
1190,0.56827855
1191,0.9258697
1192,0.33092278
1193,0.47688234
1194,0.37630722
1195,0.6639463
1196,0.76978815
1197,0.11634511
1198,0.4580908
1199,0.5892501
1200,0.35351726
1201,0.56928706
1202,0.5136275
1203,0.1447387
1204,0.23890126
1205,0.9318862
1206,0.5876634
1207,0.49228132
1208,0.3617424
1209,0.8773477
1210,0.4798655
1211,0.544156
1212,0.2702165
1213,0.8717294
1214,0.37212527
1215,0.36723486
1216,0.4537459
1217,0.34380114
1218,0.37760925
1219,0.38396323
1220,0.70000273
1221,0.21320263
1222,0.6436328
1223,0.37562245
1224,0.4020419
1225,0.2829653
1226,0.5285984
1227,0.6044389
1228,0.47333893
1229,0.6232903
1230,0.4975779
1231,0.56617874
1232,0.4975779
1233,0.6933432
1234,0.69083685
1235,0.7097836
1236,0.41559833
1237,0.6147893
1238,0.12055758
1239,0.4086793
1240,0.4935551
1241,0.41461682
1242,0.49087405
1243,0.94534767
1244,0.8094442
1245,0.9797608
1246,0.37923515
1247,0.6520087
1248,0.9848212
1249,0.5178681
1250,0.44875866
1251,0.49087405
1252,0.6738547
1253,0.5357013
1254,0.53208566
1255,0.48708016
1256,0.36722577
1257,0.3685924
1258,0.98766005
1259,0.8329054
1260,0.7188185
1261,0.7921543
1262,0.93612516
1263,0.024243653
1264,0.982681
1265,0.07112414
1266,0.108934075
1267,0.13091469
1268,0.4201991
1269,0.42021593
1270,0.30904132
1271,0.1897721
1272,0.046495795
1273,0.24605966
1274,0.21424219
1275,0.410081
1276,0.0921773
1277,0.65111315
1278,0.37618
1279,0.50734985
1280,0.17267811
1281,0.4314564
1282,0.14451072
1283,0.05993375
1284,0.65111315
1285,0.11357692
1286,0.27296674
1287,0.11461145
1288,0.27329832
1289,0.9519928
1290,0.37597948
1291,0.31204405
1292,0.22025529
1293,0.15846819
1294,0.3620844
1295,0.3775202
1296,0.28079444
1297,0.08481377
1298,0.15473452
1299,0.44078985
1300,0.41998884
1301,0.2095837
1302,0.12392688
1303,0.32421494
1304,0.38917315
1305,0.336362
1306,0.42486867
1307,0.43548432
1308,0.30852365
1309,0.9627919
1310,0.3233925
1311,0.0906719
1312,0.5005016
1313,0.1690025
1314,0.11718157
1315,0.26203594
1316,0.2646211
1317,0.27705085
1318,0.44094667
1319,0.20353734
1320,0.23469955
1321,0.25306442
1322,0.31451243
1323,0.47019058
1324,0.6936885
1325,0.07853687
1326,0.13551077
1327,0.01268369
1328,0.28376177
1329,0.13446167
1330,0.57412547
1331,0.11634511
1332,0.23890126
1333,0.28488055
1334,0.49107456
1335,0.5136275
1336,0.8097602
1337,0.2916668
1338,0.13751051
1339,0.53908
1340,0.6440231
1341,0.38974154
1342,0.10628626
1343,0.5892501
1344,0.4897259
1345,0.6436328
1346,0.37056494
1347,0.38939086
1348,0.3344822
1349,0.21320263
1350,0.31955186
1351,0.92714286
1352,0.52520484
1353,0.83359456
1354,0.30415916
1355,0.3154518
1356,0.56928706
1357,0.6089848
1358,0.7846513
1359,0.56309956
1360,0.8717294
1361,0.32461149
1362,0.39672223
1363,0.26686925
1364,0.24339527
1365,0.37212527
1366,0.48744306
1367,0.8254432
1368,0.6980325
1369,0.31692117
1370,0.2297095
1371,0.3191481
1372,0.8596046
1373,0.8748369
1374,0.2297095
1375,0.76700926
1376,0.61336064
1377,0.45678186
1378,0.40333125
1379,0.7640425
1380,0.77308524
1381,0.3601312
1382,0.6619105
1383,0.42338854
1384,0.8748369
1385,0.5324094
1386,0.2297095
1387,0.88093257
1388,0.46614784
1389,0.9955782
1390,0.2297095
1391,0.5906197
1392,0.23872107
1393,0.5995877
1394,0.22666276
1395,0.9543897
1396,0.785126
1397,0.58627677
1398,0.21590638
1399,0.9964073
1400,0.32458183
1401,0.34447306
1402,0.6589799
1403,0.84443414
1404,0.49738935
1405,0.615478
1406,0.09347305
1407,0.64391243
1408,0.065490425
1409,0.2896856
1410,0.83116496
1411,0.9270716
1412,0.81403077
1413,0.3894124
1414,0.8764902
1415,0.33780318
1416,0.7103807
1417,0.98253924
1418,0.58767045
1419,0.9303191
1420,0.88600385
1421,0.38888955
1422,0.9611664
1423,0.6575676
1424,0.43474075
1425,0.88600385
1426,0.5298582
1427,0.9173014
1428,0.23855531
1429,0.21013641
1430,0.48489302
1431,0.24254334
1432,0.3050679
1433,0.94134957
1434,0.8382839
1435,0.27195767
1436,0.39402044
1437,0.14844239
1438,0.2275987
1439,0.3415626
1440,0.08456063
1441,0.8425453
1442,0.4700756
1443,0.84160286
1444,0.0789631
1445,0.12035647
1446,0.33700925
1447,0.093259096
1448,0.30611873
1449,0.68832934
1450,0.35006437
1451,0.47537062
1452,0.3340386
1453,0.35865662
1454,0.11034933
1455,0.23221299
1456,0.39406893
1457,0.8782552
1458,0.051132947
1459,0.59363073
1460,0.6882608
1461,0.4676335
1462,0.24631867
1463,0.42286187
1464,0.56220657
1465,0.43868452
1466,0.4210733
1467,0.32533157
1468,0.15013674
1469,0.37173414
1470,0.6868022
1471,0.44589153
1472,0.3096843
1473,0.4689452
1474,0.23631266
1475,0.22459504
1476,0.17985198
1477,0.3226762
1478,0.20301381
1479,0.60466474
1480,0.7239836
1481,0.24820068
1482,0.063521
1483,0.28690898
1484,0.388551
1485,0.2254844
1486,0.110063136
1487,0.41107142
1488,0.07806432
1489,0.62842596
1490,0.100327134
1491,0.91025996
1492,0.20700222
1493,0.42908332
1494,0.45724574
1495,0.064302236
1496,0.05967191
1497,0.40711847
1498,0.47746855
1499,0.5233061
1500,0.17328441
1501,0.92368436
1502,0.92368436
1503,0.92368436
1504,0.9115785
1505,0.3708919
1506,0.92368436
1507,0.09401482
1508,0.15282604
1509,0.46297854
1510,0.92368436
1511,0.14196533
1512,0.35870817
1513,0.3848352
1514,0.32690945
1515,0.3708919
1516,0.92368436
1517,0.5905902
1518,0.92368436
1519,0.32690945
1520,0.25637138
1521,0.86586463
1522,0.32690945
1523,0.6358798
1524,0.28038275
1525,0.5128459
1526,0.3376608
1527,0.51391196
1528,0.39180338
1529,0.97601086
1530,0.9442237
1531,0.9220891
1532,0.37983906
1533,0.97653127
1534,0.39180338
1535,0.1645182
1536,0.8959426
1537,0.40563017
1538,0.90017426
1539,0.9967143
1540,0.99772716
1541,0.9140214
1542,0.4315594
1543,0.2368876
1544,0.5034447
1545,0.8004381
1546,0.21330002
1547,0.12566891
1548,0.43155935
1549,0.8004381
1550,0.70936763
1551,0.4315594
1552,0.34541094
1553,0.9439112
1554,0.2836995
1555,0.35080993
1556,0.18314177
1557,0.89143443
1558,0.9291606
1559,0.9802282
1560,0.09052071
1561,0.3599851
1562,0.30158302
1563,0.18859488
1564,0.11507428
1565,0.052333325
1566,0.23948619
1567,0.24916822
1568,0.26136273
1569,0.19518551
1570,0.5777739
1571,0.26031283
1572,0.12638289
1573,0.22900444
1574,0.2866658
1575,0.3908381
1576,0.34236938
1577,0.097513855
1578,0.14722413
1579,0.4562071
1580,0.34236938
1581,0.37500545
1582,0.2709258
1583,0.26031283
1584,0.25516436
1585,0.15721521
1586,0.8475121
1587,0.6898778
1588,0.40958065
1589,0.51321745
1590,0.56060886
1591,0.4293738
1592,0.07074559
1593,0.073643655
1594,0.37837988
1595,0.07963821
1596,0.8871982
1597,0.26156238
1598,0.45723686
1599,0.13616848
1600,0.5440209
1601,0.910712
1602,0.48044765
1603,0.15128613
1604,0.19900054
1605,0.34888577
1606,0.14122221
1607,0.29724467
1608,0.92363167
1609,0.50531095
1610,0.3676896
1611,0.039558887
1612,0.5061935
1613,0.894928
1614,0.5604672
1615,0.18568003
1616,0.3319588
1617,0.124402344
1618,0.5604672
1619,0.32873166
1620,0.31792915
1621,0.87013984
1622,0.40615708
1623,0.5881568
1624,0.4194711
1625,0.5540023
1626,0.35588527
1627,0.8697535
1628,0.6530248
1629,0.6763829
1630,0.36871114
1631,0.4048373
1632,0.3317907
1633,0.025155544
1634,0.33623624
1635,0.39011025
1636,0.0813674
1637,0.42929715
1638,0.05386859
1639,0.47530827
1640,0.4476766
1641,0.33424377
1642,0.21709254
1643,0.19512802
1644,0.8453448
1645,0.30355114
1646,0.18623763
1647,0.7079841
1648,0.17159843
1649,0.28641576
1650,0.17159843
1651,0.034446597
1652,0.41536015
1653,0.06974661
1654,0.10635814
1655,0.4551228
1656,0.22586489
1657,0.20884323
1658,0.32405406
1659,0.179784
1660,0.45294532
1661,0.47026426
1662,0.20455235
1663,0.17159843
1664,0.32695124
1665,0.013577372
1666,0.13702601
1667,0.3095042
1668,0.18657705
