,w2v_net
374,0.47810784
375,0.8268376
376,0.5626323
377,0.544895
378,0.23604959
379,0.25135553
380,0.87402326
381,0.5527364
382,0.9103589
383,0.3847739
384,0.49431372
385,0.8961965
386,0.7909641
387,0.7909641
388,0.5388587
389,0.33581772
390,0.18348265
391,0.95915306
392,0.7213684
393,0.94480103
394,0.9457474
395,0.9007945
396,0.18602297
397,0.72172886
398,0.9362184
399,0.9032239
400,0.6209471
401,0.51254374
402,0.8715524
403,0.7386402
404,0.39769888
405,0.4329375
406,0.7909641
407,0.6475604
408,0.95653266
409,0.7456654
410,0.94655454
411,0.9634305
412,0.40954798
413,0.3680573
414,0.94121116
415,0.15877637
416,0.92563736
417,0.9634305
418,0.4639318
419,0.06500554
420,0.70760524
421,0.41499463
422,0.047585636
423,0.11736378
424,0.7596414
425,0.76063585
426,0.032475978
427,0.46520522
428,0.11856395
429,0.53164065
430,0.69918835
431,0.0048040748
432,0.15356019
433,0.069371015
434,0.94186383
435,0.07923189
436,0.22433501
437,0.78410053
438,0.39812794
439,0.14884147
440,0.05367747
441,0.24572587
442,0.13980946
443,0.5442839
444,0.8645455
445,0.44857052
446,0.46820182
447,0.023235619
448,0.61748666
449,0.9058471
450,0.14481539
451,0.67800117
452,0.9507756
453,0.078431964
454,0.9393065
455,0.9361631
456,0.9196321
457,0.8219197
458,0.9013163
459,0.81408405
460,0.84470046
461,0.12069896
462,0.94848645
463,0.31328136
464,0.35495508
465,0.17153153
466,0.52852076
467,0.5037807
468,0.85710895
469,0.17821693
470,0.6959751
471,0.5629319
472,0.73498666
473,0.58040124
474,0.61748666
475,0.4699106
476,0.34428987
477,0.63248545
478,0.8320294
479,0.05022362
480,0.59857774
481,0.5469076
482,0.58469313
483,0.94170725
484,0.3069169
485,0.4581674
486,0.31179136
487,0.27508348
488,0.20231095
489,0.9492661
490,0.9203727
491,0.9203727
492,0.91273236
493,0.87110627
494,0.8692606
495,0.9203727
496,0.5160908
497,0.50571114
498,0.45707804
499,0.9203727
500,0.9108306
501,0.15089566
502,0.35868028
503,0.14358613
504,0.91215825
505,0.87086093
506,0.9000793
507,0.19661647
508,0.9203727
509,0.081246346
510,0.9203727
511,0.9121329
512,0.9203727
513,0.8553529
514,0.87423325
515,0.44064477
516,0.9064144
517,0.37120375
518,0.25555414
519,0.6933574
520,0.46290052
521,0.42273495
522,0.028147697
523,0.05565834
524,0.2943802
525,0.047847927
526,0.044039518
527,0.46379715
528,0.09951413
529,0.2642963
530,0.045031995
531,0.24419847
532,0.047246307
533,0.52103484
534,0.07616007
535,0.27805573
536,0.27989355
537,0.09898093
538,0.26897192
539,0.060358316
540,0.02760163
541,0.2589351
542,0.23322722
543,0.1374282
544,0.7529801
545,0.4876938
546,0.18316221
547,0.08417165
548,0.6402277
549,0.12608624
550,0.06593332
551,0.09696001
552,0.23410422
553,0.091712534
554,0.10575941
555,0.19982147
556,0.45682672
557,0.1346809
558,0.054884374
559,0.17104727
560,0.09130919
561,0.201783
562,0.042143732
563,0.27063984
564,0.114657044
565,0.1515651
566,0.19963795
567,0.06480956
568,0.15852445
569,0.091528
570,0.45682672
571,0.37099832
572,0.109005034
573,0.89179
574,0.67231506
575,0.77592176
576,0.87811327
577,0.749913
578,0.89523923
579,0.878864
580,0.84020406
581,0.7679757
582,0.67183393
583,0.651478
584,0.87811327
585,0.7565161
586,0.78732836
587,0.8559189
588,0.78523207
589,0.7578312
590,0.30140942
591,0.88164747
592,0.89111936
593,0.55396324
594,0.66119117
595,0.40514213
596,0.8295835
597,0.70118344
598,0.5479003
599,0.541802
600,0.22902456
601,0.86355793
602,0.8282813
603,0.9033642
604,0.89111936
605,0.57188034
606,0.89111936
607,0.72341675
608,0.87811327
609,0.5627687
610,0.82342136
611,0.8121277
612,0.79522437
613,0.45582148
614,0.3777546
615,0.44407627
616,0.5056532
617,0.91973364
618,0.33196318
619,0.768144
620,0.32113528
621,0.5909333
622,0.85349977
623,0.7781607
624,0.82342136
625,0.29326499
626,0.7625275
627,0.64532423
628,0.7660457
629,0.16857737
630,0.82342136
631,0.13343668
632,0.45583734
633,0.43088555
634,0.82342136
635,0.5362801
636,0.9076562
637,0.9073608
638,0.87001187
639,0.68610024
640,0.29415077
641,0.14921996
642,0.16196123
643,0.15589672
644,0.51044196
645,0.0050911903
646,0.20438963
647,0.802009
648,0.20261434
649,0.32594734
650,0.6472063
651,0.29927152
652,0.20112601
653,0.88272816
654,0.8820907
655,0.013972163
656,0.029364526
657,0.24079329
658,0.93098295
659,0.052273333
660,0.049067527
661,0.3606433
662,0.13727999
663,0.022856563
664,0.19531235
665,0.12911624
666,0.048187584
667,0.091104925
668,0.55456734
669,0.9118322
670,0.38762665
671,0.3088658
672,0.04184228
673,0.43551347
674,0.05338332
675,0.09724462
676,0.10662544
677,0.07404077
678,0.2834443
679,0.41884965
680,0.6386222
681,0.20066056
682,0.17954147
683,0.14546204
684,0.1863046
685,0.055725038
686,0.3248278
687,0.62355196
688,0.028998166
689,0.41372865
690,0.1988816
691,0.6116266
692,0.75902784
693,0.4930967
694,0.004761249
695,0.10346559
696,0.8682839
697,0.49989963
698,0.83466387
699,0.730957
700,0.29310924
701,0.8852576
702,0.0477027
703,0.2079995
704,0.10684973
705,0.08276501
706,0.26301935
707,0.2526983
708,0.55745304
709,0.087952554
710,0.26216966
711,0.28533357
712,0.16792727
713,0.047433913
714,0.17203039
715,0.2319833
716,0.2413235
717,0.055305213
718,0.0770022
719,0.13484505
720,0.06627846
721,0.035063267
722,0.08042446
723,0.17863384
724,0.12882346
725,0.04221326
726,0.057850093
727,0.026045084
728,0.2640456
729,0.07535726
730,0.1348016
731,0.49323738
732,0.24190629
733,0.0875254
734,0.051482648
735,0.27548358
736,0.08652869
737,0.034276724
738,0.1593062
739,0.08699438
740,0.21350384
741,0.06649029
742,0.03543949
743,0.047795087
744,0.35779825
745,0.07141909
746,0.14708233
747,0.11358476
748,0.7747549
749,0.1291194
750,0.11521658
751,0.05218932
752,0.2008391
753,0.10409519
754,0.18486938
755,0.06040579
756,0.27277592
757,0.4796021
758,0.6742137
759,0.51349074
760,0.38630384
761,0.059977025
762,0.19096786
763,0.20912838
764,0.08343753
765,0.28821802
766,0.247753
767,0.21903485
768,0.45624095
769,0.22226894
770,0.096975565
771,0.13137016
772,0.13270059
773,0.028265148
774,0.14134157
775,0.45793128
776,0.038981378
777,0.039112866
778,0.032007843
779,0.06480008
780,0.115757465
781,0.2363325
782,0.097928464
783,0.09934813
784,0.07903102
785,0.15702707
786,0.103806764
787,0.5879321
788,0.23170319
789,0.08481851
790,0.10293844
791,0.48459136
792,0.6529475
793,0.08650231
794,0.37805906
795,0.23581496
796,0.045255482
797,0.073275715
798,0.08499101
799,0.24749288
800,0.30515087
801,0.49909282
802,0.1447618
803,0.21959049
804,0.1495738
805,0.43734124
806,0.11991143
807,0.24815685
808,0.84049475
809,0.79704744
810,0.045112967
811,0.05127597
812,0.08233073
813,0.08572629
814,0.15713552
815,0.14747056
816,0.09821004
817,0.5560287
818,0.08997506
819,0.08220309
820,0.039228857
821,0.08167344
822,0.28805485
823,0.4381948
824,0.030088872
825,0.08606985
826,0.23297107
827,0.17822772
828,0.09185633
829,0.112840295
830,0.093622625
831,0.21270278
832,0.3392544
833,0.06513652
834,0.28176838
835,0.21619326
836,0.1830402
837,0.4154639
838,0.16716403
839,0.067899495
840,0.029879212
841,0.24866593
842,0.26437354
843,0.32974055
844,0.25183025
845,0.09636319
846,0.37928563
847,0.1521405
848,0.4871606
849,0.10310233
850,0.3594913
851,0.05757156
852,0.11918238
853,0.048989534
854,0.12922609
855,0.21467325
856,0.088149816
857,0.13364726
858,0.11391026
859,0.07725763
860,0.19898158
861,0.12225616
862,0.03708881
863,0.40986562
864,0.07480964
865,0.121943206
866,0.12280688
867,0.06755364
868,0.08147466
869,0.035184473
870,0.08685678
871,0.28386295
872,0.054455966
873,0.44178492
874,0.2571873
875,0.12565213
876,0.5747283
877,0.091882885
878,0.13635722
879,0.06867364
880,0.36692178
881,0.4655544
882,0.11682755
883,0.042030394
884,0.12153104
885,0.042130023
886,0.17546353
887,0.07700491
888,0.069738
889,0.12178421
890,0.16832724
891,0.2654845
892,0.15860012
893,0.10076183
894,0.5986238
895,0.10779858
896,0.21190849
897,0.16402891
898,0.24700099
899,0.07997614
900,0.11551356
901,0.01132825
902,0.21476981
903,0.30962574
904,0.23351222
905,0.20612377
906,0.15042675
907,0.2714349
908,0.39081082
909,0.14501736
910,0.12251562
911,0.5641491
912,0.21193337
913,0.097152025
914,0.08616865
915,0.27895492
916,0.4789546
917,0.08880013
918,0.34072384
919,0.14160049
920,0.06312212
921,0.027886033
922,0.121492594
923,0.08354595
924,0.27418095
925,0.08761844
926,0.43946755
927,0.5413504
928,0.0769932
929,0.5962483
930,0.1379334
931,0.16768342
932,0.39524874
933,0.18241897
934,0.28708553
935,0.1328148
936,0.08679718
937,0.076277494
938,0.38397062
939,0.2140432
940,0.084745854
941,0.1139752
942,0.08236486
943,0.507138
944,0.08430174
945,0.13370901
946,0.064524174
947,0.73129904
948,0.20309797
949,0.30892098
950,0.08077186
951,0.1412178
952,0.053798318
953,0.060248494
954,0.3016434
955,0.04013568
956,0.09871292
957,0.0559043
958,0.053826094
959,0.0629662
960,0.05848512
961,0.10739714
962,0.06434491
963,0.056843817
964,0.062487423
965,0.12526405
966,0.053851277
967,0.07678133
968,0.0363653
969,0.065706134
970,0.06287491
971,0.06818712
972,0.052466363
973,0.067697704
974,0.06021592
975,0.096030384
976,0.07153469
977,0.06021592
978,0.058042616
979,0.10088149
980,0.077466935
981,0.06021592
982,0.055633724
983,0.06215328
984,0.14886153
985,0.06050822
986,0.10635027
987,0.038493574
988,0.13964602
989,0.06759533
990,0.069943845
991,0.14589939
992,0.039518774
993,0.038045198
994,0.06867394
995,0.050753027
996,0.08813408
997,0.07907006
998,0.10738903
999,0.04041651
1000,0.06872973
1001,0.036831856
1002,0.03193155
1003,0.12789112
1004,0.052813947
1005,0.08849764
1006,0.0947254
1007,0.087736696
1008,0.051987022
1009,0.06565246
1010,0.048162937
1011,0.04553947
1012,0.09730512
1013,0.068956375
1014,0.064414114
1015,0.038663298
1016,0.08835825
1017,0.059681088
1018,0.38594538
1019,0.059678346
1020,0.09058371
1021,0.12990808
1022,0.051054597
1023,0.08287236
1024,0.11616394
1025,0.14965257
1026,0.34837955
1027,0.03125301
1028,0.026867658
1029,0.6380373
1030,0.05088061
1031,0.08875272
1032,0.07610184
1033,0.08966607
1034,0.08520502
1035,0.27788174
1036,0.53027487
1037,0.28985947
1038,0.03398931
1039,0.11581865
1040,0.05339077
1041,0.09144387
1042,0.07958394
1043,0.094941884
1044,0.03732261
1045,0.06241709
1046,0.16560802
1047,0.06709176
1048,0.16545188
1049,0.097575486
1050,0.045267552
1051,0.054381102
1052,0.050985277
1053,0.069576025
1054,0.08216965
1055,0.058466136
1056,0.087433845
1057,0.7660078
1058,0.06657362
1059,0.13589594
1060,0.5651531
1061,0.59566367
1062,0.26379842
1063,0.6839113
1064,0.47070023
1065,0.0482094
1066,0.14674443
1067,0.13751772
1068,0.56000745
1069,0.29671484
1070,0.8290752
1071,0.43248048
1072,0.20156446
1073,0.83769417
1074,0.32090223
1075,0.8290752
1076,0.75619125
1077,0.5679317
1078,0.27957952
1079,0.14078996
1080,0.2006484
1081,0.1355637
1082,0.5829968
1083,0.3908915
1084,0.6080014
1085,0.61453485
1086,0.124935
1087,0.21258795
1088,0.6199098
1089,0.9225636
1090,0.46955833
1091,0.096054435
1092,0.31820995
1093,0.20902386
1094,0.5633874
1095,0.878978
1096,0.65983504
1097,0.53434235
1098,0.3026001
1099,0.8831842
1100,0.76110744
1101,0.8751441
1102,0.82741594
1103,0.9135587
1104,0.69646555
1105,0.7674921
1106,0.1390801
1107,0.75980866
1108,0.46686158
1109,0.6362752
1110,0.49499956
1111,0.744119
1112,0.237355
1113,0.32101628
1114,0.37634706
1115,0.17923021
1116,0.8640671
1117,0.6345328
1118,0.30899167
1119,0.8355663
1120,0.7803024
1121,0.5198637
1122,0.2942599
1123,0.18950835
1124,0.91307294
1125,0.19096026
1126,0.43777776
1127,0.91476804
1128,0.7819264
1129,0.32714087
1130,0.2100986
1131,0.9415348
1132,0.45857653
1133,0.5533482
1134,0.9160911
1135,0.8423315
1136,0.8485234
1137,0.8107927
1138,0.6892524
1139,0.709115
1140,0.8495331
1141,0.40863323
1142,0.6146858
1143,0.8878807
1144,0.94000673
1145,0.94000673
1146,0.9329077
1147,0.94000673
1148,0.7744715
1149,0.8171358
1150,0.8903003
1151,0.9071821
1152,0.93121076
1153,0.8629491
1154,0.89923835
1155,0.60602266
1156,0.9160911
1157,0.49223676
1158,0.91217655
1159,0.94000673
1160,0.63632226
1161,0.8001311
1162,0.8190248
1163,0.87886286
1164,0.5374906
1165,0.9423901
1166,0.65560627
1167,0.39358538
1168,0.8202933
1169,0.82181984
1170,0.85477895
1171,0.34225452
1172,0.6133462
1173,0.85477895
1174,0.5013337
1175,0.8923286
1176,0.76691514
1177,0.8721267
1178,0.05818674
1179,0.77370423
1180,0.85477895
1181,0.656235
1182,0.8541981
1183,0.7507638
1184,0.8271357
1185,0.7532614
1186,0.5374906
1187,0.6451622
1188,0.91485745
1189,0.8585859
1190,0.4663145
1191,0.84752214
1192,0.31174153
1193,0.63797534
1194,0.36379987
1195,0.63220465
1196,0.7676608
1197,0.26410082
1198,0.4327175
1199,0.42650437
1200,0.44969177
1201,0.52518404
1202,0.66181475
1203,0.11996439
1204,0.45878777
1205,0.9249306
1206,0.7492333
1207,0.22120932
1208,0.41278258
1209,0.80366325
1210,0.44773287
1211,0.3513136
1212,0.3410558
1213,0.83600175
1214,0.45189476
1215,0.60080427
1216,0.5842479
1217,0.13189766
1218,0.7183938
1219,0.17491978
1220,0.37355313
1221,0.19810706
1222,0.8508483
1223,0.19273451
1224,0.5221929
1225,0.15941551
1226,0.741004
1227,0.7122808
1228,0.52289486
1229,0.53506297
1230,0.5810823
1231,0.8187114
1232,0.5621076
1233,0.8663599
1234,0.8362002
1235,0.74698603
1236,0.6658641
1237,0.767009
1238,0.31353402
1239,0.78523964
1240,0.4877027
1241,0.4287259
1242,0.82387614
1243,0.87979424
1244,0.8993689
1245,0.84227425
1246,0.43653297
1247,0.69314647
1248,0.86086166
1249,0.79004
1250,0.5447602
1251,0.82387614
1252,0.80048025
1253,0.80870277
1254,0.6039782
1255,0.6672511
1256,0.7082352
1257,0.7213354
1258,0.8435668
1259,0.8437147
1260,0.77145296
1261,0.8412702
1262,0.8832598
1263,0.11867291
1264,0.8705852
1265,0.13218719
1266,0.13705078
1267,0.1935809
1268,0.060307115
1269,0.3678319
1270,0.17992213
1271,0.1831029
1272,0.026495636
1273,0.08173701
1274,0.21517208
1275,0.09894413
1276,0.22629979
1277,0.43443504
1278,0.46493456
1279,0.63511324
1280,0.21591109
1281,0.06255409
1282,0.09159723
1283,0.08606514
1284,0.43443504
1285,0.22685006
1286,0.07648295
1287,0.035700828
1288,0.20457718
1289,0.83823055
1290,0.19288483
1291,0.45337
1292,0.18089807
1293,0.22105905
1294,0.21380928
1295,0.6706793
1296,0.06478432
1297,0.07783753
1298,0.16618201
1299,0.15662935
1300,0.5621655
1301,0.15417665
1302,0.04866177
1303,0.6098872
1304,0.6668794
1305,0.16693538
1306,0.36151665
1307,0.3545878
1308,0.43265963
1309,0.89860535
1310,0.18671769
1311,0.080546916
1312,0.103633225
1313,0.12889495
1314,0.09847775
1315,0.32870042
1316,0.09526512
1317,0.42272347
1318,0.54034597
1319,0.17044428
1320,0.22952747
1321,0.27963635
1322,0.7090642
1323,0.34956145
1324,0.81583565
1325,0.22058168
1326,0.42463467
1327,0.04400584
1328,0.2912649
1329,0.08217588
1330,0.36651063
1331,0.26410082
1332,0.45878777
1333,0.24715284
1334,0.21120209
1335,0.66181475
1336,0.7670038
1337,0.5148497
1338,0.1399447
1339,0.59659636
1340,0.60535395
1341,0.23336601
1342,0.51251024
1343,0.42650437
1344,0.23782042
1345,0.8508483
1346,0.6038749
1347,0.42885676
1348,0.38252622
1349,0.19810706
1350,0.1905654
1351,0.92579675
1352,0.6534831
1353,0.5658232
1354,0.19423634
1355,0.6647631
1356,0.52518404
1357,0.79668766
1358,0.674739
1359,0.3452225
1360,0.83600175
1361,0.63731587
1362,0.40457118
1363,0.49408093
1364,0.50728506
1365,0.45189476
1366,0.6896372
1367,0.7458017
1368,0.6227509
1369,0.5489179
1370,0.2522347
1371,0.74700165
1372,0.78473216
1373,0.72181773
1374,0.2575755
1375,0.6062347
1376,0.754622
1377,0.87969184
1378,0.1765106
1379,0.89640594
1380,0.91204983
1381,0.74051327
1382,0.558683
1383,0.23412326
1384,0.7987143
1385,0.86800635
1386,0.2586861
1387,0.6785276
1388,0.7644283
1389,0.94655764
1390,0.2522347
1391,0.829327
1392,0.1778037
1393,0.5774225
1394,0.3242526
1395,0.918338
1396,0.7360008
1397,0.75713885
1398,0.2358962
1399,0.9081893
1400,0.17317143
1401,0.5507819
1402,0.6924677
1403,0.7858931
1404,0.18442088
1405,0.3755513
1406,0.06674191
1407,0.8975302
1408,0.25748867
1409,0.15992707
1410,0.5713767
1411,0.7710382
1412,0.6507084
1413,0.24392089
1414,0.8435321
1415,0.27225053
1416,0.5748093
1417,0.8613181
1418,0.25604746
1419,0.9330441
1420,0.8008523
1421,0.30878145
1422,0.86328197
1423,0.71614075
1424,0.5031404
1425,0.8008523
1426,0.1074487
1427,0.92880696
1428,0.43963915
1429,0.23761311
1430,0.7522637
1431,0.41483912
1432,0.15983894
1433,0.7728356
1434,0.792905
1435,0.25635472
1436,0.34216166
1437,0.21829128
1438,0.11618081
1439,0.40433598
1440,0.18698755
1441,0.82683814
1442,0.46439448
1443,0.868615
1444,0.27271035
1445,0.21776733
1446,0.13446996
1447,0.09701809
1448,0.40514654
1449,0.48587334
1450,0.26016432
1451,0.7768818
1452,0.30493504
1453,0.32220563
1454,0.29507732
1455,0.08565378
1456,0.43977594
1457,0.8690099
1458,0.19720232
1459,0.81753016
1460,0.7328191
1461,0.3001973
1462,0.28651685
1463,0.4345503
1464,0.6665697
1465,0.6236839
1466,0.713659
1467,0.3590371
1468,0.46661812
1469,0.5048457
1470,0.7353008
1471,0.43552333
1472,0.60873604
1473,0.20657846
1474,0.21541756
1475,0.38548774
1476,0.09068027
1477,0.5122473
1478,0.33515015
1479,0.7659496
1480,0.5493917
1481,0.45738247
1482,0.18553552
1483,0.23458055
1484,0.5397352
1485,0.07757294
1486,0.17665634
1487,0.7394514
1488,0.069954455
1489,0.6009013
1490,0.043388814
1491,0.8548732
1492,0.25758544
1493,0.54795724
1494,0.51122564
1495,0.17043263
1496,0.17548254
1497,0.8366547
1498,0.5179365
1499,0.64201754
1500,0.33456925
1501,0.8872205
1502,0.8871886
1503,0.8600492
1504,0.87078595
1505,0.72263986
1506,0.87982297
1507,0.31849164
1508,0.1387254
1509,0.62921
1510,0.8871886
1511,0.2336365
1512,0.65959907
1513,0.6746186
1514,0.65514255
1515,0.82837296
1516,0.8871886
1517,0.799802
1518,0.8871886
1519,0.65514255
1520,0.28443316
1521,0.7635267
1522,0.65514255
1523,0.2884217
1524,0.5595062
1525,0.346042
1526,0.49746802
1527,0.5834397
1528,0.6805185
1529,0.8552096
1530,0.89991844
1531,0.86445457
1532,0.28956914
1533,0.82149184
1534,0.6601975
1535,0.35471886
1536,0.8877108
1537,0.38144442
1538,0.90236026
1539,0.9129242
1540,0.89014244
1541,0.8383464
1542,0.50968623
1543,0.70208186
1544,0.6236121
1545,0.8424269
1546,0.13228363
1547,0.42929766
1548,0.50968623
1549,0.8563231
1550,0.86518973
1551,0.4572019
1552,0.73270583
1553,0.84768605
1554,0.10447788
1555,0.15597391
1556,0.23725808
1557,0.87120837
1558,0.85039186
1559,0.90117055
1560,0.06944519
1561,0.31749737
1562,0.18047693
1563,0.31241262
1564,0.06747919
1565,0.053028733
1566,0.20217466
1567,0.303658
1568,0.1730524
1569,0.2013318
1570,0.42175585
1571,0.4203363
1572,0.13047394
1573,0.16209319
1574,0.15357563
1575,0.068974644
1576,0.2013318
1577,0.06724915
1578,0.15517986
1579,0.5078543
1580,0.2013318
1581,0.39716107
1582,0.1880092
1583,0.4203363
1584,0.0483464
1585,0.14639997
1586,0.5997987
1587,0.5979596
1588,0.21180275
1589,0.43505043
1590,0.38790068
1591,0.24775425
1592,0.08318108
1593,0.17050785
1594,0.7218866
1595,0.15026885
1596,0.7460163
1597,0.109736174
1598,0.32803658
1599,0.05871564
1600,0.46651784
1601,0.6539269
1602,0.72752523
1603,0.13337186
1604,0.35089684
1605,0.25785214
1606,0.11241171
1607,0.30407894
1608,0.31933302
1609,0.4714985
1610,0.26102006
1611,0.1337128
1612,0.33733818
1613,0.6592227
1614,0.5564743
1615,0.11319536
1616,0.39968884
1617,0.24859977
1618,0.5564743
1619,0.41126603
1620,0.41360787
1621,0.5564942
1622,0.51712555
1623,0.6133462
1624,0.45428136
1625,0.4691874
1626,0.53272325
1627,0.5757933
1628,0.6326809
1629,0.59228575
1630,0.6849746
1631,0.52161634
1632,0.6629154
1633,0.2961819
1634,0.28222454
1635,0.08476716
1636,0.071968794
1637,0.58194846
1638,0.17139852
1639,0.6923237
1640,0.34562784
1641,0.62550265
1642,0.17167917
1643,0.22948843
1644,0.7837111
1645,0.19085819
1646,0.11686945
1647,0.5844922
1648,0.2530706
1649,0.27404624
1650,0.18874305
1651,0.06972411
1652,0.17901278
1653,0.2430107
1654,0.1475127
1655,0.41221523
1656,0.15698197
1657,0.23777425
1658,0.14554039
1659,0.06706452
1660,0.3016708
1661,0.3027907
1662,0.22205341
1663,0.2530706
1664,0.14056042
1665,0.081912816
1666,0.11072093
1667,0.4639188
1668,0.15296885
1669,0.17005458
