,glove_net
549,0.13341019
550,0.04793009
551,0.07242465
552,0.32027256
553,0.06928867
554,0.43125823
555,0.12902242
556,0.43402815
557,0.4646925
558,0.239162
559,0.32498115
560,0.15359494
561,0.23095807
562,0.09120157
563,0.2675319
564,0.18173945
565,0.3831523
566,0.21866083
567,0.25466442
568,0.4148029
569,0.012683064
570,0.43402815
571,0.75846744
572,0.050670087
573,0.65909517
574,0.42577618
575,0.5604992
576,0.61829793
577,0.4380994
578,0.5089681
579,0.6187057
580,0.66693956
581,0.37585324
582,0.43327552
583,0.17810911
584,0.61829793
585,0.48218885
586,0.48355898
587,0.6316395
588,0.6409835
589,0.39576903
590,0.18886787
591,0.5996534
592,0.58511907
593,0.43574324
594,0.42470446
595,0.4876606
596,0.59967697
597,0.43684393
598,0.45406136
599,0.11994091
600,0.38396907
601,0.7158529
602,0.47674048
603,0.606756
604,0.58511907
605,0.2682402
606,0.58511907
607,0.13117191
608,0.61829793
609,0.5447374
610,0.34534052
611,0.8036563
612,0.24770221
613,0.33515406
614,0.32269663
615,0.12299764
616,0.68177354
617,0.7919948
618,0.17993179
619,0.2348732
620,0.09046024
621,0.29735088
622,0.72479916
623,0.2774737
624,0.34534052
625,0.21776226
626,0.68337834
627,0.5151344
628,0.50673217
629,0.20727164
630,0.34534052
631,0.044846147
632,0.5959056
633,0.31964293
634,0.34534052
635,0.38407955
636,0.898924
637,0.61851734
638,0.62498367
639,0.55122775
640,0.41583097
641,0.34938544
642,0.06503126
643,0.16388988
644,0.5132645
645,0.15917757
646,0.27759874
647,0.7775024
648,0.35840738
649,0.38181832
650,0.35108513
651,0.22327653
652,0.10536319
653,0.8610552
654,0.876482
655,0.22660282
656,0.10368833
657,0.025552243
658,0.87246907
659,0.20166671
660,0.16995332
661,0.25963467
662,0.19601268
663,0.2959875
664,0.27065283
665,0.109574735
666,0.09587565
667,0.17371193
668,0.11021438
669,0.90436184
670,0.28236037
671,0.380745
672,0.19736102
673,0.27424693
674,0.13221571
675,0.28884828
676,0.110197425
677,0.3272875
678,0.13088065
679,0.043753922
680,0.69434583
681,0.33175948
682,0.016827196
683,0.036916554
684,0.24430096
685,0.23439384
686,0.2208187
687,0.44847527
688,0.28857088
689,0.23743457
690,0.2410661
691,0.21036455
692,0.61647886
693,0.38192138
694,0.2142289
695,0.013725817
696,0.78461766
697,0.3939569
698,0.4296385
699,0.5521463
700,0.17511669
701,0.5091512
702,0.030554295
703,0.32633007
704,0.15759566
705,0.3962139
706,0.2687313
707,0.03622675
708,0.21359137
709,0.13739479
710,0.24950814
711,0.25254756
712,0.3819954
713,0.046895415
714,0.06069681
715,0.12356073
716,0.2757788
717,0.08641559
718,0.20072949
719,0.18944159
720,0.08232769
721,0.041931123
722,0.16491249
723,0.16495559
724,0.20186228
725,0.064926654
726,0.09563729
727,0.26734215
728,0.25765795
729,0.079102784
730,0.10667336
731,0.4237665
732,0.20361981
733,0.12429255
734,0.043165356
735,0.22533926
736,0.0603489
737,0.14101923
738,0.18247372
739,0.17790866
740,0.17187238
741,0.15643546
742,0.2167978
743,0.22590479
744,0.34058917
745,0.18879414
746,0.09506601
747,0.15098995
748,0.4423955
749,0.059491158
750,0.43815842
751,0.050794125
752,0.22563684
753,0.1968598
754,0.07972941
755,0.21447945
756,0.10081804
757,0.43288243
758,0.4457907
759,0.20891696
760,0.37939477
761,0.27826
762,0.2922085
763,0.2141093
764,0.14071167
765,0.26600915
766,0.23885113
767,0.23728943
768,0.30082265
769,0.20549467
770,0.24270001
771,0.23874077
772,0.06277624
773,0.025575608
774,0.179104
775,0.5437381
776,0.202571
777,0.17247823
778,0.18671727
779,0.14909214
780,0.2914651
781,0.1254411
782,0.33991766
783,0.31057358
784,0.28587264
785,0.2677706
786,0.15105656
787,0.24433124
788,0.70283675
789,0.3091058
790,0.11755866
791,0.24044248
792,0.49036312
793,0.24897969
794,0.2455782
795,0.8216435
796,0.014029741
797,0.18270266
798,0.26738065
799,0.33153403
800,0.43003193
801,0.6979071
802,0.23602077
803,0.15493315
804,0.2300328
805,0.65945524
806,0.33476368
807,0.1046913
808,0.95796335
809,0.6719085
810,0.20072919
811,0.18330252
812,0.019811004
813,0.20785204
814,0.06883174
815,0.18298304
816,0.03947395
817,0.5398877
818,0.13367751
819,0.04956284
820,0.33679897
821,0.41270489
822,0.32248616
823,0.39523858
824,0.02921161
825,0.10637009
826,0.18552294
827,0.35478628
828,0.1930069
829,0.26184958
830,0.15673772
831,0.44243896
832,0.35430667
833,0.36795238
834,0.23424876
835,0.36204696
836,0.29951257
837,0.37594628
838,0.10999018
839,0.112272084
840,0.14785174
841,0.23714805
842,0.39889216
843,0.56057376
844,0.54357815
845,0.17439833
846,0.28080258
847,0.06452447
848,0.42539534
849,0.44899198
850,0.18125904
851,0.13512325
852,0.06754249
853,0.04540795
854,0.35577887
855,0.2974969
856,0.30350316
857,0.31148183
858,0.26074815
859,0.0926401
860,0.43892464
861,0.24328986
862,0.3488891
863,0.41832054
864,0.25623596
865,0.08534357
866,0.08948064
867,0.105008274
868,0.41287664
869,0.29178035
870,0.37837246
871,0.21881866
872,0.12099981
873,0.53220606
874,0.12700644
875,0.28374368
876,0.052192926
877,0.021306157
878,0.42219222
879,0.049852192
880,0.47114545
881,0.18465507
882,0.18608198
883,0.13299668
884,0.33032617
885,0.0887692
886,0.30567956
887,0.061053544
888,0.09151441
889,0.22539258
890,0.24141917
891,0.48702997
892,0.055500835
893,0.10654017
894,0.42315376
895,0.0649291
896,0.141817
897,0.23202989
898,0.17950553
899,0.0652374
900,0.28066552
901,0.2127265
902,0.145668
903,0.09390706
904,0.234983
905,0.19537985
906,0.25601697
907,0.21923059
908,0.24459949
909,0.27135563
910,0.12505376
911,0.45249084
912,0.060982168
913,0.09561929
914,0.092731565
915,0.313589
916,0.50068444
917,0.014493287
918,0.14341643
919,0.14428052
920,0.078579605
921,0.13281542
922,0.2958762
923,0.18569908
924,0.18017909
925,0.13166153
926,0.33308357
927,0.47512874
928,0.2811072
929,0.380896
930,0.038146287
931,0.2716835
932,0.32836226
933,0.067133665
934,0.21085891
935,0.30175352
936,0.24389726
937,0.17929852
938,0.19897631
939,0.13340026
940,0.03432679
941,0.16700634
942,0.026372105
943,0.33482862
944,0.028860688
945,0.08538827
946,0.2217119
947,0.38049698
948,0.2684519
949,0.15966696
950,0.15119082
951,0.079319865
952,0.011058062
953,0.00835377
954,0.21342653
955,0.067145735
956,0.020947874
957,0.00528574
958,0.0053753555
959,0.07175931
960,0.031777352
961,0.14088187
962,0.012336761
963,0.043832064
964,0.0073299706
965,0.14209354
966,0.0058825314
967,0.01600188
968,0.0026367605
969,0.015921235
970,0.058344603
971,0.00733003
972,0.006244004
973,0.008692265
974,0.013069868
975,0.10714498
976,0.027952671
977,0.015623003
978,0.036846846
979,0.03829965
980,0.0063818693
981,0.014161855
982,0.32767433
983,0.00646469
984,0.13810986
985,0.06972337
986,0.23105401
987,0.07883495
988,0.1414755
989,0.0949958
990,0.10709813
991,0.20625538
992,0.19990116
993,0.26260525
994,0.28620735
995,0.3283723
996,0.058715433
997,0.20179644
998,0.26883733
999,0.18771493
1000,0.04395923
1001,0.07851532
1002,0.04183811
1003,0.17417836
1004,0.021706551
1005,0.09003708
1006,0.09966448
1007,0.07773152
1008,0.0069496036
1009,0.08272818
1010,0.07925838
1011,0.019862622
1012,0.072549224
1013,0.23772821
1014,0.12489703
1015,0.10150775
1016,0.23129117
1017,0.097203135
1018,0.55467397
1019,0.03738612
1020,0.16895115
1021,0.076755404
1022,0.062731355
1023,0.31919718
1024,0.26118922
1025,0.40871096
1026,0.33737737
1027,0.33160722
1028,0.01328215
1029,0.85285443
1030,0.05954206
1031,0.049674958
1032,0.028749228
1033,0.032286257
1034,0.24212351
1035,0.29996312
1036,0.59810495
1037,0.3305698
1038,0.31421074
1039,0.1895709
1040,0.15720731
1041,0.041243494
1042,0.033407748
1043,0.26336873
1044,0.13470578
1045,0.061138004
1046,0.16506332
1047,0.1686781
1048,0.30768138
1049,0.21658048
1050,0.07709584
1051,0.026593566
1052,0.00822857
1053,0.021917433
1054,0.21486908
1055,0.06265178
1056,0.006236583
1057,0.73401344
1058,0.011874676
1059,0.26296008
1060,0.80357826
1061,0.7896635
1062,0.45444623
1063,0.7590636
1064,0.7892981
1065,0.25377092
1066,0.20671818
1067,0.29556736
1068,0.62287706
1069,0.31706494
1070,0.70377237
1071,0.31600475
1072,0.2520946
1073,0.7408162
1074,0.3937818
1075,0.70377237
1076,0.8980757
1077,0.7648469
1078,0.34603065
1079,0.33317643
1080,0.30343044
1081,0.34163505
1082,0.50176823
1083,0.6511069
1084,0.42883313
1085,0.7044213
1086,0.28429556
1087,0.36410582
1088,0.57780725
1089,0.88389134
1090,0.8679608
1091,0.026134014
1092,0.32021916
1093,0.12949476
1094,0.5646799
1095,0.93322533
1096,0.8203435
1097,0.58898413
1098,0.41248173
1099,0.9949547
1100,0.4085764
1101,0.9076673
1102,0.7955321
1103,0.9546857
1104,0.41656148
1105,0.6417554
1106,0.25062764
1107,0.932622
1108,0.6175255
1109,0.48934487
1110,0.63267976
1111,0.9932438
1112,0.25395122
1113,0.31585252
1114,0.49982387
1115,0.37620258
1116,0.9162707
1117,0.62723476
1118,0.28539848
1119,0.7413455
1120,0.6621392
1121,0.5081783
1122,0.49952054
1123,0.17657736
1124,0.9392606
1125,0.47191685
1126,0.59013265
1127,0.9454403
1128,0.50103545
1129,0.6243133
1130,0.4367863
1131,0.8693906
1132,0.54371446
1133,0.6442907
1134,0.9501554
1135,0.87157834
1136,0.8636156
1137,0.9001695
1138,0.9068687
1139,0.92158496
1140,0.9841035
1141,0.39846414
1142,0.863261
1143,0.95689654
1144,0.9793026
1145,0.9793026
1146,0.98146677
1147,0.9793026
1148,0.59652483
1149,0.88212514
1150,0.9874724
1151,0.9609308
1152,0.98084664
1153,0.99296993
1154,0.94796646
1155,0.6488392
1156,0.9501554
1157,0.684632
1158,0.9986602
1159,0.9789779
1160,0.22554964
1161,0.6245741
1162,0.8832974
1163,0.8668035
1164,0.77841187
1165,0.9338513
1166,0.8675639
1167,0.60596967
1168,0.9207896
1169,0.73421097
1170,0.80617213
1171,0.6157483
1172,0.87168056
1173,0.80617213
1174,0.49350137
1175,0.9497129
1176,0.89649725
1177,0.839162
1178,0.18030238
1179,0.8038262
1180,0.80617213
1181,0.75018233
1182,0.88731116
1183,0.79852295
1184,0.80049497
1185,0.82973045
1186,0.77841187
1187,0.74537694
1188,0.9472159
1189,0.8963467
1190,0.7260786
1191,0.8132837
1192,0.35199687
1193,0.12520173
1194,0.380916
1195,0.44404712
1196,0.8326601
1197,0.32660884
1198,0.42107362
1199,0.51769215
1200,0.34383178
1201,0.40707773
1202,0.60891396
1203,0.08325499
1204,0.46298912
1205,0.9264683
1206,0.61162555
1207,0.42444968
1208,0.2690227
1209,0.6259442
1210,0.4728637
1211,0.4130022
1212,0.23219219
1213,0.95182735
1214,0.31548274
1215,0.42644772
1216,0.30714002
1217,0.34964877
1218,0.5683887
1219,0.41026863
1220,0.53577334
1221,0.18028912
1222,0.6120015
1223,0.28384545
1224,0.46844733
1225,0.11661354
1226,0.41055733
1227,0.5705731
1228,0.6335678
1229,0.7714312
1230,0.29789278
1231,0.6027337
1232,0.25233677
1233,0.8225993
1234,0.7561082
1235,0.8056067
1236,0.38093704
1237,0.8234199
1238,0.25303814
1239,0.63082564
1240,0.38809016
1241,0.6731001
1242,0.6865018
1243,0.8226136
1244,0.92110777
1245,0.9527367
1246,0.52508414
1247,0.36849117
1248,0.9431838
1249,0.8785055
1250,0.4820647
1251,0.6865018
1252,0.93353677
1253,0.7914117
1254,0.65576386
1255,0.5037824
1256,0.48112735
1257,0.5896933
1258,0.9486144
1259,0.9391933
1260,0.7819277
1261,0.92035365
1262,0.8663802
1263,0.11590344
1264,0.8886225
1265,0.070435464
1266,0.025884628
1267,0.14039975
1268,0.28079924
1269,0.35172528
1270,0.18313095
1271,0.24769446
1272,0.015943915
1273,0.08048448
1274,0.16906327
1275,0.26630697
1276,0.3330248
1277,0.38802868
1278,0.3292072
1279,0.42765886
1280,0.17964718
1281,0.1849497
1282,0.13900298
1283,0.07292485
1284,0.38802868
1285,0.29625487
1286,0.14235356
1287,0.079586625
1288,0.23866674
1289,0.8790561
1290,0.22796303
1291,0.23971677
1292,0.16554257
1293,0.22966135
1294,0.24096692
1295,0.68466336
1296,0.13637108
1297,0.06926879
1298,0.040196627
1299,0.10018203
1300,0.44046056
1301,0.2695913
1302,0.12596989
1303,0.42639923
1304,0.3668053
1305,0.27357167
1306,0.5085613
1307,0.31685433
1308,0.27272326
1309,0.9225608
1310,0.32130712
1311,0.26846325
1312,0.402902
1313,0.14035907
1314,0.043121517
1315,0.24495873
1316,0.20684922
1317,0.3786171
1318,0.29320884
1319,0.20251235
1320,0.16464597
1321,0.18551674
1322,0.4098056
1323,0.2348826
1324,0.6368947
1325,0.19004595
1326,0.23384199
1327,0.0115202665
1328,0.29159552
1329,0.046737343
1330,0.33528352
1331,0.32660884
1332,0.46298912
1333,0.1302591
1334,0.20745617
1335,0.60891396
1336,0.6471685
1337,0.44795227
1338,0.17857108
1339,0.40048325
1340,0.4273399
1341,0.21159238
1342,0.27596086
1343,0.51769215
1344,0.39871255
1345,0.6120015
1346,0.53598785
1347,0.19626099
1348,0.33589232
1349,0.18028912
1350,0.34353256
1351,0.9339813
1352,0.39625165
1353,0.66793203
1354,0.30090573
1355,0.59682256
1356,0.40707773
1357,0.8188156
1358,0.5952851
1359,0.35656112
1360,0.95182735
1361,0.43376473
1362,0.44704938
1363,0.4456294
1364,0.3501152
1365,0.31548274
1366,0.67738795
1367,0.83428395
1368,0.7869152
1369,0.58823407
1370,0.14822772
1371,0.46946535
1372,0.6873765
1373,0.89077246
1374,0.18947789
1375,0.40363935
1376,0.49773616
1377,0.8610576
1378,0.29344293
1379,0.7479465
1380,0.6905821
1381,0.4375595
1382,0.51806676
1383,0.26666737
1384,0.85881484
1385,0.77396846
1386,0.15171012
1387,0.74808854
1388,0.56059813
1389,0.98480964
1390,0.14822772
1391,0.58262396
1392,0.20501265
1393,0.5900143
1394,0.23331106
1395,0.86188257
1396,0.8232592
1397,0.67684686
1398,0.22560507
1399,0.9476538
1400,0.15795708
1401,0.58695215
1402,0.6214158
1403,0.61835104
1404,0.37823868
1405,0.49329776
1406,0.09704459
1407,0.8075658
1408,0.28695506
1409,0.40498012
1410,0.8270067
1411,0.91360575
1412,0.75266427
1413,0.31460017
1414,0.86967665
1415,0.113310695
1416,0.78545403
1417,0.8902265
1418,0.52910763
1419,0.9269162
1420,0.83540976
1421,0.49085605
1422,0.86303186
1423,0.777129
1424,0.37435454
1425,0.83540976
1426,0.3820799
1427,0.804637
1428,0.22655058
1429,0.15166268
1430,0.6871912
1431,0.45489496
1432,0.3458299
1433,0.9469102
1434,0.83979976
1435,0.27054304
1436,0.46487185
1437,0.23351154
1438,0.115680814
1439,0.46541503
1440,0.21186343
1441,0.84999454
1442,0.51221305
1443,0.8577032
1444,0.049599856
1445,0.40258065
1446,0.33662164
1447,0.10196301
1448,0.36778572
1449,0.5003096
1450,0.4524901
1451,0.69477093
1452,0.39190784
1453,0.50041854
1454,0.35021722
1455,0.2392374
1456,0.5573273
1457,0.6278507
1458,0.20612016
1459,0.598872
1460,0.76229703
1461,0.47321773
1462,0.19089624
1463,0.43027753
1464,0.5500643
1465,0.4976256
1466,0.33837926
1467,0.29425645
1468,0.2823811
1469,0.46649095
1470,0.7133613
1471,0.3188004
1472,0.40238908
1473,0.39408898
1474,0.17280707
1475,0.21999791
1476,0.18345127
1477,0.34480542
1478,0.105923265
1479,0.65594333
1480,0.62699366
1481,0.23880133
1482,0.061311275
1483,0.19969401
1484,0.51624
1485,0.10394585
1486,0.10675916
1487,0.471743
1488,0.14318806
1489,0.3662245
1490,0.042949885
1491,0.8537464
1492,0.13672206
1493,0.583025
1494,0.17752361
1495,0.02394554
1496,0.15475035
1497,0.80890405
1498,0.5510318
1499,0.6288657
1500,0.58778703
1501,0.97982186
1502,0.98012316
1503,0.9655157
1504,0.8994379
1505,0.6593246
1506,0.9827024
1507,0.34159172
1508,0.17340693
1509,0.48468786
1510,0.98012316
1511,0.17226097
1512,0.4144201
1513,0.4804007
1514,0.51656467
1515,0.625299
1516,0.98012316
1517,0.55466074
1518,0.98012316
1519,0.51656467
1520,0.43292987
1521,0.75051486
1522,0.51656467
1523,0.5916648
1524,0.45554733
1525,0.5417011
1526,0.37947747
1527,0.5541159
1528,0.5659391
1529,0.91876614
1530,0.94360685
1531,0.95950997
1532,0.2961818
1533,0.9547762
1534,0.70210624
1535,0.26146364
1536,0.87453234
1537,0.39983064
1538,0.8303271
1539,0.9820691
1540,0.9815411
1541,0.8986018
1542,0.40697414
1543,0.5265012
1544,0.5082217
1545,0.8953248
1546,0.31405264
1547,0.43854296
1548,0.40697408
1549,0.88830364
1550,0.6821077
1551,0.3425483
1552,0.6012555
1553,0.90186304
1554,0.36081722
1555,0.37680507
1556,0.2500548
1557,0.8774096
1558,0.66753584
1559,0.9198143
1560,0.086281866
1561,0.21425995
1562,0.40291718
1563,0.28160053
1564,0.16566452
1565,0.2738229
1566,0.34912926
1567,0.41483724
1568,0.23138237
1569,0.32774705
1570,0.6977956
1571,0.24787927
1572,0.08283129
1573,0.3266725
1574,0.2170884
1575,0.41685182
1576,0.38968676
1577,0.1258139
1578,0.18515193
1579,0.5677037
1580,0.38968676
1581,0.30707467
1582,0.3777348
1583,0.24787927
1584,0.23894143
1585,0.3635399
1586,0.8206081
1587,0.8157481
1588,0.3135592
1589,0.47902033
1590,0.34745044
1591,0.40473872
1592,0.21100497
1593,0.09390083
1594,0.5685337
1595,0.05949849
1596,0.61022115
1597,0.3370639
1598,0.56335837
1599,0.09092638
1600,0.52799964
1601,0.7237811
1602,0.6972928
1603,0.19053102
1604,0.34556276
1605,0.53151685
1606,0.3942268
1607,0.4523941
1608,0.8227707
1609,0.5408089
1610,0.47066632
1611,0.132137
1612,0.60923135
1613,0.5853829
1614,0.5967019
1615,0.24487013
1616,0.4815017
1617,0.16602516
1618,0.5730667
1619,0.26297748
1620,0.42577577
1621,0.7719621
1622,0.6327176
1623,0.87168056
1624,0.4801774
1625,0.82684076
1626,0.461246
1627,0.7691752
1628,0.6262648
1629,0.5748563
1630,0.4484938
1631,0.56072164
1632,0.68869644
1633,0.10169831
1634,0.17261708
1635,0.2520662
1636,0.11569777
1637,0.40785298
1638,0.17109248
1639,0.5839911
1640,0.48123062
1641,0.68306404
1642,0.21112564
1643,0.40986857
1644,0.7077713
1645,0.5196927
1646,0.3120334
1647,0.70771563
1648,0.457783
1649,0.39835367
1650,0.32852843
1651,0.09218076
1652,0.52475566
1653,0.38970417
1654,0.424588
1655,0.49760947
1656,0.39105636
1657,0.40380377
1658,0.2525929
1659,0.08419451
1660,0.507952
1661,0.523987
1662,0.2966144
1663,0.457783
1664,0.5422002
1665,0.060599893
1666,0.14616033
1667,0.33047736
1668,0.08148378
1669,0.2595083
1670,0.11790848
