tp_datos_id,tfidf_net
231,0.9439788
232,0.56308204
235,0.9877322
237,0.65519965
238,0.9982369
240,0.88411134
241,0.26938283
242,0.7574301
243,0.888976
244,0.8060496
245,0.8307805
246,0.29863226
247,0.9981107
248,0.9474147
249,0.998417
251,0.24276477
252,0.5605923
253,0.9981107
254,0.009044588
256,0.15064186
258,0.382007
260,0.12386504
261,0.99805
262,0.9981107
263,0.37579143
264,0.14958668
265,0.009044588
266,0.9826946
267,0.025564373
268,0.29778105
269,0.9981107
270,0.9981107
271,0.009044588
272,0.009044588
273,0.07138923
274,0.20391357
276,0.9984449
277,0.9981107
279,0.21683127
280,0.23931915
281,0.2199966
283,0.9981107
285,0.9981107
287,0.9982689
289,0.9982689
290,0.16006696
291,0.20437235
293,0.9981107
294,0.20470867
296,0.07621941
297,0.016422808
298,0.065118104
299,0.46536598
301,0.10802978
302,0.24878323
303,0.14156178
307,0.18771982
309,0.06357676
310,0.9600805
312,0.1057148
313,0.9600805
314,0.085130095
315,0.092431486
316,0.2694266
318,0.42927122
320,0.63620377
321,0.07143736
322,0.66181415
327,0.18771982
328,0.16796893
329,0.1628958
330,0.10681152
331,0.19083652
332,0.3296635
334,0.31765085
335,0.074330956
336,0.41814423
337,0.16309348
338,0.9600805
340,0.22206032
341,0.28655505
344,0.14467537
345,0.08056626
346,0.27737296
347,0.2153945
348,0.4237558
349,0.528976
352,0.4669643
353,0.29784125
354,0.2807505
355,0.528976
356,0.528976
358,0.21709704
360,0.528976
361,0.22627714
363,0.17414698
364,0.47941145
365,0.23275778
368,0.14636561
370,0.528976
371,0.10762218
372,0.16226876
375,0.23275778
380,0.27392697
381,0.45848125
383,0.5638757
384,0.528976
386,0.24512318
389,0.107290864
390,0.29784125
393,0.528976
394,0.528976
396,0.10823402
397,0.16640028
398,0.089337856
401,0.31858605
402,0.21256256
404,0.68568397
406,0.13980988
407,0.09519711
409,0.123282254
410,0.2781729
412,0.07676643
413,0.1227487
415,0.16443962
418,0.18594027
419,0.11950749
420,0.18851933
421,0.076180935
423,0.10316402
424,0.33524767
426,0.10453811
427,0.30877265
429,0.060115337
432,0.8757075
435,0.15076917
436,0.11447081
437,0.25536132
438,0.21977276
440,0.8280124
442,0.29819518
443,0.11880511
444,0.14525855
445,0.090961695
446,0.27082255
447,0.27082255
448,0.18322939
450,0.079698354
451,0.08583462
452,0.034596533
453,0.0047465563
454,0.052188933
455,0.21577728
456,0.02443692
457,0.03579411
459,0.093393266
461,0.08925465
462,0.27082255
463,0.21763733
465,0.2708225
466,0.17328331
467,0.06853548
468,0.08036631
469,0.06853548
470,0.18658689
471,0.5414573
472,0.22778407
474,0.03062889
475,0.10002485
476,0.09929705
477,0.0999904
478,0.22968057
479,0.15205425
480,0.20907202
481,0.2111193
482,0.042683274
483,0.19974259
484,0.13951272
485,0.18472266
486,0.051326483
487,0.16899693
489,0.40842062
490,0.6559264
492,0.050422847
493,0.11358115
495,0.08040351
496,0.0052921176
498,0.07773459
499,0.070383936
501,0.02762729
502,0.02762729
503,0.07773459
504,0.13604572
506,0.06581062
509,0.27796888
512,0.38124862
513,0.09654525
514,0.17465475
516,0.07773459
517,0.1461286
518,0.07773459
519,0.46351796
520,0.45618403
521,0.070383936
522,0.0052921176
523,0.07773459
524,0.07857177
526,0.047295183
527,0.24941069
528,0.11959535
530,0.0052921176
531,0.02762729
533,0.0052921176
535,0.02762729
536,0.3046801
538,0.41948956
540,0.11959535
542,0.11959535
543,0.07773459
544,0.047295183
546,0.8132352
550,0.56346893
551,0.6335624
552,0.39727724
556,0.38305056
558,0.9821453
559,0.64445746
560,0.64445746
561,0.15601987
563,0.29595482
564,0.10451397
565,0.9954506
567,0.69414866
568,0.8595686
569,0.91585714
570,0.85523164
571,0.43348983
574,0.6156072
575,0.9949373
576,0.7806931
577,0.30845064
578,0.15488142
579,0.85523164
580,0.64445746
581,0.30845064
583,0.29595482
584,0.64445746
585,0.29595482
588,0.99513423
589,0.6672268
592,0.9924805
594,0.9954506
598,0.56580675
599,0.05973941
600,0.9391777
603,0.110293984
604,0.8930727
606,0.9954506
607,0.20590433
608,0.15917933
609,0.15743643
611,0.14880526
612,0.014551401
613,0.46208286
614,0.8275344
615,0.72644424
617,0.07109788
619,0.10367027
621,0.14829803
622,0.2342743
623,0.5682384
624,0.20406374
625,0.18300727
628,0.15102702
630,0.9391777
631,0.22541106
633,0.14235094
635,0.7748995
636,0.1165874
637,0.13003892
638,0.04129967
640,0.29942185
641,0.05831772
642,0.21381584
643,0.45005757
644,0.4138722
646,0.6695043
649,0.1805245
651,0.9649115
652,0.94761026
653,0.26790676
654,0.42032996
655,0.9965258
656,0.11667335
657,0.9129523
658,0.8884819
659,0.96932864
660,0.8341118
661,0.9513252
662,0.69234145
664,0.8161643
665,0.36597198
667,0.9718334
669,0.2561947
671,0.13287947
672,0.19621378
674,0.5014272
675,0.513469
677,0.7467997
679,0.446016
680,0.73686355
681,0.3508349
682,0.5716272
683,0.563013
684,0.9649115
685,0.75798464
686,0.08845863
687,0.20460266
688,0.56117916
689,0.13679165
690,0.9620503
691,0.44623947
697,0.06755802
699,0.9744775
700,0.08259973
702,0.22066635
704,0.10499802
705,0.13813251
706,0.19126537
709,0.8610749
710,0.9987224
712,0.9987224
713,0.9987224
714,0.6533748
716,0.28628218
717,0.9987224
719,0.2893849
720,0.16327709
721,0.18073577
724,0.9987224
725,0.9987224
726,0.11509797
727,0.38112542
728,0.13503775
729,0.9987224
730,0.9987224
731,0.9987224
732,0.18324885
734,0.9987224
735,0.11668104
736,0.9987224
737,0.9987224
738,0.9987224
739,0.89340705
740,0.9987224
744,0.10868296
745,0.9987224
746,0.05878657
748,0.08168188
751,0.22258633
752,0.10222155
753,0.19211867
754,0.13660732
755,0.06276408
758,0.07935691
759,0.24099827
761,0.12914753
762,0.19753963
763,0.078244
767,0.21328062
770,0.15402943
773,0.12941894
774,0.24099827
775,0.30340314
777,0.122559756
779,0.12165946
781,0.26250398
782,0.04710117
783,0.5540516
784,0.10814521
786,0.12720874
787,0.036574364
788,0.19609791
790,0.17526948
791,0.14837864
794,0.3454349
795,0.16546616
796,0.07259962
797,0.32709712
798,0.1337522
799,0.08757138
800,0.056566626
801,0.29357672
802,0.06966904
803,0.15811467
804,0.21978286
805,0.03581682
806,0.18066105
807,0.074204594
808,0.13370577
809,0.04750359
810,0.15094706
812,0.040029943
814,0.38029638
815,0.05873689
817,0.19754085
818,0.099822134
819,0.037795782
820,0.27342182
822,0.07259962
823,0.03581682
826,0.24304873
828,0.13095635
829,0.51749885
832,0.36148882
833,0.40771073
834,0.47241777
835,0.7699704
836,0.46195185
837,0.46849316
838,0.48646197
840,0.43012244
841,0.4017436
842,0.44161236
843,0.47241777
845,0.40747705
846,0.4838217
848,0.46525225
849,0.47712246
851,0.46860486
852,0.38525444
853,0.46525225
856,0.4704728
857,0.37451687
859,0.393532
860,0.15168113
863,0.44238204
864,0.36148885
866,0.7590375
867,0.38510823
868,0.41714263
870,0.47241777
871,0.7432331
872,0.4704728
873,0.4704728
874,0.37579143
875,0.47047287
876,0.3851083
877,0.47241777
878,0.38041162
881,0.41221842
882,0.3181125
883,0.45792803
884,0.5222539
885,0.9762864
886,0.23717606
888,0.52198225
890,0.6225382
891,0.35602713
892,0.28006518
893,0.38694608
894,0.26562908
895,0.7842461
896,0.6105697
898,0.41221842
899,0.36098152
902,0.57578
903,0.4949008
905,0.5414721
906,0.10075748
907,0.41221842
911,0.09035385
912,0.20624343
915,0.97299767
916,0.41221842
919,0.97299767
921,0.49331683
923,0.676384
926,0.68502384
928,0.8079841
929,0.37579143
930,0.08605823
931,0.092609465
932,0.07442552
934,0.061275363
935,0.05341649
936,0.29123557
938,0.59578043
939,0.12414652
940,0.09928483
941,0.07244134
942,0.10378438
944,0.11428714
945,0.85113245
946,0.8562913
947,0.09236425
948,0.036066085
951,0.04793179
952,0.33380947
953,0.091890335
955,0.058585644
956,0.09132567
957,0.17030132
958,0.06387296
959,0.074842155
960,0.081252545
961,0.105389
962,0.14971435
963,0.058886617
964,0.87235767
965,0.07054311
968,0.038539052
971,0.35864034
972,0.034151405
974,0.22135153
976,0.073036134
977,0.3420424
978,0.24630716
979,0.09048349
981,0.03469464
982,0.22023693
983,0.13727859
984,0.24511898
985,0.24511898
986,0.025398195
987,0.038837016
990,0.08131912
991,0.045300037
992,0.1995646
993,0.0960789
994,0.35106415
996,0.20015383
997,0.45925632
998,0.08808759
999,0.12491825
1001,0.05012086
1002,0.25393075
1004,0.2405377
1005,0.044629723
1006,0.11041772
1008,0.03347218
1009,0.0873566
1010,0.035276473
1015,0.027989984
1017,0.05600989
1018,0.05378288
1020,0.077828914
1021,0.14029866
1022,0.043247998
1023,0.022120833
1024,0.049579382
1026,0.22279176
1029,0.14243424
1031,0.13922855
1032,0.053979635
1035,0.05457771
1036,0.0489721
1037,0.09925324
1038,0.02818808
1040,0.08011907
1041,0.1306645
1042,0.028249323
1043,0.11946902
1044,0.10816255
1045,0.05843821
1048,0.064570814
1049,0.09865105
1050,0.21466246
1051,0.15153745
1052,0.073403895
1054,0.09732565
1057,0.12383571
1058,0.08350772
1061,0.13020563
1062,0.035308927
1065,0.20757452
1066,0.21469003
1067,0.1463353
1069,0.1380823
1070,0.044076532
1071,0.2538565
1072,0.12271944
1073,0.22031888
1074,0.17298111
1075,0.37402356
1077,0.047240883
1078,0.121922284
1079,0.1048657
1080,0.41137958
1081,0.066708386
1082,0.096143246
1083,0.015075803
1084,0.12059781
1085,0.17209575
1088,0.07191944
1090,0.00748083
1091,0.061827898
1093,0.0610649
1094,0.11458364
1098,0.044231117
1099,0.08798635
1102,0.08001375
1103,0.019988656
1104,0.12726015
1105,0.09265509
1106,0.10915786
1109,0.07888731
1110,0.18221593
1112,0.12073669
1113,0.023705333
1114,0.055059075
1117,0.08605495
1118,0.09490839
1119,0.07912278
1120,0.08586258
1122,0.11405164
1123,0.031205237
1124,0.03494519
1126,0.058279574
1128,0.040350407
1129,0.08138898
1130,0.17630544
1132,0.07780844
1134,0.09098074
1136,0.37579143
1138,0.16375399
1139,0.26152837
1141,0.21684667
1142,0.19501156
1143,0.0788483
1145,0.057699293
1146,0.37109637
1149,0.40127978
1151,0.017740011
1152,0.13007182
1153,0.19501156
1154,0.06639236
1155,0.06749004
1156,0.05902776
1157,0.09098071
1160,0.05527821
1162,0.29334486
1164,0.08616167
1166,0.16956332
1167,0.067214906
1168,0.14774749
1170,0.030490994
1173,0.09795737
1174,0.4472821
1175,0.4497093
1177,0.13021216
1178,0.010793567
1179,0.027875215
1181,0.105553746
1182,0.1221413
1183,0.0681169
1185,0.01067704
1188,0.11290777
1189,0.09045154
1190,0.29197443
1191,0.2172654
1195,0.4997703
1196,0.183402
1198,0.37579143
1199,0.049505472
1201,0.1349541
1202,0.37579143
1203,0.22633806
1204,0.17639846
1206,0.09218979
1207,0.057086527
1208,0.28654802
1209,0.15502259
1211,0.018049955
1212,0.06538889
1213,0.0548445
1214,0.22670987
1215,0.16585967
1217,0.15909526
1218,0.07054168
1219,0.0679535
1221,0.057771385
1222,0.09100574
1223,0.24168849
1224,0.057878375
1225,0.06586328
1226,0.02631101
1227,0.2324141
1228,0.26825982
1229,0.28634506
1230,0.09532195
1232,0.17710516
1234,0.046782315
1235,0.069782495
1236,0.090967745
1237,0.091074765
1238,0.2071653
1239,0.31553108
1240,0.05272913
1241,0.052223712
1242,0.3016819
1243,0.08242026
1244,0.051913142
1245,0.35065663
1249,0.28222376
1250,0.14690164
1251,0.3809623
1252,0.059162825
1253,0.18028405
1254,0.20549148
1259,0.20446485
1262,0.2468701
1263,0.13672653
1264,0.14883739
1267,0.37579143
1269,0.4212432
1270,0.15019676
1271,0.02010426
1272,0.43031886
1273,0.22250265
1275,0.29914892
1276,0.3412071
1277,0.22146672
1278,0.051843673
1279,0.10788205
1280,0.10955307
1282,0.08373511
1283,0.2508191
1284,0.013932258
1287,0.09500989
1288,0.18816382
1289,0.44012687
1290,0.18029141
1293,0.06500009
1294,0.2758512
1296,0.20282024
1297,0.1143105
1298,0.10412297
1300,0.021218747
1301,0.017081201
1302,0.15506631
1303,0.1108194
1304,0.07343292
1305,0.25635427
1307,0.13795504
1308,0.023603082
1309,0.06461388
1312,0.07905105
1315,0.2275379
1316,0.15842032
1317,0.068057835
1318,0.14698505
1319,0.09024915
1320,0.09830356
1321,0.053283185
1324,0.3969561
1326,0.121400625
1327,0.15743399
1328,0.07004851
1331,0.07735711
1332,0.028908253
1334,0.057963967
1335,0.16989413
1337,0.07338157
1338,0.07123855
1340,0.03588152
1341,0.34632438
1343,0.0560686
1345,0.07454491
1346,0.40114993
1347,0.07739651
1348,0.020941883
1349,0.08084604
1350,0.15299827
1351,0.0624637
1352,0.07953352
1353,0.22383103
1354,0.07763755
1356,0.4335318
1360,0.296394
1361,0.057887703
1362,0.10179368
1363,0.16289476
1365,0.07195601
1368,0.048252404
1369,0.039479733
1371,0.08367121
1372,0.062518835
1374,0.04236144
1375,0.10431486
1376,0.04936251
1378,0.107467234
1379,0.0105216205
1380,0.0105216205
1381,0.006692797
1382,0.012231797
1383,0.042418927
1384,0.0065214336
1385,0.006521404
1388,0.010873646
1389,0.017279357
1390,0.07892358
1391,0.0105216205
1393,0.1544877
1394,0.020030975
1395,0.032173842
1396,0.011077732
1399,0.009562403
1401,0.0062128603
1402,0.017222017
1405,0.1544877
1406,0.020030975
1407,0.0065214336
1408,0.004388422
1409,0.017222017
1411,0.045807213
1412,0.017540246
1414,0.017222017
1415,0.055771172
1418,0.03516996
1419,0.0065214336
1420,0.017222017
1421,0.03881991
1422,0.011077732
1425,0.035087585
1429,0.036005765
1431,0.10237995
1432,0.03805667
1433,0.59051186
1436,0.04000625
1439,0.1541194
1440,0.12640458
1441,0.07600853
1443,0.05922669
1444,0.08167371
1445,0.05294633
1447,0.033888042
1448,0.14792469
1449,0.06595844
1450,0.025954157
1452,0.053686827
1453,0.04529962
1454,0.090192765
1455,0.0669198
1456,0.13052016
1458,0.033444256
1459,0.027117848
1460,0.029744774
1463,0.016526371
1464,0.1083844
1466,0.037541896
1467,0.041858643
1470,0.026978225
1472,0.10921025
1473,0.2050553
1474,0.2300674
1475,0.12445438
1477,0.076405734
1479,0.19334474
1480,0.016292423
1482,0.22915348
1483,0.009694278
1484,0.09094605
1485,0.13679615
1486,0.041798443
1487,0.08263323
1488,0.2697888
1491,0.021250546
1493,0.017571151
1494,0.20915622
1495,0.072512925
1497,0.08177099
1498,0.044579864
1499,0.028043002
1500,0.095277905
1501,0.0880442
1502,0.14258465
1503,0.045913726
1504,0.021250546
1505,0.10968968
1506,0.06037599
1507,0.018752426
1508,0.025696069
1509,0.074430645
1510,0.13545012
1511,0.09094614
1513,0.10094336
1514,0.071851045
1515,0.04234317
1518,0.039013535
1519,0.018584818
1520,0.06887022
1521,0.007983565
1522,0.06794849
1523,0.017350048
1524,0.04452741
1525,0.028294146
1526,0.10492894
1527,0.046466768
1530,0.025300443
1531,0.5249777
1532,0.32665497
1533,0.15869093
1534,0.7611217
1535,0.7661047
1537,0.34766704
1538,0.15572768
1540,0.09069744
1543,0.14657074
1544,0.28190106
1545,0.63031983
1546,0.09181672
1547,0.02641648
1549,0.71668005
1553,0.21195477
1554,0.63031983
1555,0.96436346
1556,0.852664
1558,0.3700834
1559,0.045281112
1560,0.36962384
1561,0.2495346
1562,0.35070652
1567,0.7302097
1568,0.28526497
1569,0.85520864
1570,0.18609485
1572,0.20180199
1573,0.68932307
1574,0.576261
1575,0.7661047
1576,0.07499811
1577,0.20490372
1579,0.06436446
1580,0.17355764
1582,0.8021312
1585,0.88738614
1587,0.12330365
1588,0.16993469
1590,0.94036514
1591,0.46132463
1593,0.9300718
1594,0.8276594
1595,0.8280518
1596,0.51488656
1597,0.21477735
1599,0.40317598
1600,0.8833518
1601,0.04663515
1602,0.21477735
1603,0.39107156
1604,0.8979018
1605,0.03515041
1607,0.28616422
1608,0.2340407
1609,0.37765682
1610,0.38655084
1611,0.20430991
1613,0.04288268
1614,0.72121954
1615,0.43145296
1617,0.6207825
1618,0.066474706
1619,0.07594204
1621,0.7147821
1622,0.1192942
1623,0.16409048
1625,0.9331053
1626,0.21407059
1627,0.087650865
1628,0.26641604
1631,0.81981575
1632,0.8410589
1633,0.7206558
1634,0.98179245
1636,0.99282265
1637,0.9063047
1638,0.70334053
1639,0.7473817
1643,0.97484446
1644,0.9982575
1645,0.5860036
1646,0.7206558
1647,0.9974971
1648,0.99873465
1649,0.99873465
1650,0.99873465
1652,0.99873465
1653,0.9359007
1654,0.9281073
1657,0.97268754
1658,0.99873465
1660,0.99879086
1661,0.9322313
1662,0.9348557
1663,0.41429394
1665,0.98179245
1666,0.21523121
1669,0.99890304
1670,0.9985839
1671,0.3717978
1672,0.64823985
1673,0.93764377
1675,0.88268375
1676,0.5246487
1677,0.86665165
1679,0.76720154
1683,0.42518196
1684,0.83454514
1686,0.8496575
1687,0.9944093
1688,0.63374674
1689,0.5659987
1690,0.9944093
1691,0.16635135
1692,0.87746984
1693,0.9942983
1694,0.9297936
1698,0.22415811
1699,0.9944093
1700,0.9944093
1701,0.9917728
1702,0.93764377
1703,0.6154056
1705,0.9944093
1706,0.9944093
1707,0.5246487
1709,0.65265834
1710,0.8572979
1712,0.9663876
1715,0.4631145
1716,0.9944093
1718,0.30394733
1719,0.3717978
1720,0.3926297
1721,0.22832367
1722,0.71309304
1723,0.21841353
1724,0.38601333
1725,0.27169752
1726,0.33958864
1727,0.8945695
1728,0.45626
1731,0.085100144
1733,0.15207037
1735,0.98311657
1737,0.24873403
1739,0.34830487
1740,0.2621268
1741,0.78670526
1744,0.13215479
1745,0.4096804
1747,0.15916097
1750,0.83020264
1752,0.5090904
1753,0.41051194
1754,0.78426534
1755,0.32952285
1756,0.43608284
1757,0.41600347
1759,0.5172238
1760,0.23666826
1761,0.89536977
1762,0.49247143
1763,0.5014204
1766,0.2917443
1767,0.48420328
1768,0.8942079
1769,0.47869328
1770,0.84505194
1771,0.37122375
1772,0.8193525
1773,0.37122375
1774,0.9013829
1775,0.98199844
1776,0.9627408
1779,0.8480373
1780,0.5949077
1784,0.13736466
1786,0.7092576
1787,0.56707704
1789,0.59762776
1790,0.88916075
1791,0.8964641
1792,0.6794609
1796,0.68006206
1798,0.42059782
1799,0.43102762
1802,0.9247205
1803,0.951857
1804,0.58528346
1807,0.88916075
1808,0.913507
1809,0.86312664
1810,0.9695319
1811,0.76027954
1812,0.75996155
1813,0.5247037
1814,0.9765203
1815,0.9694828
1816,0.8446106
1817,0.9496802
1818,0.9516199
1821,0.026748568
1822,0.79334366
1823,0.05213073
1824,0.05682987
1826,0.06787497
1827,0.060775697
1831,0.08893791
1832,0.018570185
1833,0.042924285
1834,0.08186433
1835,0.050501615
1836,0.09232947
1837,0.19929707
1838,0.1441671
1840,0.32162154
1841,0.07076964
1842,0.3643356
1845,0.039134204
1847,0.18526682
1848,0.05287668
1851,0.025643945
1852,0.32227254
1853,0.060588986
1856,0.118376106
1857,0.0820891
1860,0.0783717
1861,0.9048574
1863,0.20281345
1864,0.2681638
1865,0.307665
1866,0.16626969
1869,0.047274828
1870,0.65614957
1873,0.059074074
1875,0.06694406
1877,0.07499209
1878,0.2816136
1880,0.7968483
1881,0.055855244
1882,0.25694603
1883,0.3171934
1885,0.42772198
1886,0.18780997
1887,0.51264375
1888,0.27362335
1889,0.21527982
1890,0.9521805
1892,0.24119148
1893,0.124247044
1895,0.4496126
1897,0.1302838
1898,0.027965397
1899,0.26264465
1900,0.19130853
1901,0.24229473
1905,0.28784937
1908,0.23798794
1909,0.18833032
1910,0.07866305
1911,0.2961562
1914,0.43499762
1915,0.88293827
1916,0.060001314
1917,0.10522479
1918,0.15342209
1919,0.0152178705
1920,0.10180527
1921,0.63864076
1922,0.21841353
1924,0.15207037
1925,0.38977262
1927,0.798679
1929,0.45626
1932,0.44561964
1933,0.23492748
1935,0.1751169
1937,0.7026225
1938,0.447738
1939,0.30560282
1940,0.14530694
1941,0.27169752
1942,0.39131662
1943,0.89536977
1945,0.6066817
1948,0.47767127
1949,0.1545814
1950,0.23666826
1951,0.05953583
1952,0.9247883
1953,0.08403075
1954,0.9440652
1955,0.15506452
1956,0.30065006
1957,0.8945695
1959,0.65610474
1960,0.5595109
1961,0.6213867
1962,0.83020264
1963,0.33018875
1965,0.29903
1966,0.7832038
1967,0.21836758
1968,0.5090904
1969,0.52334404
1971,0.98124087
1972,0.28282213
1973,0.5702212
1975,0.3149513
1976,0.79835963
1979,0.94187486
1980,0.9658072
1981,0.31495127
1983,0.68096715
1985,0.7988881
1986,0.2576214
1987,0.12161496
1989,0.9550662
1990,0.9075954
1991,0.8736365
1992,0.5212366
1994,0.30196673
1995,0.9658072
1996,0.755322
1999,0.3149513
2000,0.7774285
2001,0.8660276
2003,0.8522167
2006,0.3149513
2007,0.91726696
2009,0.12530193
2010,0.59063876
2012,0.5853916
2014,0.93587506
2015,0.885464
2016,0.5993573
2017,0.034569383
2019,0.9266919
2020,0.39662728
2022,0.6195421
2023,0.5687605
2024,0.8404312
2026,0.27307743
2027,0.46000516
2028,0.13329613
2031,0.7560171
2033,0.17733973
2034,0.65784836
2035,0.69778574
2036,0.9634389
2038,0.53938353
2039,0.3940841
2040,0.9027077
2042,0.7068228
2043,0.7784661
2045,0.88564813
2046,0.34790075
2047,0.6822741
2049,0.87131655
2050,0.43409303
2051,0.9006953
2055,0.59063876
2056,0.21392909
2057,0.87131655
2058,0.69114757
2059,0.8339161
2060,0.29471576
2061,0.15877551
2063,0.5743158
2064,0.2243362
2067,0.43421406
2068,0.8088443
2069,0.45163405
2070,0.19123167
2071,0.41081226
2073,0.33168533
2074,0.1576559
2075,0.1416184
2076,0.19565979
2077,0.88070357
2078,0.6714689
2081,0.75587344
2082,0.09723878
2083,0.16419038
2084,0.38410443
2086,0.070455134
2087,0.114418656
2089,0.6159591
2091,0.2876248
2094,0.44388866
2095,0.27280003
2096,0.37382126
2097,0.15243572
2098,0.07903904
2099,0.17681971
2100,0.9309809
2102,0.422775
2103,0.3133605
2108,0.5843216
2109,0.28862935
2110,0.07941979
2111,0.24942404
2112,0.3081666
2113,0.38764197
2114,0.21011293
2115,0.26838785
2116,0.29306597
2117,0.12188634
2118,0.7060459
2119,0.24866834
2121,0.37474978
2122,0.15418363
2123,0.06780222
2125,0.35603753
2126,0.03376454
2128,0.12650326
2129,0.24249527
2131,0.35924637
2133,0.5195378
2134,0.26406395
2136,0.086823165
2138,0.16769621
2139,0.14956295
2141,0.30630606
2142,0.043085694
2144,0.33772853
2145,0.052026957
2146,0.19864765
2148,0.0607619
2149,0.22877488
2150,0.054571062
2153,0.89416075
2154,0.22972402
2157,0.13985506
2158,0.025074184
2159,0.97717464
2160,0.30687216
2161,0.5274949
2163,0.25472093
2164,0.9954356
2169,0.9954356
2171,0.9954356
2172,0.7346138
2173,0.9689032
2174,0.9954356
2175,0.33855838
2176,0.095407605
2177,0.89037037
2179,0.9954356
2181,0.45157325
2183,0.47676873
2186,0.28083113
2188,0.95074147
2189,0.9689032
2190,0.9954356
2191,0.71297234
2192,0.9954356
2193,0.95074147
2194,0.29399478
2195,0.34345508
2198,0.95074147
2203,0.33886254
2204,0.15016466
2205,0.15210134
2207,0.17689201
2209,0.36900514
2210,0.21714813
2211,0.7191716
2212,0.7504961
2213,0.69438106
2214,0.18928513
2215,0.73648876
2216,0.21714815
2217,0.08755711
2219,0.4695918
2220,0.25770128
2221,0.8116134
2222,0.9049801
2225,0.87220776
2227,0.5771413
2229,0.22343788
2230,0.16376305
2231,0.1784629
2233,0.584561
2235,0.19419497
2236,0.14663476
2237,0.17842007
2238,0.584561
2239,0.70687807
2240,0.21989396
2241,0.4147098
2242,0.5171648
2244,0.1996656
2245,0.08041224
2246,0.0756892
2248,0.913394
2250,0.5675957
2251,0.93550134
2254,0.07117307
2255,0.12896019
2256,0.06623247
2257,0.26955283
2258,0.062102675
2260,0.05309224
2262,0.1614975
2263,0.08586934
2265,0.061870426
2266,0.06510529
2267,0.9608405
2271,0.23859629
2272,0.07099113
2273,0.09505391
2274,0.092279166
2275,0.11170745
2277,0.1324676
2278,0.02810961
2279,0.060949713
2280,0.07656407
2281,0.09181556
2282,0.29576156
2284,0.09036642
2285,0.23859629
2286,0.032178074
2288,0.21629271
2289,0.9323833
2292,0.92222536
2294,0.099753916
2296,0.13511369
2297,0.25446028
2298,0.15304998
2299,0.09429699
2300,0.14092806
2301,0.5758598
2303,0.044393778
2304,0.838392
2306,0.17304891
2307,0.30242482
2308,0.093515605
2309,0.58135754
2311,0.95215905
2312,0.14567876
2314,0.5409263
2315,0.5194557
2317,0.1603365
2318,0.06649232
2319,0.40179032
2321,0.9311762
2324,0.48573223
2325,0.13926888
2327,0.10599306
2329,0.49022093
2330,0.7633711
2332,0.4552099
2333,0.29746875
2334,0.34989178
2336,0.1841788
2337,0.4552099
2339,0.16589767
2340,0.2587893
2341,0.94100463
2342,0.12828606
2346,0.5659987
2347,0.3933723
2348,0.5069178
2349,0.45351613
2350,0.9189167
2351,0.4552099
2352,0.7085942
2354,0.10179913
2356,0.29985946
