,elmo_net
140,0.66189307
141,0.9722526
142,0.9549235
143,0.97847956
144,0.9899701
145,0.98191047
146,0.99925065
147,0.9973477
148,0.9645872
149,0.17214483
150,0.79951155
151,0.99370635
152,0.98394716
153,0.98790693
154,0.9811691
155,0.9791658
156,0.9998121
157,0.8539084
158,0.9994236
159,0.9978765
160,0.96956086
161,0.97938406
162,0.94166684
163,0.67641187
164,0.9973477
165,0.5703578
166,0.5640436
167,0.8827168
168,0.9919456
169,0.8737796
170,0.99838006
171,0.7142536
172,0.9975054
173,0.99138236
174,0.9958558
175,0.73276573
176,0.90123296
177,0.9960367
178,0.1261285
179,0.15136772
180,0.24120879
181,0.20391688
182,0.99288845
183,0.99840915
184,0.28199297
185,0.30857974
186,0.11895797
187,0.9983555
188,0.6513583
189,0.52081454
190,0.9978311
191,0.997507
192,0.12773457
193,0.105789065
194,0.76522267
195,0.4317199
196,0.9935237
197,0.99657565
198,0.37582573
199,0.22919226
200,0.672516
201,0.9938991
202,0.9910189
203,0.99700975
204,0.9951932
205,0.39573824
206,0.15633398
207,0.99827695
208,0.2642058
209,0.090774655
210,0.048039585
211,0.15885219
212,0.08462334
213,0.15298945
214,0.088517964
215,0.09890479
216,0.17789048
217,0.056523263
218,0.99282277
219,0.078455806
220,0.9971758
221,0.26027083
222,0.10384953
223,0.4621946
224,0.25117457
225,0.22349352
226,0.12994683
227,0.56776655
228,0.17789048
229,0.06906614
230,0.31224483
231,0.049062222
232,0.061433703
233,0.08045381
234,0.3102862
235,0.09160164
236,0.34277877
237,0.10830897
238,0.9903883
239,0.9124274
240,0.07324931
241,0.066495895
242,0.04549083
243,0.49780115
244,0.1946289
245,0.32013747
246,0.48626882
247,0.10920218
248,0.8816487
249,0.21264839
250,0.33751154
251,0.5857304
252,0.19388226
253,0.57574415
254,0.16784891
255,0.3080788
256,0.59545827
257,0.19692415
258,0.2558494
259,0.42969716
260,0.12479374
261,0.19546804
262,0.24676996
263,0.047028452
264,0.51751554
265,0.24173915
266,0.3199601
267,0.123458356
268,0.0530003
269,0.36560553
270,0.43667972
271,0.55600005
272,0.09463039
273,0.16177818
274,0.10597357
275,0.11141676
276,0.12564525
277,0.5789555
278,0.10079789
279,0.14372426
280,0.06656155
281,0.2651717
282,0.114489526
283,0.12564525
284,0.07546094
285,0.30663407
286,0.14536628
287,0.13721487
288,0.111637086
289,0.06218624
290,0.117192805
291,0.2526462
292,0.20071164
293,0.09637746
294,0.8633938
295,0.12508139
296,0.14701116
297,0.09523931
298,0.1427215
299,0.60807693
300,0.07802206
301,0.33458853
302,0.063684404
303,0.09971446
304,0.525035
305,0.42875794
306,0.12725851
307,0.18161762
308,0.19624391
309,0.24319139
310,0.03038162
311,0.213018
312,0.15240598
313,0.06781167
314,0.12344262
315,0.040991962
316,0.08556649
317,0.44908458
318,0.13321891
319,0.5812384
320,0.16455284
321,0.12231204
322,0.13684738
323,0.14532518
324,0.14766178
325,0.78965616
326,0.13060981
327,0.11814579
328,0.07951695
329,0.13679034
330,0.07857597
331,0.24342036
332,0.15212229
333,0.18880978
334,0.07459769
335,0.17492044
336,0.124807686
337,0.6967181
338,0.10825321
339,0.15617964
340,0.47758916
341,0.5114381
342,0.630877
343,0.12299326
344,0.05365947
345,0.14516392
346,0.056387722
347,0.13817146
348,0.13225114
349,0.115939796
350,0.115939796
351,0.13817146
352,0.2562064
353,0.11470258
354,0.79320234
355,0.045249194
356,0.221075
357,0.12935069
358,0.13817146
359,0.06805694
360,0.13817146
361,0.14840433
362,0.35402256
363,0.12308648
364,0.056387722
365,0.13817146
366,0.1753794
367,0.12364346
368,0.4712895
369,0.19023547
370,0.056387722
371,0.115939796
372,0.056387722
373,0.115939796
374,0.20903924
375,0.92276514
376,0.1863401
377,0.092202246
378,0.13817146
379,0.18882298
380,0.97393167
381,0.877295
382,0.987056
383,0.5117624
384,0.42236096
385,0.9972265
386,0.9662701
387,0.9702449
388,0.25697345
389,0.5388513
390,0.16757154
391,0.99721897
392,0.85959524
393,0.96839887
394,0.99310255
395,0.97596353
396,0.17213944
397,0.94464076
398,0.9893771
399,0.9762101
400,0.73662806
401,0.3313961
402,0.96310115
403,0.9903282
404,0.32806504
405,0.30350524
406,0.98513186
407,0.5959821
408,0.9977149
409,0.8756983
410,0.99879843
411,0.99586964
412,0.44829202
413,0.15931895
414,0.96678907
415,0.17140552
416,0.9612201
417,0.9976022
418,0.41351774
419,0.12674507
420,0.7302987
421,0.13308373
422,0.058042467
423,0.1697841
424,0.976964
425,0.9521667
426,0.0687224
427,0.57230926
428,0.109779626
429,0.40387207
430,0.83116347
431,0.08849123
432,0.31220996
433,0.22150439
434,0.97761554
435,0.07895997
436,0.2516362
437,0.8530246
438,0.28316897
439,0.12731823
440,0.10046297
441,0.09907174
442,0.24296638
443,0.6352963
444,0.793924
445,0.745105
446,0.67566776
447,0.07567233
448,0.6738287
449,0.84909
450,0.2406671
451,0.6131936
452,0.99934363
453,0.19938001
454,0.9515791
455,0.9973862
456,0.99019873
457,0.8628702
458,0.9943295
459,0.9579592
460,0.96013796
461,0.15570405
462,0.990554
463,0.37577656
464,0.14864329
465,0.21838543
466,0.40116382
467,0.69013625
468,0.94728935
469,0.11719829
470,0.86517274
471,0.9265488
472,0.9729806
473,0.85673386
474,0.75852185
475,0.5525664
476,0.3500687
477,0.2966038
478,0.6713867
479,0.06705397
480,0.6624887
481,0.14652804
482,0.10506961
483,0.9995289
484,0.109345734
485,0.14187896
486,0.16084325
487,0.32193658
488,0.23078269
489,0.95115405
490,0.9667573
491,0.9825034
492,0.9745964
493,0.96674705
494,0.27140722
495,0.9784713
496,0.45044124
497,0.12716046
498,0.17679799
499,0.9825551
500,0.9868108
501,0.13291693
502,0.5969625
503,0.13899666
504,0.9550978
505,0.9584904
506,0.9872916
507,0.11251685
508,0.978275
509,0.06616974
510,0.9757013
511,0.9889575
512,0.96802795
513,0.9679347
514,0.98439574
515,0.21552345
516,0.9826095
517,0.3994615
518,0.15075281
519,0.3128714
520,0.5846347
521,0.077644974
522,0.027478367
523,0.15362638
524,0.25030857
525,0.09601945
526,0.057844102
527,0.76856804
528,0.07157415
529,0.3564977
530,0.066667765
531,0.115451634
532,0.09337649
533,0.6071092
534,0.27234918
535,0.8814008
536,0.18472466
537,0.068327844
538,0.22032496
539,0.074322134
540,0.13986135
541,0.36902207
542,0.09883195
543,0.095326334
544,0.59837127
545,0.64516026
546,0.47216657
547,0.075374305
548,0.6612278
549,0.044068843
550,0.06350404
551,0.13095737
552,0.14529714
553,0.099737406
554,0.1534383
555,0.346339
556,0.15588728
557,0.24041468
558,0.08440673
559,0.12711757
560,0.06515905
561,0.12428534
562,0.053046405
563,0.36512294
564,0.11993718
565,0.09348509
566,0.13590467
567,0.08534047
568,0.14545783
569,0.046367884
570,0.14972627
571,0.36049366
572,0.025155783
573,0.90296555
574,0.5852368
575,0.5602752
576,0.9025823
577,0.8553518
578,0.90600705
579,0.92984295
580,0.92623866
581,0.9341693
582,0.26033387
583,0.21452028
584,0.8904996
585,0.7142421
586,0.9419173
587,0.8746991
588,0.68478984
589,0.62909704
590,0.5868379
591,0.7559148
592,0.9127544
593,0.537657
594,0.54534644
595,0.46050242
596,0.7166015
597,0.46575898
598,0.8018374
599,0.50525457
600,0.59803945
601,0.9138785
602,0.821789
603,0.89310044
604,0.8510077
605,0.18219566
606,0.8677592
607,0.39900678
608,0.9279829
609,0.39433295
610,0.34968007
611,0.81464946
612,0.6282155
613,0.4496258
614,0.8824358
615,0.5478822
616,0.79433316
617,0.97627664
618,0.35299027
619,0.36882952
620,0.79788446
621,0.3667004
622,0.87932014
623,0.8912771
624,0.34968007
625,0.2915293
626,0.71072847
627,0.64814734
628,0.7427931
629,0.20098686
630,0.34968007
631,0.23012862
632,0.6819993
633,0.8627371
634,0.34968007
635,0.6127274
636,0.72765696
637,0.7350588
638,0.668329
639,0.59809136
640,0.26658523
641,0.0643304
642,0.06273183
643,0.40306816
644,0.36043978
645,0.058837652
646,0.18142125
647,0.383303
648,0.13761443
649,0.22974738
650,0.085454345
651,0.2781709
652,0.12108272
653,0.99843776
654,0.98341537
655,0.060564816
656,0.05822307
657,0.29632705
658,0.97010916
659,0.09300533
660,0.08340168
661,0.12640613
662,0.0920026
663,0.06653175
664,0.11667022
665,0.12776554
666,0.06898299
667,0.15814424
668,0.6235829
669,0.998804
670,0.6308419
671,0.1551292
672,0.06802973
673,0.4335178
674,0.14249983
675,0.111013055
676,0.078407645
677,0.055591524
678,0.2311461
679,0.16039243
680,0.64497715
681,0.145841
682,0.2513109
683,0.24341744
684,0.14962399
685,0.14606997
686,0.30151817
687,0.27270454
688,0.09987229
689,0.34345686
690,0.18598768
691,0.46959662
692,0.44991627
693,0.17232457
694,0.054876328
695,0.09651965
696,0.9597846
697,0.50692457
698,0.1008724
699,0.17151022
700,0.54180086
701,0.25132358
702,0.035847872
703,0.14067203
704,0.15015814
705,0.08786628
706,0.44918245
707,0.020497829
708,0.13906816
709,0.32065505
710,0.14215457
711,0.16783115
712,0.08597934
713,0.07995358
714,0.05598986
715,0.1466637
716,0.12643084
717,0.07451779
718,0.090504915
719,0.10247931
720,0.08623159
721,0.046840727
722,0.14524943
723,0.12152827
724,0.08291805
725,0.059684157
726,0.06982839
727,0.065404415
728,0.47097853
729,0.06497255
730,0.15251207
731,0.31362623
732,0.14983681
733,0.08868873
734,0.052014947
735,0.15631947
736,0.11296174
737,0.076863885
738,0.11455676
739,0.1021238
740,0.30352628
741,0.08975151
742,0.079425186
743,0.0741086
744,0.24626347
745,0.12310082
746,0.16907829
747,0.16422299
748,0.41449484
749,0.049387008
750,0.13389081
751,0.06196657
752,0.21399951
753,0.08591157
754,0.09983623
755,0.06218207
756,0.34856826
757,0.23033962
758,0.40442443
759,0.14201114
760,0.28694957
761,0.079737276
762,0.15831265
763,0.09081903
764,0.1654017
765,0.32961118
766,0.22361112
767,0.27850235
768,0.08408904
769,0.25163665
770,0.06705737
771,0.111554146
772,0.121151805
773,0.053586125
774,0.21248055
775,0.54637814
776,0.11872569
777,0.07444653
778,0.09462994
779,0.092680246
780,0.07795861
781,0.3581574
782,0.15609911
783,0.123179495
784,0.10258061
785,0.24632546
786,0.1796295
787,0.30226004
788,0.33139288
789,0.18212545
790,0.14137518
791,0.5721435
792,0.30697685
793,0.15528342
794,0.288853
795,0.40390635
796,0.12734902
797,0.11606324
798,0.16687578
799,0.23584053
800,0.24163947
801,0.16314483
802,0.03141895
803,0.23553926
804,0.23488572
805,0.42100137
806,0.30920482
807,0.1266801
808,0.9840776
809,0.9565053
810,0.13665858
811,0.30274653
812,0.027537435
813,0.068663836
814,0.5232503
815,0.24934947
816,0.054626405
817,0.30405033
818,0.2067515
819,0.21956533
820,0.09997752
821,0.18984383
822,0.2458815
823,0.2649697
824,0.082137674
825,0.07992476
826,0.1284793
827,0.14743972
828,0.0603486
829,0.086013734
830,0.0856016
831,0.35711604
832,0.61617434
833,0.35829368
834,0.29899657
835,0.50016326
836,0.35719115
837,0.18736833
838,0.074184895
839,0.09304464
840,0.083916515
841,0.16886672
842,0.44607842
843,0.18906999
844,0.24594784
845,0.32975134
846,0.40930587
847,0.13969433
848,0.4157954
849,0.09020129
850,0.20125884
851,0.06506607
852,0.12142691
853,0.031565964
854,0.09381488
855,0.101718485
856,0.09178746
857,0.20064813
858,0.16735184
859,0.06670776
860,0.025350302
861,0.11660075
862,0.07987061
863,0.47794846
864,0.09885782
865,0.1558854
866,0.037359506
867,0.10119018
868,0.10890466
869,0.072496146
870,0.11156365
871,0.20687968
872,0.10089865
873,0.2605294
874,0.091771275
875,0.12966377
876,0.11979017
877,0.07474807
878,0.13651878
879,0.026379496
880,0.16238922
881,0.074786395
882,0.22541824
883,0.070366144
884,0.14325708
885,0.055663288
886,0.09446144
887,0.045329273
888,0.1291188
889,0.05041015
890,0.10217434
891,0.4326473
892,0.28890216
893,0.14131305
894,0.6493951
895,0.103411496
896,0.79280305
897,0.14238724
898,0.10934204
899,0.13221356
900,0.08255193
901,0.05540535
902,0.04507783
903,0.16523781
904,0.09399298
905,0.16455674
906,0.114253074
907,0.04681754
908,0.07806265
909,0.10961577
910,0.2957185
911,0.20446554
912,0.05398503
913,0.10062793
914,0.10139626
915,0.623405
916,0.5182522
917,0.10219225
918,0.16769329
919,0.10794145
920,0.09451863
921,0.04741302
922,0.13836002
923,0.15143833
924,0.08847085
925,0.15033847
926,0.5342546
927,0.23132369
928,0.07453421
929,0.653441
930,0.040994227
931,0.17135549
932,0.884141
933,0.10113731
934,0.15752658
935,0.10542244
936,0.12132257
937,0.090090334
938,0.1870862
939,0.330292
940,0.050564826
941,0.09624794
942,0.19401288
943,0.4072599
944,0.0845547
945,0.12344298
946,0.0764353
947,0.45255888
948,0.06278989
949,0.17293522
950,0.17626029
951,0.046110034
952,0.031267464
953,0.044880003
954,0.28177324
955,0.027595967
956,0.03628987
957,0.0181306
958,0.012925535
959,0.04392472
960,0.06140071
961,0.116131306
962,0.03855005
963,0.030246794
964,0.04225573
965,0.07844612
966,0.057938546
967,0.029603243
968,0.050179183
969,0.053661972
970,0.040516317
971,0.056570888
972,0.020576835
973,0.04630226
974,0.083069265
975,0.13056198
976,0.045336545
977,0.074890286
978,0.035155565
979,0.03606218
980,0.017470598
981,0.06708205
982,0.074254245
983,0.06338695
984,0.0871129
985,0.07271281
986,0.047824293
987,0.091412544
988,0.47598717
989,0.052702516
990,0.09884891
991,0.07593846
992,0.038350374
993,0.020931125
994,0.086913556
995,0.09353778
996,0.05208674
997,0.06640634
998,0.13909775
999,0.017210275
1000,0.066090316
1001,0.06599766
1002,0.057004124
1003,0.09421277
1004,0.14459726
1005,0.06371254
1006,0.07340175
1007,0.05223024
1008,0.0334872
1009,0.036408246
1010,0.06747654
1011,0.07732865
1012,0.15807441
1013,0.05231598
1014,0.11024824
1015,0.0684551
1016,0.10564077
1017,0.09335184
1018,0.6463898
1019,0.060811907
1020,0.08549115
1021,0.1452131
1022,0.049205452
1023,0.09915006
1024,0.11717659
1025,0.12222928
1026,0.1945863
1027,0.073153675
1028,0.03567618
1029,0.31515372
1030,0.07227522
1031,0.22090086
1032,0.047806054
1033,0.08313838
1034,0.119027555
1035,0.20669472
1036,0.33822006
1037,0.38698143
1038,0.07894194
1039,0.2183258
1040,0.040401608
1041,0.131408
1042,0.023630917
1043,0.1247755
1044,0.08163348
1045,0.06917888
1046,0.19832316
1047,0.06002024
1048,0.147255
1049,0.149652
1050,0.058001578
1051,0.057761192
1052,0.05022213
1053,0.05887848
1054,0.06884071
1055,0.041546643
1056,0.10039055
1057,0.74471205
1058,0.01639402
1059,0.2012361
1060,0.28119722
1061,0.79745615
1062,0.7893493
1063,0.9347837
1064,0.72982556
1065,0.11996281
1066,0.2622451
1067,0.15504128
1068,0.36816514
1069,0.08121854
1070,0.7682666
1071,0.27067947
1072,0.35420778
1073,0.75202185
1074,0.24238247
1075,0.76220423
1076,0.9182228
1077,0.8916373
1078,0.22178778
1079,0.326963
1080,0.18241271
1081,0.16743582
1082,0.6630245
1083,0.19844574
1084,0.25291356
1085,0.9208358
1086,0.13709244
1087,0.34781092
1088,0.5274773
1089,0.9300518
1090,0.8227699
1091,0.109066784
1092,0.2613724
1093,0.32875177
1094,0.12716362
1095,0.8393407
1096,0.9445845
1097,0.65502554
1098,0.14268321
1099,0.99687314
1100,0.6780443
1101,0.99665594
1102,0.9970495
1103,0.99628174
1104,0.8654331
1105,0.49782735
1106,0.45492828
1107,0.9515637
1108,0.7307877
1109,0.31523865
1110,0.52853477
1111,0.98180723
1112,0.15234083
1113,0.2946746
1114,0.24091229
1115,0.38619456
1116,0.89470613
1117,0.24752742
1118,0.4610173
1119,0.92981523
1120,0.9206631
1121,0.21313554
1122,0.17010412
1123,0.24618715
1124,0.9608659
1125,0.260902
1126,0.7377839
1127,0.9524884
1128,0.98241866
1129,0.43401158
1130,0.21828339
1131,0.8749374
1132,0.78009415
1133,0.94562536
1134,0.9833612
1135,0.9877234
1136,0.99214405
1137,0.9839474
1138,0.96384364
1139,0.95646393
1140,0.99916637
1141,0.53711927
1142,0.9495275
1143,0.9844432
1144,0.99107444
1145,0.9954119
1146,0.9945709
1147,0.9872544
1148,0.917086
1149,0.9900977
1150,0.98363686
1151,0.9954521
1152,0.9941259
1153,0.9984856
1154,0.9562733
1155,0.6980063
1156,0.9833612
1157,0.34435835
1158,0.9990382
1159,0.99135506
1160,0.30539483
1161,0.9320533
1162,0.9820445
1163,0.9916276
1164,0.92660916
1165,0.99292326
1166,0.94631886
1167,0.5386732
1168,0.97085893
1169,0.97062624
1170,0.9764428
1171,0.9041163
1172,0.86451507
1173,0.9794717
1174,0.2635721
1175,0.99295413
1176,0.9936948
1177,0.9705899
1178,0.094254255
1179,0.98478127
1180,0.9827062
1181,0.94360656
1182,0.97946733
1183,0.7694943
1184,0.9842048
1185,0.98589665
1186,0.91112447
1187,0.9345738
1188,0.9951
1189,0.95875
1190,0.7706478
1191,0.98539394
1192,0.61554563
1193,0.29081786
1194,0.57611525
1195,0.387326
1196,0.6776061
1197,0.5638189
1198,0.7422521
1199,0.67850405
1200,0.2594021
1201,0.46732748
1202,0.83682144
1203,0.4249236
1204,0.6179604
1205,0.9781463
1206,0.8288034
1207,0.30454046
1208,0.634102
1209,0.86726284
1210,0.78206784
1211,0.19710904
1212,0.54195243
1213,0.95701015
1214,0.3153178
1215,0.8376727
1216,0.42476204
1217,0.6074621
1218,0.684789
1219,0.24273881
1220,0.64776003
1221,0.27218348
1222,0.75138074
1223,0.5952952
1224,0.71031874
1225,0.23082858
1226,0.45172688
1227,0.9950391
1228,0.8758657
1229,0.69738907
1230,0.3897126
1231,0.5313387
1232,0.2546535
1233,0.984576
1234,0.82892036
1235,0.7861386
1236,0.28196692
1237,0.91428685
1238,0.06718376
1239,0.76116085
1240,0.508081
1241,0.69512296
1242,0.24426332
1243,0.7042711
1244,0.97360957
1245,0.97219396
1246,0.19407871
1247,0.3136586
1248,0.942721
1249,0.39591482
1250,0.21479511
1251,0.24426332
1252,0.89121264
1253,0.48257443
1254,0.49414387
1255,0.51560634
1256,0.40165353
1257,0.32632938
1258,0.9987296
1259,0.9445627
1260,0.9268445
1261,0.94137216
1262,0.96754473
1263,0.16816017
1264,0.986467
1265,0.109102964
1266,0.10793075
1267,0.112399876
1268,0.10944614
1269,0.15985796
1270,0.157338
1271,0.3103717
1272,0.02531606
1273,0.09366271
1274,0.31617695
1275,0.19675022
1276,0.0672988
1277,0.39922816
1278,0.20145363
1279,0.94708264
1280,0.11607471
1281,0.13591415
1282,0.12501115
1283,0.17716798
1284,0.39922816
1285,0.1873726
1286,0.03354019
1287,0.06285438
1288,0.09977165
1289,0.99845314
1290,0.24002773
1291,0.23133293
1292,0.17006099
1293,0.296009
1294,0.25877196
1295,0.68553483
1296,0.09738669
1297,0.20644027
1298,0.06750411
1299,0.25753793
1300,0.40681887
1301,0.13750494
1302,0.034057736
1303,0.25934833
1304,0.24518517
1305,0.17358035
1306,0.17187741
1307,0.17763484
1308,0.538674
1309,0.98728323
1310,0.1768935
1311,0.0555785
1312,0.39438698
1313,0.051104337
1314,0.09711662
1315,0.101195246
1316,0.2596118
1317,0.20475364
1318,0.15837121
1319,0.09917921
1320,0.2517745
1321,0.101196796
1322,0.12815782
1323,0.2697549
1324,0.8946748
1325,0.191879
1326,0.35872024
1327,0.019747615
1328,0.24521431
1329,0.09130627
1330,0.587324
1331,0.48469594
1332,0.570458
1333,0.25852504
1334,0.34088695
1335,0.78468907
1336,0.8340937
1337,0.51632667
1338,0.18116763
1339,0.8272562
1340,0.7090825
1341,0.36733985
1342,0.44228682
1343,0.6183201
1344,0.38372466
1345,0.6721641
1346,0.64173424
1347,0.26518893
1348,0.4512221
1349,0.27498266
1350,0.48342276
1351,0.9868187
1352,0.677284
1353,0.56734437
1354,0.42783618
1355,0.6435213
1356,0.40448385
1357,0.98792934
1358,0.781368
1359,0.29941905
1360,0.9330325
1361,0.6897851
1362,0.36688665
1363,0.7077043
1364,0.7347871
1365,0.2749824
1366,0.85884863
1367,0.7861347
1368,0.7312501
1369,0.6928607
1370,0.6458997
1371,0.7147356
1372,0.9912329
1373,0.9752553
1374,0.59551847
1375,0.38992864
1376,0.7728076
1377,0.8847523
1378,0.1950171
1379,0.9290543
1380,0.81700575
1381,0.8915611
1382,0.60934544
1383,0.2830686
1384,0.9911114
1385,0.89974767
1386,0.55002606
1387,0.3518521
1388,0.81807566
1389,0.99551594
1390,0.54494256
1391,0.63495046
1392,0.08736715
1393,0.83550215
1394,0.7952881
1395,0.98749584
1396,0.9893794
1397,0.9620769
1398,0.4370282
1399,0.9947025
1400,0.75646067
1401,0.72754407
1402,0.90917677
1403,0.7814728
1404,0.20154491
1405,0.40966526
1406,0.1075474
1407,0.89190817
1408,0.1729902
1409,0.63954335
1410,0.92906034
1411,0.9881117
1412,0.84920365
1413,0.26871568
1414,0.989848
1415,0.23887816
1416,0.84916854
1417,0.944733
1418,0.55634
1419,0.9840677
1420,0.9712664
1421,0.26509392
1422,0.9905753
1423,0.9383255
1424,0.20333606
1425,0.9532603
1426,0.25827402
1427,0.9583684
1428,0.12690032
1429,0.39098078
1430,0.5947702
1431,0.35769618
1432,0.39605346
1433,0.9164977
1434,0.96647894
1435,0.16166162
1436,0.29851022
1437,0.21227345
1438,0.20071712
1439,0.29211056
1440,0.15695283
1441,0.95324457
1442,0.60263294
1443,0.84237087
1444,0.1387833
1445,0.33133066
1446,0.12392464
1447,0.15165868
1448,0.39831698
1449,0.8654064
1450,0.24053577
1451,0.36087084
1452,0.23062333
1453,0.26779115
1454,0.34757248
1455,0.18755755
1456,0.42161894
1457,0.9613273
1458,0.24987426
1459,0.84451616
1460,0.6651468
1461,0.40991303
1462,0.110428035
1463,0.555413
1464,0.7989341
1465,0.45454746
1466,0.21211296
1467,0.34923595
1468,0.1764105
1469,0.15982127
1470,0.78360254
1471,0.17734715
1472,0.49188077
1473,0.089428514
1474,0.35966408
1475,0.3122161
1476,0.06547025
1477,0.08005354
1478,0.4053595
1479,0.6458946
1480,0.13733742
1481,0.26234174
1482,0.10740456
1483,0.2862598
1484,0.26809418
1485,0.18232253
1486,0.32713136
1487,0.8267431
1488,0.20307794
1489,0.17592484
1490,0.045363486
1491,0.96037817
1492,0.23387915
1493,0.7512357
1494,0.20331243
1495,0.29718786
1496,0.5275189
1497,0.862146
1498,0.59683996
1499,0.935061
1500,0.3269555
1501,0.99184287
1502,0.98811793
1503,0.9955386
1504,0.964183
1505,0.965821
1506,0.99248564
1507,0.09526506
1508,0.1333476
1509,0.9410126
1510,0.9937173
1511,0.43198276
1512,0.6158709
1513,0.6677984
1514,0.9252697
1515,0.93283784
1516,0.9911263
1517,0.8361343
1518,0.99121034
1519,0.87844706
1520,0.136385
1521,0.8980101
1522,0.8605161
1523,0.21984357
1524,0.30743295
1525,0.65950614
1526,0.29349244
1527,0.34405032
1528,0.43298578
1529,0.82316947
1530,0.9502443
1531,0.839847
1532,0.09645718
1533,0.9792708
1534,0.4808145
1535,0.18702564
1536,0.9775092
1537,0.11174852
1538,0.9808775
1539,0.99946576
1540,0.99990225
1541,0.82866055
1542,0.2887067
1543,0.36462504
1544,0.6161261
1545,0.9017036
1546,0.116404206
1547,0.3091693
1548,0.37100363
1549,0.9049978
1550,0.9419688
1551,0.33659783
1552,0.4456425
1553,0.88875127
1554,0.18327877
1555,0.14080492
1556,0.17273957
1557,0.8862181
1558,0.9304571
1559,0.9512596
1560,0.13642383
1561,0.1507223
1562,0.08016124
1563,0.33262724
1564,0.08625263
1565,0.13373822
1566,0.20089859
1567,0.36832944
1568,0.12718245
1569,0.12590566
1570,0.82078475
1571,0.4665828
1572,0.21739483
1573,0.11348778
1574,0.11374378
1575,0.21719405
1576,0.14549777
1577,0.05582267
1578,0.12472379
1579,0.4255504
1580,0.14549777
1581,0.46144506
1582,0.21605796
1583,0.36066842
1584,0.12536159
1585,0.12343535
1586,0.9970764
1587,0.9982675
1588,0.26485485
1589,0.40371984
1590,0.20137122
1591,0.4170408
1592,0.09614998
1593,0.18848562
1594,0.7179658
1595,0.053589523
1596,0.9403566
1597,0.1139698
1598,0.76411986
1599,0.11176309
1600,0.37316173
1601,0.9030606
1602,0.4186979
1603,0.22561702
1604,0.40786332
1605,0.4198391
1606,0.083791554
1607,0.16136548
1608,0.62275624
1609,0.4251983
1610,0.32189327
1611,0.14164644
1612,0.23761076
1613,0.6247768
1614,0.40507317
1615,0.11012602
1616,0.6472478
1617,0.32176572
1618,0.49513045
1619,0.2018066
1620,0.16755182
1621,0.5943952
1622,0.2404229
1623,0.7695515
1624,0.13074178
1625,0.7441001
1626,0.49594432
1627,0.46616435
1628,0.5962619
1629,0.26177877
1630,0.5693042
1631,0.41843474
1632,0.44251522
1633,0.32474732
1634,0.023621202
1635,0.2306709
1636,0.08193886
1637,0.8009938
1638,0.20950922
1639,0.18781692
1640,0.38589317
1641,0.7832819
1642,0.08476776
1643,0.14652154
1644,0.43818957
1645,0.24380755
1646,0.077014536
1647,0.3921499
1648,0.2743332
1649,0.17706597
1650,0.29229826
1651,0.05019337
1652,0.13054764
1653,0.069280714
1654,0.1532704
1655,0.23909187
1656,0.1101622
1657,0.10719752
1658,0.076619506
1659,0.100863606
1660,0.12500265
1661,0.19221833
1662,0.07274687
1663,0.27916563
1664,0.09781274
1665,0.08262882
1666,0.13901407
1667,0.22283089
1668,0.10008463
1669,0.10155445
1670,0.06597948
1671,0.34069878
