,w2v_net
498,0.022363245
499,0.9999666
500,0.9999666
501,0.0311355
502,0.37883148
503,0.106140494
504,0.9999666
505,0.9999666
506,0.9999666
507,0.17796391
508,0.9999666
509,0.098881036
510,0.9999666
511,0.9999666
512,0.9999666
513,0.99648523
514,0.9999666
515,0.07205492
516,0.9999666
517,0.051615328
518,0.007689804
519,0.48146224
520,0.009039164
521,0.02801463
522,0.08049339
523,0.018266052
524,0.012823224
525,0.00040894747
526,0.0019759238
527,0.0070695877
528,0.028612792
529,0.46659565
530,0.013586998
531,0.0023548603
532,0.00040894747
533,0.7682648
534,0.007243663
535,0.014294267
536,0.005199462
537,0.00095042586
538,0.014735311
539,0.06538567
540,0.00025713444
541,0.0872798
542,0.015221566
543,0.01817751
544,0.94984365
545,0.7833526
546,0.07006201
547,0.51147246
548,0.5226743
549,0.0012368262
550,0.14776874
551,0.020157933
552,0.2367548
553,0.2188057
554,0.16477084
555,0.04835707
556,0.3066868
557,0.17978048
558,0.15117809
559,0.15034118
560,0.02281046
561,0.0066972375
562,0.01156792
563,0.8402036
564,0.002044946
565,0.0067975223
566,0.12184045
567,0.006799698
568,0.21609184
569,0.51147246
570,0.044627964
571,0.19641575
572,0.00743261
573,0.75836736
574,0.1084677
575,0.2657826
576,0.58980423
577,0.7369282
578,0.6547662
579,0.7119832
580,0.73237
581,0.62523174
582,0.45101577
583,0.8685143
584,0.58980423
585,0.9682007
586,0.7026968
587,0.61669874
588,0.73993635
589,0.6331786
590,0.630469
591,0.61669874
592,0.62717617
593,0.4484275
594,0.29080957
595,0.0870263
596,0.9953462
597,0.1084677
598,0.3615697
599,0.8421721
600,0.20289207
601,0.58980423
602,0.77548844
603,0.62717617
604,0.62717617
605,0.054947674
606,0.62717617
607,0.8421721
608,0.58980423
609,0.4022989
610,0.9618026
611,0.91849566
612,0.47125113
613,0.072620034
614,0.8942204
615,0.79128
616,0.9319225
617,0.9996017
618,0.11313406
619,0.33939028
620,0.29490444
621,0.8916807
622,0.6248468
623,0.9951235
624,0.9618026
625,0.9813377
626,0.81627154
627,0.44273823
628,0.89353883
629,0.685833
630,0.9618026
631,0.057491332
632,0.7011713
633,0.8942204
634,0.9618026
635,0.8942204
636,0.99988574
637,0.86216974
638,0.99860597
639,0.9590435
640,0.00031876564
641,0.0006482601
642,0.0028638542
643,0.037175983
644,0.0009928644
645,0.0024089217
646,0.02424419
647,0.98391736
648,0.0012076795
649,0.97296226
650,0.09442389
651,0.021333247
652,0.20183498
653,0.9999852
654,0.99989706
655,7.860104e-06
656,0.036138266
657,0.00286147
658,0.79458046
659,0.04666379
660,0.042925924
661,0.28712818
662,0.025010169
663,0.00012308692
664,0.02403903
665,0.28245312
666,0.00030717254
667,9.62207e-05
668,0.0074782968
669,0.9999198
670,0.02022776
671,0.18798542
672,0.17894521
673,0.098493844
674,0.0058920383
675,0.0373649
676,0.019488841
677,4.2945478e-05
678,0.015341371
679,0.0046619177
680,0.31361717
681,0.015668958
682,0.0038201213
683,0.0038201213
684,0.103016734
685,0.0041410923
686,0.0034176707
687,0.007553309
688,9.5290426e-07
689,0.010648727
690,0.046857506
691,0.15396836
692,0.037181526
693,0.016896278
694,1.02485365e-05
695,0.0069722235
696,0.1187745
697,0.08932814
698,0.049530983
699,0.00197047
700,0.121308446
701,2.0646921e-06
702,0.021391958
703,0.019021481
704,0.0058790743
705,0.0016743541
706,0.004324436
707,0.006027013
708,0.027273744
709,0.045333385
710,0.11739564
711,0.10893324
712,0.0018653572
713,0.0015545189
714,0.0020969808
715,0.12165347
716,0.016757697
717,0.03250888
718,0.072395176
719,0.46449143
720,0.31033632
721,0.014412254
722,0.2387465
723,0.217421
724,0.03952092
725,0.10750106
726,0.008623362
727,0.046169043
728,0.39063573
729,0.005435556
730,0.006085634
731,0.09264144
732,0.11045846
733,0.67102665
734,0.0077910125
735,0.45313883
736,0.216651
737,0.20766014
738,0.1397185
739,0.012145132
740,0.07812449
741,0.065909326
742,0.003281951
743,0.0011276603
744,0.9919232
745,0.093390256
746,0.07605699
747,0.055445224
748,0.060255677
749,0.03943792
750,0.05911103
751,0.060622096
752,0.34668007
753,0.32896245
754,0.16192031
755,0.1205917
756,0.31067246
757,0.30648625
758,0.0022636652
759,0.0136009455
760,0.057484537
761,0.12679446
762,0.09495935
763,0.033733934
764,0.25625473
765,0.26856023
766,0.00042682886
767,0.10276073
768,0.019320458
769,0.13257512
770,0.12989524
771,0.042537212
772,0.049548954
773,0.035513937
774,0.19684285
775,0.8636147
776,0.043963134
777,2.2530112e-05
778,0.00035068393
779,0.10766888
780,0.060774833
781,0.05632782
782,0.105962366
783,1.611282e-05
784,0.032970488
785,0.41818273
786,0.0020166934
787,0.014960974
788,0.052521497
789,0.72325325
790,0.014466971
791,0.029509723
792,0.104485005
793,0.034630507
794,0.0024193823
795,0.052521497
796,0.02604258
797,0.05971232
798,0.19891596
799,0.009988785
800,0.15914181
801,7.5716176e-05
802,0.17004094
803,0.0074729323
804,0.012071699
805,0.15046641
806,0.002588302
807,0.02938047
808,0.9998108
809,0.2455545
810,0.010581553
811,1.7407461e-11
812,0.07969785
813,1.4816317e-05
814,0.038747966
815,0.0026617646
816,0.0018370152
817,0.035067648
818,0.009043157
819,0.17903668
820,6.3823536e-05
821,0.57668597
822,0.01998502
823,0.00025969744
824,9.12038e-07
825,0.0007081032
826,0.0007580817
827,0.00017547607
828,0.00052803755
829,0.028069437
830,0.0068035126
831,0.05793965
832,0.018998533
833,6.4676016e-05
834,0.25177583
835,0.13955867
836,0.942317
837,0.089205086
838,0.00094920397
839,0.002740413
840,0.0006990135
841,0.0029218793
842,0.3759742
843,0.013639271
844,0.00020819902
845,0.0045695305
846,0.018178165
847,0.17040977
848,0.008554071
849,0.004187107
850,0.022452772
851,0.023048848
852,0.016392618
853,0.00026860833
854,0.10797003
855,0.41726825
856,0.032621562
857,0.26970342
858,0.020071775
859,0.19387475
860,0.00462541
861,0.06799704
862,0.0037707686
863,0.35551375
864,0.03370899
865,0.026479334
866,0.002741009
867,0.00028666854
868,0.015714139
869,0.0068430305
870,0.00017303228
871,0.019113183
872,0.01506713
873,0.11346638
874,0.0006130636
875,0.4003444
876,0.015451431
877,0.0042740107
878,1.497732e-05
879,0.039426714
880,0.021316767
881,0.018757135
882,0.6957967
883,0.005781859
884,0.0017490983
885,0.00010074864
886,0.0010918379
887,0.002006203
888,0.018922329
889,0.0002452731
890,0.031730235
891,0.23577866
892,0.035312057
893,0.026619643
894,0.96397054
895,0.96032035
896,0.51075685
897,0.02974549
898,0.016830146
899,0.0428558
900,0.046378464
901,4.6988007e-05
902,0.04687035
903,0.043061405
904,0.037589014
905,0.03548935
906,0.040520012
907,0.062214017
908,1.2222687e-05
909,0.00039181113
910,0.008943677
911,0.011663437
912,0.00072431564
913,0.014678359
914,0.011682212
915,0.7589753
916,0.003256917
917,0.009660244
918,0.02145788
919,0.02443549
920,0.035083026
921,0.1043697
922,0.0036790073
923,0.0031695068
924,0.006574422
925,0.09410709
926,0.9253397
927,0.040766805
928,0.045210093
929,0.82477665
930,0.14347628
931,0.10406941
932,0.77265143
933,0.091998905
934,0.039762378
935,0.006065339
936,0.3008221
937,0.013012022
938,0.40755495
939,0.11195499
940,0.0035159588
941,0.020503253
942,0.03392452
943,0.21428418
944,0.028142393
945,0.09437084
946,0.08255535
947,0.17967737
948,0.0019290447
949,0.6036033
950,0.006921679
951,0.0036434531
952,0.00243178
953,0.00243178
954,0.08509335
955,0.00017720461
956,0.002521038
957,5.2920957e-05
958,5.2920957e-05
959,8.503035e-05
960,0.0012909472
961,0.018309444
962,0.00243178
963,0.003055483
964,0.013298571
965,0.08765966
966,0.0060648024
967,0.00033909082
968,0.0005172491
969,0.0156371
970,0.003055483
971,0.013298571
972,5.2920957e-05
973,0.0052823126
974,0.0156371
975,0.0123800635
976,0.00036168098
977,0.0156371
978,0.0013802648
979,0.017367274
980,5.2920957e-05
981,0.0156371
982,0.0243299
983,0.0060648024
984,0.038508177
985,0.019334137
986,0.0063512623
987,0.010606617
988,0.76717377
989,0.048070997
990,0.02985859
991,0.7227051
992,0.00089257956
993,0.000402987
994,0.001377672
995,0.00012731552
996,0.007801205
997,0.045551658
998,0.0028823316
999,0.058876604
1000,0.0050427914
1001,0.002866447
1002,0.0006739497
1003,0.029689223
1004,0.0008843541
1005,0.08693528
1006,0.0276618
1007,0.04541126
1008,0.0066923797
1009,0.13252208
1010,0.013895333
1011,0.0006169379
1012,0.032678366
1013,0.022550166
1014,0.35265756
1015,0.95614266
1016,0.0023786724
1017,0.054859906
1018,0.50352603
1019,0.00038319826
1020,0.00049746037
1021,0.00070640445
1022,0.0023813248
1023,0.0028982162
1024,0.013909966
1025,0.10836288
1026,0.033855766
1027,2.9400935e-06
1028,0.0007998049
1029,0.052027285
1030,0.0016908348
1031,0.12784463
1032,0.0048961043
1033,0.00097057223
1034,0.0016030967
1035,0.013295144
1036,0.048377693
1037,0.072935045
1038,2.9400935e-06
1039,0.03063798
1040,0.042515576
1041,0.005100906
1042,0.0037333667
1043,0.031356484
1044,0.01313895
1045,0.0023813248
1046,0.0962868
1047,0.0009662211
1048,0.026531726
1049,0.0073263943
1050,0.011333972
1051,0.0050861835
1052,0.0013886094
1053,0.0037268996
1054,0.0073105395
1055,0.005630493
1056,0.004135996
1057,0.028638572
1058,0.0011642873
1059,0.49206862
1060,0.058061242
1061,0.9902885
1062,0.031341165
1063,0.9988104
1064,0.9967163
1065,0.044757783
1066,0.14479217
1067,0.076912135
1068,0.466761
1069,0.0004155934
1070,0.980582
1071,0.0105724335
1072,0.013952911
1073,0.9898946
1074,0.13761497
1075,0.980582
1076,0.9999916
1077,0.8854836
1078,0.010749429
1079,0.018857569
1080,0.28973264
1081,0.1478847
1082,0.034000546
1083,0.9977437
1084,0.009634733
1085,0.98504066
1086,0.18775016
1087,0.4287358
1088,0.92216927
1089,0.9936877
1090,0.9967163
1091,0.03260714
1092,0.00088337064
1093,0.03646046
1094,0.01857543
1095,0.99547666
1096,0.9963518
1097,0.007780105
1098,0.038152337
1099,0.99924564
1100,0.92348504
1101,0.9999301
1102,0.9970025
1103,0.9999988
1104,0.96886814
1105,0.007984042
1106,0.076848775
1107,0.9999569
1108,0.5059131
1109,0.007984042
1110,0.93904567
1111,0.996578
1112,0.06338084
1113,0.21525842
1114,0.8833922
1115,0.15571013
1116,0.9987259
1117,0.098278195
1118,0.0028175116
1119,0.998248
1120,0.89796585
1121,0.96757865
1122,0.004712194
1123,0.0070397556
1124,0.9688641
1125,0.07516709
1126,0.2664271
1127,0.99686205
1128,0.94092566
1129,0.061264783
1130,0.083372384
1131,0.9814755
1132,0.99953365
1133,0.99995214
1134,0.99991435
1135,0.99962676
1136,0.99971926
1137,0.996227
1138,0.9998304
1139,0.999945
1140,0.99982494
1141,0.9911361
1142,0.99995214
1143,0.9999994
1144,0.99999964
1145,0.99999964
1146,0.99999964
1147,0.99999964
1148,1.0
1149,0.9999931
1150,0.9999989
1151,0.99999964
1152,0.9999997
1153,0.9978411
1154,0.99995935
1155,0.42918777
1156,0.99991435
1157,0.15912572
1158,0.99999714
1159,0.99999964
1160,0.067617595
1161,0.9985231
1162,0.99832594
1163,0.9882542
1164,0.24399352
1165,0.99999976
1166,0.9956406
1167,0.6329077
1168,0.9992407
1169,0.9941195
1170,0.9994943
1171,0.984668
1172,0.99646485
1173,0.9994943
1174,0.34366924
1175,0.99994946
1176,0.9994943
1177,0.9996828
1178,0.031811446
1179,0.9994943
1180,0.9994943
1181,0.9949443
1182,0.99952126
1183,0.981424
1184,0.9994943
1185,0.9994943
1186,0.24399352
1187,0.9953953
1188,0.9999931
1189,0.99713683
1190,0.6586717
1191,0.9994943
1192,0.65340066
1193,0.067617595
1194,0.82313806
1195,0.62607586
1196,0.993793
1197,0.7267226
1198,0.9918259
1199,0.97970545
1200,0.13125783
1201,0.9927443
1202,0.98615336
1203,0.26030403
1204,0.14170757
1205,0.9996486
1206,0.052824706
1207,0.62403053
1208,0.8279296
1209,0.9993062
1210,0.55946726
1211,0.992798
1212,0.33373213
1213,0.99818933
1214,0.6449311
1215,0.9130121
1216,0.9640616
1217,0.92449474
1218,0.9153503
1219,0.8281795
1220,0.9438749
1221,0.86965716
1222,0.99936116
1223,0.9583514
1224,0.1520055
1225,0.22842434
1226,0.43279698
1227,0.99872696
1228,0.9764929
1229,0.992339
1230,0.20593202
1231,0.9944651
1232,0.20593202
1233,0.9999646
1234,0.99925995
1235,0.99996024
1236,0.8646385
1237,0.99112916
1238,0.056074977
1239,0.966637
1240,0.9150895
1241,0.9372308
1242,0.999382
1243,0.99998295
1244,0.967144
1245,0.9918833
1246,0.3039105
1247,0.14968675
1248,0.9998561
1249,0.8375624
1250,0.6158377
1251,0.999382
1252,0.9968013
1253,0.96732044
1254,0.99844635
1255,0.32584286
1256,0.95932806
1257,0.8784887
1258,0.9998107
1259,0.99992895
1260,0.9874455
1261,0.99935615
1262,0.99914455
1263,0.067442745
1264,0.9999938
1265,0.1455344
1266,0.051870674
1267,0.044185817
1268,0.07466084
1269,0.010197818
1270,0.018661767
1271,0.1065774
1272,0.010209084
1273,0.032896906
1274,0.7120798
1275,0.04470408
1276,0.15752769
1277,0.74982274
1278,0.04692942
1279,0.96516454
1280,0.0916037
1281,0.07129881
1282,0.030519962
1283,0.19720879
1284,0.74982274
1285,0.07028556
1286,0.006742209
1287,0.02940929
1288,0.013284087
1289,0.9993729
1290,0.038246006
1291,0.03216228
1292,0.7127472
1293,0.19005278
1294,0.059410542
1295,0.9271035
1296,0.03547126
1297,0.087016046
1298,0.09299755
1299,0.21403912
1300,0.88773954
1301,0.08855638
1302,0.003972858
1303,0.6317076
1304,0.02981928
1305,0.054738402
1306,0.84677416
1307,0.09465253
1308,0.3357455
1309,0.99925774
1310,0.7534243
1311,0.14064622
1312,0.14487514
1313,0.0056837797
1314,0.12326041
1315,0.7692808
1316,0.1763714
1317,0.14459711
1318,0.22077209
1319,0.023967326
1320,0.08901298
1321,0.38709712
1322,0.1153771
1323,0.99228585
1324,0.8915274
1325,0.075217515
1326,0.20380113
1327,1.08105705e-05
1328,0.026780069
1329,0.015382588
1330,0.9403963
1331,0.7267226
1332,0.14170757
1333,0.81543285
1334,0.30376443
1335,0.98615336
1336,0.83625585
1337,0.4844172
1338,0.3770905
1339,0.96841896
1340,0.9830034
1341,0.097243994
1342,0.5160216
1343,0.97970545
1344,0.79209614
1345,0.99936116
1346,0.9578706
1347,0.29196644
1348,0.27093625
1349,0.86965716
1350,0.29949147
1351,0.99999034
1352,0.6370326
1353,0.9985701
1354,0.3433227
1355,0.5006625
1356,0.9927443
1357,0.9952331
1358,0.59153914
1359,0.58871555
1360,0.99818933
1361,0.9119976
1362,0.17087936
1363,0.96667886
1364,0.8654909
1365,0.6449311
1366,0.96773577
1367,0.99176085
1368,0.9870595
1369,0.88424164
1370,0.06470901
1371,0.96306825
1372,0.999997
1373,0.9999993
1374,0.06470901
1375,0.9999646
1376,0.9902576
1377,0.9887285
1378,0.098397106
1379,1.0
1380,0.9999729
1381,0.97047865
1382,0.9994519
1383,0.44031748
1384,0.9999993
1385,0.99358445
1386,0.06470901
1387,0.99994373
1388,0.8550948
1389,0.99998295
1390,0.06470901
1391,0.99283653
1392,0.011427462
1393,0.8644447
1394,0.7063411
1395,0.9999811
1396,0.9981741
1397,0.9679793
1398,0.07971808
1399,0.9998245
1400,0.52771556
1401,0.85386455
1402,0.9587928
1403,0.9940641
1404,0.12443289
1405,0.9935048
1406,0.21804747
1407,0.99734205
1408,0.19254258
1409,0.9492798
1410,0.99970317
1411,0.9978963
1412,0.9995197
1413,0.7672454
1414,0.99997973
1415,0.81629455
1416,0.90939355
1417,0.99740076
1418,0.049816757
1419,0.99222505
1420,0.9830309
1421,0.07937977
1422,0.9994662
1423,0.9398321
1424,0.9801072
1425,0.9830309
1426,0.42036
1427,0.99999905
1428,0.11989522
1429,0.18108064
1430,0.85129935
1431,0.77904177
1432,0.7924614
1433,0.9807527
1434,0.9906181
1435,0.020019948
1436,0.013679951
1437,0.7842773
1438,0.14459592
1439,0.08291182
1440,0.112342566
1441,0.9989475
1442,0.9203813
1443,0.99457836
1444,0.23426798
1445,0.01606837
1446,0.068065286
1447,0.11090189
1448,0.027086169
1449,0.99700916
1450,0.0044534206
1451,0.01145044
1452,0.010716081
1453,0.0077670515
1454,0.22560957
1455,0.002347231
1456,0.00095409155
1457,0.99449426
1458,0.054025352
1459,0.97556186
1460,0.15190127
1461,0.35609847
1462,0.08285865
1463,0.1302756
1464,0.18233082
1465,0.7920921
1466,0.07448834
1467,0.1352478
1468,0.10588065
1469,0.14868835
1470,0.86906177
1471,0.5427346
1472,0.5183629
1473,0.0045859218
1474,0.14599094
1475,0.85751605
1476,0.06744325
1477,0.058318734
1478,0.27519718
1479,0.5728365
1480,0.050617993
1481,0.27957922
1482,0.12657934
1483,0.05425629
1484,0.031235188
1485,0.2918463
1486,0.29448122
1487,0.8083619
1488,0.11057788
1489,0.26009247
1490,0.0064562857
1491,0.065618336
1492,0.1626479
1493,0.95090693
1494,0.034264714
1495,0.036622554
1496,0.033124924
1497,0.9992219
1498,0.09400007
1499,0.9981943
1500,0.024752527
1501,0.99991
1502,0.99991
1503,0.99991
1504,0.9984124
1505,0.99577916
1506,0.99991
1507,0.17349473
1508,0.118568
1509,0.97676206
1510,0.99991
1511,0.04792896
1512,0.74516165
1513,0.5647418
1514,0.96502197
1515,0.99577916
1516,0.99991
1517,0.9891013
1518,0.99991
1519,0.96502197
1520,0.41236836
1521,0.9958675
1522,0.96502197
1523,0.4034117
1524,0.26333427
1525,0.061042786
1526,0.74491554
1527,0.01939261
1528,0.45876375
1529,0.9186199
1530,0.9664413
1531,0.9822806
1532,0.027731895
1533,0.99889886
1534,0.45876375
1535,0.025793135
1536,0.91490096
1537,0.007348269
1538,0.99962676
1539,0.9997357
1540,0.9837179
1541,0.21807459
1542,0.011357874
1543,0.021711797
1544,0.037069082
1545,0.99487776
1546,0.041024685
1547,0.09952
1548,0.011357874
1549,0.99487776
1550,0.91825444
1551,0.011357874
1552,0.023887932
1553,0.98514485
1554,0.038226724
1555,0.06144464
1556,0.071060866
1557,0.9964563
1558,0.014019072
1559,0.9999925
1560,0.06182435
1561,0.07401192
1562,0.057587653
1563,0.1037887
1564,0.112207085
1565,0.18766743
1566,0.07051289
1567,0.2942233
1568,0.051660776
1569,0.1523076
1570,0.9482888
1571,0.11020911
1572,0.10628468
1573,0.023211747
1574,0.023416191
1575,0.78847873
1576,0.29784074
1577,0.055283308
1578,0.10126382
1579,0.27322328
1580,0.29784074
1581,0.34239876
1582,0.2267183
1583,0.11020911
1584,0.20031333
1585,0.15789765
1586,0.99794704
1587,0.99667263
1588,0.08089602
1589,0.91835654
1590,0.25281984
1591,0.3395669
1592,0.21028876
1593,0.008571148
1594,0.16284671
1595,0.25038543
1596,0.9997676
1597,0.1393584
1598,0.6278539
1599,0.09540981
1600,0.006856948
1601,0.9912323
1602,0.622905
1603,0.5085477
1604,0.21799982
1605,0.16621503
1606,0.10130933
1607,0.043311536
1608,0.9594978
1609,0.32737333
1610,0.063216984
1611,0.047688723
1612,0.12962627
1613,0.97529584
1614,0.876632
1615,0.020775259
1616,0.046096295
1617,0.026746273
1618,0.876632
1619,0.014868468
1620,0.30299115
1621,0.9920521
1622,0.23202679
1623,0.99646485
1624,0.8832884
1625,0.00663656
1626,0.024301797
1627,0.98776054
1628,0.8353263
1629,0.9574015
1630,0.14620632
1631,0.051881284
1632,0.92789686
1633,0.013315439
1634,0.17621863
1635,0.6877321
1636,0.048783332
1637,0.9695092
