,bert_net
190,0.9943702
191,0.99793625
192,0.084466696
193,0.062219143
194,0.49321344
195,0.6872833
196,0.99866235
197,0.9974786
198,0.13267496
199,0.6903118
200,0.8906715
201,0.99712574
202,0.9939034
203,0.9955677
204,0.9967619
205,0.39816302
206,0.10682848
207,0.99519086
208,0.32774395
209,0.08289868
210,0.08662674
211,0.3116091
212,0.1659807
213,0.17001128
214,0.5562388
215,0.6741163
216,0.18888101
217,0.30462253
218,0.98336095
219,0.04355797
220,0.9850242
221,0.64403355
222,0.0876393
223,0.9333995
224,0.72407854
225,0.4823995
226,0.14371216
227,0.87418866
228,0.18888101
229,0.12407434
230,0.46898046
231,0.1941832
232,0.48987603
233,0.046800554
234,0.46299723
235,0.096657574
236,0.18072397
237,0.19744807
238,0.9703703
239,0.97657037
240,0.18097353
241,0.14419624
242,0.111689836
243,0.5379189
244,0.436328
245,0.5199753
246,0.35903984
247,0.30894092
248,0.77223027
249,0.37992334
250,0.6374533
251,0.69753075
252,0.4714749
253,0.803102
254,0.43004927
255,0.2431643
256,0.7387407
257,0.26951486
258,0.2710217
259,0.555351
260,0.56675124
261,0.24155203
262,0.2620144
263,0.28471574
264,0.8440176
265,0.11502847
266,0.7736588
267,0.5848131
268,0.104983985
269,0.7591753
270,0.5146696
271,0.87548745
272,0.09856942
273,0.5373048
274,0.058997184
275,0.117235065
276,0.30527973
277,0.68031603
278,0.31708202
279,0.28444922
280,0.23668289
281,0.12848231
282,0.04242155
283,0.08388555
284,0.28675812
285,0.37199527
286,0.21679223
287,0.6078131
288,0.21770117
289,0.19994098
290,0.15005988
291,0.056230873
292,0.21512434
293,0.04494238
294,0.69961536
295,0.13454244
296,0.15039378
297,0.43241453
298,0.1912952
299,0.39045218
300,0.28022745
301,0.68249
302,0.060679346
303,0.16989452
304,0.24250555
305,0.24790707
306,0.06284484
307,0.204377
308,0.4395092
309,0.27748483
310,0.37972662
311,0.10902792
312,0.17634267
313,0.09467149
314,0.22451782
315,0.14910123
316,0.64267415
317,0.34775054
318,0.17623329
319,0.2105163
320,0.52214116
321,0.46227527
322,0.10595837
323,0.24961752
324,0.13470694
325,0.9541358
326,0.5636592
327,0.2853486
328,0.034085095
329,0.18201786
330,0.30266124
331,0.720436
332,0.3404482
333,0.22006413
334,0.46958017
335,0.40467238
336,0.14926937
337,0.81849086
338,0.0579302
339,0.083227634
340,0.38576233
341,0.48603886
342,0.9219316
343,0.2846586
344,0.085906625
345,0.28045288
346,0.15323508
347,0.24133012
348,0.08661279
349,0.20413652
350,0.2041364
351,0.24133012
352,0.20908538
353,0.35896802
354,0.8981023
355,0.03105545
356,0.12548634
357,0.08066741
358,0.24133006
359,0.103652775
360,0.24133006
361,0.25794077
362,0.70880395
363,0.15134406
364,0.15323508
365,0.24133018
366,0.098082095
367,0.13956615
368,0.722119
369,0.71679056
370,0.15323508
371,0.20413661
372,0.15323514
373,0.20413661
374,0.6534905
375,0.85563505
376,0.44602
377,0.6428225
378,0.2413302
379,0.26482648
380,0.9506815
381,0.9035857
382,0.9794264
383,0.45225406
384,0.31300864
385,0.97374874
386,0.967589
387,0.98322296
388,0.119392514
389,0.57377285
390,0.44392353
391,0.9840411
392,0.63907266
393,0.96366143
394,0.9876617
395,0.9799495
396,0.15549922
397,0.9389498
398,0.8779025
399,0.9081192
400,0.3602124
401,0.22209364
402,0.97762287
403,0.9882473
404,0.2988692
405,0.60107857
406,0.96821463
407,0.3628487
408,0.97878754
409,0.7113013
410,0.9618604
411,0.9935092
412,0.3716652
413,0.31423557
414,0.9406611
415,0.27521992
416,0.94931066
417,0.9918147
418,0.60698247
419,0.15233254
420,0.8128965
421,0.09374356
422,0.051686674
423,0.4811118
424,0.94762754
425,0.9799125
426,0.08967599
427,0.8106302
428,0.11516312
429,0.5570655
430,0.95851934
431,0.11409187
432,0.096565366
433,0.4350417
434,0.9250549
435,0.1435116
436,0.46208808
437,0.9635923
438,0.6267605
439,0.041353732
440,0.04986739
441,0.12717393
442,0.2129201
443,0.7364248
444,0.96448874
445,0.9057845
446,0.80233896
447,0.13765246
448,0.6186993
449,0.9495777
450,0.022948802
451,0.5616167
452,0.9971169
453,0.109312326
454,0.89645725
455,0.97324204
456,0.9922168
457,0.92499983
458,0.9393617
459,0.96380615
460,0.97255826
461,0.35909304
462,0.98676836
463,0.048605233
464,0.06372729
465,0.14918765
466,0.3020547
467,0.7152673
468,0.9912803
469,0.046418935
470,0.8046005
471,0.7666452
472,0.8578237
473,0.93344223
474,0.7037108
475,0.23582688
476,0.23619649
477,0.13071084
478,0.9716293
479,0.05394432
480,0.7447592
481,0.026893318
482,0.08451268
483,0.9935794
484,0.1126754
485,0.12485278
486,0.100785434
487,0.3874219
488,0.22625777
489,0.9320197
490,0.9521626
491,0.96500385
492,0.94452786
493,0.93026066
494,0.33595228
495,0.9521878
496,0.14540774
497,0.18573353
498,0.4148631
499,0.9572419
500,0.9579399
501,0.17285854
502,0.38342643
503,0.082158744
504,0.9611021
505,0.96519727
506,0.950856
507,0.14225605
508,0.96606153
509,0.04218617
510,0.95559347
511,0.9427893
512,0.9584425
513,0.92773384
514,0.9691777
515,0.118397325
516,0.9608493
517,0.15298903
518,0.046295315
519,0.26317513
520,0.13834718
521,0.3269764
522,0.053342104
523,0.077154875
524,0.33029795
525,0.2716884
526,0.26011539
527,0.57550186
528,0.029465199
529,0.28752655
530,0.2014969
531,0.3061176
532,0.41829398
533,0.12039453
534,0.05655375
535,0.41823542
536,0.2597636
537,0.05698642
538,0.16409329
539,0.097118974
540,0.05017394
541,0.09035912
542,0.333853
543,0.26206905
544,0.65263844
545,0.21832061
546,0.13028187
547,0.08161768
548,0.9044151
549,0.08322117
550,0.077192634
551,0.07383329
552,0.23875603
553,0.08765292
554,0.20468011
555,0.11796543
556,0.17516944
557,0.40007573
558,0.09927672
559,0.13358912
560,0.071483105
561,0.2701885
562,0.032844186
563,0.96577305
564,0.31774032
565,0.07218346
566,0.07991102
567,0.18813968
568,0.18014678
569,0.052839696
570,0.17516935
571,0.7030902
572,0.1566621
573,0.9274702
574,0.29033136
575,0.82353246
576,0.830816
577,0.915961
578,0.92964906
579,0.76505554
580,0.83469737
581,0.8125938
582,0.69779193
583,0.3599327
584,0.7370863
585,0.7515496
586,0.9224793
587,0.9050959
588,0.62244606
589,0.77094734
590,0.3178504
591,0.84150016
592,0.8355657
593,0.4610962
594,0.8975805
595,0.123969644
596,0.71650815
597,0.3560284
598,0.76824903
599,0.57907754
600,0.33819234
601,0.7731721
602,0.8652202
603,0.87467724
604,0.8378072
605,0.202811
606,0.85988116
607,0.6115279
608,0.7898381
609,0.5809022
610,0.6908769
611,0.9051478
612,0.8668078
613,0.9012125
614,0.63772714
615,0.73194134
616,0.5847025
617,0.94819826
618,0.36340693
619,0.80348754
620,0.44780105
621,0.24437156
622,0.9729749
623,0.5224859
624,0.69087696
625,0.48933992
626,0.77566564
627,0.90649176
628,0.60226834
629,0.43455726
630,0.6908769
631,0.2620444
632,0.38996917
633,0.65013003
634,0.6908771
635,0.63787395
636,0.94192797
637,0.88126934
638,0.9138814
639,0.70899487
640,0.09217024
641,0.06362015
642,0.085184395
643,0.15475172
644,0.23760214
645,0.05423999
646,0.21954545
647,0.90590155
648,0.14931121
649,0.34462446
650,0.06460366
651,0.33306408
652,0.08507386
653,0.99830526
654,0.954167
655,0.057038963
656,0.06215644
657,0.28352863
658,0.8891245
659,0.06936386
660,0.06404984
661,0.48829055
662,0.21547705
663,0.08370221
664,0.18149543
665,0.07682559
666,0.017629504
667,0.11429286
668,0.21128294
669,0.998654
670,0.05003935
671,0.08239761
672,0.055247396
673,0.2490122
674,0.059299737
675,0.07280058
676,0.038972646
677,0.072831154
678,0.41451925
679,0.07423931
680,0.38801098
681,0.48948768
682,0.040351838
683,0.03474942
684,0.09017694
685,0.14405936
686,0.2787879
687,0.09538165
688,0.07127759
689,0.17587444
690,0.39490956
691,0.19481173
692,0.38803613
693,0.26027304
694,0.034895837
695,0.05498448
696,0.87143385
697,0.23826236
698,0.10045433
699,0.20401749
700,0.08828354
701,0.3217492
702,0.25554985
703,0.2439332
704,0.20407084
705,0.11548811
706,0.39969793
707,0.05690047
708,0.11799523
709,0.18245307
710,0.10620949
711,0.082357645
712,0.3513736
713,0.049426466
714,0.05701062
715,0.21325225
716,0.061380297
717,0.089366674
718,0.14190862
719,0.1600276
720,0.08587441
721,0.080531746
722,0.31723386
723,0.07364237
724,0.057716668
725,0.057033926
726,0.34108227
727,0.24787131
728,0.4284047
729,0.03102845
730,0.12008357
731,0.11782673
732,0.5331341
733,0.16022515
734,0.036459774
735,0.20090967
736,0.12263587
737,0.30273384
738,0.08194184
739,0.066447705
740,0.3861349
741,0.14269823
742,0.11259574
743,0.041288942
744,0.27600116
745,0.090029925
746,0.1836206
747,0.15343618
748,0.7147241
749,0.03740439
750,0.18682125
751,0.03766018
752,0.578404
753,0.24119312
754,0.18371248
755,0.06287292
756,0.31063223
757,0.4645628
758,0.3867666
759,0.2343409
760,0.37509763
761,0.07880378
762,0.34297934
763,0.053551435
764,0.11480668
765,0.09821418
766,0.11046186
767,0.38174468
768,0.040489614
769,0.14323312
770,0.11491072
771,0.10588911
772,0.134884
773,0.051477075
774,0.20599085
775,0.545723
776,0.17103344
777,0.030596733
778,0.049105316
779,0.09184468
780,0.20338503
781,0.15349993
782,0.10109258
783,0.14207721
784,0.067129135
785,0.124343574
786,0.20161587
787,0.23452437
788,0.6522279
789,0.15733719
790,0.10954237
791,0.66421056
792,0.4856198
793,0.11862296
794,0.08455482
795,0.82714826
796,0.017872214
797,0.11695585
798,0.046611637
799,0.42430565
800,0.16396883
801,0.19227266
802,0.09972006
803,0.11075723
804,0.21112269
805,0.4557071
806,0.10090414
807,0.31343585
808,0.9249723
809,0.768926
810,0.076916605
811,0.14317125
812,0.056810588
813,0.07683498
814,0.27201676
815,0.13441768
816,0.09442717
817,0.34884644
818,0.061175644
819,0.07994211
820,0.036911637
821,0.2745373
822,0.19231707
823,0.05383131
824,0.022983521
825,0.19175816
826,0.08960685
827,0.21064487
828,0.06725988
829,0.31729102
830,0.0368537
831,0.18057111
832,0.26579487
833,0.0564197
834,0.099405915
835,0.024172902
836,0.44484857
837,0.0694904
838,0.045094937
839,0.059588283
840,0.022490293
841,0.10328984
842,0.12498587
843,0.13086036
844,0.15742207
845,0.26329437
846,0.18019992
847,0.20577335
848,0.12510806
849,0.08824262
850,0.22694415
851,0.08846295
852,0.101689756
853,0.06419611
854,0.10654506
855,0.09377703
856,0.12953472
857,0.107473075
858,0.11727008
859,0.08344135
860,0.17287233
861,0.10778651
862,0.15347141
863,0.30636695
864,0.08703619
865,0.07671866
866,0.16718489
867,0.012705892
868,0.047079057
869,0.18286741
870,0.15019318
871,0.17643103
872,0.23163801
873,0.54398346
874,0.20610476
875,0.13045865
876,0.09754127
877,0.018585145
878,0.19622162
879,0.078344196
880,0.1764659
881,0.13197413
882,0.41434282
883,0.10382494
884,0.14096582
885,0.049687028
886,0.14275864
887,0.042974204
888,0.08709431
889,0.09751508
890,0.037759423
891,0.3512255
892,0.084730625
893,0.07945508
894,0.29604656
895,0.19464284
896,0.340162
897,0.048606694
898,0.15672886
899,0.06430772
900,0.061761588
901,0.079190046
902,0.10136667
903,0.08990696
904,0.11283001
905,0.12430093
906,0.11484864
907,0.06786999
908,0.06719586
909,0.23927605
910,0.09220931
911,0.49127117
912,0.08864537
913,0.08903456
914,0.017537177
915,0.50662166
916,0.43204135
917,0.06162983
918,0.089928895
919,0.121310115
920,0.101603776
921,0.1667876
922,0.08246851
923,0.04222992
924,0.082479
925,0.13281912
926,0.32820493
927,0.4928006
928,0.047696263
929,0.8983608
930,0.14145309
931,0.08956641
932,0.86933756
933,0.07424304
934,0.08919448
935,0.1683371
936,0.057891876
937,0.13372034
938,0.65275455
939,0.15133137
940,0.029679298
941,0.047602594
942,0.11817363
943,0.35451087
944,0.071038395
945,0.1636064
946,0.084165215
947,0.3048161
948,0.06242302
949,0.3520992
950,0.08474362
951,0.118524075
952,0.023228705
953,0.038671523
954,0.23493102
955,0.07281497
956,0.017759413
957,0.010468572
958,0.008905351
959,0.029464304
960,0.018395156
961,0.054373056
962,0.03224373
963,0.055208057
964,0.038978487
965,0.093274236
966,0.028092593
967,0.0338915
968,0.02107796
969,0.04870984
970,0.037887007
971,0.049886942
972,0.0135216415
973,0.040303618
974,0.06672239
975,0.05870375
976,0.016859055
977,0.06154141
978,0.043046296
979,0.033844948
980,0.007550299
981,0.04409972
982,0.19565976
983,0.027435333
984,0.11282948
985,0.18096441
986,0.2901807
987,0.15463385
988,0.39596465
989,0.07389301
990,0.0925661
991,0.40243948
992,0.08212659
993,0.07889661
994,0.064007044
995,0.21625793
996,0.04904467
997,0.22361222
998,0.10499486
999,0.10012674
1000,0.10260579
1001,0.027779251
1002,0.06533781
1003,0.0955846
1004,0.109568894
1005,0.16897988
1006,0.14274538
1007,0.09272033
1008,0.045943946
1009,0.2331599
1010,0.058815688
1011,0.20584032
1012,0.045455635
1013,0.11241248
1014,0.08095774
1015,0.16661695
1016,0.050008148
1017,0.24898297
1018,0.81927025
1019,0.047697455
1020,0.030729681
1021,0.099190265
1022,0.012820214
1023,0.041649103
1024,0.13507348
1025,0.19172126
1026,0.2981571
1027,0.025561213
1028,0.08930588
1029,0.4281693
1030,0.012072444
1031,0.19561806
1032,0.047998697
1033,0.046049356
1034,0.026297212
1035,0.55709684
1036,0.7333094
1037,0.40795466
1038,0.08960709
1039,0.1231904
1040,0.11301097
1041,0.06990889
1042,0.02353558
1043,0.04326108
1044,0.07099992
1045,0.018138975
1046,0.35740113
1047,0.07303828
1048,0.124118626
1049,0.1285485
1050,0.111577064
1051,0.033111125
1052,0.0427925
1053,0.034876972
1054,0.022716254
1055,0.07495034
1056,0.030956209
1057,0.90267515
1058,0.021138817
1059,0.073206365
1060,0.29566783
1061,0.960518
1062,0.64504576
1063,0.9922557
1064,0.89847803
1065,0.4000966
1066,0.05851087
1067,0.08907735
1068,0.43900892
1069,0.4055768
1070,0.910512
1071,0.10412431
1072,0.34594807
1073,0.84742343
1074,0.21379176
1075,0.9741729
1076,0.9867066
1077,0.9775547
1078,0.14897168
1079,0.028250217
1080,0.21183538
1081,0.1535618
1082,0.7408334
1083,0.48338476
1084,0.06656158
1085,0.97994196
1086,0.075540215
1087,0.33858344
1088,0.60871315
1089,0.981174
1090,0.86696756
1091,0.17233422
1092,0.14421603
1093,0.2045281
1094,0.07713872
1095,0.67265296
1096,0.9376811
1097,0.434764
1098,0.20884341
1099,0.99779797
1100,0.13980702
1101,0.97559685
1102,0.8887985
1103,0.9952342
1104,0.4313136
1105,0.18588462
1106,0.08764917
1107,0.9851862
1108,0.780322
1109,0.11870298
1110,0.4487403
1111,0.9923748
1112,0.15133375
1113,0.25815535
1114,0.75981617
1115,0.4033231
1116,0.94406927
1117,0.35336715
1118,0.12249333
1119,0.93458337
1120,0.6036684
1121,0.5007479
1122,0.21901068
1123,0.098395675
1124,0.9773773
1125,0.30799222
1126,0.3112845
1127,0.93502843
1128,0.81531155
1129,0.4518963
1130,0.19312105
1131,0.93417203
1132,0.74651927
1133,0.9934354
1134,0.9755064
1135,0.96656454
1136,0.95274365
1137,0.9890105
1138,0.9853837
1139,0.90273786
1140,0.98528844
1141,0.8542584
1142,0.9914933
1143,0.97919285
1144,0.98873794
1145,0.9950299
1146,0.9945087
1147,0.9907179
1148,0.7782114
1149,0.9745772
1150,0.99239695
1151,0.9934615
1152,0.9900751
1153,0.98795736
1154,0.92275715
1155,0.869719
1156,0.9755064
1157,0.40034622
1158,0.99335176
1159,0.99462295
1160,0.6715413
1161,0.9186382
1162,0.99024487
1163,0.9881938
1164,0.88749707
1165,0.9926241
1166,0.49962223
1167,0.41675416
1168,0.9878972
1169,0.9058729
1170,0.99081
1171,0.8560067
1172,0.9480681
1173,0.98958236
1174,0.20821145
1175,0.9790931
1176,0.9855108
1177,0.9677935
1178,0.41846815
1179,0.990904
1180,0.99351335
1181,0.8335587
1182,0.98380643
1183,0.7301481
1184,0.9839946
1185,0.99049664
1186,0.78609234
1187,0.8997512
1188,0.99278295
1189,0.91791093
1190,0.70361906
1191,0.99022996
1192,0.49676886
1193,0.5242596
1194,0.39281338
1195,0.46076146
1196,0.90723765
1197,0.37077117
1198,0.64789945
1199,0.7589398
1200,0.13296944
1201,0.44833606
1202,0.80094177
1203,0.3275804
1204,0.34365308
1205,0.9647767
1206,0.34553543
1207,0.495341
1208,0.38835612
1209,0.9505203
1210,0.718897
1211,0.72299165
1212,0.5460475
1213,0.9301036
1214,0.5045276
1215,0.5406502
1216,0.61491054
1217,0.5011896
1218,0.37785697
1219,0.50339204
1220,0.54157305
1221,0.53057605
1222,0.65782326
1223,0.43472955
1224,0.46448177
1225,0.14528158
1226,0.38454413
1227,0.9886287
1228,0.9008142
1229,0.95210505
1230,0.43593997
1231,0.4476593
1232,0.34956136
1233,0.9620273
1234,0.9822336
1235,0.9693705
1236,0.65349174
1237,0.9420017
1238,0.23584315
1239,0.6519284
1240,0.33166826
1241,0.39401037
1242,0.6959709
1243,0.9168464
1244,0.9777113
1245,0.9786056
1246,0.55512553
1247,0.2932468
1248,0.9899451
1249,0.92547137
1250,0.33592606
1251,0.6959709
1252,0.96974766
1253,0.90676063
1254,0.97285163
1255,0.758914
1256,0.44447014
1257,0.85628736
1258,0.98916805
1259,0.9883796
1260,0.9392622
1261,0.9507623
1262,0.9588618
1263,0.0709784
1264,0.97343546
1265,0.13725945
1266,0.062523305
1267,0.19800735
1268,0.17226166
1269,0.24487832
1270,0.078823924
1271,0.23453653
1272,0.022380501
1273,0.12270665
1274,0.21405762
1275,0.12603131
1276,0.19152772
1277,0.21505415
1278,0.24484849
1279,0.91734844
1280,0.13294083
1281,0.09184015
1282,0.07785082
1283,0.117418885
1284,0.2150543
1285,0.08847511
1286,0.13963544
1287,0.042520106
1288,0.19248205
1289,0.98990846
1290,0.23305964
1291,0.121807694
1292,0.13527319
1293,0.34063116
1294,0.22603852
1295,0.97267795
1296,0.19205832
1297,0.19839168
1298,0.032900125
1299,0.18744695
1300,0.6308187
1301,0.20742574
1302,0.14664862
1303,0.5335927
1304,0.48435405
1305,0.079758584
1306,0.52789265
1307,0.20950904
1308,0.38142624
1309,0.9951445
1310,0.34501174
1311,0.043418974
1312,0.3023785
1313,0.25050843
1314,0.073394686
1315,0.05188802
1316,0.19344386
1317,0.43506858
1318,0.112440765
1319,0.19246495
1320,0.48010316
1321,0.18379456
1322,0.32672822
1323,0.6049036
1324,0.82515585
1325,0.06407198
1326,0.30773437
1327,0.17535934
1328,0.25565386
1329,0.118620664
1330,0.6691698
1331,0.3707711
1332,0.3436532
1333,0.54802746
1334,0.40670913
1335,0.80094177
1336,0.8130051
1337,0.539447
1338,0.18939579
1339,0.8910017
1340,0.7989812
1341,0.21439922
1342,0.45006573
1343,0.75893986
1344,0.477162
1345,0.6578231
1346,0.5122712
1347,0.20228213
1348,0.35287142
1349,0.53057617
1350,0.14977467
1351,0.9979219
1352,0.6362901
1353,0.9389757
1354,0.24310437
1355,0.731097
1356,0.44833615
1357,0.94392717
1358,0.87079406
1359,0.5876478
1360,0.93010354
1361,0.64483535
1362,0.50208825
1363,0.4367146
1364,0.49703273
1365,0.5045276
1366,0.93586636
1367,0.810879
1368,0.5973928
1369,0.7451167
1370,0.19641498
1371,0.7454257
1372,0.8980477
1373,0.9138683
1374,0.3158236
1375,0.51554185
1376,0.8547605
1377,0.660658
1378,0.14783037
1379,0.99319756
1380,0.87878215
1381,0.71138465
1382,0.4832734
1383,0.29725724
1384,0.93592894
1385,0.7581639
1386,0.23600957
1387,0.8284903
1388,0.8667402
1389,0.99099576
1390,0.2182436
1391,0.87137055
1392,0.17103833
1393,0.8036953
1394,0.6497853
1395,0.9735305
1396,0.9726774
1397,0.7775513
1398,0.1229645
1399,0.9966784
1400,0.4265562
1401,0.7703228
1402,0.77706367
1403,0.97627425
1404,0.36828738
1405,0.5183685
1406,0.056477606
1407,0.98367643
1408,0.08811283
1409,0.3853374
1410,0.94180584
1411,0.9727413
1412,0.90543073
1413,0.2263284
1414,0.96568656
1415,0.33222264
1416,0.731206
1417,0.99496675
1418,0.34653836
1419,0.9794892
1420,0.985651
1421,0.36662748
1422,0.98734236
1423,0.7981826
1424,0.40814397
1425,0.9495604
1426,0.1503371
1427,0.9983951
1428,0.2773686
1429,0.30897352
1430,0.6946043
1431,0.3903849
1432,0.6055289
1433,0.97949076
1434,0.9796282
1435,0.13938382
1436,0.1671173
1437,0.102442056
1438,0.31774718
1439,0.6846013
1440,0.1592027
1441,0.9669284
1442,0.28498334
1443,0.9563699
1444,0.19967523
1445,0.20198041
1446,0.110311
1447,0.109647155
1448,0.4351377
1449,0.9211007
1450,0.24132341
1451,0.4716357
1452,0.03546849
1453,0.09774694
1454,0.57618904
1455,0.16430333
1456,0.122116536
1457,0.85175246
1458,0.37403166
1459,0.9545697
1460,0.7718578
1461,0.22690192
1462,0.2801624
1463,0.33017153
1464,0.33890522
1465,0.58521295
1466,0.040295094
1467,0.19727582
1468,0.2965876
1469,0.5982729
1470,0.6902324
1471,0.058959514
1472,0.5604812
1473,0.135519
1474,0.14481014
1475,0.058459103
1476,0.048707664
1477,0.34011614
1478,0.044569463
1479,0.75887823
1480,0.16171643
1481,0.7677047
1482,0.0810796
1483,0.09921485
1484,0.38941127
1485,0.4008386
1486,0.13125378
1487,0.90238786
1488,0.063642204
1489,0.38798377
1490,0.026642561
1491,0.9539819
1492,0.15794152
1493,0.7939789
1494,0.096648425
1495,0.21500856
1496,0.43581143
1497,0.84126437
1498,0.8139665
1499,0.9112624
1500,0.17090762
1501,0.9933415
1502,0.9913262
1503,0.9889504
1504,0.94834375
1505,0.8501543
1506,0.99307024
1507,0.10008949
1508,0.22337231
1509,0.9066248
1510,0.9911214
1511,0.18909726
1512,0.49401015
1513,0.5834937
1514,0.9035152
1515,0.74992746
1516,0.9845636
1517,0.75551546
1518,0.99315906
1519,0.93793356
1520,0.31427163
1521,0.77847207
1522,0.94114673
1523,0.10916841
1524,0.35949832
1525,0.105841905
1526,0.3715266
1527,0.514917
1528,0.49134478
1529,0.71970654
1530,0.9724864
1531,0.85641205
1532,0.18961728
1533,0.9818568
1534,0.38379458
1535,0.3004081
1536,0.99118173
1537,0.48978233
1538,0.98921233
1539,0.9952189
1540,0.94399476
1541,0.7895081
1542,0.3720736
1543,0.8097132
1544,0.41923267
1545,0.8304379
1546,0.13971418
1547,0.19891107
1548,0.37205118
1549,0.89900506
1550,0.94947064
1551,0.38650465
1552,0.6810574
1553,0.9129565
1554,0.26685655
1555,0.17462096
1556,0.24160472
1557,0.935186
1558,0.9680126
1559,0.9561615
1560,0.23308888
1561,0.18371159
1562,0.16529375
1563,0.45275205
1564,0.1010181
1565,0.21049172
1566,0.12015456
1567,0.25828195
1568,0.10365763
1569,0.14745206
1570,0.97258174
1571,0.4800572
1572,0.22819084
1573,0.16490403
1574,0.22130314
1575,0.58505446
1576,0.16398281
1577,0.25108287
1578,0.28444725
1579,0.2776111
1580,0.16398269
1581,0.3830037
1582,0.2009356
1583,0.45072514
1584,0.0841794
1585,0.16226512
1586,0.9896749
1587,0.8528955
1588,0.13791305
1589,0.79062414
1590,0.3281736
1591,0.26152834
1592,0.08343738
1593,0.13506824
1594,0.5200461
1595,0.16602844
1596,0.9842733
1597,0.36343187
1598,0.85243845
1599,0.037502855
1600,0.29581916
1601,0.86429685
1602,0.38363454
1603,0.1498549
1604,0.6658641
1605,0.5770961
1606,0.13275391
1607,0.30596757
1608,0.4959087
1609,0.27972162
1610,0.2292456
1611,0.05241084
1612,0.83746284
1613,0.35421145
1614,0.6218524
1615,0.112565875
1616,0.382615
1617,0.3312123
1618,0.6589737
1619,0.39754525
1620,0.1777764
1621,0.6076323
1622,0.7435708
1623,0.94806826
1624,0.19174948
1625,0.3210423
1626,0.7194493
1627,0.7292334
1628,0.87542343
1629,0.1571483
1630,0.22211969
1631,0.35413957
1632,0.9424079
1633,0.2508891
1634,0.14670324
1635,0.25021875
1636,0.06508285
1637,0.64662516
1638,0.24323988
1639,0.31920326
1640,0.24806842
1641,0.7048733
1642,0.1849235
1643,0.14447892
1644,0.24990469
1645,0.4325795
1646,0.09127885
1647,0.7801726
1648,0.29906565
1649,0.26031548
1650,0.40418163
1651,0.103928566
1652,0.14445686
1653,0.13202828
1654,0.12885231
1655,0.37985444
1656,0.18206355
1657,0.2126039
1658,0.017829835
1659,0.31817025
1660,0.10424766
1661,0.20687032
1662,0.16630039
1663,0.52368575
1664,0.123598546
1665,0.12515676
1666,0.11793253
1667,0.14985886
1668,0.10446876
1669,0.21993268
1670,0.14028487
