tp_datos_id,tfidf_net_tri
249,0.9931819
251,0.284101
252,0.58691144
253,0.9925947
254,0.026823848
256,0.19857341
258,0.42776224
260,0.16587168
261,0.9923781
262,0.9925947
263,0.41247642
264,0.20160025
265,0.026823848
266,0.96238244
267,0.057905614
268,0.34011593
269,0.9925947
270,0.9925947
271,0.026823848
272,0.026823848
273,0.11270961
274,0.2685817
276,0.9933599
277,0.9925947
279,0.26997858
280,0.28353345
281,0.270843
283,0.9925947
285,0.9925947
287,0.99277866
289,0.99277866
290,0.20196936
291,0.25166005
293,0.9925947
294,0.26157033
296,0.11104223
297,0.038728803
298,0.10785189
299,0.48737508
301,0.15117636
302,0.30919594
303,0.18631792
307,0.23749247
309,0.106265426
310,0.94019926
312,0.14676496
313,0.94019926
314,0.118707746
315,0.1422756
316,0.3157153
318,0.45465937
320,0.65629935
321,0.104106635
322,0.65156543
327,0.23749247
328,0.21069482
329,0.21958983
330,0.15201476
331,0.24092433
332,0.37069157
334,0.3905548
335,0.118041635
336,0.43888557
337,0.21060073
338,0.94019926
340,0.26032355
341,0.31777915
344,0.17996037
345,0.13042751
346,0.32438344
347,0.28061444
348,0.45310217
349,0.53380626
352,0.48918352
353,0.3385203
354,0.31818286
355,0.53380626
356,0.53380626
358,0.27052552
360,0.53380626
361,0.27203876
363,0.23754561
364,0.5116942
365,0.28764516
368,0.18337929
370,0.53380626
371,0.12882385
372,0.21249461
375,0.28764516
380,0.31648088
381,0.48305327
383,0.54662985
384,0.53380626
386,0.287737
389,0.14381129
390,0.3385203
393,0.53380626
394,0.53380626
396,0.14681095
397,0.22327882
398,0.1466409
401,0.36251146
402,0.2570908
404,0.6656935
406,0.18732592
407,0.13519621
409,0.1723567
410,0.33315188
412,0.11930871
413,0.17224005
415,0.20440543
418,0.23738095
419,0.16702232
420,0.23757032
421,0.10774237
423,0.14231244
424,0.40069452
426,0.1505307
427,0.3529886
429,0.09917796
432,0.83950436
435,0.1889362
436,0.16790348
437,0.28724778
438,0.27726638
440,0.7975452
442,0.3402533
443,0.16624194
444,0.19801581
445,0.123916835
446,0.31683046
447,0.31683046
448,0.22682631
450,0.11739719
451,0.13127336
452,0.0659228
453,0.017049193
454,0.08932081
455,0.25725618
456,0.051042646
457,0.07235095
459,0.13363433
461,0.13128084
462,0.31683046
463,0.25915363
465,0.31683046
466,0.21430564
467,0.11943489
468,0.11303833
469,0.11943489
470,0.2232447
471,0.5586442
472,0.26823848
474,0.06151554
475,0.14158636
476,0.14330819
477,0.1401611
478,0.2870149
479,0.20644853
480,0.25896993
481,0.246483
482,0.06894052
483,0.24230936
484,0.18238443
485,0.2283023
486,0.08909696
487,0.21145797
489,0.4317589
490,0.6566669
492,0.08419865
493,0.17306381
495,0.11791438
496,0.018851608
498,0.12206662
499,0.1076684
501,0.054177642
502,0.054177642
503,0.12206662
504,0.18183416
506,0.10055694
509,0.33333924
512,0.41517806
513,0.14187849
514,0.21849152
516,0.12206662
517,0.18497026
518,0.12206662
519,0.47923824
520,0.48323163
521,0.1076684
522,0.018851608
523,0.12206662
524,0.11956826
526,0.08663392
527,0.29660723
528,0.14769739
530,0.018851608
531,0.054177642
533,0.018851608
535,0.054177642
536,0.3392579
538,0.47654518
540,0.14769739
542,0.14769739
543,0.12206662
544,0.08663392
546,0.7572279
550,0.5742452
551,0.64286345
552,0.42011142
556,0.43163544
558,0.962958
559,0.6469326
560,0.6469326
561,0.19477805
563,0.33490047
564,0.16286176
565,0.98457825
567,0.688668
568,0.83213747
569,0.8796189
570,0.8241173
571,0.45754114
574,0.62279093
575,0.9835348
576,0.75088364
577,0.3436528
578,0.20351064
579,0.8241173
580,0.6469326
581,0.3436528
583,0.33490047
584,0.6469326
585,0.33490047
588,0.9839641
589,0.652064
592,0.9789897
594,0.98457825
598,0.5957039
599,0.09948081
600,0.9052812
603,0.14836726
604,0.85886836
606,0.98457825
607,0.2494924
608,0.21917921
609,0.19802782
611,0.20506397
612,0.035799503
613,0.4806598
614,0.8110627
615,0.7106827
617,0.11323953
619,0.1437791
621,0.21109402
622,0.27711153
623,0.559448
624,0.25850677
625,0.22509202
628,0.21444377
630,0.90528125
631,0.27459893
633,0.18590665
635,0.7483163
636,0.16292918
637,0.17836183
638,0.07928467
640,0.34401768
641,0.101605386
642,0.26079953
643,0.490179
644,0.4381663
646,0.63836426
649,0.24726668
651,0.9424062
652,0.9179165
653,0.31698513
654,0.47710478
655,0.98620576
656,0.16965249
657,0.8818622
658,0.87171984
659,0.94521487
660,0.80977327
661,0.92574817
662,0.69341075
664,0.8182751
665,0.38112625
667,0.94789153
669,0.3013338
671,0.1731655
672,0.25482666
674,0.5192892
675,0.566156
677,0.7233727
679,0.4738651
680,0.7194456
681,0.39670715
682,0.5596043
683,0.5823135
684,0.9424062
685,0.762468
686,0.13207123
687,0.26053107
688,0.5702939
689,0.18539909
690,0.93971467
691,0.44870168
697,0.109510064
699,0.95246667
700,0.12074369
702,0.27373022
704,0.15413359
705,0.1890068
706,0.23850915
709,0.84717894
710,0.99351025
712,0.99351025
713,0.99351025
714,0.6444404
716,0.33594704
717,0.99351025
719,0.33470935
720,0.21267813
721,0.22602683
724,0.99351025
725,0.99351025
726,0.16817033
727,0.4227934
728,0.19634774
729,0.99351025
730,0.99351025
731,0.99351025
732,0.22775325
734,0.99351025
735,0.17550114
736,0.99351025
737,0.99351025
738,0.99351025
739,0.8662982
740,0.99351025
744,0.1579009
745,0.99351025
746,0.09661713
748,0.12080121
751,0.26033527
752,0.14346996
753,0.2411311
754,0.18905437
755,0.10807446
758,0.121503234
759,0.27947533
761,0.17394227
762,0.24477437
763,0.11576712
767,0.25067067
770,0.20035046
773,0.2124471
774,0.27947533
775,0.35702574
777,0.16074163
779,0.177831
781,0.30181956
782,0.07983357
783,0.5329295
784,0.14555615
786,0.16943249
787,0.068663985
788,0.246889
790,0.21944767
791,0.19460285
794,0.38521552
795,0.20091477
796,0.101982325
797,0.3807882
798,0.17901579
799,0.12977865
800,0.09417966
801,0.34889704
802,0.109903425
803,0.22209993
804,0.28813136
805,0.06881967
806,0.2285617
807,0.12651172
808,0.17957026
809,0.076363415
810,0.20088854
812,0.07407978
814,0.41677797
815,0.09690693
817,0.2565247
818,0.14417794
819,0.07113707
820,0.32463893
822,0.101982325
823,0.06881967
826,0.28015536
828,0.17878202
829,0.53476393
832,0.39552802
833,0.4434831
834,0.49585783
835,0.74608254
836,0.48842198
837,0.4961481
838,0.50870305
840,0.46295804
841,0.4278831
842,0.47460434
843,0.49585783
845,0.4352496
846,0.50598603
848,0.4932595
849,0.4978572
851,0.4953932
852,0.4270426
853,0.4932595
856,0.49791163
857,0.40906227
859,0.42519054
860,0.19863117
863,0.4603904
864,0.39552802
866,0.7461815
867,0.4226245
868,0.44761696
870,0.49585783
871,0.731328
872,0.49791163
873,0.49791163
874,0.41247642
875,0.49791163
876,0.4226245
877,0.49585783
878,0.41141915
881,0.45173815
882,0.36816466
883,0.4947247
884,0.53736323
885,0.9433124
886,0.30312508
888,0.539755
890,0.60936123
891,0.39262807
892,0.32164785
893,0.4262575
894,0.3281966
895,0.772195
896,0.61896586
898,0.45173815
899,0.41708285
902,0.60128224
903,0.5182924
905,0.5403717
906,0.14189547
907,0.45173815
911,0.13023457
912,0.25884032
915,0.93939364
916,0.45173815
919,0.93939364
921,0.520974
923,0.671349
926,0.67877483
928,0.78508496
929,0.41247642
930,0.11588907
931,0.14324465
932,0.11709118
934,0.09908122
935,0.0941979
936,0.32942653
938,0.58581805
939,0.17927796
940,0.14034492
941,0.107165724
942,0.15543029
944,0.16084406
945,0.8352566
946,0.8299327
947,0.14139712
948,0.06730327
951,0.081252754
952,0.35778323
953,0.12662861
955,0.09175205
956,0.12859386
957,0.21585417
958,0.116841584
959,0.11610171
960,0.1243605
961,0.14858246
962,0.19324085
963,0.09540504
964,0.85491335
965,0.1024926
968,0.073485434
971,0.40487948
972,0.06425074
974,0.2659337
976,0.12775007
977,0.37977076
978,0.2873227
979,0.14141107
981,0.06684992
982,0.27002835
983,0.168726
984,0.28933382
985,0.28933382
986,0.052493304
987,0.06792024
990,0.11283898
991,0.07864374
992,0.25137323
993,0.13100901
994,0.39241225
996,0.24772662
997,0.4717663
998,0.123007774
999,0.16355473
1001,0.088353544
1002,0.2919796
1004,0.26044878
1005,0.0748072
1006,0.14815569
1008,0.05795923
1009,0.12671766
1010,0.06519115
1015,0.0524382
1017,0.08951858
1018,0.085704744
1020,0.111708075
1021,0.1723054
1022,0.071430594
1023,0.045914173
1024,0.08408308
1026,0.2705572
1029,0.18783528
1031,0.17938611
1032,0.090328306
1035,0.09715372
1036,0.08733827
1037,0.14154327
1038,0.059007555
1040,0.1286546
1041,0.17744449
1042,0.058279067
1043,0.16817465
1044,0.15547392
1045,0.099186
1048,0.10183719
1049,0.13947344
1050,0.25595868
1051,0.19570276
1052,0.111932814
1054,0.13721031
1057,0.15513897
1058,0.1242885
1061,0.16903785
1062,0.06505343
1065,0.25127465
1066,0.25988612
1067,0.1923658
1069,0.18005076
1070,0.07618415
1071,0.29255515
1072,0.17457467
1073,0.26172915
1074,0.21288255
1075,0.41349664
1077,0.08296582
1078,0.17219031
1079,0.14749175
1080,0.47704357
1081,0.110972494
1082,0.14846653
1083,0.03778252
1084,0.16687557
1085,0.22727183
1088,0.11400211
1090,0.024228811
1091,0.10152882
1093,0.09524378
1094,0.15730375
1098,0.0854353
1099,0.12760016
1102,0.1227054
1103,0.046777636
1104,0.17377561
1105,0.13705039
1106,0.15596184
1109,0.12057322
1110,0.24293739
1112,0.17291555
1113,0.050892323
1114,0.09917429
1117,0.13128483
1118,0.14116469
1119,0.12157643
1120,0.12574911
1122,0.16520178
1123,0.05985409
1124,0.07053965
1126,0.09401739
1128,0.07486987
1129,0.11770895
1130,0.22059992
1132,0.11423603
1134,0.13170344
1136,0.41247642
1138,0.21243745
1139,0.2942286
1141,0.24497658
1142,0.23945078
1143,0.11819747
1145,0.08968422
1146,0.39935893
1149,0.40985957
1151,0.039414138
1152,0.17512333
1153,0.23945078
1154,0.11305165
1155,0.098106325
1156,0.09471801
1157,0.13170344
1160,0.098443985
1162,0.3377825
1164,0.122415185
1166,0.22768804
1167,0.09632173
1168,0.18788418
1170,0.05004579
1173,0.13516876
1174,0.47476566
1175,0.45384654
1177,0.16514146
1178,0.03805843
1179,0.060656786
1181,0.15334651
1182,0.15576872
1183,0.11088011
1185,0.030366212
1188,0.1564115
1189,0.13902044
1190,0.34115416
1191,0.28046405
1195,0.5299181
1196,0.2239303
1198,0.41247642
1199,0.09567699
1201,0.18210542
1202,0.41247642
1203,0.27721208
1204,0.22311783
1206,0.14311185
1207,0.09684473
1208,0.33931577
1209,0.19865587
1211,0.048512608
1212,0.11522055
1213,0.09547496
1214,0.27759063
1215,0.20705685
1217,0.21446842
1218,0.11007354
1219,0.1167818
1221,0.115586996
1222,0.13501537
1223,0.27806872
1224,0.09852579
1225,0.10667449
1226,0.0606263
1227,0.28182212
1228,0.30648017
1229,0.32212356
1230,0.13845551
1232,0.21098813
1234,0.080536515
1235,0.09828776
1236,0.13322842
1237,0.13589591
1238,0.2552027
1239,0.35617244
1240,0.0892899
1241,0.0953297
1242,0.342528
1243,0.11380294
1244,0.10489917
1245,0.39176112
1249,0.33058244
1250,0.20415005
1251,0.41610405
1252,0.09777203
1253,0.23298004
1254,0.25922853
1259,0.24911809
1262,0.29635572
1263,0.18753582
1264,0.19352266
1267,0.41247642
1269,0.45009628
1270,0.18567935
1271,0.04430762
1272,0.44688222
1273,0.27140686
1275,0.33990958
1276,0.40045443
1277,0.27737957
1278,0.084030986
1279,0.15713242
1280,0.15661722
1282,0.12494123
1283,0.29369822
1284,0.03949955
1287,0.13246003
1288,0.23753148
1289,0.47834104
1290,0.22733346
1293,0.09805453
1294,0.32928205
1296,0.25130147
1297,0.15642974
1298,0.14578214
1300,0.04990527
1301,0.040129513
1302,0.19494435
1303,0.15793887
1304,0.11323762
1305,0.31681925
1307,0.17800996
1308,0.046532184
1309,0.10733321
1312,0.1231955
1315,0.271868
1316,0.20518425
1317,0.101338595
1318,0.19180274
1319,0.13289815
1320,0.14743826
1321,0.09193778
1324,0.4277404
1326,0.17159301
1327,0.19995874
1328,0.11688048
1331,0.11773613
1332,0.053671032
1334,0.09925991
1335,0.21737915
1337,0.11710641
1338,0.11392319
1340,0.06576872
1341,0.3868729
1343,0.09813744
1345,0.11717954
1346,0.41099307
1347,0.11155757
1348,0.043361396
1349,0.12486747
1350,0.19273758
1351,0.10151446
1352,0.119130075
1353,0.26645598
1354,0.12155217
1356,0.43629074
1360,0.34903634
1361,0.09279245
1362,0.14389372
1363,0.2179282
1365,0.11234701
1368,0.08290556
1369,0.069202095
1371,0.124524295
1372,0.10750449
1374,0.078148335
1375,0.16130188
1376,0.08731282
1378,0.15004018
1379,0.027757794
1380,0.027757794
1381,0.019192964
1382,0.031044781
1383,0.07166967
1384,0.019844115
1385,0.019844115
1388,0.028640151
1389,0.04064256
1390,0.11766249
1391,0.027757794
1393,0.19504142
1394,0.043523252
1395,0.058602005
1396,0.029040426
1399,0.026510179
1401,0.020934045
1402,0.03976515
1405,0.19504142
1406,0.043523252
1407,0.019844115
1408,0.016575664
1409,0.03976515
1411,0.07162148
1412,0.038100988
1414,0.03976515
1415,0.08464411
1418,0.06246522
1419,0.019844115
1420,0.03976515
1421,0.06496251
1422,0.029040426
1425,0.05897835
1429,0.06471193
1431,0.15185958
1432,0.068997115
1433,0.60146403
1436,0.0754067
1439,0.19136757
1440,0.18226302
1441,0.12802929
1443,0.11810908
1444,0.12623751
1445,0.101065546
1447,0.06159243
1448,0.1943433
1449,0.10737693
1450,0.052067965
1452,0.08507323
1453,0.08139235
1454,0.13211301
1455,0.11297992
1456,0.17894438
1458,0.06416759
1459,0.0516977
1460,0.060522884
1463,0.038698375
1464,0.15787363
1466,0.06789982
1467,0.07200241
1470,0.053354263
1472,0.16844967
1473,0.27435303
1474,0.29754564
1475,0.18061334
1477,0.1254166
1479,0.25877407
1480,0.040602386
1482,0.27620602
1483,0.029251635
1484,0.1260871
1485,0.1819705
1486,0.0703125
1487,0.12184903
1488,0.2938122
1491,0.055095285
1493,0.041760474
1494,0.24511492
1495,0.10552442
1497,0.11826432
1498,0.07370797
1499,0.05689478
1500,0.13766623
1501,0.121685416
1502,0.18584415
1503,0.077252
1504,0.055095285
1505,0.16250587
1506,0.097201854
1507,0.04288268
1508,0.053649783
1509,0.11777508
1510,0.16091758
1511,0.1260871
1513,0.14514792
1514,0.10918057
1515,0.077166975
1518,0.0720233
1519,0.043898076
1520,0.100957036
1521,0.025193423
1522,0.099898666
1523,0.046340674
1524,0.0819681
1525,0.059859753
1526,0.14099827
1527,0.07630798
1530,0.05090636
1531,0.54461485
1532,0.35662663
1533,0.20651495
1534,0.7636527
1535,0.77078325
1537,0.39630142
1538,0.21689042
1540,0.14308518
1543,0.2073004
1544,0.32899454
1545,0.6467644
1546,0.14892036
1547,0.055627406
1549,0.7170007
1553,0.27382946
1554,0.6467644
1555,0.9384124
1556,0.84392023
1558,0.4069758
1559,0.078468084
1560,0.3999175
1561,0.3018002
1562,0.40207383
1567,0.7188546
1568,0.3164987
1569,0.8376317
1570,0.24163353
1572,0.25424528
1573,0.69431937
1574,0.59085464
1575,0.77078325
1576,0.11095971
1577,0.26854336
1579,0.105122805
1580,0.2292543
1582,0.80861455
1585,0.8759799
1587,0.17559114
1588,0.2235274
1590,0.91101325
1591,0.48773932
1593,0.9082081
1594,0.8135123
1595,0.8005142
1596,0.5349189
1597,0.26480645
1599,0.44606102
1600,0.8717927
1601,0.08665085
1602,0.26480645
1603,0.41916108
1604,0.87619835
1605,0.064680725
1607,0.34035596
1608,0.27467674
1609,0.4250294
1610,0.42984778
1611,0.26199174
1613,0.08343449
1614,0.7046666
1615,0.4876033
1617,0.6196772
1618,0.09625721
1619,0.11277291
1621,0.7265235
1622,0.16925469
1623,0.21209687
1625,0.9140476
1626,0.25705785
1627,0.12910497
1628,0.30333042
1631,0.7993594
1632,0.83283234
1633,0.73927736
1634,0.96805155
1636,0.980988
1637,0.87265766
1638,0.70820624
1639,0.75554186
1643,0.95707244
1644,0.99288625
1645,0.59531313
1646,0.73927736
1647,0.9902104
1648,0.99396074
1649,0.99396074
1650,0.99396074
1652,0.99396074
1653,0.8993112
1654,0.89904594
1657,0.9548652
1658,0.99396074
1660,0.99415123
1661,0.91603565
1662,0.92152095
1663,0.46244133
1665,0.96805155
1666,0.26059103
1669,0.99408245
1670,0.99351156
1671,0.39808086
1672,0.6625414
1673,0.9098643
1675,0.8592721
1676,0.54334104
1677,0.8404804
1679,0.7477854
1683,0.47392076
1684,0.80585504
1686,0.82731867
1687,0.9804275
1688,0.6522551
1689,0.58024657
1690,0.9804275
1691,0.22124642
1692,0.8497373
1693,0.9800526
1694,0.9109359
1698,0.26351947
1699,0.9804275
1700,0.9804275
1701,0.9753113
1702,0.9098643
1703,0.621578
1705,0.9804275
1706,0.9804275
1707,0.54334104
1709,0.6694859
1710,0.8292919
1712,0.9452572
1715,0.50010663
1716,0.9804275
1718,0.36592042
1719,0.39808086
1720,0.4494106
1721,0.25389218
1722,0.7022063
1723,0.25718156
1724,0.4317572
1725,0.32172686
1726,0.39282295
1727,0.864467
1728,0.4849236
1731,0.123123705
1733,0.19137245
1735,0.96907747
1737,0.29617736
1739,0.3882236
1740,0.30879667
1741,0.7778444
1744,0.18378246
1745,0.44268158
1747,0.20538005
1750,0.80919236
1752,0.5384082
1753,0.44629788
1754,0.7742866
1755,0.38813877
1756,0.4592402
1757,0.46364054
1759,0.54827034
1760,0.28027564
1761,0.8555769
1762,0.5003782
1763,0.52273107
1766,0.32231027
1767,0.5021073
1768,0.87291026
1769,0.51987636
1770,0.8247826
1771,0.39969617
1772,0.78562653
1773,0.39969617
1774,0.87046075
1775,0.96118253
1776,0.9358201
1779,0.8147668
1780,0.6037009
1784,0.17934117
1786,0.6974478
1787,0.5755291
1789,0.59822714
1790,0.86115324
1791,0.87400067
1792,0.6803373
1796,0.69000727
1798,0.4447292
1799,0.45463103
1802,0.8999964
1803,0.92523706
1804,0.5953354
1807,0.86115324
1808,0.8887689
1809,0.8354067
1810,0.94661677
1811,0.75206697
1812,0.7612103
1813,0.54398644
1814,0.9547865
1815,0.9420757
1816,0.8292612
1817,0.92464197
1818,0.9295914
1821,0.051975608
1822,0.7780051
1823,0.08662492
1824,0.090198874
1826,0.104403496
1827,0.10768053
1831,0.12819207
1832,0.041741192
1833,0.0738489
1834,0.11836246
1835,0.080338836
1836,0.13365167
1837,0.23493353
1838,0.18415958
1840,0.3565637
1841,0.10524416
1842,0.38338286
1845,0.07786572
1847,0.2239804
1848,0.08735198
1851,0.04960835
1852,0.3572415
1853,0.09836936
1856,0.15795234
1857,0.1216968
1860,0.114112824
1861,0.87873685
1863,0.24994761
1864,0.30721277
1865,0.3483079
1866,0.21075562
1869,0.075187504
1870,0.6509118
1873,0.089936286
1875,0.11047557
1877,0.1126118
1878,0.33444458
1880,0.780383
1881,0.0994108
1882,0.30089027
1883,0.38897064
1885,0.45587572
1886,0.2572453
1887,0.5323361
1888,0.31309357
1889,0.25417697
1890,0.92930937
1892,0.299216
1893,0.17838132
1895,0.49400365
1897,0.17262957
1898,0.056252718
1899,0.32499045
1900,0.2479924
1901,0.2768969
1905,0.3369198
1908,0.2978135
1909,0.23438078
1910,0.12041393
1911,0.34615165
1914,0.4835904
1915,0.85882926
1916,0.10375771
1917,0.14772171
1918,0.20917678
1919,0.034149826
1920,0.14526993
1921,0.65006113
1922,0.25718156
1924,0.19137245
1925,0.44926497
1927,0.79219306
1929,0.4849236
1932,0.46702367
1933,0.28365406
1935,0.2206555
1937,0.71287704
1938,0.48704746
1939,0.34692773
1940,0.188575
1941,0.32172686
1942,0.432248
1943,0.8555769
1945,0.6365768
1948,0.49121022
1949,0.20369759
1950,0.28027564
1951,0.10463101
1952,0.8965093
1953,0.12763998
1954,0.92035633
1955,0.19634297
1956,0.34409565
1957,0.864467
1959,0.6564987
1960,0.5806372
1961,0.6158886
1962,0.80919236
1963,0.3918467
1965,0.3439772
1966,0.7934692
1967,0.268722
1968,0.5384082
1969,0.5810893
1971,0.96095157
1972,0.35257608
1973,0.59828204
1975,0.3557999
1976,0.7917019
1979,0.9148557
1980,0.9373003
1981,0.3557999
1983,0.68278134
1985,0.7821039
1986,0.3211742
1987,0.16813761
1989,0.921636
1990,0.87951887
1991,0.86070466
1992,0.5607609
1994,0.35671607
1995,0.9373003
1996,0.750125
1999,0.3557999
2000,0.75313073
2001,0.8533123
2003,0.83766997
2006,0.3557999
2007,0.8951495
2009,0.17821193
2010,0.6162124
2012,0.61934274
2014,0.9116725
2015,0.8639362
2016,0.6231949
2017,0.06545851
2019,0.9028756
2020,0.46734977
2022,0.6219551
2023,0.6001358
2024,0.81964153
2026,0.31631696
2027,0.48976785
2028,0.1798189
2031,0.75001025
2033,0.2210136
2034,0.67807937
2035,0.686569
2036,0.94067353
2038,0.56816185
2039,0.4498285
2040,0.8819915
2042,0.70672363
2043,0.7750045
2045,0.863983
2046,0.39434147
2047,0.6808711
2049,0.8564304
2050,0.46574572
2051,0.8859822
2055,0.6162124
2056,0.2822156
2057,0.8564304
2058,0.7030455
2059,0.81304884
2060,0.32270604
2061,0.20670906
2063,0.57862854
2064,0.26933262
2067,0.4888249
2068,0.8018932
2069,0.49007973
2070,0.22515875
2071,0.44220892
2073,0.3892985
2074,0.20144662
2075,0.19070807
2076,0.26278254
2077,0.858575
2078,0.6878259
2081,0.7366039
2082,0.14788154
2083,0.21873802
2084,0.4095802
2086,0.116179496
2087,0.16347194
2089,0.6165928
2091,0.35713047
2094,0.47050622
2095,0.3425939
2096,0.3938634
2097,0.2128996
2098,0.12209484
2099,0.21170065
2100,0.9069015
2102,0.44786713
2103,0.36421412
2108,0.59030324
2109,0.33944273
2110,0.11900625
2111,0.28925967
2112,0.3459596
2113,0.4352524
2114,0.2554654
2115,0.31408256
2116,0.3287655
2117,0.16667166
2118,0.7007308
2119,0.28680688
2121,0.40339166
2122,0.20784706
2123,0.10476199
2125,0.3877505
2126,0.06487888
2128,0.16851592
2129,0.2880183
2131,0.3845647
2133,0.51322764
2134,0.29922158
2136,0.13404807
2138,0.20789474
2139,0.19120681
2141,0.35282373
2142,0.070194006
2144,0.37074962
2145,0.0844222
2146,0.2515642
2148,0.09338918
2149,0.27027425
2150,0.09184882
2153,0.8715856
2154,0.272299
2157,0.18702337
2158,0.052750587
2159,0.95432377
2160,0.37273067
2161,0.5413796
2163,0.29649666
2164,0.9864197
2169,0.9864197
2171,0.9864197
2172,0.72872925
2173,0.9453137
2174,0.9864197
2175,0.39179468
2176,0.13931021
2177,0.8686588
2179,0.9864197
2181,0.47578257
2183,0.5031989
2186,0.33597958
2188,0.92563254
2189,0.9453137
2190,0.9864197
2191,0.71539617
2192,0.9864197
2193,0.92563254
2194,0.35783333
2195,0.39679974
2198,0.92563254
2203,0.39168632
2204,0.18655953
2205,0.20328745
2207,0.21770176
2209,0.4123451
2210,0.2531327
2211,0.70010597
2212,0.73465115
2213,0.6797395
2214,0.2284826
2215,0.73035485
2216,0.2531327
2217,0.12187633
2219,0.485441
2220,0.27919877
2221,0.7896215
2222,0.8784435
2225,0.8499218
2227,0.58752936
2229,0.25987303
2230,0.20177993
2231,0.2274071
2233,0.588185
2235,0.24019772
2236,0.19072965
2237,0.21587723
2238,0.588185
2239,0.73253864
2240,0.2561839
2241,0.44448107
2242,0.53363734
2244,0.24947014
2245,0.116684765
2246,0.11780983
2248,0.8782164
2250,0.5756658
2251,0.907598
2254,0.11580941
2255,0.18154442
2256,0.114787966
2257,0.30466774
2258,0.099963605
2260,0.0955798
2262,0.21223897
2263,0.13740858
2265,0.106146276
2266,0.114573956
2267,0.9394145
2271,0.28275186
2272,0.1123119
2273,0.14670324
2274,0.13525969
2275,0.16793358
2277,0.18684807
2278,0.052629083
2279,0.099889934
2280,0.11675164
2281,0.1464335
2282,0.3396203
2284,0.14301872
2285,0.28275186
2286,0.059324414
2288,0.2559709
2289,0.91450155
2292,0.90581423
2294,0.14280492
2296,0.19309336
2297,0.3019204
2298,0.21297294
2299,0.14319614
2300,0.18749708
2301,0.58341426
2303,0.0756208
2304,0.8009434
2306,0.2312192
2307,0.37976623
2308,0.12811345
2309,0.58799314
2311,0.9157163
2312,0.19507313
2314,0.5620292
2315,0.5441772
2317,0.2232824
2318,0.10452446
2319,0.4341254
2321,0.9005285
2324,0.5053765
2325,0.18258002
2327,0.15399393
2329,0.50924015
2330,0.7510867
2332,0.47994122
2333,0.3471154
2334,0.38032085
2336,0.24377048
2337,0.47994122
2339,0.22084829
2340,0.32570475
2341,0.91010916
2342,0.18164796
2346,0.58024657
2347,0.45641977
2348,0.51778793
2349,0.47851875
2350,0.88653517
2351,0.47994122
2352,0.7080214
2354,0.1523509
2356,0.32008788
2358,0.47386163
2359,0.20055428
