,bert_net
192,0.07115841
193,0.06308511
194,0.3568247
195,0.6491433
196,0.99948424
197,0.9989648
198,0.44625202
199,0.2728862
200,0.8101512
201,0.9989161
202,0.9986004
203,0.9992672
204,0.9991327
205,0.2360191
206,0.122758836
207,0.9983113
208,0.33878595
209,0.028938979
210,0.020674497
211,0.05736512
212,0.12317678
213,0.25192314
214,0.41762972
215,0.43854538
216,0.19747892
217,0.09839019
218,0.98165846
219,0.011166096
220,0.9599278
221,0.44956893
222,0.10702339
223,0.77302766
224,0.6549548
225,0.47108483
226,0.17862552
227,0.66685724
228,0.16430166
229,0.33623135
230,0.20865494
231,0.11972499
232,0.22618818
233,0.085785836
234,0.7772838
235,0.054469526
236,0.08789432
237,0.17142019
238,0.95648205
239,0.9689408
240,0.4476052
241,0.117791176
242,0.041290075
243,0.41731685
244,0.23404714
245,0.423704
246,0.19174713
247,0.54170614
248,0.673391
249,0.71231055
250,0.64401865
251,0.4778953
252,0.1714769
253,0.61359054
254,0.27966285
255,0.24991947
256,0.640825
257,0.29280645
258,0.075309485
259,0.57242405
260,0.23741335
261,0.33809897
262,0.2493594
263,0.22005928
264,0.59601605
265,0.06891161
266,0.53004396
267,0.37875333
268,0.06690776
269,0.67267686
270,0.4680195
271,0.71795166
272,0.019782186
273,0.29991907
274,0.0818457
275,0.24050692
276,0.030339599
277,0.30372316
278,0.17647564
279,0.31980222
280,0.34888226
281,0.13655615
282,0.035446286
283,0.030339599
284,0.12540185
285,0.3886009
286,0.26474115
287,0.23433623
288,0.119675845
289,0.17912203
290,0.54257834
291,0.32591933
292,0.12655202
293,0.046565562
294,0.4225921
295,0.09447068
296,0.42695165
297,0.19643673
298,0.22441375
299,0.58013284
300,0.41974825
301,0.59534085
302,0.03072849
303,0.10920486
304,0.11033407
305,0.10913673
306,0.058670998
307,0.09652233
308,0.15964073
309,0.12714359
310,0.20143524
311,0.11953437
312,0.07323673
313,0.022536784
314,0.18157333
315,0.24201417
316,0.22012854
317,0.15632778
318,0.08329877
319,0.080806494
320,0.082754016
321,0.3490181
322,0.08077049
323,0.23056158
324,0.09913266
325,0.8602859
326,0.2273545
327,0.22037646
328,0.020493537
329,0.080759674
330,0.19592535
331,0.35756966
332,0.14589137
333,0.07569736
334,0.16866913
335,0.22792134
336,0.23697329
337,0.52416354
338,0.057686865
339,0.12552458
340,0.21822166
341,0.57411873
342,0.7659416
343,0.08316043
344,0.15242368
345,0.15222585
346,0.08624211
347,0.10512525
348,0.15180945
349,0.10519326
350,0.10519332
351,0.10512525
352,0.39719182
353,0.1740233
354,0.6482839
355,0.07490644
356,0.2913417
357,0.06293854
358,0.10512513
359,0.06972337
360,0.10512513
361,0.10700062
362,0.39796165
363,0.1350494
364,0.08624211
365,0.10512513
366,0.052758098
367,0.19480175
368,0.59858257
369,0.7251181
370,0.08624217
371,0.10519326
372,0.0862422
373,0.1051932
374,0.21806481
375,0.8691805
376,0.524765
377,0.4884717
378,0.10512513
379,0.08071527
380,0.9634777
381,0.94281256
382,0.99750036
383,0.36021924
384,0.29485077
385,0.98714656
386,0.90584284
387,0.9441307
388,0.10663593
389,0.3947538
390,0.07946661
391,0.99116015
392,0.893963
393,0.9545536
394,0.9968522
395,0.9820553
396,0.075051606
397,0.86343205
398,0.8869361
399,0.955884
400,0.20794153
401,0.2832286
402,0.96725726
403,0.94710815
404,0.3491394
405,0.5031419
406,0.9245126
407,0.3797833
408,0.9728534
409,0.9051925
410,0.98868936
411,0.99494755
412,0.18861765
413,0.28869164
414,0.738094
415,0.57017094
416,0.9707705
417,0.9936242
418,0.14775848
419,0.06804788
420,0.95555234
421,0.16827789
422,0.01625982
423,0.6900011
424,0.7827904
425,0.9803915
426,0.05484897
427,0.37688744
428,0.11720139
429,0.84879845
430,0.92107403
431,0.1019392
432,0.025693685
433,0.06851214
434,0.8670504
435,0.104665786
436,0.14074016
437,0.85588443
438,0.32236278
439,0.041619897
440,0.023092479
441,0.06014985
442,0.05067545
443,0.48778856
444,0.90762246
445,0.82051635
446,0.52372354
447,0.06523827
448,0.57096475
449,0.9762053
450,0.024671942
451,0.27129155
452,0.99887055
453,0.042881012
454,0.76320785
455,0.99055934
456,0.9953577
457,0.7335384
458,0.9788115
459,0.99227065
460,0.94904804
461,0.478897
462,0.99424744
463,0.23493847
464,0.019766986
465,0.17045209
466,0.29059637
467,0.54722714
468,0.97118986
469,0.081618786
470,0.9356843
471,0.6085904
472,0.91807795
473,0.94938916
474,0.7644255
475,0.28689653
476,0.26087356
477,0.18802673
478,0.702005
479,0.03714019
480,0.80085945
481,0.013060749
482,0.0527519
483,0.99867177
484,0.072169274
485,0.12871084
486,0.118704855
487,0.39326724
488,0.106170714
489,0.9653385
490,0.9503554
491,0.9318791
492,0.93412304
493,0.9694802
494,0.3597104
495,0.92552537
496,0.35079217
497,0.08662918
498,0.11784577
499,0.91793406
500,0.942118
501,0.16637325
502,0.29112428
503,0.13736904
504,0.9514369
505,0.9571993
506,0.87314963
507,0.1066176
508,0.9763552
509,0.015028805
510,0.95178163
511,0.90754867
512,0.9332689
513,0.9905983
514,0.8936641
515,0.04398352
516,0.90762883
517,0.1926474
518,0.06385282
519,0.1407885
520,0.0627279
521,0.14754215
522,0.07812309
523,0.030815184
524,0.20026895
525,0.109951526
526,0.15841591
527,0.45235068
528,0.06262684
529,0.28971273
530,0.22422206
531,0.110685974
532,0.21475232
533,0.30891815
534,0.06959754
535,0.44827285
536,0.08792406
537,0.07509649
538,0.13358903
539,0.037193894
540,0.05422905
541,0.10575572
542,0.083841294
543,0.07772988
544,0.24142343
545,0.122280985
546,0.33211756
547,0.06087199
548,0.81966424
549,0.013614684
550,0.040581256
551,0.08631927
552,0.2443201
553,0.033478767
554,0.06891999
555,0.07517618
556,0.110221565
557,0.212951
558,0.05150643
559,0.13994703
560,0.027493179
561,0.054445446
562,0.01884672
563,0.9673959
564,0.07406604
565,0.063059956
566,0.05208522
567,0.083131135
568,0.11269584
569,0.038473576
570,0.08369121
571,0.8908986
572,0.06272936
573,0.8853608
574,0.13568863
575,0.7129395
576,0.8036309
577,0.92815524
578,0.9588504
579,0.8303876
580,0.87952954
581,0.8323055
582,0.73244095
583,0.34433
584,0.7659505
585,0.8685113
586,0.94253695
587,0.87461936
588,0.6154088
589,0.814841
590,0.16396174
591,0.77800286
592,0.8046247
593,0.6275903
594,0.8084347
595,0.12507501
596,0.5512222
597,0.20911282
598,0.6422143
599,0.34430292
600,0.4099875
601,0.846469
602,0.9099628
603,0.88392925
604,0.82633317
605,0.103420466
606,0.6671086
607,0.47635284
608,0.7837455
609,0.7127234
610,0.8701999
611,0.9419468
612,0.8016474
613,0.8727356
614,0.5641968
615,0.49216926
616,0.7904881
617,0.97013164
618,0.36736333
619,0.49238992
620,0.50838774
621,0.447214
622,0.97715837
623,0.5956098
624,0.8701998
625,0.77756524
626,0.92717326
627,0.95031285
628,0.5713744
629,0.40736955
630,0.8701998
631,0.3884438
632,0.4400459
633,0.7050478
634,0.8701998
635,0.61724335
636,0.95993257
637,0.93019867
638,0.92806304
639,0.94504094
640,0.08096969
641,0.0880914
642,0.021970421
643,0.09265444
644,0.23609072
645,0.035598487
646,0.30772442
647,0.5319967
648,0.05785677
649,0.51709104
650,0.014114708
651,0.15717933
652,0.089716375
653,0.9971444
654,0.9708903
655,0.044461638
656,0.059199393
657,0.16456401
658,0.9337841
659,0.055834115
660,0.0737018
661,0.11812863
662,0.17279619
663,0.0320957
664,0.058914334
665,0.10124877
666,0.014193267
667,0.10248488
668,0.16281468
669,0.9962172
670,0.08094567
671,0.044641405
672,0.08289197
673,0.07490173
674,0.092615545
675,0.10587904
676,0.007170528
677,0.11765075
678,0.2342042
679,0.059551984
680,0.5223758
681,0.13520971
682,0.037365973
683,0.033779323
684,0.10468185
685,0.07226059
686,0.088180274
687,0.106431454
688,0.13771844
689,0.071835935
690,0.26992953
691,0.12992844
692,0.3238735
693,0.08567506
694,0.037876755
695,0.0685921
696,0.2315839
697,0.646418
698,0.08790693
699,0.38461632
700,0.13242415
701,0.22491038
702,0.05695659
703,0.030115068
704,0.14970604
705,0.13672233
706,0.1550887
707,0.030094028
708,0.12240088
709,0.04769388
710,0.07995328
711,0.08323702
712,0.26598954
713,0.10441524
714,0.029837996
715,0.04410872
716,0.03163299
717,0.10090172
718,0.08659798
719,0.29162621
720,0.07959652
721,0.00996843
722,0.18573633
723,0.04286489
724,0.05253753
725,0.06346288
726,0.23064664
727,0.13081369
728,0.21246049
729,0.06106454
730,0.06914401
731,0.03384027
732,0.17124707
733,0.09623551
734,0.07839772
735,0.23154268
736,0.07151687
737,0.18175063
738,0.08727914
739,0.05600673
740,0.16910934
741,0.0929589
742,0.032431483
743,0.018475533
744,0.37448564
745,0.123574704
746,0.27611816
747,0.15894666
748,0.5440593
749,0.04267952
750,0.2287358
751,0.06570244
752,0.6147225
753,0.17152461
754,0.12743914
755,0.03544247
756,0.18355739
757,0.36629283
758,0.25236863
759,0.31969228
760,0.47027367
761,0.07962772
762,0.048374236
763,0.033567816
764,0.052318126
765,0.14782885
766,0.013866633
767,0.15112555
768,0.026698053
769,0.10170555
770,0.12161049
771,0.081195146
772,0.10011417
773,0.055325
774,0.117159456
775,0.48331097
776,0.07675713
777,0.019136906
778,0.03986147
779,0.047718674
780,0.05299896
781,0.06773701
782,0.17509767
783,0.13873944
784,0.035952777
785,0.19885758
786,0.10769811
787,0.24949354
788,0.57311773
789,0.11011559
790,0.06905338
791,0.550935
792,0.32401958
793,0.053355247
794,0.120992064
795,0.6561186
796,0.0581744
797,0.13524711
798,0.027748317
799,0.18831354
800,0.15582627
801,0.14097434
802,0.113664955
803,0.07648155
804,0.2188806
805,0.29842272
806,0.036840916
807,0.124382555
808,0.9329036
809,0.4478108
810,0.025854915
811,0.119881034
812,0.03626281
813,0.05162111
814,0.05556369
815,0.03436017
816,0.09029561
817,0.31293446
818,0.034532964
819,0.08239877
820,0.09237963
821,0.34824374
822,0.20683739
823,0.02962491
824,0.008564889
825,0.013469279
826,0.12012407
827,0.31494492
828,0.083836615
829,0.082749814
830,0.026807338
831,0.1432882
832,0.22799474
833,0.107972026
834,0.11373618
835,0.115220904
836,0.39433718
837,0.02612567
838,0.024435401
839,0.056079507
840,0.0331513
841,0.05889079
842,0.24499455
843,0.09085044
844,0.04386878
845,0.09406924
846,0.07278946
847,0.13930658
848,0.096196264
849,0.08238849
850,0.061283678
851,0.07068452
852,0.100084394
853,0.087638736
854,0.2661988
855,0.078840554
856,0.16296315
857,0.16861096
858,0.09788951
859,0.12509203
860,0.06998721
861,0.07762158
862,0.11829883
863,0.18141723
864,0.04515198
865,0.032036155
866,0.13636497
867,0.009485185
868,0.09222105
869,0.060487956
870,0.18837655
871,0.17905495
872,0.15566581
873,0.31120324
874,0.05988562
875,0.12665105
876,0.11983612
877,0.043049306
878,0.11693084
879,0.020910323
880,0.08680102
881,0.046355337
882,0.6046906
883,0.04827404
884,0.06684786
885,0.06515479
886,0.15851057
887,0.0090717375
888,0.10286477
889,0.024119467
890,0.03575465
891,0.23378226
892,0.038556635
893,0.13899413
894,0.27548233
895,0.21597606
896,0.28250486
897,0.031060278
898,0.07860109
899,0.054246515
900,0.021205753
901,0.17173961
902,0.15693751
903,0.045454115
904,0.04157695
905,0.030784339
906,0.07757974
907,0.08841431
908,0.06809625
909,0.102400094
910,0.09026882
911,0.21148786
912,0.065458745
913,0.03719026
914,0.02436304
915,0.4972029
916,0.41736516
917,0.044757664
918,0.3971586
919,0.078471065
920,0.025158495
921,0.073465854
922,0.04233122
923,0.07206303
924,0.06389803
925,0.038481563
926,0.53113914
927,0.5721586
928,0.1855649
929,0.6968841
930,0.1068027
931,0.11777204
932,0.729657
933,0.10114002
934,0.12776807
935,0.14722171
936,0.055341423
937,0.060198575
938,0.3133133
939,0.17845216
940,0.016350359
941,0.048336297
942,0.12629998
943,0.11602768
944,0.03678432
945,0.13762414
946,0.06430477
947,0.22565743
948,0.036337763
949,0.4161993
950,0.07874885
951,0.18553615
952,0.029132724
953,0.034628868
954,0.11940086
955,0.033140093
956,0.026076496
957,0.021797866
958,0.013965726
959,0.045636773
960,0.03801033
961,0.044988066
962,0.036002636
963,0.08759576
964,0.028237462
965,0.048722893
966,0.029066354
967,0.017720938
968,0.022674501
969,0.03143385
970,0.11534351
971,0.035498887
972,0.01789534
973,0.031259567
974,0.046803236
975,0.014462084
976,0.036923796
977,0.03979057
978,0.069853365
979,0.03097272
980,0.01719734
981,0.02488026
982,0.24179643
983,0.03997457
984,0.071002156
985,0.04289177
986,0.09355098
987,0.19292536
988,0.37570775
989,0.10087532
990,0.05124259
991,0.46807075
992,0.08655509
993,0.094071
994,0.13651192
995,0.11812213
996,0.015527099
997,0.15068409
998,0.07186246
999,0.068032116
1000,0.03598252
1001,0.026878089
1002,0.050189465
1003,0.1070312
1004,0.08773738
1005,0.121662766
1006,0.083707005
1007,0.06753564
1008,0.042862087
1009,0.21813226
1010,0.10031283
1011,0.15520611
1012,0.12474233
1013,0.13781369
1014,0.12179819
1015,0.26381993
1016,0.04403934
1017,0.14187515
1018,0.70895505
1019,0.04335177
1020,0.03507012
1021,0.048990905
1022,0.01916036
1023,0.103504896
1024,0.121389806
1025,0.29248703
1026,0.29879448
1027,0.02131483
1028,0.14005867
1029,0.5670266
1030,0.024082035
1031,0.351596
1032,0.045966208
1033,0.041281372
1034,0.08560383
1035,0.3741628
1036,0.4027173
1037,0.14767757
1038,0.0381248
1039,0.14267898
1040,0.071855605
1041,0.02786842
1042,0.043012023
1043,0.15189883
1044,0.034291983
1045,0.04780519
1046,0.16595078
1047,0.15792441
1048,0.10018751
1049,0.17656079
1050,0.057025105
1051,0.05535707
1052,0.021235377
1053,0.03288728
1054,0.023886412
1055,0.04275751
1056,0.026680976
1057,0.88405734
1058,0.021708667
1059,0.10167128
1060,0.2223489
1061,0.9711989
1062,0.5735324
1063,0.99385774
1064,0.8556119
1065,0.1795317
1066,0.030054152
1067,0.15098917
1068,0.41712564
1069,0.2734447
1070,0.93346834
1071,0.032779574
1072,0.08636519
1073,0.97980237
1074,0.078397185
1075,0.95078146
1076,0.98183143
1077,0.94254005
1078,0.07156497
1079,0.042500466
1080,0.3363566
1081,0.12105444
1082,0.39763415
1083,0.5822802
1084,0.16127923
1085,0.99558914
1086,0.1852842
1087,0.2833528
1088,0.6579843
1089,0.9891721
1090,0.7999631
1091,0.10197529
1092,0.1464721
1093,0.29651207
1094,0.05212143
1095,0.38672236
1096,0.9565162
1097,0.74439454
1098,0.10164672
1099,0.9993112
1100,0.20033106
1101,0.9969647
1102,0.96216875
1103,0.9987776
1104,0.3969068
1105,0.64563036
1106,0.079072356
1107,0.9788869
1108,0.48128143
1109,0.29836398
1110,0.23140344
1111,0.98917687
1112,0.117215335
1113,0.14888194
1114,0.84876823
1115,0.43634966
1116,0.96114516
1117,0.51458037
1118,0.10391086
1119,0.9816693
1120,0.86356556
1121,0.4820249
1122,0.27385753
1123,0.07532883
1124,0.98346543
1125,0.28698236
1126,0.34861273
1127,0.98542213
1128,0.7141638
1129,0.30639598
1130,0.10861793
1131,0.93169916
1132,0.9202213
1133,0.9303936
1134,0.96550906
1135,0.9933032
1136,0.87128365
1137,0.98249936
1138,0.96938074
1139,0.92367315
1140,0.90861285
1141,0.9437057
1142,0.97552407
1143,0.9740122
1144,0.98941183
1145,0.99180365
1146,0.9924789
1147,0.99044883
1148,0.5674741
1149,0.96276516
1150,0.99096143
1151,0.9930767
1152,0.98017085
1153,0.9887856
1154,0.83391917
1155,0.8980427
1156,0.96550906
1157,0.36202788
1158,0.99043024
1159,0.9929571
1160,0.3022477
1161,0.9670595
1162,0.9723598
1163,0.9974699
1164,0.8001814
1165,0.996856
1166,0.5817616
1167,0.61008984
1168,0.9811263
1169,0.91910994
1170,0.9894941
1171,0.9634073
1172,0.904475
1173,0.99291945
1174,0.24710307
1175,0.97754335
1176,0.9864527
1177,0.9609518
1178,0.19697446
1179,0.9842523
1180,0.99006283
1181,0.6752598
1182,0.96260655
1183,0.81707686
1184,0.98183167
1185,0.98797643
1186,0.57054573
1187,0.8184817
1188,0.973943
1189,0.9526645
1190,0.44415045
1191,0.9895975
1192,0.8312059
1193,0.22482139
1194,0.6994116
1195,0.7572931
1196,0.90875566
1197,0.42440844
1198,0.5852277
1199,0.9190023
1200,0.19924656
1201,0.4602788
1202,0.6375982
1203,0.16397807
1204,0.31250072
1205,0.95508087
1206,0.62432444
1207,0.39666402
1208,0.65298104
1209,0.97593194
1210,0.75031984
1211,0.6767035
1212,0.42531893
1213,0.9625492
1214,0.35093006
1215,0.47303566
1216,0.8204748
1217,0.49951524
1218,0.20194682
1219,0.43637764
1220,0.5560492
1221,0.33225286
1222,0.9072848
1223,0.56205165
1224,0.6045992
1225,0.17917967
1226,0.98544955
1227,0.99048615
1228,0.91417897
1229,0.9769339
1230,0.34928733
1231,0.3345649
1232,0.23892426
1233,0.9752072
1234,0.9553311
1235,0.9930444
1236,0.1327329
1237,0.7335596
1238,0.06701526
1239,0.4807701
1240,0.097399056
1241,0.48496443
1242,0.51607615
1243,0.85242385
1244,0.8622533
1245,0.9509146
1246,0.20739332
1247,0.22300905
1248,0.99575365
1249,0.63849264
1250,0.3177863
1251,0.51607597
1252,0.47173366
1253,0.40356117
1254,0.9277536
1255,0.46146837
1256,0.18078142
1257,0.080178976
1258,0.99928737
1259,0.93299234
1260,0.9775794
1261,0.9769374
1262,0.95389855
1263,0.027858585
1264,0.97613955
1265,0.05322805
1266,0.097703874
1267,0.12843242
1268,0.0998548
1269,0.07188371
1270,0.051225126
1271,0.22692505
1272,0.042726487
1273,0.09154996
1274,0.5833207
1275,0.036559552
1276,0.10098678
1277,0.23900202
1278,0.033964515
1279,0.59200567
1280,0.08879444
1281,0.03760591
1282,0.040388197
1283,0.14360055
1284,0.23900202
1285,0.062047243
1286,0.09644422
1287,0.08729085
1288,0.16127422
1289,0.9959739
1290,0.13237649
1291,0.04303339
1292,0.19373715
1293,0.09647134
1294,0.17644909
1295,0.95676804
1296,0.059650213
1297,0.079286575
1298,0.040029705
1299,0.23758504
1300,0.67711437
1301,0.10088697
1302,0.07864007
1303,0.42027336
1304,0.18577099
1305,0.30644965
1306,0.38640562
1307,0.16684023
1308,0.58418053
1309,0.98337376
1310,0.15704197
1311,0.072135806
1312,0.20675457
1313,0.12502334
1314,0.04523748
1315,0.086960375
1316,0.21816719
1317,0.14973035
1318,0.35537595
1319,0.17947847
1320,0.25118983
1321,0.17186934
1322,0.06947091
1323,0.43782112
1324,0.979604
1325,0.030594558
1326,0.08593798
1327,0.14924595
1328,0.40434682
1329,0.06243646
1330,0.9219699
1331,0.42440882
1332,0.31250095
1333,0.47764716
1334,0.84452885
1335,0.6375982
1336,0.82838625
1337,0.29366755
1338,0.09888187
1339,0.8720859
1340,0.85070956
1341,0.13712007
1342,0.07121095
1343,0.91900235
1344,0.43275544
1345,0.9072848
1346,0.53115064
1347,0.20654777
1348,0.44851246
1349,0.3322528
1350,0.6407509
1351,0.99798983
1352,0.34258
1353,0.8024399
1354,0.20240596
1355,0.5567604
1356,0.46027875
1357,0.95431507
1358,0.8301543
1359,0.5600247
1360,0.9625493
1361,0.6516521
1362,0.4452266
1363,0.09788707
1364,0.49589318
1365,0.35093027
1366,0.8996375
1367,0.90904665
1368,0.727043
1369,0.8801113
1370,0.1419136
1371,0.85044396
1372,0.98154414
1373,0.85063535
1374,0.21082702
1375,0.65545684
1376,0.9326979
1377,0.4642521
1378,0.42906094
1379,0.963147
1380,0.98021394
1381,0.8720556
1382,0.5183367
1383,0.32265377
1384,0.8876019
1385,0.869063
1386,0.18943
1387,0.7952354
1388,0.78992355
1389,0.9975028
1390,0.1992816
1391,0.96968234
1392,0.11648327
1393,0.7355788
1394,0.3216202
1395,0.9847555
1396,0.98137766
1397,0.6320994
1398,0.03500104
1399,0.99333024
1400,0.7122663
1401,0.7537416
1402,0.6362283
1403,0.83610773
1404,0.20894605
1405,0.47023752
1406,0.03667748
1407,0.9943449
1408,0.24486431
1409,0.41140226
1410,0.95736146
1411,0.98834264
1412,0.90568596
1413,0.26834852
1414,0.9902729
1415,0.544789
1416,0.9315704
1417,0.98996675
1418,0.5880506
1419,0.9796495
1420,0.9795719
1421,0.39411533
1422,0.9982598
1423,0.86120194
1424,0.52996725
1425,0.9810894
1426,0.13611424
1427,0.9985142
1428,0.16475457
1429,0.14818814
1430,0.26196277
1431,0.105712235
1432,0.47197747
1433,0.8538648
1434,0.93548894
1435,0.15764546
1436,0.080240875
1437,0.21283835
1438,0.24409655
1439,0.48595774
1440,0.061480373
1441,0.96977836
1442,0.9015645
1443,0.9231456
1444,0.18397966
1445,0.07428214
1446,0.05156201
1447,0.11406541
1448,0.06953612
1449,0.9421414
1450,0.3113892
1451,0.5367006
1452,0.043751568
1453,0.06362876
1454,0.16107154
1455,0.035984486
1456,0.2710802
1457,0.94455385
1458,0.35471064
1459,0.9388216
1460,0.8197628
1461,0.36593372
1462,0.15865552
1463,0.45624536
1464,0.85292506
1465,0.41170692
1466,0.05394712
1467,0.058290273
1468,0.816347
1469,0.5670045
1470,0.7581706
1471,0.036717385
1472,0.39380807
1473,0.07197696
1474,0.1356911
1475,0.058812827
1476,0.03384456
1477,0.2514393
1478,0.0641602
1479,0.75435483
1480,0.1962874
1481,0.7132476
1482,0.060476273
1483,0.061459452
1484,0.17719334
1485,0.40844128
1486,0.13848391
1487,0.760185
1488,0.090253234
1489,0.13373414
1490,0.018540114
1491,0.9331347
1492,0.39926946
1493,0.60297537
1494,0.19861197
1495,0.1412574
1496,0.37428692
1497,0.62813145
1498,0.78829134
1499,0.93475926
1500,0.16171727
1501,0.9933567
1502,0.99106526
1503,0.99520946
1504,0.8692422
1505,0.8968971
1506,0.9958314
1507,0.109683275
1508,0.16679129
1509,0.96260434
1510,0.995641
1511,0.056681156
1512,0.8182447
1513,0.4576571
1514,0.8519108
1515,0.728739
1516,0.9907954
1517,0.8092515
1518,0.99499094
1519,0.7922275
1520,0.68626344
1521,0.8971453
1522,0.89246356
1523,0.32170177
1524,0.36577493
1525,0.08236858
1526,0.42921638
1527,0.5444127
1528,0.29959166
1529,0.7032698
1530,0.9431782
1531,0.9710648
1532,0.10475916
1533,0.9927989
1534,0.4022615
1535,0.32983094
1536,0.98527795
1537,0.5385924
1538,0.9899998
1539,0.99689645
1540,0.97182024
1541,0.8481815
1542,0.35998553
1543,0.66844076
1544,0.28728586
1545,0.79929316
1546,0.12692511
1547,0.16615695
1548,0.32157168
1549,0.85335046
1550,0.83330697
1551,0.3428319
1552,0.5070746
1553,0.86641043
1554,0.13808611
1555,0.053073645
1556,0.14727771
1557,0.91421807
1558,0.9386976
1559,0.98972666
1560,0.19756001
1561,0.24019459
1562,0.107210785
1563,0.34846017
1564,0.080960125
1565,0.10773167
1566,0.07823259
1567,0.18230951
1568,0.14637232
1569,0.040255517
1570,0.935172
1571,0.36059827
1572,0.15167269
1573,0.097444296
1574,0.13695511
1575,0.8640033
1576,0.13600889
1577,0.08316213
1578,0.10369313
1579,0.20375669
1580,0.13600892
1581,0.3186533
1582,0.15420249
1583,0.25100324
1584,0.04544875
1585,0.068986416
1586,0.99482965
1587,0.9728408
1588,0.02757895
1589,0.49109203
1590,0.3298037
1591,0.6422324
1592,0.031971425
1593,0.06949657
1594,0.4332345
1595,0.10805684
1596,0.9847584
1597,0.22678837
1598,0.890288
1599,0.048036903
1600,0.12530658
1601,0.97284484
1602,0.15138379
1603,0.08460012
1604,0.51074356
1605,0.21604681
1606,0.17154267
1607,0.22343823
1608,0.4966562
1609,0.22993782
1610,0.18466243
1611,0.046513736
1612,0.31024286
1613,0.763233
1614,0.86291516
1615,0.1535585
1616,0.31746805
1617,0.12170228
1618,0.85773826
1619,0.10649699
1620,0.24252096
1621,0.65923744
1622,0.41070533
1623,0.9044749
1624,0.14126757
1625,0.60470545
1626,0.6097558
1627,0.7007152
1628,0.7543321
1629,0.2748648
1630,0.18268415
1631,0.27363247
1632,0.9455583
1633,0.16196054
1634,0.40661964
1635,0.14730993
1636,0.06961164
1637,0.89311373
1638,0.041017413
1639,0.4144867
1640,0.06792891
1641,0.73141384
1642,0.16138259
1643,0.10381022
1644,0.09782958
1645,0.095989585
1646,0.03347808
1647,0.7864727
1648,0.19092134
1649,0.10453421
1650,0.3545385
1651,0.078103065
1652,0.18587407
1653,0.11212447
1654,0.04001057
1655,0.36727992
1656,0.09741622
1657,0.25689894
1658,0.094551146
1659,0.31309456
1660,0.09130716
1661,0.75150734
1662,0.18955043
1663,0.30538166
1664,0.018002331
1665,0.04744053
1666,0.010087669
1667,0.14201245
1668,0.09185764
