,w2v_net
127,0.15831497
128,0.090895
129,0.12226871
130,0.0223431
131,0.14139327
132,0.08199516
133,0.4747316
134,0.15417218
135,0.055004776
136,0.8868782
137,0.8346715
138,0.4909881
139,0.8979913
140,0.16202012
141,0.9039539
142,0.6826849
143,0.9184762
144,0.9380142
145,0.9184762
146,0.92446876
147,0.8861142
148,0.8666352
149,0.22818121
150,0.9398746
151,0.8879372
152,0.9106044
153,0.9184762
154,0.9184762
155,0.9120078
156,0.97017217
157,0.8930354
158,0.8937493
159,0.8979913
160,0.45550504
161,0.7115568
162,0.74946576
163,0.21433765
164,0.8861142
165,0.8531753
166,0.6201855
167,0.8620517
168,0.9553282
169,0.98257315
170,0.9589429
171,0.5412784
172,0.99038446
173,0.9697601
174,0.9913502
175,0.34567383
176,0.9087045
177,0.99038446
178,0.25913927
179,0.10484922
180,0.2782697
181,0.23409885
182,0.9843763
183,0.99038446
184,0.49680623
185,0.28813946
186,0.25913927
187,0.99335754
188,0.33455873
189,0.46737346
190,0.99038446
191,0.99038446
192,0.25913927
193,0.25913927
194,0.43301272
195,0.39387995
196,0.9913502
197,0.99038446
198,0.48808727
199,0.22231442
200,0.6517203
201,0.99038446
202,0.99038446
203,0.98131394
204,0.98131394
205,0.71281755
206,0.16441184
207,0.99038446
208,0.37370458
209,0.26241952
210,0.060035676
211,0.08350444
212,0.188683
213,0.15029949
214,0.06445518
215,0.17613241
216,0.15840599
217,0.06677583
218,0.81987494
219,0.058578372
220,0.81987494
221,0.123247445
222,0.060886443
223,0.4444058
224,0.30107182
225,0.15953806
226,0.14814466
227,0.7737448
228,0.17359859
229,0.06804022
230,0.64310646
231,0.11282596
232,0.1823053
233,0.113767505
234,0.21167031
235,0.12060571
236,0.25795385
237,0.12651056
238,0.81987494
239,0.7101985
240,0.2413547
241,0.067346156
242,0.22659081
243,0.23114589
244,0.20211348
245,0.09120339
246,0.5115838
247,0.15523037
248,0.19095472
249,0.13499862
250,0.5115838
251,0.5115838
252,0.20092335
253,0.5115838
254,0.1477687
255,0.051407963
256,0.25229755
257,0.1039238
258,0.13106614
259,0.5115838
260,0.16226038
261,0.10363802
262,0.1039238
263,0.14413339
264,0.3561043
265,0.15547353
266,0.5115838
267,0.054966927
268,0.11083692
269,0.19095472
270,0.5115838
271,0.5115838
272,0.06507909
273,0.20399782
274,0.036374122
275,0.15560171
276,0.050527185
277,0.3724606
278,0.074902594
279,0.10484302
280,0.09941515
281,0.094750494
282,0.05244565
283,0.050527185
284,0.07680407
285,0.12866238
286,0.2842182
287,0.13054389
288,0.08953804
289,0.11396572
290,0.10927862
291,0.103702694
292,0.15947872
293,0.10013512
294,0.55078334
295,0.06911522
296,0.094035536
297,0.15076753
298,0.06963277
299,0.19853747
300,0.080435395
301,0.27061462
302,0.15030411
303,0.06434262
304,0.12539724
305,0.12539724
306,0.22567111
307,0.093373835
308,0.0868915
309,0.09365097
310,0.056391448
311,0.11721864
312,0.12321752
313,0.06407964
314,0.13352996
315,0.10903883
316,0.14827475
317,0.12539724
318,0.09882876
319,0.12539724
320,0.0889259
321,0.16562548
322,0.11150485
323,0.16562548
324,0.114465475
325,0.49287027
326,0.14860678
327,0.100797296
328,0.07419351
329,0.13313708
330,0.14296079
331,0.34257567
332,0.15740284
333,0.14292768
334,0.58526754
335,0.15862241
336,0.12256312
337,0.6664349
338,0.23085868
339,0.08832586
340,0.10263488
341,0.32047036
342,0.4162603
343,0.17382655
344,0.1365988
345,0.14274156
346,0.090363264
347,0.12192404
348,0.13459802
349,0.090363264
350,0.090363264
351,0.12192404
352,0.21120521
353,0.113915116
354,0.47506398
355,0.14185086
356,0.264781
357,0.053563714
358,0.12192404
359,0.1245524
360,0.12192404
361,0.1472089
362,0.66351956
363,0.13459802
364,0.090363264
365,0.12192404
366,0.04732552
367,0.15102121
368,0.41752797
369,0.51258075
370,0.090363264
371,0.090363264
372,0.090363264
373,0.090363264
374,0.44651756
375,0.9215836
376,0.51258075
377,0.51258075
378,0.12192404
379,0.15102121
380,0.9117001
381,0.87237215
382,0.9083448
383,0.2718742
384,0.27953023
385,0.9874762
386,0.8816786
387,0.8816786
388,0.71522427
389,0.3250583
390,0.10157651
391,0.99080473
392,0.8368323
393,0.9468387
394,0.9922004
395,0.93175447
396,0.08156964
397,0.80109316
398,0.9787644
399,0.9252902
400,0.3250583
401,0.57506174
402,0.93175447
403,0.8816786
404,0.3250583
405,0.3250583
406,0.8816786
407,0.3250583
408,0.9842644
409,0.7136853
410,0.98639953
411,0.99080473
412,0.22110024
413,0.22328606
414,0.9805707
415,0.2518928
416,0.97067064
417,0.99080473
418,0.06621525
419,0.034130782
420,0.40289864
421,0.22610754
422,0.07445946
423,0.12201494
424,0.85221326
425,0.6215307
426,0.11076942
427,0.18827477
428,0.019378662
429,0.42707953
430,0.8409727
431,0.070827305
432,0.107318014
433,0.002874285
434,0.9683726
435,0.13556877
436,0.06697932
437,0.6794683
438,0.24269828
439,0.065556794
440,0.13258752
441,0.32411927
442,0.07279515
443,0.4539247
444,0.8043958
445,0.33794183
446,0.5152702
447,0.089380264
448,0.5637605
449,0.9225069
450,0.2157292
451,0.65056443
452,0.994134
453,0.11106473
454,0.91634107
455,0.95066875
456,0.99697196
457,0.8304571
458,0.9646599
459,0.95393205
460,0.88416266
461,0.169431
462,0.98991674
463,0.17660546
464,0.091964066
465,0.21023732
466,0.16093948
467,0.51838434
468,0.8247524
469,0.19491863
470,0.7947954
471,0.556651
472,0.5387534
473,0.6838007
474,0.5637605
475,0.48570105
476,0.3321156
477,0.33173293
478,0.6999935
479,0.052006125
480,0.46572047
481,0.41479272
482,0.20649508
483,0.99237794
484,0.14115503
485,0.12646604
486,0.13529858
487,0.098205775
488,0.18007904
489,0.983897
490,0.902673
491,0.902673
492,0.902673
493,0.8105295
494,0.306795
495,0.902673
496,0.47767323
497,0.13529858
498,0.14596248
499,0.902673
500,0.902673
501,0.20868483
502,0.35235858
503,0.14215618
504,0.902673
505,0.902673
506,0.902673
507,0.13455251
508,0.902673
509,0.14954254
510,0.902673
511,0.902673
512,0.902673
513,0.9050945
514,0.902673
515,0.32170415
516,0.902673
517,0.2410182
518,0.10884479
519,0.8792138
520,0.12692988
521,0.34173506
522,0.055335343
523,0.08285919
524,0.1755121
525,0.069628924
526,0.11352065
527,0.5140397
528,0.121888936
529,0.51445514
530,0.03850925
531,0.054581255
532,0.069628924
533,0.6001504
534,0.10138276
535,0.33552733
536,0.19592345
537,0.10851377
538,0.24639454
539,0.0576123
540,0.016864806
541,0.10788286
542,0.16215459
543,0.14007947
544,0.46477383
545,0.16640455
546,0.2711549
547,0.06378731
548,0.36285663
549,0.06578103
550,0.08298394
551,0.10860336
552,0.12244654
553,0.12399089
554,0.14049342
555,0.28708303
556,0.67571616
557,0.2183176
558,0.085941374
559,0.2015501
560,0.05320561
561,0.046542794
562,0.046220034
563,0.24922395
564,0.046326846
565,0.08582839
566,0.113735884
567,0.08279866
568,0.13807201
569,0.06378731
570,0.5286202
571,0.44961104
572,0.09420204
573,0.7790054
574,0.5625986
575,0.736612
576,0.68652797
577,0.65941143
578,0.77060056
579,0.71504575
580,0.68909705
581,0.68650264
582,0.5213013
583,0.32346112
584,0.68652797
585,0.68037266
586,0.7322626
587,0.72898895
588,0.6076895
589,0.67266864
590,0.51188445
591,0.72898895
592,0.73679817
593,0.2970772
594,0.57083
595,0.31462574
596,0.5997316
597,0.5625986
598,0.42898363
599,0.25044072
600,0.3967832
601,0.68652797
602,0.73007846
603,0.73679817
604,0.73679817
605,0.28576314
606,0.73679817
607,0.25044072
608,0.68652797
609,0.5618489
610,0.55620825
611,0.6822218
612,0.47533965
613,0.28658056
614,0.29756323
615,0.14842322
616,0.6413831
617,0.88162494
618,0.2121895
619,0.27317962
620,0.14051697
621,0.26258478
622,0.8220223
623,0.77887976
624,0.55620825
625,0.41729248
626,0.76862895
627,0.5422821
628,0.5008143
629,0.19059747
630,0.55620825
631,0.15845042
632,0.25769472
633,0.29756323
634,0.55620825
635,0.29756323
636,0.69820994
637,0.67363405
638,0.94368774
639,0.81023043
640,0.044829577
641,0.05065322
642,0.06582224
643,0.11420199
644,0.10651648
645,0.026000142
646,0.18966901
647,0.5603803
648,0.07643351
649,0.280576
650,0.38050938
651,0.20825356
652,0.091890216
653,0.9265115
654,0.92057425
655,0.024056554
656,0.075249225
657,0.05718127
658,0.9089081
659,0.040297627
660,0.10637283
661,0.18972066
662,0.075793
663,0.044619113
664,0.08744264
665,0.09313169
666,0.051652014
667,0.039818764
668,0.05678928
669,0.9147415
670,0.12540439
671,0.20162916
672,0.08346155
673,0.17362791
674,0.0863516
675,0.06321952
676,0.15739661
677,0.07562888
678,0.089045316
679,0.13238028
680,0.35692114
681,0.08137059
682,0.17740011
683,0.17740011
684,0.12041178
685,0.08191341
686,0.13160813
687,0.2045629
688,0.053045988
689,0.18094918
690,0.11002785
691,0.2837212
692,0.32679668
693,0.19840795
694,0.013200462
695,0.12837565
696,0.38541162
697,0.35311276
698,0.23317307
699,0.30381113
700,0.18725827
701,0.33566952
702,0.06745407
703,0.076987386
704,0.12623292
705,0.09373364
706,0.11833346
707,0.12671244
708,0.15748844
709,0.11711341
710,0.20591927
711,0.16028845
712,0.08468282
713,0.062323123
714,0.09525758
715,0.2250539
716,0.12975553
717,0.10399273
718,0.11295101
719,0.10233313
720,0.122541666
721,0.07285753
722,0.18482453
723,0.08663124
724,0.15326244
725,0.1068016
726,0.07630035
727,0.023905635
728,0.21944699
729,0.10107437
730,0.068460256
731,0.13897145
732,0.16216275
733,0.06983274
734,0.048572272
735,0.22262022
736,0.07200742
737,0.086308956
738,0.117123514
739,0.05265829
740,0.09890139
741,0.09497768
742,0.060193658
743,0.035014987
744,0.40939444
745,0.07808918
746,0.080928534
747,0.17446983
748,0.6810397
749,0.12985739
750,0.16309366
751,0.070215136
752,0.32410306
753,0.10408628
754,0.1461876
755,0.06954342
756,0.3919221
757,0.32776225
758,0.5077767
759,0.138614
760,0.3893389
761,0.12108496
762,0.3131402
763,0.13801432
764,0.17737281
765,0.30034643
766,0.20413342
767,0.34460118
768,0.41067302
769,0.587271
770,0.23945102
771,0.25286603
772,0.1325686
773,0.08695024
774,0.1788575
775,0.6810092
776,0.10480136
777,0.1120103
778,0.048317313
779,0.09875882
780,0.1315684
781,0.122179896
782,0.12094572
783,0.15132523
784,0.08504146
785,0.28842425
786,0.12334439
787,0.3324445
788,0.26831007
789,0.1592009
790,0.14680311
791,0.19965082
792,0.55604887
793,0.10150576
794,0.07694584
795,0.26831007
796,0.06103435
797,0.30577716
798,0.16567633
799,0.07887867
800,0.23621342
801,0.09676415
802,0.10242388
803,0.076471895
804,0.29777753
805,0.43444577
806,0.15445274
807,0.108602434
808,0.9211539
809,0.7917987
810,0.16731068
811,0.017214298
812,0.070899546
813,0.046233237
814,0.082974106
815,0.043329895
816,0.045403928
817,0.29476005
818,0.09746486
819,0.097355574
820,0.04569468
821,0.12820926
822,0.18474793
823,0.08221418
824,0.024300814
825,0.07202667
826,0.09961712
827,0.07941675
828,0.04715252
829,0.14452699
830,0.047818184
831,0.16300377
832,0.035011917
833,0.03283912
834,0.1252164
835,0.068799436
836,0.21369442
837,0.2713714
838,0.044054866
839,0.02944845
840,0.024940133
841,0.05864483
842,0.09020504
843,0.3302979
844,0.09929931
845,0.11492702
846,0.095546186
847,0.11132997
848,0.17840883
849,0.092256606
850,0.06476435
851,0.09611824
852,0.11780664
853,0.07213816
854,0.24734673
855,0.3045522
856,0.091683954
857,0.09558228
858,0.12459341
859,0.10046196
860,0.21061093
861,0.076625675
862,0.019012243
863,0.24911061
864,0.0838978
865,0.100868225
866,0.08765212
867,0.048525512
868,0.13346627
869,0.0809353
870,0.08035067
871,0.21681228
872,0.06394926
873,0.620798
874,0.04890293
875,0.08770028
876,0.07455388
877,0.06592992
878,0.21890604
879,0.07345405
880,0.24454167
881,0.19606668
882,0.26897442
883,0.052754074
884,0.15878007
885,0.04583001
886,0.15755147
887,0.045224756
888,0.10307497
889,0.063621014
890,0.08669856
891,0.20313114
892,0.08908582
893,0.051422656
894,0.4080218
895,0.047935635
896,0.23481834
897,0.08353287
898,0.077747375
899,0.09826779
900,0.076099634
901,0.0493052
902,0.114854306
903,0.2737881
904,0.13482687
905,0.09332731
906,0.11866015
907,0.13223085
908,0.080372036
909,0.05433461
910,0.14398995
911,0.23765436
912,0.123292
913,0.095725685
914,0.076289654
915,0.43356526
916,0.17986497
917,0.11836594
918,0.16169006
919,0.09633875
920,0.0548144
921,0.081409276
922,0.14254639
923,0.085060745
924,0.08755106
925,0.13103655
926,0.5328528
927,0.18880004
928,0.12556347
929,0.38607335
930,0.17523634
931,0.14933631
932,0.42859787
933,0.1138376
934,0.11220172
935,0.16160506
936,0.23894137
937,0.0891318
938,0.2120314
939,0.12216708
940,0.06711733
941,0.16548029
942,0.15377656
943,0.22945678
944,0.08018407
945,0.13948289
946,0.1386795
947,0.4618028
948,0.16867757
949,0.26036313
950,0.095819384
951,0.13773137
952,0.044389278
953,0.044389278
954,0.22091934
955,0.052809894
956,0.10832831
957,0.06905833
958,0.06905833
959,0.058830768
960,0.080192596
961,0.08741623
962,0.044389278
963,0.04963839
964,0.05730921
965,0.093512386
966,0.050967366
967,0.08650926
968,0.04447478
969,0.048120826
970,0.04963839
971,0.05730921
972,0.06905833
973,0.054196358
974,0.048120826
975,0.06864658
976,0.083114415
977,0.048120826
978,0.06830314
979,0.09959164
980,0.06905833
981,0.048120826
982,0.1329976
983,0.050967366
984,0.13015845
985,0.07645166
986,0.06643608
987,0.07942209
988,0.33639854
989,0.17092642
990,0.12841654
991,0.12924483
992,0.085186034
993,0.10380995
994,0.0864141
995,0.07476598
996,0.073352665
997,0.16493008
998,0.06764844
999,0.09182149
1000,0.10314563
1001,0.04516208
1002,0.062216908
1003,0.185336
1004,0.07931262
1005,0.073108256
1006,0.13509038
1007,0.12616
1008,0.050177574
1009,0.118056476
1010,0.12900463
1011,0.055025816
1012,0.09679234
1013,0.16057032
1014,0.14348766
1015,0.046864003
1016,0.12473437
1017,0.142403
1018,0.40973222
1019,0.089764506
1020,0.11390734
1021,0.061647683
1022,0.05625218
1023,0.092498004
1024,0.13853171
1025,0.41290703
1026,0.23274764
1027,0.044261307
1028,0.05005285
1029,0.53959686
1030,0.050656617
1031,0.1337159
1032,0.07796848
1033,0.091807276
1034,0.09689459
1035,0.22398004
1036,0.24428433
1037,0.29284292
1038,0.044261307
1039,0.12690729
1040,0.12683585
1041,0.05628711
1042,0.08060995
1043,0.08607763
1044,0.06983799
1045,0.05625218
1046,0.13241231
1047,0.105632395
1048,0.17274097
1049,0.08642122
1050,0.045389295
1051,0.1055232
1052,0.0704982
1053,0.089879245
1054,0.08557722
1055,0.06181681
1056,0.06401819
1057,0.6094421
1058,0.0463607
1059,0.31948626
1060,0.53182554
1061,0.7329915
1062,0.11356872
1063,0.87241817
1064,0.591645
1065,0.08714652
1066,0.16591129
1067,0.3332557
1068,0.7999506
1069,0.102317244
1070,0.84827316
1071,0.15669641
1072,0.081729144
1073,0.9656807
1074,0.28251934
1075,0.84827316
1076,0.91270024
1077,0.75944173
1078,0.069327354
1079,0.16355237
1080,0.17486703
1081,0.15048498
1082,0.7359335
1083,0.561023
1084,0.48666102
1085,0.83968806
1086,0.098968774
1087,0.38839123
1088,0.7544619
1089,0.83348954
1090,0.591645
1091,0.14271492
1092,0.49089885
1093,0.2577484
1094,0.23488468
1095,0.8738313
1096,0.78686213
1097,0.21439514
1098,0.28735888
1099,0.96504474
1100,0.2966134
1101,0.9723732
1102,0.86769456
1103,0.9891751
1104,0.66420877
1105,0.7263045
1106,0.2026625
1107,0.88228804
1108,0.5712152
1109,0.7263045
1110,0.3064717
1111,0.8735807
1112,0.13863963
1113,0.2214115
1114,0.7206038
1115,0.25197518
1116,0.86524546
1117,0.1994479
1118,0.22624305
1119,0.94157016
1120,0.83707035
1121,0.1577293
1122,0.23503917
1123,0.10155755
1124,0.909822
1125,0.19175607
1126,0.21061519
1127,0.9374139
1128,0.64254695
1129,0.40133065
1130,0.27619374
1131,0.94159675
1132,0.9004539
1133,0.92875624
1134,0.9222823
1135,0.90485275
1136,0.93507576
1137,0.8795879
1138,0.93033683
1139,0.9122204
1140,0.9389338
1141,0.4142757
1142,0.92875624
1143,0.96357226
1144,0.9603689
1145,0.9603689
1146,0.9603689
1147,0.9603689
1148,0.9893633
1149,0.9627079
1150,0.96200347
1151,0.9603689
1152,0.9618716
1153,0.90151477
1154,0.96292436
1155,0.9287293
1156,0.9222823
1157,0.62627983
1158,0.94298613
1159,0.9603689
1160,0.50082695
1161,0.68910295
1162,0.7062025
1163,0.800159
1164,0.62400633
1165,0.9746187
1166,0.63113034
1167,0.435608
1168,0.76609075
1169,0.6828128
1170,0.8835027
1171,0.45221034
1172,0.5547529
1173,0.8835027
1174,0.25576785
1175,0.9399965
1176,0.8835027
1177,0.88008416
1178,0.11987233
1179,0.8835027
1180,0.8835027
1181,0.70784086
1182,0.8009477
1183,0.6777662
1184,0.8835027
1185,0.8835027
1186,0.62400633
1187,0.51945156
1188,0.91681033
1189,0.8692602
1190,0.4221377
1191,0.8835027
1192,0.26260227
1193,0.50082695
1194,0.529454
1195,0.7453316
1196,0.8180425
1197,0.16953212
1198,0.56154114
1199,0.8903594
1200,0.37822157
1201,0.75363743
1202,0.7250505
1203,0.13054842
1204,0.30501947
1205,0.95952487
1206,0.7571865
1207,0.22981668
1208,0.36544245
1209,0.93651444
1210,0.7034186
1211,0.55064154
1212,0.28396714
1213,0.9419252
1214,0.38704118
1215,0.3170642
1216,0.5705583
1217,0.34070396
1218,0.35282713
1219,0.17889294
1220,0.5299415
1221,0.27763146
1222,0.83933854
1223,0.4799511
1224,0.5971614
1225,0.18024075
1226,0.7355668
1227,0.8458317
1228,0.6185167
1229,0.7587972
1230,0.38030753
1231,0.46379745
1232,0.38030753
1233,0.887771
1234,0.90536046
1235,0.9074154
1236,0.41541654
1237,0.7493758
1238,0.09243548
1239,0.6097543
1240,0.27510133
1241,0.39991787
1242,0.7501497
1243,0.9566434
1244,0.8403329
1245,0.8066665
1246,0.2813291
1247,0.5613809
1248,0.92511356
1249,0.63016844
1250,0.60231704
1251,0.7501497
1252,0.7067153
1253,0.5664999
1254,0.6869769
1255,0.41908205
1256,0.3776114
1257,0.3472647
1258,0.91918266
1259,0.92283607
1260,0.64245784
1261,0.8665321
1262,0.90040404
1263,0.102081776
1264,0.9301326
1265,0.114708126
1266,0.14986303
1267,0.12790945
1268,0.14433843
1269,0.25495666
1270,0.18813923
1271,0.12911135
1272,0.08548933
1273,0.16347915
1274,0.23334205
1275,0.17228398
1276,0.14444783
1277,0.60382384
1278,0.2562555
1279,0.543966
1280,0.23039442
1281,0.13863584
1282,0.10670209
1283,0.110523075
1284,0.60382384
1285,0.11895755
1286,0.12109387
1287,0.07047576
1288,0.23808646
1289,0.9145924
1290,0.1257222
1291,0.44776464
1292,0.16374657
1293,0.24039066
1294,0.19518554
1295,0.55459243
1296,0.074367374
1297,0.10579282
1298,0.15146846
1299,0.33080733
1300,0.3817375
1301,0.14951676
1302,0.08539054
1303,0.3302142
1304,0.30963853
1305,0.15271083
1306,0.4295442
1307,0.21267635
1308,0.23495477
1309,0.8552215
1310,0.17908561
1311,0.17483363
1312,0.3144621
1313,0.08501184
1314,0.07591361
1315,0.07779688
1316,0.21675843
1317,0.095918864
1318,0.25075623
1319,0.21437728
1320,0.12263352
1321,0.06941268
1322,0.24430034
1323,0.35449344
1324,0.6631424
1325,0.07775882
1326,0.16488743
1327,0.04709649
1328,0.21639234
1329,0.10465437
1330,0.5780992
1331,0.16953212
1332,0.30501947
1333,0.4098379
1334,0.34024528
1335,0.7250505
1336,0.79296887
1337,0.36405125
1338,0.20032755
1339,0.81193507
1340,0.5751437
1341,0.29011595
1342,0.13543576
1343,0.8903594
1344,0.5018125
1345,0.83933854
1346,0.74601114
1347,0.37786996
1348,0.39142206
1349,0.27763146
1350,0.26453894
1351,0.9595245
1352,0.74903595
1353,0.85373044
1354,0.38427043
1355,0.38924202
1356,0.75363743
1357,0.79018843
1358,0.9080306
1359,0.32116407
1360,0.9419252
1361,0.54607
1362,0.5203585
1363,0.44228747
1364,0.36507517
1365,0.38704118
1366,0.82008207
1367,0.81228536
1368,0.77164483
1369,0.5190437
1370,0.3350659
1371,0.3960982
1372,0.96825635
1373,0.96442133
1374,0.3350659
1375,0.87670124
1376,0.758073
1377,0.6674406
1378,0.18472642
1379,0.95932484
1380,0.9434427
1381,0.6660464
1382,0.85957116
1383,0.4994928
1384,0.96442133
1385,0.86873883
1386,0.3350659
1387,0.81209016
1388,0.5199959
1389,0.93285334
1390,0.3350659
1391,0.7740867
1392,0.1718013
1393,0.47260448
1394,0.19170871
1395,0.9663626
1396,0.933844
1397,0.61726546
1398,0.18477312
1399,0.9860392
1400,0.3547905
1401,0.41689867
1402,0.47322917
1403,0.81786305
1404,0.33880582
1405,0.89063555
1406,0.08923489
1407,0.89116335
1408,0.16196376
1409,0.31903276
1410,0.8600725
1411,0.9079113
1412,0.8725308
1413,0.38773122
1414,0.97631514
1415,0.5535114
1416,0.59937084
1417,0.94249886
1418,0.7624521
1419,0.93067247
1420,0.886619
1421,0.30426052
1422,0.94328976
1423,0.4931394
1424,0.55856687
1425,0.886619
1426,0.55690014
1427,0.98739624
1428,0.2787872
1429,0.14785054
1430,0.50885403
1431,0.41513157
1432,0.191724
1433,0.88094145
1434,0.8394244
1435,0.27064148
1436,0.17860058
1437,0.17804125
1438,0.17920399
1439,0.2930082
1440,0.07436541
1441,0.9152278
1442,0.43350852
1443,0.83478475
1444,0.26997453
1445,0.13625628
1446,0.27735904
1447,0.07252699
1448,0.08100471
1449,0.9186444
1450,0.19267288
1451,0.52427775
1452,0.2409926
1453,0.14368352
1454,0.12960765
1455,0.11372021
1456,0.38993967
1457,0.8617017
1458,0.086491376
1459,0.82745934
1460,0.7498604
1461,0.39450294
1462,0.20199624
1463,0.2859769
1464,0.48851895
1465,0.35213858
1466,0.39646813
1467,0.20967722
1468,0.15771529
1469,0.31501514
1470,0.7439908
1471,0.29299897
1472,0.18184105
1473,0.08903924
1474,0.13984868
1475,0.26690087
1476,0.13937747
1477,0.15748307
1478,0.07410413
1479,0.67566717
1480,0.53636295
1481,0.25219628
1482,0.11168966
1483,0.10080296
1484,0.4321156
1485,0.09067738
1486,0.16094893
1487,0.40173057
1488,0.0877476
1489,0.72601384
1490,0.039017826
1491,0.7739495
1492,0.14856765
1493,0.49670872
1494,0.5129094
1495,0.55996025
1496,0.11901486
1497,0.85131085
1498,0.66829616
1499,0.83509195
1500,0.15039527
1501,0.95986664
1502,0.95986664
1503,0.95986664
1504,0.8078705
1505,0.7196824
1506,0.95986664
1507,0.122327924
1508,0.15474847
1509,0.6202386
1510,0.95986664
1511,0.40896982
1512,0.7387702
1513,0.6120798
1514,0.6731153
1515,0.7196824
1516,0.95986664
1517,0.947348
1518,0.95986664
1519,0.6731153
1520,0.23411703
1521,0.79971004
1522,0.6731153
1523,0.6681796
1524,0.3801688
1525,0.47173414
1526,0.6199157
1527,0.42610148
1528,0.39628407
1529,0.8091655
1530,0.8497455
1531,0.8047585
1532,0.24493355
1533,0.9341104
1534,0.39628407
1535,0.2739489
1536,0.75371206
1537,0.3495875
1538,0.9334399
1539,0.95004
1540,0.8893626
1541,0.7922318
1542,0.42559803
1543,0.5108049
1544,0.5024203
1545,0.8131476
1546,0.11646065
1547,0.17683294
1548,0.42559803
1549,0.8131476
1550,0.66480625
1551,0.42559803
1552,0.26013386
1553,0.82005167
1554,0.120749116
1555,0.18686423
1556,0.24783117
1557,0.8613101
1558,0.761562
1559,0.9435508
1560,0.07339972
1561,0.26947325
1562,0.10801169
1563,0.16326758
1564,0.10984656
1565,0.123375654
1566,0.10431787
1567,0.15435469
1568,0.08450368
1569,0.120450795
1570,0.56108314
1571,0.19578609
1572,0.12635949
1573,0.08404696
1574,0.1422255
1575,0.28476655
1576,0.15096134
1577,0.078968644
1578,0.12254447
1579,0.5821936
1580,0.15096134
1581,0.2847324
1582,0.22150704
1583,0.19578609
1584,0.07388821
1585,0.32106176
1586,0.7136829
1587,0.6790626
1588,0.15142259
1589,0.41963387
1590,0.38814655
1591,0.16587943
1592,0.11339113
1593,0.06882048
1594,0.38687414
1595,0.10927737
1596,0.9075111
1597,0.10850358
1598,0.40383592
1599,0.05431032
1600,0.29333788
1601,0.7329656
1602,0.66199195
1603,0.12437937
1604,0.25808823
1605,0.32976985
1606,0.075936645
1607,0.143051
1608,0.44699073
1609,0.44769806
1610,0.0938265
1611,0.061349064
1612,0.2828912
1613,0.47659215
1614,0.3382994
1615,0.060780138
1616,0.23743054
1617,0.118974924
1618,0.3382994
1619,0.2019333
1620,0.14387739
1621,0.495248
1622,0.32143706
1623,0.5547529
1624,0.20973235
1625,0.4544855
1626,0.3378454
1627,0.5083068
1628,0.35416436
1629,0.3380735
1630,0.37570703
1631,0.42154485
1632,0.28696012
1633,0.13253218
1634,0.39070833
1635,0.15135461
1636,0.08255029
1637,0.34357277
1638,0.18503264
1639,0.55252135
1640,0.30099404
1641,0.6779922
1642,0.09571716
1643,0.06320408
1644,0.76140577
1645,0.21556857
1646,0.062364936
1647,0.799297
1648,0.18830723
1649,0.19736364
1650,0.18830723
1651,0.07981011
1652,0.07157484
1653,0.204606
1654,0.097617865
1655,0.2512188
1656,0.09384313
1657,0.2947504
1658,0.14972389
1659,0.06731084
1660,0.50138956
1661,0.547384
1662,0.15239593
1663,0.18830723
1664,0.106063604
1665,0.052776843
1666,0.07197821
1667,0.06831375
1668,0.05968839
1669,0.16127819
1670,0.05010909
