,bert_net
256,0.44031346
257,0.13998762
258,0.11731732
259,0.65914625
260,0.3139885
261,0.21057451
262,0.16647175
263,0.16557753
264,0.55624163
265,0.07903549
266,0.61318475
267,0.25285357
268,0.12681141
269,0.62403595
270,0.5135505
271,0.68762577
272,0.021508306
273,0.35117537
274,0.060285002
275,0.3239668
276,0.037162304
277,0.20460457
278,0.16887662
279,0.3540695
280,0.19345465
281,0.10111064
282,0.060512513
283,0.037162304
284,0.1264295
285,0.22351798
286,0.24724612
287,0.20562187
288,0.112694114
289,0.1739699
290,0.33249432
291,0.3071642
292,0.1680896
293,0.06432143
294,0.23059228
295,0.112713546
296,0.30132744
297,0.2769982
298,0.32129404
299,0.36435682
300,0.24559101
301,0.37992275
302,0.063307375
303,0.09275234
304,0.13474903
305,0.12568638
306,0.09777677
307,0.10050294
308,0.22824314
309,0.104115486
310,0.12910908
311,0.1932737
312,0.071970016
313,0.039034873
314,0.31115
315,0.19924903
316,0.29451156
317,0.12205416
318,0.07602817
319,0.09847495
320,0.106090635
321,0.38064885
322,0.07805261
323,0.302252
324,0.13206595
325,0.8320174
326,0.24519855
327,0.22912735
328,0.030178428
329,0.12148419
330,0.1582005
331,0.41294783
332,0.14919469
333,0.1350365
334,0.3579309
335,0.2824846
336,0.23603147
337,0.6248488
338,0.091671586
339,0.13490885
340,0.2328403
341,0.54237115
342,0.6959796
343,0.14330208
344,0.1703682
345,0.15186399
346,0.060808867
347,0.09104997
348,0.15218553
349,0.12560287
350,0.12560287
351,0.09105006
352,0.21676281
353,0.17390168
354,0.5773911
355,0.0899815
356,0.108997345
357,0.06980404
358,0.09105
359,0.06369719
360,0.09105
361,0.12526783
362,0.3879244
363,0.093278795
364,0.060808867
365,0.09104997
366,0.0859682
367,0.1256285
368,0.4976313
369,0.6599642
370,0.060808867
371,0.12560299
372,0.060808897
373,0.12560287
374,0.25337055
375,0.8394287
376,0.46207482
377,0.4383631
378,0.09104991
379,0.088941395
380,0.936373
381,0.8942863
382,0.9924333
383,0.2981552
384,0.29451793
385,0.97879493
386,0.90482163
387,0.9139813
388,0.1133866
389,0.34975165
390,0.09680304
391,0.9728223
392,0.86449754
393,0.9058603
394,0.9924973
395,0.97089106
396,0.075565726
397,0.84799665
398,0.77082646
399,0.9203478
400,0.17123824
401,0.1940732
402,0.95334446
403,0.91549367
404,0.40301758
405,0.43696585
406,0.9158947
407,0.3760123
408,0.9558658
409,0.8844974
410,0.9780831
411,0.98658484
412,0.3648845
413,0.2375508
414,0.75939894
415,0.2784344
416,0.96940243
417,0.9884149
418,0.09189755
419,0.061186522
420,0.9346272
421,0.16093919
422,0.042344213
423,0.70065176
424,0.73391575
425,0.95714444
426,0.026530415
427,0.40906584
428,0.099904
429,0.57795286
430,0.8929142
431,0.087340206
432,0.03126803
433,0.080857515
434,0.8368373
435,0.09632623
436,0.12761179
437,0.85549605
438,0.33397633
439,0.11303848
440,0.036593378
441,0.07120648
442,0.06556693
443,0.509476
444,0.89720756
445,0.83564246
446,0.6048328
447,0.07827297
448,0.4882257
449,0.95751405
450,0.016055524
451,0.31994483
452,0.9978254
453,0.056114852
454,0.62249506
455,0.98223495
456,0.9932467
457,0.73664045
458,0.96444166
459,0.98441374
460,0.9444803
461,0.459526
462,0.989431
463,0.23515445
464,0.013658464
465,0.12433472
466,0.210356
467,0.463277
468,0.9595155
469,0.08858222
470,0.8452519
471,0.5864182
472,0.89737725
473,0.91261286
474,0.6558334
475,0.30828446
476,0.31869668
477,0.17729884
478,0.5562459
479,0.03527218
480,0.7418118
481,0.0103520155
482,0.08318108
483,0.99648964
484,0.109154075
485,0.18204007
486,0.17513588
487,0.50985616
488,0.19826484
489,0.9702028
490,0.9155103
491,0.9260185
492,0.8962423
493,0.9353908
494,0.27691597
495,0.9122672
496,0.17949852
497,0.07136327
498,0.121555865
499,0.9179498
500,0.8967575
501,0.18521845
502,0.2211735
503,0.16552702
504,0.94344354
505,0.94450736
506,0.8295647
507,0.16477337
508,0.9563335
509,0.024875224
510,0.96017325
511,0.89707386
512,0.89661574
513,0.98051447
514,0.8494878
515,0.09547216
516,0.89921945
517,0.2086342
518,0.06150812
519,0.14359754
520,0.08684641
521,0.16765949
522,0.11381185
523,0.04838994
524,0.1973992
525,0.11095673
526,0.16117957
527,0.35180658
528,0.03249982
529,0.31513494
530,0.15168905
531,0.07330871
532,0.21623316
533,0.2129367
534,0.058850527
535,0.36520728
536,0.10007012
537,0.0682289
538,0.09567097
539,0.051674217
540,0.036013395
541,0.10718855
542,0.07762864
543,0.09706649
544,0.16507325
545,0.08372459
546,0.27940607
547,0.069760114
548,0.8022405
549,0.025303751
550,0.04352489
551,0.0911794
552,0.17729288
553,0.050916523
554,0.075164765
555,0.07445699
556,0.11751461
557,0.1884442
558,0.07484645
559,0.13992125
560,0.040038556
561,0.06602666
562,0.028646648
563,0.93653667
564,0.12373531
565,0.061886936
566,0.06359288
567,0.10437396
568,0.14046326
569,0.061650455
570,0.098508984
571,0.8582504
572,0.06702757
573,0.80316335
574,0.16604504
575,0.6938988
576,0.762177
577,0.90446377
578,0.92231584
579,0.8007834
580,0.7659143
581,0.7060664
582,0.6861857
583,0.40737948
584,0.69189394
585,0.7492192
586,0.9088491
587,0.8327489
588,0.5953563
589,0.79285514
590,0.17559454
591,0.7891407
592,0.7881341
593,0.5179086
594,0.7386348
595,0.20818958
596,0.44115314
597,0.27388793
598,0.5446487
599,0.45390832
600,0.51491946
601,0.7774351
602,0.90262043
603,0.8126359
604,0.7918428
605,0.14023635
606,0.58359176
607,0.42484596
608,0.7224579
609,0.80068946
610,0.80736583
611,0.9243089
612,0.73598075
613,0.7997992
614,0.39315733
615,0.54376173
616,0.7109202
617,0.9453161
618,0.27925932
619,0.48309186
620,0.4134764
621,0.30549514
622,0.96571434
623,0.5517342
624,0.80736583
625,0.72639245
626,0.8819057
627,0.9422312
628,0.5404756
629,0.39965975
630,0.80736566
631,0.2510636
632,0.4275781
633,0.5152266
634,0.80736566
635,0.42526516
636,0.93677825
637,0.9253827
638,0.8850509
639,0.92432773
640,0.08510724
641,0.093990594
642,0.039150536
643,0.18747562
644,0.15439403
645,0.07367122
646,0.3402835
647,0.33146563
648,0.0794442
649,0.3515043
650,0.03992358
651,0.13814655
652,0.094115674
653,0.99446255
654,0.9654304
655,0.050231457
656,0.08507326
657,0.14778844
658,0.8989941
659,0.07614839
660,0.09321347
661,0.102837384
662,0.09454468
663,0.041226268
664,0.07655966
665,0.07121706
666,0.022099942
667,0.1066874
668,0.21522188
669,0.99233633
670,0.11428726
671,0.059918612
672,0.11873633
673,0.12909928
674,0.13141695
675,0.053254187
676,0.020602316
677,0.09047502
678,0.21316317
679,0.052233696
680,0.33253694
681,0.12558413
682,0.04051742
683,0.042924255
684,0.20702821
685,0.072102726
686,0.08000311
687,0.09565702
688,0.09426075
689,0.090287656
690,0.41850483
691,0.12578699
692,0.3294613
693,0.09692979
694,0.06725025
695,0.06349406
696,0.28618973
697,0.6292703
698,0.10318729
699,0.33153433
700,0.10843611
701,0.20701054
702,0.06509161
703,0.040729493
704,0.09528005
705,0.13835683
706,0.16323045
707,0.040220737
708,0.07996604
709,0.07581958
710,0.14031032
711,0.066358656
712,0.23722914
713,0.061384767
714,0.028284818
715,0.05754289
716,0.058012217
717,0.097672135
718,0.08695251
719,0.13153505
720,0.051701665
721,0.01810211
722,0.2873112
723,0.045689017
724,0.037620246
725,0.09165102
726,0.29042184
727,0.104304254
728,0.17569655
729,0.06177509
730,0.06671092
731,0.06678665
732,0.23995242
733,0.10569909
734,0.08435202
735,0.12276858
736,0.1139788
737,0.19809783
738,0.1023947
739,0.03418678
740,0.1793702
741,0.066812575
742,0.03666708
743,0.057959914
744,0.30462056
745,0.07354152
746,0.19987944
747,0.12339583
748,0.50530446
749,0.06663862
750,0.1540353
751,0.07173896
752,0.53487986
753,0.12832254
754,0.13278884
755,0.09921175
756,0.1831001
757,0.29385403
758,0.31639737
759,0.4821936
760,0.40746355
761,0.09675759
762,0.09227127
763,0.04735461
764,0.08528459
765,0.14151445
766,0.017078936
767,0.29512352
768,0.024213076
769,0.23618841
770,0.07595423
771,0.13903981
772,0.114008814
773,0.055281967
774,0.19005853
775,0.50695175
776,0.068297535
777,0.027374536
778,0.04065165
779,0.09262565
780,0.09212941
781,0.13669327
782,0.17030495
783,0.22550243
784,0.036251783
785,0.27296078
786,0.14190894
787,0.25641248
788,0.42614082
789,0.10169923
790,0.11089888
791,0.3947879
792,0.31055403
793,0.105955124
794,0.111146
795,0.58296317
796,0.06698111
797,0.17939606
798,0.09113407
799,0.17318538
800,0.19211867
801,0.15682536
802,0.16251498
803,0.08638272
804,0.28561983
805,0.24550343
806,0.06700787
807,0.12428436
808,0.91790867
809,0.49291274
810,0.055454105
811,0.16352823
812,0.031900853
813,0.03352225
814,0.08842173
815,0.075228065
816,0.10133913
817,0.19093731
818,0.01715821
819,0.050334394
820,0.07423496
821,0.25246683
822,0.20383346
823,0.063340664
824,0.025511175
825,0.03316191
826,0.11809021
827,0.20165318
828,0.08860916
829,0.16675296
830,0.017951995
831,0.117459804
832,0.24578887
833,0.106279045
834,0.103045166
835,0.13491276
836,0.33408958
837,0.06835526
838,0.043853074
839,0.058808416
840,0.022898287
841,0.09381434
842,0.169153
843,0.08265591
844,0.05083084
845,0.12196538
846,0.06490788
847,0.17172104
848,0.11279535
849,0.05699542
850,0.07511458
851,0.09690124
852,0.060444236
853,0.086197734
854,0.15599322
855,0.10169321
856,0.14465234
857,0.106266975
858,0.079645544
859,0.07204729
860,0.06899005
861,0.08047375
862,0.18457788
863,0.096562594
864,0.056619853
865,0.034568638
866,0.13654032
867,0.014967412
868,0.08445603
869,0.060411185
870,0.18185592
871,0.09617138
872,0.23630413
873,0.25427672
874,0.09110612
875,0.10240787
876,0.13772899
877,0.045297533
878,0.16018653
879,0.01696989
880,0.0625478
881,0.12795943
882,0.5045051
883,0.060975075
884,0.089695245
885,0.05203104
886,0.20346093
887,0.012903571
888,0.15409991
889,0.05094534
890,0.05904618
891,0.31296986
892,0.051442593
893,0.11345947
894,0.26230723
895,0.12003669
896,0.26196408
897,0.046855062
898,0.10883981
899,0.059221655
900,0.027277112
901,0.109595925
902,0.09359947
903,0.041138887
904,0.03323388
905,0.1302545
906,0.075814515
907,0.07794064
908,0.09290078
909,0.1403605
910,0.10388231
911,0.14714235
912,0.072737366
913,0.075451136
914,0.035689086
915,0.5123182
916,0.45836255
917,0.049770415
918,0.424138
919,0.12576962
920,0.038821965
921,0.07377398
922,0.07262498
923,0.073153585
924,0.1023455
925,0.027346462
926,0.5791905
927,0.4783168
928,0.151939
929,0.7618016
930,0.10332623
931,0.1286605
932,0.73198605
933,0.12073368
934,0.10379413
935,0.1679168
936,0.0746969
937,0.07132813
938,0.37038186
939,0.07565811
940,0.021687567
941,0.0684914
942,0.10177913
943,0.17867985
944,0.057854503
945,0.10737988
946,0.0771814
947,0.27778846
948,0.062827915
949,0.39685774
950,0.10364804
951,0.14921147
952,0.02861312
953,0.034296393
954,0.19582939
955,0.08550292
956,0.028084487
957,0.029780686
958,0.02272439
959,0.07425004
960,0.034991205
961,0.04597786
962,0.037409425
963,0.084373236
964,0.02533874
965,0.07002908
966,0.023576647
967,0.03256467
968,0.023082435
969,0.029809564
970,0.09493768
971,0.03444892
972,0.024163246
973,0.032521874
974,0.040591925
975,0.04262024
976,0.035781205
977,0.03521213
978,0.07959208
979,0.03874585
980,0.025554478
981,0.029989302
982,0.20112956
983,0.036444455
984,0.11521217
985,0.0705843
986,0.13622135
987,0.2118473
988,0.26440886
989,0.13351521
990,0.08252162
991,0.34561622
992,0.050482422
993,0.1146425
994,0.11387041
995,0.13642344
996,0.025339067
997,0.12766674
998,0.17196754
999,0.12160313
1000,0.06117493
1001,0.032601446
1002,0.04695028
1003,0.15372285
1004,0.08279759
1005,0.095303506
1006,0.12601674
1007,0.058931828
1008,0.07460332
1009,0.2614369
1010,0.09561905
1011,0.12482223
1012,0.08410087
1013,0.11596346
1014,0.0829722
1015,0.22548416
1016,0.056254894
1017,0.08727968
1018,0.5851025
1019,0.04285419
1020,0.040216774
1021,0.052678704
1022,0.023679823
1023,0.08686596
1024,0.11346862
1025,0.20401755
1026,0.29962665
1027,0.040510863
1028,0.10420105
1029,0.49814335
1030,0.020356506
1031,0.28098145
1032,0.052294135
1033,0.054590523
1034,0.084629685
1035,0.47144964
1036,0.31577516
1037,0.19899237
1038,0.07612792
1039,0.17245543
1040,0.08997938
1041,0.03460607
1042,0.041672617
1043,0.09909096
1044,0.041430265
1045,0.034538835
1046,0.2716857
1047,0.1131067
1048,0.08893624
1049,0.18031028
1050,0.067588955
1051,0.04362136
1052,0.0234676
1053,0.033931613
1054,0.03910157
1055,0.07158193
1056,0.01861605
1057,0.88177496
1058,0.024055988
1059,0.14319912
1060,0.23231325
1061,0.96182513
1062,0.47506472
1063,0.9899337
1064,0.837507
1065,0.17363682
1066,0.096824735
1067,0.18592402
1068,0.36405355
1069,0.26318383
1070,0.8964488
1071,0.06197661
1072,0.098558664
1073,0.9147515
1074,0.10533014
1075,0.9153372
1076,0.97157645
1077,0.91470563
1078,0.15266865
1079,0.04862389
1080,0.2938192
1081,0.1256088
1082,0.3544693
1083,0.5238564
1084,0.11468032
1085,0.9932474
1086,0.17171457
1087,0.31716704
1088,0.5519801
1089,0.97353613
1090,0.8114766
1091,0.11808574
1092,0.19696146
1093,0.21953836
1094,0.039197475
1095,0.44960427
1096,0.9294996
1097,0.60574794
1098,0.09218547
1099,0.99806875
1100,0.20491835
1101,0.9922626
1102,0.9509809
1103,0.99456537
1104,0.3830507
1105,0.49792868
1106,0.11647493
1107,0.9773693
1108,0.35242218
1109,0.25587353
1110,0.1959033
1111,0.9819791
1112,0.11552757
1113,0.10797697
1114,0.81824684
1115,0.40564445
1116,0.95515645
1117,0.46231428
1118,0.09800145
1119,0.9659027
1120,0.7801615
1121,0.3764547
1122,0.14153609
1123,0.0862844
1124,0.98209006
1125,0.42077547
1126,0.47480318
1127,0.98715925
1128,0.78969616
1129,0.49733302
1130,0.1845997
1131,0.95756185
1132,0.8732294
1133,0.942719
1134,0.9632839
1135,0.9845779
1136,0.8209781
1137,0.9831525
1138,0.9535402
1139,0.8650166
1140,0.8765687
1141,0.9192271
1142,0.96252155
1143,0.962432
1144,0.98269814
1145,0.9880158
1146,0.9871751
1147,0.977152
1148,0.57677466
1149,0.96511763
1150,0.9836619
1151,0.9879997
1152,0.967656
1153,0.9876995
1154,0.81115305
1155,0.8696032
1156,0.9632839
1157,0.48064372
1158,0.982788
1159,0.9897003
1160,0.24735591
1161,0.96537334
1162,0.9701066
1163,0.99591
1164,0.79391754
1165,0.99505305
1166,0.6219001
1167,0.5090322
1168,0.97408116
1169,0.8842733
1170,0.98642206
1171,0.9227567
1172,0.8816433
1173,0.98485065
1174,0.2493684
1175,0.96779704
1176,0.98118985
1177,0.9323118
1178,0.27807802
1179,0.9770057
1180,0.9831569
1181,0.71279424
1182,0.9724126
1183,0.66509926
1184,0.96981454
1185,0.9779048
1186,0.5360696
1187,0.78589416
1188,0.9675529
1189,0.8847815
1190,0.5012922
1191,0.98587584
1192,0.74084765
1193,0.21460757
1194,0.65321594
1195,0.53705275
1196,0.85644805
1197,0.4276787
1198,0.4695717
1199,0.90650356
1200,0.17916852
1201,0.43028724
1202,0.60808486
1203,0.23224571
1204,0.38354462
1205,0.9347236
1206,0.5129348
1207,0.35685125
1208,0.3825845
1209,0.92681587
1210,0.7118223
1211,0.6670595
1212,0.53845924
1213,0.90778136
1214,0.3538149
1215,0.33811778
1216,0.84086525
1217,0.5060828
1218,0.33588743
1219,0.39258194
1220,0.6203749
1221,0.46223086
1222,0.8262841
1223,0.3847463
1224,0.65359193
1225,0.15525678
1226,0.95998263
1227,0.9812031
1228,0.82999825
1229,0.9594129
1230,0.3574524
1231,0.30816782
1232,0.28133357
1233,0.96394324
1234,0.93412185
1235,0.98522335
1236,0.22413158
1237,0.7065666
1238,0.09335148
1239,0.49389035
1240,0.15838742
1241,0.45221603
1242,0.46406984
1243,0.78179234
1244,0.9171292
1245,0.938994
1246,0.20401585
1247,0.20542765
1248,0.98852515
1249,0.6905604
1250,0.27927113
1251,0.4640698
1252,0.42464453
1253,0.5012365
1254,0.8909893
1255,0.45436242
1256,0.1353701
1257,0.11590257
1258,0.9981506
1259,0.90360564
1260,0.9305725
1261,0.9613447
1262,0.9478681
1263,0.032720506
1264,0.9361477
1265,0.050536215
1266,0.110899776
1267,0.10831386
1268,0.0634276
1269,0.07210487
1270,0.061630994
1271,0.20449
1272,0.029485285
1273,0.115303874
1274,0.58379817
1275,0.048063874
1276,0.09598389
1277,0.18620998
1278,0.03460008
1279,0.49633715
1280,0.1349138
1281,0.03133884
1282,0.064994425
1283,0.14418986
1284,0.18620995
1285,0.09770885
1286,0.090420514
1287,0.06716487
1288,0.13915372
1289,0.98303366
1290,0.14555728
1291,0.04825023
1292,0.10018727
1293,0.23231116
1294,0.19665608
1295,0.93798757
1296,0.06664312
1297,0.13611877
1298,0.03977093
1299,0.18882826
1300,0.5680749
1301,0.11355871
1302,0.0753102
1303,0.48037472
1304,0.21580142
1305,0.15937918
1306,0.38075837
1307,0.26130795
1308,0.5998132
1309,0.96924144
1310,0.18722895
1311,0.07559833
1312,0.25736213
1313,0.0948419
1314,0.045638025
1315,0.08270717
1316,0.27963245
1317,0.20438462
1318,0.2893298
1319,0.20052287
1320,0.28663397
1321,0.16527191
1322,0.07023379
1323,0.3284797
1324,0.94737613
1325,0.050604045
1326,0.10970938
1327,0.19083953
1328,0.40290013
1329,0.09924647
1330,0.77722967
1331,0.42767882
1332,0.3835448
1333,0.41247916
1334,0.73842317
1335,0.60808486
1336,0.8462682
1337,0.34913766
1338,0.18920341
1339,0.81853634
1340,0.78103405
1341,0.13799942
1342,0.17905024
1343,0.90650356
1344,0.30277908
1345,0.8262841
1346,0.5406243
1347,0.23327395
1348,0.5016917
1349,0.4622308
1350,0.66190946
1351,0.99510825
1352,0.33252704
1353,0.7724136
1354,0.23667142
1355,0.8223475
1356,0.43028724
1357,0.96751404
1358,0.8361362
1359,0.4991406
1360,0.9077813
1361,0.64179933
1362,0.48576835
1363,0.18827349
1364,0.52937233
1365,0.35381514
1366,0.923368
1367,0.85378015
1368,0.6870853
1369,0.8817781
1370,0.15031463
1371,0.7430084
1372,0.9508982
1373,0.75743246
1374,0.189646
1375,0.59337217
1376,0.9422002
1377,0.46537733
1378,0.38655084
1379,0.9606972
1380,0.9463985
1381,0.7709684
1382,0.3988643
1383,0.3870316
1384,0.8204079
1385,0.8453654
1386,0.20435551
1387,0.7994714
1388,0.6297514
1389,0.99165034
1390,0.16989988
1391,0.9579377
1392,0.13514164
1393,0.6115556
1394,0.30290508
1395,0.96263367
1396,0.9511148
1397,0.6253607
1398,0.044638216
1399,0.9916851
1400,0.66296935
1401,0.62993413
1402,0.6092688
1403,0.83883524
1404,0.27212465
1405,0.3850415
1406,0.05972147
1407,0.99078715
1408,0.28500694
1409,0.37804127
1410,0.9475621
1411,0.98228383
1412,0.91296136
1413,0.23714489
1414,0.9766537
1415,0.3594486
1416,0.84862566
1417,0.9831295
1418,0.52457345
1419,0.95995355
1420,0.97539127
1421,0.33708188
1422,0.99731576
1423,0.6646383
1424,0.5835154
1425,0.96998215
1426,0.18043166
1427,0.996951
1428,0.19434753
1429,0.17743641
1430,0.17696148
1431,0.09542757
1432,0.30470175
1433,0.85507625
1434,0.96350133
1435,0.14390329
1436,0.080050886
1437,0.086444885
1438,0.25005105
1439,0.44282746
1440,0.0526371
1441,0.9625243
1442,0.8364297
1443,0.9390383
1444,0.15507644
1445,0.0665876
1446,0.05243787
1447,0.14375633
1448,0.04726553
1449,0.8995715
1450,0.28931928
1451,0.5547957
1452,0.04305759
1453,0.059870154
1454,0.15521902
1455,0.074697345
1456,0.28331104
1457,0.9444864
1458,0.27955186
1459,0.8834791
1460,0.780612
1461,0.19762161
1462,0.19324955
1463,0.33088544
1464,0.7377685
1465,0.35988852
1466,0.05638486
1467,0.09531525
1468,0.73517513
1469,0.5153651
1470,0.7984241
1471,0.049752623
1472,0.25969023
1473,0.098624796
1474,0.18780035
1475,0.071356356
1476,0.02328968
1477,0.18808728
1478,0.068069726
1479,0.734107
1480,0.14206117
1481,0.55435115
1482,0.041504115
1483,0.10530838
1484,0.19497931
1485,0.24485987
1486,0.1340591
1487,0.63489497
1488,0.0592089
1489,0.11039385
1490,0.02257362
1491,0.9259263
1492,0.46771395
1493,0.77597773
1494,0.163465
1495,0.12651575
1496,0.3151868
1497,0.4792207
1498,0.78931963
1499,0.91519487
1500,0.15741557
1501,0.9903058
1502,0.98907745
1503,0.9936637
1504,0.80467063
1505,0.8233254
1506,0.9939383
1507,0.097148865
1508,0.22689131
1509,0.95811224
1510,0.99440116
1511,0.13590765
1512,0.8206725
1513,0.48619968
1514,0.7904626
1515,0.40107802
1516,0.9869474
1517,0.83567715
1518,0.9930074
1519,0.77393436
1520,0.6014586
1521,0.820534
1522,0.84678
1523,0.32624644
1524,0.38150287
1525,0.12987086
1526,0.4023868
1527,0.42162508
1528,0.24956182
1529,0.7564566
1530,0.9005423
1531,0.9640729
1532,0.12589744
1533,0.98756266
1534,0.29265022
1535,0.38620165
1536,0.97949743
1537,0.48012903
1538,0.98404735
1539,0.99227333
1540,0.93703634
1541,0.73648226
1542,0.31640255
1543,0.53611135
1544,0.25076813
1545,0.73076326
1546,0.18366146
1547,0.12031391
1548,0.32302123
1549,0.71702576
1550,0.8500477
1551,0.2745468
1552,0.45795155
1553,0.82805085
1554,0.17240328
1555,0.07823053
1556,0.13438931
1557,0.85781384
1558,0.9292234
1559,0.97397053
1560,0.14100078
1561,0.18956125
1562,0.07350922
1563,0.2651681
1564,0.09902495
1565,0.09938666
1566,0.09380728
1567,0.14099395
1568,0.08744696
1569,0.053873003
1570,0.95175445
1571,0.31382623
1572,0.13658616
1573,0.10422099
1574,0.14615312
1575,0.61389595
1576,0.102353394
1577,0.09488508
1578,0.09742841
1579,0.1786175
1580,0.102353364
1581,0.31491008
1582,0.1577563
1583,0.19110596
1584,0.038413346
1585,0.09455562
1586,0.98325336
1587,0.9513565
1588,0.054966837
1589,0.5777551
1590,0.34263983
1591,0.54206824
1592,0.040644437
1593,0.06523177
1594,0.44825238
1595,0.07196316
1596,0.9782841
1597,0.20906743
1598,0.812528
1599,0.060580194
1600,0.18784362
1601,0.97623706
1602,0.16860572
1603,0.07478866
1604,0.5483374
1605,0.31030095
1606,0.14990309
1607,0.28987652
1608,0.38962474
1609,0.280797
1610,0.11979672
1611,0.057240903
1612,0.3233872
1613,0.6322562
1614,0.7407974
1615,0.15895084
1616,0.31182754
1617,0.11792129
1618,0.73760957
1619,0.12594488
1620,0.2052691
1621,0.5587227
1622,0.41979438
1623,0.8816433
1624,0.17123163
1625,0.535654
1626,0.6084809
1627,0.6346519
1628,0.5447756
1629,0.37407476
1630,0.32892853
1631,0.26864642
1632,0.87683034
1633,0.17414644
1634,0.2840105
1635,0.16027147
1636,0.07607746
1637,0.8484087
1638,0.05513802
1639,0.40171367
1640,0.068510294
1641,0.7023297
1642,0.12963644
1643,0.08682412
1644,0.20147514
1645,0.13075525
1646,0.033975035
1647,0.70963
1648,0.12305173
1649,0.16809231
1650,0.28718454
1651,0.07121435
1652,0.08177346
1653,0.12534088
1654,0.037791878
1655,0.3201115
1656,0.05127886
1657,0.13919649
1658,0.10141158
1659,0.21514055
1660,0.08480549
1661,0.76747894
1662,0.18250033
1663,0.27260405
1664,0.021804273
1665,0.07136628
1666,0.055483222
1667,0.18524122
1668,0.13105538
1669,0.08327451
