,target,word2vec_tree,elmo_tree,glove_tree,bert_tree,bert_net,elmo_net,w2v_net,glove_net,tf_train,tf_uni,tf_bi,tf_tri,keyword_veracity,trans_bert
23,0,0.028274072119945343,0.045558255534900435,0.03572064526685752,0.11136377556712654,0.024627239,0.057886272999999995,0.00020065903999999998,0.02296266,0.119968206,0.1317549,0.25249547,0.17316318,0.6885245901639344,0.09340428560972214
24,0,0.06944061797160611,0.05110135439863741,0.06521507275117086,0.09097878714745856,0.06575793,0.08349642,1.6541679e-05,0.09059042,0.37579143,0.21050909,0.40065852,0.41247642,0.6885245901639344,0.12466879189014435
25,0,0.03898647750617299,0.03791524201823411,0.04880703334331732,0.02822208209035234,0.084970295,0.04210642,0.037787586,0.15070820000000001,0.12603423,0.11223139999999998,0.19298673,0.1867604,0.6885245901639344,0.04883924126625061
26,0,0.06117802005619472,0.09089922235351576,0.14222768080268455,0.07072637400139843,0.07014954,0.14616615,0.068308085,0.34031993,0.31578004,0.26110473,0.5280924,0.34775159999999994,0.6885245901639344,0.03611838817596436
27,0,0.027304070058107026,0.052819578106500883,0.021708666893197327,0.02686772824237401,0.009001315,0.03264159,2.7326329000000002e-05,0.014098376000000001,0.039399743,0.024327843999999998,0.09635469,0.06920555,0.6885245901639344,0.010398068465292456
28,0,0.06432626661955902,0.028585816848551864,0.09638431135955312,0.06860854498451349,0.03633234,0.075387806,1.4760036000000001e-10,0.1003789,0.37579143,0.21050909,0.40065852,0.41247642,0.6885245901639344,0.057573366910219186
29,0,0.04163332267225367,0.046788972426351584,0.03382086197578426,0.05608683574305271,0.027978033,0.044201195,0.0012611747,0.024107397000000003,0.030881196,0.065303296,0.084418625,0.07846534,0.6885245901639344,0.015613439492881296
30,0,0.046516793436492516,0.1017765827098576,0.07789475000861723,0.03791945017418506,0.039957583,0.09474957,0.026628226,0.25893158,0.3506027,0.21050906,0.40065855,0.39004728,0.6885245901639344,0.058772794902324677
31,1,0.8940418223729022,0.7192234474382412,0.8628337735555084,0.8864647714112589,0.781967,0.49991322,0.92588377,0.37019834,0.3757914,0.21050906,0.40065855,0.4124764,0.3611111111111111,0.9424731135368348
32,0,0.045473171243173786,0.1007991927183505,0.05952697576917585,0.03885120234342958,0.13986889,0.055016935,0.08871409,0.14489448,0.18087459,0.20186883,0.39191356,0.2224125,0.3611111111111111,0.07283993065357207
33,1,0.8759305440753008,0.7307655636724889,0.84695159718834,0.9052138768442508,0.7260894,0.54396665,0.97223616,0.5429845,0.7829083,0.80428576,0.7293856,0.7710463000000001,0.3611111111111111,0.980960249900818
34,0,0.054421349835220026,0.06152179052201572,0.14906155297173312,0.15190579511185465,0.09614611,0.07538217,0.22583121,0.23032960000000002,0.12750995,0.09837019400000001,0.23626459,0.17503244,0.3611111111111111,0.02186156064271927
35,0,0.06996910548296646,0.18643902056046333,0.13603761894416092,0.2503002711226362,0.5433472,0.31147382,0.39061695,0.42439958,0.21727273,0.14793699999999999,0.34562709999999996,0.262502,0.3611111111111111,0.02718855440616608
36,0,0.046878381335984015,0.05906847217225919,0.04643974333803533,0.05217447991709273,0.04063365,0.14126223,0.08863568,0.09138125,0.05949381,0.042147905,0.119977355,0.099051625,0.3611111111111111,0.2004896104335785
37,1,0.9135270690346616,0.750860025325417,0.8498563198076956,0.9584866899724908,0.780291,0.45252717,0.98430705,0.23787454,0.6142173000000001,0.35414344,0.5123869000000001,0.6229405,0.3611111111111111,0.9951907396316528
38,1,0.9308457466368546,0.8554290675914935,0.8612718762661384,0.9051863281328156,0.9285698,0.7521453,0.9731556999999998,0.39974472,0.60021085,0.666141,0.7083516,0.6103224,0.3611111111111111,0.9989452958106996
39,0,0.04597461336163101,0.08281963444174485,0.08630820816021564,0.14094015572273902,0.16301903,0.07813835,0.07540545,0.104786694,0.073070556,0.08142832,0.08777988,0.12727603,0.3611111111111111,0.05937666445970535
40,0,0.023217574687015928,0.06187547118494545,0.02626319707866881,0.06078603067567796,0.14188218,0.10090041,1.1612791400000001e-07,0.04347238,0.2613644,0.11067703,0.2551666,0.31232896,0.3611111111111111,0.055300328880548484
41,0,0.045916629751058056,0.11644357956128445,0.08016897538891203,0.11349308360321242,0.35581199999999996,0.4351527,0.21098325,0.118658185,0.21743861,0.24623752,0.24322346,0.26323617,0.3611111111111111,0.07012519240379332
42,0,0.04736931437192712,0.09964221455732476,0.06806970875870462,0.07450759534084646,0.14284274,0.21909651,0.20800748,0.019646585,0.17020229,0.096425295,0.21525714,0.21074381,0.3611111111111111,0.07602138072252274
43,0,0.03407020916967785,0.06663028435816318,0.06794641233337559,0.17650681987542272,0.48253329999999994,0.10662401,0.00091549754,0.09589487,0.27507097,0.21050909,0.40065852,0.33299905,0.3611111111111111,0.11492704600095748
44,0,0.06406464584802858,0.07496796769126275,0.1293648460988521,0.24997006528558255,0.47763073,0.23291603,0.09279427,0.24977314,0.09646812,0.06217909,0.08162397,0.15025768,0.3611111111111111,0.10976969450712204
45,0,0.03704766487534512,0.05348908623139972,0.042435164652832584,0.05608507657984834,0.04078597,0.07567528,0.30706096,0.01278016,0.08207956,0.031360984,0.19401032,0.12364676599999999,0.3611111111111111,0.02594863064587116
46,1,0.9938227037894334,0.8658518178553469,0.9979909198081216,0.9565582297946876,0.9712609,0.9877862,0.9999979999999999,0.97744954,0.7540264,0.8851161,0.92140806,0.75145006,0.3611111111111111,0.9980916380882264
47,0,0.04555820520189065,0.08304668601081526,0.13921934405071254,0.18477720577111464,0.42735806,0.15247998,0.073299944,0.25566494,0.2568338,0.31979302,0.3566273,0.29478744,0.3611111111111111,0.04869785159826279
48,0,0.023217574687015928,0.06187547118494545,0.02626319707866881,0.06078603067567796,0.14188218,0.10090041,1.1612791400000001e-07,0.04347238,0.2613644,0.11067703,0.2551666,0.31232896,0.3611111111111111,0.055300328880548484
49,0,0.016943727509656614,0.03041205632913717,0.03252794973142637,0.04671694698074271,0.014792055,0.05596593,0.006943673,0.018591999999999997,0.091456234,0.06480309,0.15610418,0.13340318,0.3611111111111111,0.07449473440647125
50,1,0.9264893938848199,0.7139616678856717,0.8966282114429145,0.8614518143659369,0.8241470999999999,0.6141958000000001,0.9983591,0.73640823,0.67442775,0.74983144,0.6068844,0.68410033,0.3611111111111111,0.9981757402420044
51,1,0.8357337317831826,0.7517957808890368,0.7825718005636688,0.8409836521806275,0.675581,0.46246538,0.9692281999999999,0.46571234,0.6368691999999999,0.47356272,0.57643956,0.6607811,0.3611111111111111,0.7359346151351929
52,0,0.10195615380564596,0.1672216814266359,0.19615860311903527,0.19830601824688615,0.40831095,0.33169529999999997,0.18532917,0.1819165,0.40687174,0.356471,0.4692269,0.43364757,0.3611111111111111,0.2645946145057678
53,1,0.9706646029702082,0.9393805295454186,0.9218240794346118,0.9440607836945496,0.94314146,0.91228986,0.99667466,0.8967222,0.8013210999999999,0.79026115,0.9306177,0.79521376,0.3611111111111111,0.8633378744125366
54,0,0.020990220224840324,0.12676522685817798,0.03048777724934347,0.06889445921331737,0.07616258,0.15148634,0.0011587739,0.00054752827,0.05541265,0.026828288999999998,0.043474674000000005,0.09253436,0.3611111111111111,0.10167090594768524
55,1,0.9597386515955222,0.9507382612529496,0.9239100648343234,0.9759611716121628,0.95568126,0.9664098,0.9999093000000001,0.81266356,0.61626005,0.61718374,0.63485235,0.62906647,0.3611111111111111,0.9168665409088136
56,1,0.9433089458287348,0.8691819159507741,0.8897974099072862,0.9019882691446786,0.60731983,0.7446946999999999,0.9938144,0.7406558000000001,0.21643624,0.19533974,0.35558215,0.26622117,0.3611111111111111,0.9947821497917176
57,0,0.0235095130667971,0.04017687059649359,0.008504225154578899,0.09407784656982912,0.19622463,0.15472168,0.0045728087,0.07864949,0.19294822,0.11229169,0.27008474,0.24385789,0.3611111111111111,0.06738387793302536
58,0,0.04738794144903663,0.15831634974449732,0.1290596744595482,0.1188372764277252,0.6106483,0.24905074,0.28930902,0.13918322,0.106076986,0.067270905,0.14829937,0.15184906,0.3611111111111111,0.12866178154945376
59,1,0.9764827142089574,0.9644575236198051,0.9649533936035712,0.9881340068704242,0.87934285,0.9914318999999999,0.9999886999999998,0.9895348,0.7657064,0.84565663,0.911487,0.7641494000000001,0.3611111111111111,0.9967547059059144
60,0,0.028064037436936636,0.053878720838095584,0.035032896767074086,0.08595191964329478,0.23673928,0.1259805,0.005574733,0.004282087,0.27069098,0.14115229,0.36116729999999997,0.32050875,0.3611111111111111,0.025378646329045296
61,0,0.07448709701413662,0.1306504181697283,0.1026352567007984,0.1885057533292861,0.13330479999999997,0.17872036,0.15640882,0.28816032,0.44669145,0.34033853,0.5221391,0.48204324,0.3611111111111111,0.06101835519075394
62,0,0.035306866534535734,0.1485251952975101,0.16391786396418234,0.10800460825867933,0.3071087,0.20388502,0.02984944,0.37340355,0.23302314,0.14874846,0.40065855,0.28764629999999997,0.3611111111111111,0.031810879707336426
63,1,0.941052327819985,0.9520635536287152,0.8956122415577452,0.8538468722682184,0.87039745,0.7581116,0.9958334999999999,0.81056917,0.8136552,0.5850408,0.8298399999999999,0.81251234,0.3611111111111111,0.9933122992515564
64,0,0.049494676542694335,0.10238872356593713,0.20495510210404136,0.09181574129368984,0.20723507,0.17141497,0.021501184,0.32642078,0.16832653,0.06885904,0.09717339,0.21250215,0.3611111111111111,0.026680320501327515
65,1,0.8802897083002303,0.8138401468776394,0.8210744577708817,0.8503964721406059,0.791849,0.72884876,0.8835984,0.46239805,0.63484883,0.63649774,0.7573923,0.63624847,0.3611111111111111,0.9940627217292786
66,0,0.030405013313505605,0.04537285121750397,0.0541127420362993,0.08972327693209893,0.18679541,0.15279746,0.08935359,0.02464214,0.11792323,0.06465629,0.31948566,0.18113714,0.3611111111111111,0.06574805080890657
67,0,0.020399014957481955,0.051824790686662965,0.09737709129281943,0.07385317516605372,0.15999186,0.10628915,0.13759649,0.16573942,0.05036270599999999,0.036711186,0.22534096,0.08472806,0.6857142857142857,0.05192451551556587
68,1,0.9148618548395988,0.8981820074604137,0.8769019400389226,0.7876428843783233,0.53055257,0.7226526,0.98786736,0.89233434,0.819631,0.7793439999999999,0.7983511999999999,0.78519666,0.6857142857142857,0.992258608341217
69,1,0.9812060143501782,0.9125820212659072,0.9045424721577604,0.9871782489090921,0.8558445,0.92755294,0.9955113999999999,0.95780694,0.64598674,0.7057828,0.72301286,0.6400564000000001,0.6857142857142857,0.9743675589561462
70,0,0.06918438682739612,0.10790919832410403,0.138090910259046,0.17265632372651507,0.123131216,0.1721493,0.023813069,0.35917744,0.11310798,0.22267696,0.43985787,0.16396755,0.6857142857142857,0.050020627677440636
71,0,0.12349815755942532,0.3305016728715271,0.25613232590728824,0.2845525572347375,0.6647861999999999,0.6743591999999999,0.28883559999999997,0.7674898,0.6059279000000001,0.6026969,0.6373791999999999,0.61379635,0.6857142857142857,0.2553533315658569
72,1,0.9840813459776429,0.9437201007864776,0.9732375287995352,0.9558703980748591,0.9128033999999999,0.8636132,0.9981004000000001,0.9978435999999999,0.9407791,0.9365458000000001,0.92420405,0.9095598,0.6857142857142857,0.9966644644737244
73,1,0.9479773364027468,0.7097771064119955,0.8655943000105809,0.6967122179905602,0.46788618,0.6408640999999999,0.24092007,0.6101915,0.6408087,0.5955411999999999,0.7268416,0.6425271,0.6857142857142857,0.5005391240119934
74,1,0.9673534098409752,0.9975968792512088,0.9890411485513828,0.9267440313338152,0.91336656,0.9592898000000001,0.9998431000000001,0.98856664,0.96302885,0.9613799999999999,0.85106856,0.9400491,0.6857142857142857,0.9857771992683412
75,0,0.06956094805641341,0.17102899292171658,0.1463016645118993,0.1150429047736797,0.3280238,0.4239749,0.19483629,0.2686777,0.28480494,0.4458519,0.67210877,0.32917008,0.6857142857142857,0.0437549389898777
76,0,0.08663738215763576,0.15805845192351306,0.14499680839439982,0.14856579166218514,0.28658790000000006,0.28227288,0.10743472,0.45046043,0.37759003,0.29790476,0.5435661,0.4011916,0.6857142857142857,0.09748882055282593
77,1,0.959303220397975,0.940034522382994,0.9008305001584732,0.8324339134580304,0.71216047,0.89956015,0.97704744,0.88304746,0.87385476,0.91430044,0.9600721999999999,0.82074356,0.6857142857142857,0.9498915076255798
78,1,0.9802884253991628,0.9238972536519728,0.9913632884565909,0.8799558524828441,0.93939173,0.9293614,0.9997584999999999,0.9930629999999999,0.9475975,0.945709,0.7891828000000001,0.9240545,0.6857142857142857,0.9683600664138794
79,1,0.9030694670831212,0.8416047831346267,0.8674266472753209,0.738267777292379,0.46777824,0.50826234,0.98826444,0.58658093,0.46528146,0.58312875,0.6176323,0.49599220000000005,0.6857142857142857,0.9667105674743652
80,0,0.04653257772783115,0.09430578529466918,0.0907931470765411,0.09790119762128766,0.30691358,0.16418612,0.19219545,0.08280876,0.15254566,0.3117683,0.37048063,0.21153283,0.6857142857142857,0.05151234567165375
81,1,0.7828727296393104,0.6391038117584722,0.6251897209880929,0.6911209190545935,0.52326787,0.24304143,0.6639993000000001,0.38986036,0.19197129999999998,0.11203754,0.22415453,0.24200904,0.6857142857142857,0.8356534242630005
82,0,0.04075717966001372,0.044963163831213904,0.09416916903403236,0.07036931419289863,0.11304697400000001,0.033382624,0.22128326,0.18672106,0.07739106,0.22494307,0.24564332,0.11991763,0.6857142857142857,0.09179239720106123
83,1,0.8869082530815587,0.7331015756186009,0.8151780017879753,0.8582442023180612,0.68807834,0.6245394000000001,0.9957197,0.7869098000000001,0.46257985,0.5057885,0.42148346,0.48343247,0.6857142857142857,0.990504801273346
84,1,0.959577981622028,0.7083407214298593,0.9762625945369668,0.9452308631223584,0.90186024,0.53524673,0.99990124,0.9707902,0.80047977,0.87565154,0.8874479,0.7744314,0.6857142857142857,0.9933770298957824
85,1,0.9482742874276444,0.9680288571019586,0.9560822566947452,0.8778270446714211,0.90317005,0.9955478999999999,0.9740359000000001,0.9833703000000001,0.91405994,0.9067368,0.90683466,0.8917065999999999,0.6857142857142857,0.9938316345214844
86,1,0.9245192946088584,0.8364922826633159,0.928654295224688,0.9154546948471426,0.8443466000000001,0.60583055,0.9972075,0.9000256,0.7861041,0.75106645,0.6606116,0.75832194,0.6857142857142857,0.9949243068695068
87,1,0.8741552034965266,0.7447522298153899,0.8337366321866444,0.8398316789209008,0.77043104,0.54354745,0.91471255,0.8483006999999999,0.7562416000000001,0.91113734,0.87442255,0.738211,0.6857142857142857,0.9883291721343994
88,1,0.9818600334230644,0.9915552174381064,0.8995391961928506,0.9248146179201571,0.94092774,0.9631833000000001,0.9975970999999999,0.9986811999999999,0.71814054,0.7943680999999999,0.8595116,0.6979041,0.6857142857142857,0.9904988408088684
89,1,0.9547992837266928,0.9282310055551484,0.9560587356744864,0.9010527014270584,0.8121722,0.8582115,0.99998415,0.9786948000000001,0.85885537,0.78836393,0.6962375,0.8184618,0.6857142857142857,0.976317286491394
90,0,0.1227306645558088,0.17565382641697194,0.12738936118979555,0.19698390975416094,0.37379253,0.29503779999999996,0.023967772999999998,0.57579273,0.34475404,0.63621855,0.63223803,0.3856567,0.6857142857142857,0.19523650407791135
91,1,0.9277987624166698,0.7671928905414551,0.9119937796741572,0.9092495413729396,0.9504833,0.50685936,0.99946946,0.7650104999999999,0.6947661999999999,0.7505789,0.78258705,0.67512906,0.6857142857142857,0.9964181184768676
92,1,0.9277593478636306,0.8533781874930828,0.918914210314896,0.8904624684857747,0.7954281999999999,0.83938825,0.9690694999999999,0.95381355,0.9165125,0.9043408000000002,0.93123674,0.8734813,0.6857142857142857,0.9774544835090636
93,1,0.9232666074393572,0.7210440392110956,0.8459117725860692,0.8020922668222671,0.5762016999999999,0.4269371,0.96925056,0.75642294,0.5519483000000001,0.5867063,0.58508503,0.5666148,0.6857142857142857,0.7006522417068481
94,1,0.951548994396141,0.7960183587099505,0.9422570533880232,0.8694819735091089,0.8014458000000001,0.79588807,0.99968356,0.7798258000000001,0.8463583,0.8997664000000001,0.9435928,0.79680324,0.6857142857142857,0.9860878586769104
95,1,0.9255265151972007,0.7214632790602848,0.8216411484643522,0.91107034144752,0.9025644,0.59755194,0.99252784,0.9351719999999999,0.5696111999999999,0.58826,0.6097289,0.58030677,0.6857142857142857,0.9629308581352234
96,0,0.06287815608734493,0.08076141690876074,0.11276469246825375,0.1002459435105505,0.070023954,0.09387445400000001,0.13149494,0.14983982,0.1310564,0.10327464,0.22225755,0.18117547,0.6857142857142857,0.21539635956287384
97,1,0.9581379689860308,0.9764533283010266,0.9728422664402732,0.8829016715901499,0.73703605,0.9195179,0.90876365,0.92157936,0.7685821999999999,0.8696381,0.8505944999999999,0.7663437,0.6857142857142857,0.9974235296249391
98,0,0.09077629235161297,0.14088347985916672,0.12738936118979555,0.20726702087675947,0.54128635,0.3444624,0.0725773,0.57579273,0.28371313,0.35375747,0.43676928,0.34473705,0.6857142857142857,0.029126353561878208
99,1,0.8674106579939241,0.6030404616860114,0.7592735526796021,0.7056059854286327,0.35718602,0.38546902,0.9027529000000001,0.46057358,0.43483198,0.46954983,0.5269799,0.47640273,0.6857142857142857,0.7797484397888184
100,1,0.999670664118164,0.9871393244960788,1.0138651814879922,0.9831714908980708,0.95603335,0.9995339,0.99973667,0.9995004000000001,0.97292805,0.98299456,0.9940771,0.94597924,0.6857142857142857,0.99888676404953
101,0,0.1657090711167856,0.23574231521820424,0.2183651761470779,0.18151200729099606,0.25478962,0.28375107,0.29095882,0.34701207,0.46725553,0.5883619000000001,0.52478445,0.49300972,0.6857142857142857,0.3260429799556732
102,0,0.0271129964801416,0.06724769188313298,0.05120802342447728,0.04555884158371795,0.018009453999999998,0.09796181,0.0013439654999999999,0.012265533,0.13325208,0.07863578,0.24226096,0.17917588,0.0,0.02037532441318035
103,0,0.031240360419345036,0.08561836946727586,0.08299733859540329,0.07190600150285642,0.06701410000000001,0.13006335,0.014683276,0.09261328,0.14337679999999997,0.113805294,0.2372413,0.17906201,0.0,0.045694541186094284
104,0,0.005421666567855835,0.06049318625903469,0.01646818019826326,0.03524253433463463,0.08315036,0.03293535,0.0001148552,0.014606029,0.0032349825,0.008433461,0.09422645,0.014906943,0.0,0.02830889821052552
105,0,0.06957897192934265,0.1233861452073159,0.1331379296108999,0.10696012341273924,0.018196225,0.12250769,0.032951772000000004,0.3305953,0.41378453,0.29348546,0.45570466,0.4469772,0.0,0.07808161526918411
106,0,0.005421666567855835,0.030387172098254176,0.01646818019826326,0.04584616675515738,0.10727653,0.01774314,0.0001148552,0.014606029,0.007828891,0.01190424,0.11917415,0.024461687000000003,0.0,0.030227646231651306
107,0,0.04280375049014282,0.037757485032005024,0.0893091146962393,0.08859985260147255,0.026231467999999997,0.049262077,0.028269261,0.12486544,0.2696234,0.30093196,0.5335732,0.30844668,0.0,0.01185056287795305
108,0,0.03428809600760811,0.08835858647545401,0.04384994153533568,0.08977687867608722,0.07910338,0.13544515,0.018122822,0.05057469,0.15913662,0.14282787,0.26654962,0.21276045,0.0,0.0347767136991024
109,0,0.058357868518977764,0.07478893516731178,0.09652401741140416,0.1415242059840295,0.12916103,0.099545866,0.03091392,0.12744081,0.27087882,0.27039415,0.41534352,0.3115925,0.0,0.0234552901238203
110,0,0.10040899261016008,0.12772066405038385,0.2307408127377264,0.08150214007543384,0.23919898,0.11245513,0.19569239,0.39720225,0.25406462,0.20325655,0.30509168,0.31289140000000004,0.0,0.08875337988138199
111,0,0.03227646436713899,0.12624689845323742,0.027249067015422828,0.01016334659584112,0.074104756,0.50277513,0.08573827,0.13333222,0.11742109,0.039334238,0.08344668,0.15734410000000001,0.0,0.046783432364463806
112,0,0.043837154543866205,0.20939821299961672,0.06953498699594654,0.07057605652683137,0.17465612,0.35272336,0.0045930147,0.06370351,0.08536348,0.063111305,0.06263077,0.12429616,0.0,0.024018613621592518
113,0,0.0395523413448718,0.19314353611386892,0.10423377154995993,0.10355364001775888,0.30149648,0.6574018,0.00047948956,0.2631545,0.09263044599999999,0.06698397,0.026078373,0.16633537,0.0,0.032188862562179565
114,0,0.005421666567855835,0.08684310160560474,0.01646818019826326,0.045645527666963656,0.10193962,0.050357997,0.0001148552,0.014606029,0.0032349825,0.008433461,0.09422645,0.014906943,0.0,0.02733621746301651
115,0,0.005421666567855835,0.030387172098254176,0.01646818019826326,0.04584616675515738,0.10727656,0.01774314,0.0001148552,0.014606029,0.007828891,0.01190424,0.11917415,0.024461687000000003,0.0,0.030227646231651306
116,0,0.005421666567855835,0.0402779625947353,0.01646818019826326,0.01490283467464005,0.088826805,0.0296247,0.0001148552,0.014606029,0.0032349825,0.008433461,0.09422645,0.014906943,0.0,0.030099578201770782
117,0,0.054003782010024204,0.1128527434881674,0.10570358051485183,0.02895636985031212,0.028321505,0.3867873,0.11989549,0.32040006,0.08810419,0.096981674,0.15720567,0.14969343,0.0,0.02603972516953945
118,0,0.005421666567855835,0.04320649569551223,0.01646818019826326,0.03794018974986232,0.11287454,0.027318686000000002,0.0001148552,0.014606029,0.007828891,0.01190424,0.11917415,0.024461687000000003,0.0,0.03163781762123108
119,0,0.005421666567855835,0.04320649569551223,0.01646818019826326,0.03311014685027969,0.11287454,0.027318686000000002,0.0001148552,0.014606029,0.007828891,0.01190424,0.11917415,0.024461687000000003,0.0,0.03163781762123108
120,0,0.03496463639162166,0.04204135322170994,0.029047322330593883,0.07035600938926775,0.07395252599999999,0.057500362,0.0010763109,0.08714095,0.08474454,0.08979049,0.13583618,0.12865382,0.0,0.024382023140788082
121,0,0.06580653031238855,0.15011920865863598,0.1979141525663502,0.18204418718012552,0.28710833,0.48677212,0.13298807,0.1615755,0.2948972,0.15753767,0.20993748,0.3326192,0.0,0.22660955786705014
122,0,0.06546359936118147,0.1958343009780744,0.1469775738581487,0.11080318006174056,0.51282185,0.36380398,0.12778649,0.46931365,0.030414015,0.02415201,0.034604073,0.06146869,0.0,0.04512489214539528
123,0,0.026327136945918584,0.157866127503236,0.05351147594938288,0.05125014113764868,0.098320246,0.49103066,0.0024781525,0.066740334,0.03214872,0.022704272999999997,0.0137396455,0.06870544,0.0,0.02942216955125332
124,0,0.05510602408294271,0.17263655343058454,0.10300649313450867,0.09783480945012203,0.11860913,0.25693664,0.024070859,0.17089179,0.21550849,0.09680739,0.10736140599999999,0.25862122,0.0,0.0434425100684166
125,0,0.01910450727508003,0.06947550866352459,0.023770283160388397,0.05257411577823766,0.03756404,0.021798551,0.04733458,0.0024508833999999998,0.07275972,0.03092441,0.1093663,0.11539793,0.0,0.058661025017499924
126,0,0.02339044017180688,0.05769054457308239,0.08534118517456504,0.07043566756920303,0.1533035,0.082372844,0.14477727,0.06350979,0.03905055,0.0416331,0.07242575,0.06979549,0.0,0.0196127388626337
