tp_datos_id,tfidf_net_uni
383,0.678174
384,0.5228009
386,0.21976405
389,0.124134034
390,0.15330383
393,0.5228009
394,0.5228009
396,0.10038316
397,0.09838554
398,0.08892563
401,0.26152518
402,0.20029125
404,0.44015637
406,0.03725621
407,0.059601754
409,0.096467674
410,0.32906425
412,0.12642875
413,0.08178967
415,0.05921009
418,0.09724939
419,0.051069617
420,0.2918585
421,0.02565375
423,0.14585721
424,0.27628464
426,0.088241816
427,0.20472291
429,0.018487245
432,0.88896495
435,0.04072985
436,0.09497926
437,0.207401
438,0.2679813
440,0.8425721
442,0.20114818
443,0.04969296
444,0.16582382
445,0.030880421
446,0.106036365
447,0.106036365
448,0.07097101
450,0.038814485
451,0.051365852
452,0.026514292
453,0.014591575
454,0.021208376
455,0.06812209
456,0.024436861
457,0.037041575
459,0.060358405
461,0.03426078
462,0.106036365
463,0.07040697
465,0.106036365
466,0.11631495
467,0.048062474
468,0.0380069
469,0.048062474
470,0.14574963
471,0.85901636
472,0.19620532
474,0.038687885
475,0.052811444
476,0.04038936
477,0.056080937
478,0.18744344
479,0.07211459
480,0.11935192
481,0.10457909
482,0.047570318
483,0.10162136
484,0.07317746
485,0.07238543
486,0.032249004
487,0.066342264
489,0.32467204
490,0.89027315
492,0.033707857
493,0.0874275
495,0.07505897
496,0.023361713
498,0.08406198
499,0.0959388
501,0.0413523
502,0.04135236
503,0.08406198
504,0.15082666
506,0.038169533
509,0.2042357
512,0.3451349
513,0.056484133
514,0.0872708
516,0.08406198
517,0.12373105
518,0.08406198
519,0.42453307
520,0.4279817
521,0.0959388
522,0.023361713
523,0.08406198
524,0.05748713
526,0.07164112
527,0.21093714
528,0.092595726
530,0.023361713
531,0.0413523
533,0.023361713
535,0.0413523
536,0.39177477
538,0.46371657
540,0.092595726
542,0.092595726
543,0.08406198
544,0.07164112
546,0.80209297
550,0.67000526
551,0.42872515
552,0.422978
556,0.2453185
558,0.9527065
559,0.8637116
560,0.8637116
561,0.29218858
563,0.15975162
564,0.06253803
565,0.99233603
567,0.47232243
568,0.92527413
569,0.9416837
570,0.8204832
571,0.35399538
574,0.79003876
575,0.98835206
576,0.8688648
577,0.15659335
578,0.1064235
579,0.8204832
580,0.8637116
581,0.15659335
583,0.15975162
584,0.8637116
585,0.15975162
588,0.98875535
589,0.56869334
592,0.98145366
594,0.99233603
598,0.37632942
599,0.07956433
600,0.92971396
603,0.09805521
604,0.911805
606,0.99233603
607,0.12624332
608,0.2319932
609,0.08471289
611,0.21373847
612,0.008288145
613,0.32636607
614,0.8449285
615,0.76159346
617,0.03482613
619,0.13509342
621,0.11638501
622,0.11681315
623,0.43069822
624,0.18822333
625,0.09867218
628,0.15277165
630,0.92971396
631,0.23034734
633,0.07783687
635,0.7792175
636,0.12153506
637,0.121207535
638,0.027873546
640,0.26331925
641,0.023917556
642,0.10411748
643,0.41810673
644,0.26043397
646,0.7330009
649,0.15072334
651,0.9440845
652,0.9743474
653,0.22659528
654,0.29844534
655,0.9968922
656,0.12037629
657,0.95070726
658,0.9348711
659,0.98257434
660,0.9594935
661,0.9815455
662,0.9611162
664,0.84102273
665,0.2726186
667,0.9828479
669,0.182461
671,0.09508392
672,0.12298164
674,0.48029694
675,0.43852732
677,0.8830532
679,0.48429778
680,0.9265957
681,0.38834426
682,0.58477694
683,0.5808544
684,0.9440845
685,0.9021585
686,0.08474541
687,0.23207673
688,0.34896106
689,0.10265517
690,0.9305688
691,0.4635972
697,0.06645289
699,0.97464585
700,0.05927387
702,0.22964919
704,0.07217792
705,0.099954486
706,0.2004497
709,0.902889
710,0.99160016
712,0.99160016
713,0.99160016
714,0.58838296
716,0.41163218
717,0.99160016
719,0.4607073
720,0.12661862
721,0.17871773
724,0.99160016
725,0.99160016
726,0.07717949
727,0.38667032
728,0.123027295
729,0.99160016
730,0.99160016
731,0.99160016
732,0.16106492
734,0.99160016
735,0.14209986
736,0.99160016
737,0.99160016
738,0.99160016
739,0.9318111
740,0.99160016
744,0.14285654
745,0.99160016
746,0.04317847
748,0.054012567
751,0.19704217
752,0.07326648
753,0.14248577
754,0.052491426
755,0.05042559
758,0.05614236
759,0.08511761
761,0.043151498
762,0.12813476
763,0.07534993
767,0.2726848
770,0.11465621
773,0.19957161
774,0.08511761
775,0.19083482
777,0.061189443
779,0.046209484
781,0.13268447
782,0.022510588
783,0.47537398
784,0.1207118
786,0.09988162
787,0.021683335
788,0.08516243
790,0.1787793
791,0.094920486
794,0.16984168
795,0.09509224
796,0.040791214
797,0.21683353
798,0.0669328
799,0.0761309
800,0.037404478
801,0.24267736
802,0.03225583
803,0.08813524
804,0.17207953
805,0.052502245
806,0.06834254
807,0.02843523
808,0.05713892
809,0.06346643
810,0.05571112
812,0.07053557
814,0.32997435
815,0.03677395
817,0.150201
818,0.04495445
819,0.04618153
820,0.19033808
822,0.040791214
823,0.052502245
826,0.20819229
828,0.18383995
829,0.49969694
832,0.21861437
833,0.34150916
834,0.35260653
835,0.21050909
836,0.35568953
837,0.36265317
838,0.4123564
840,0.31444007
841,0.21802437
842,0.33204436
843,0.35260653
845,0.29013467
846,0.36332768
848,0.3698619
849,0.37210253
851,0.38383895
852,0.28512868
853,0.3698619
856,0.37576702
857,0.22694013
859,0.20807096
860,0.10697675
863,0.34792215
864,0.21861437
866,0.42064518
867,0.23671162
868,0.25172716
870,0.35260653
871,0.21050909
872,0.37576702
873,0.37576702
874,0.21050909
875,0.37576702
876,0.23671159
877,0.35260653
878,0.2883619
881,0.21859044
882,0.40215576
883,0.3177582
884,0.43586367
885,0.9004697
886,0.14454809
888,0.28467876
890,0.3901556
891,0.28527665
892,0.17745996
893,0.19622529
894,0.08601916
895,0.88411105
896,0.7073704
898,0.21859044
899,0.2641793
902,0.43563357
903,0.3811754
905,0.44871974
906,0.04048121
907,0.21859044
911,0.1041227
912,0.2273264
915,0.88907707
916,0.21859044
919,0.88907707
921,0.33505666
923,0.5310664
926,0.44968697
928,0.85202336
929,0.21050909
930,0.04459387
931,0.03976491
932,0.033616662
934,0.051447988
935,0.033887655
936,0.17284185
938,0.48649022
939,0.076331556
940,0.09708607
941,0.06820819
942,0.079562575
944,0.058954388
945,0.89168906
946,0.93271315
947,0.08582628
948,0.03232971
951,0.059589684
952,0.29712266
953,0.12659603
955,0.041273266
956,0.07772097
957,0.104846895
958,0.04323879
959,0.025712103
960,0.06500906
961,0.07902619
962,0.12370849
963,0.03948766
964,0.93215144
965,0.041156918
968,0.029106677
971,0.3247097
972,0.034272224
974,0.13310954
976,0.04918748
977,0.26904556
978,0.22227716
979,0.076636344
981,0.025022298
982,0.22584254
983,0.0853371
984,0.0993132
985,0.0993132
986,0.030882746
987,0.02595359
990,0.04006684
991,0.031126082
992,0.2477346
993,0.03192672
994,0.3766517
996,0.13163376
997,0.34546274
998,0.050017178
999,0.037334293
1001,0.031805277
1002,0.17288592
1004,0.23229435
1005,0.018734664
1006,0.068258345
1008,0.04487568
1009,0.043645054
1010,0.009395003
1015,0.010104179
1017,0.025856376
1018,0.038114667
1020,0.036423773
1021,0.06949264
1022,0.039126843
1023,0.009413838
1024,0.029326797
1026,0.16270396
1029,0.08649424
1031,0.050289124
1032,0.028461635
1035,0.060397625
1036,0.035685748
1037,0.021565884
1038,0.012809515
1040,0.06825435
1041,0.055931807
1042,0.019880295
1043,0.11216763
1044,0.09384659
1045,0.04794264
1048,0.041865528
1049,0.051406592
1050,0.076655954
1051,0.06906664
1052,0.06073299
1054,0.057122678
1057,0.07498816
1058,0.046556056
1061,0.068263024
1062,0.0139012635
1065,0.16117442
1066,0.08800238
1067,0.09920743
1069,0.09370524
1070,0.01946491
1071,0.22499871
1072,0.051519513
1073,0.0850825
1074,0.0883258
1075,0.4743355
1077,0.014783025
1078,0.073146194
1079,0.0789541
1080,0.5082299
1081,0.052992642
1082,0.10245657
1083,0.019220173
1084,0.08833748
1085,0.13063335
1088,0.042957157
1090,0.008685619
1091,0.043571442
1093,0.0700981
1094,0.07330859
1098,0.07213628
1099,0.07801956
1102,0.043854147
1103,0.028118938
1104,0.10553366
1105,0.08628863
1106,0.057505935
1109,0.047823966
1110,0.10933602
1112,0.17300844
1113,0.038395673
1114,0.07208809
1117,0.09627986
1118,0.07300758
1119,0.055262625
1120,0.07004064
1122,0.13974288
1123,0.02919507
1124,0.07182586
1126,0.025223374
1128,0.083442
1129,0.05055678
1130,0.087358505
1132,0.03999412
1134,0.038242698
1136,0.21050909
1138,0.13197562
1139,0.1697495
1141,0.053672343
1142,0.08975887
1143,0.04401627
1145,0.054388374
1146,0.22548062
1149,0.30671734
1151,0.014292389
1152,0.12256843
1153,0.08975887
1154,0.09176627
1155,0.038211524
1156,0.02876386
1157,0.038242698
1160,0.05395469
1162,0.1587674
1164,0.052931458
1166,0.42212805
1167,0.041386485
1168,0.094979376
1170,0.030734241
1173,0.08054182
1174,0.5941356
1175,0.4983606
1177,0.055806696
1178,0.014925927
1179,0.0152590275
1181,0.044889867
1182,0.0681988
1183,0.070717275
1185,0.008702159
1188,0.0464091
1189,0.048001766
1190,0.18919179
1191,0.16729045
1195,0.5890168
1196,0.10924372
1198,0.21050909
1199,0.039431363
1201,0.05839613
1202,0.21050909
1203,0.15494365
1204,0.087836266
1206,0.059984803
1207,0.053423077
1208,0.2534997
1209,0.106114626
1211,0.017001271
1212,0.058201224
1213,0.0254049
1214,0.12134257
1215,0.10726169
1217,0.1530995
1218,0.025798738
1219,0.054439515
1221,0.038645267
1222,0.07456061
1223,0.1274691
1224,0.030900776
1225,0.087546855
1226,0.033619374
1227,0.15056226
1228,0.22377202
1229,0.20923015
1230,0.06403473
1232,0.14866883
1234,0.030912906
1235,0.053759545
1236,0.120004475
1237,0.061815828
1238,0.16830951
1239,0.21541157
1240,0.030407906
1241,0.036245555
1242,0.18161267
1243,0.041463852
1244,0.061140805
1245,0.425211
1249,0.19397947
1250,0.072390586
1251,0.27078372
1252,0.039489657
1253,0.12680113
1254,0.17097434
1259,0.15146211
1262,0.14826351
1263,0.093111485
1264,0.12099981
1267,0.21050909
1269,0.4804681
1270,0.08131021
1271,0.012680829
1272,0.38070118
1273,0.15834138
1275,0.24800903
1276,0.2712562
1277,0.16714522
1278,0.06237948
1279,0.067573935
1280,0.054929227
1282,0.069770426
1283,0.12392101
1284,0.016745687
1287,0.07910475
1288,0.10225046
1289,0.526344
1290,0.07837629
1293,0.03855011
1294,0.22538939
1296,0.13818946
1297,0.10726237
1298,0.034741938
1300,0.022628665
1301,0.01029554
1302,0.14371282
1303,0.07461956
1304,0.04562092
1305,0.20685235
1307,0.07185656
1308,0.017733365
1309,0.05323693
1312,0.057655036
1315,0.14309657
1316,0.12379128
1317,0.052482456
1318,0.14632273
1319,0.05034995
1320,0.069950044
1321,0.049277246
1324,0.47286937
1326,0.05963257
1327,0.11643064
1328,0.055749983
1331,0.049868196
1332,0.026873171
1334,0.055032104
1335,0.19198248
1337,0.050287545
1338,0.07129821
1340,0.026248664
1341,0.46060476
1343,0.03732395
1345,0.061733127
1346,0.28652343
1347,0.053646147
1348,0.029625982
1349,0.11496958
1350,0.120274544
1351,0.05532047
1352,0.04181984
1353,0.32497397
1354,0.044962615
1356,0.26271918
1360,0.18192688
1361,0.021782815
1362,0.07580829
1363,0.13121858
1365,0.037137
1368,0.03458169
1369,0.033250093
1371,0.12378347
1372,0.05207637
1374,0.118643194
1375,0.06701276
1376,0.053105652
1378,0.059580326
1379,0.0037433505
1380,0.0037433505
1381,0.010456651
1382,0.012265652
1383,0.0409739
1384,0.0048389435
1385,0.0048389137
1388,0.009493738
1389,0.015087962
1390,0.057634175
1391,0.0037433505
1393,0.035655886
1394,0.010119289
1395,0.017906636
1396,0.004395604
1399,0.007305205
1401,0.008762598
1402,0.008150369
1405,0.035655886
1406,0.010119289
1407,0.0048389435
1408,0.0049835443
1409,0.008150369
1411,0.02779606
1412,0.01200974
1414,0.008150369
1415,0.031131
1418,0.045348346
1419,0.0048389435
1420,0.008150369
1421,0.025391847
1422,0.004395604
1425,0.024869591
1429,0.014644176
1431,0.036316305
1432,0.028036356
1433,0.4599987
1436,0.023846269
1439,0.061987877
1440,0.082075715
1441,0.06652579
1443,0.057899684
1444,0.030462861
1445,0.0480569
1447,0.018782347
1448,0.06460905
1449,0.04126194
1450,0.017673165
1452,0.048576504
1453,0.03607261
1454,0.034490436
1455,0.037538916
1456,0.053266317
1458,0.030089527
1459,0.018988758
1460,0.024834335
1463,0.017619818
1464,0.106930435
1466,0.031174958
1467,0.043129236
1470,0.03821826
1472,0.102990955
1473,0.22340953
1474,0.122647226
1475,0.081425935
1477,0.038343668
1479,0.17627874
1480,0.018657982
1482,0.19981977
1483,0.014033735
1484,0.02509728
1485,0.060562015
1486,0.05233863
1487,0.11644599
1488,0.13813898
1491,0.018425554
1493,0.013048351
1494,0.26173747
1495,0.024722308
1497,0.050358713
1498,0.019723326
1499,0.021580309
1500,0.044281423
1501,0.052132428
1502,0.13552645
1503,0.02955085
1504,0.018425554
1505,0.074561805
1506,0.02150327
1507,0.0111270845
1508,0.021733254
1509,0.039913267
1510,0.05686012
1511,0.025097251
1513,0.11026752
1514,0.047127277
1515,0.05452612
1518,0.036495835
1519,0.016340822
1520,0.02146411
1521,0.007928073
1522,0.020447403
1523,0.02955857
1524,0.029768825
1525,0.028201282
1526,0.11618066
1527,0.05004269
1530,0.041227877
1531,0.6222045
1532,0.24826032
1533,0.17831302
1534,0.90212345
1535,0.9268532
1537,0.38131994
1538,0.2777104
1540,0.051048458
1543,0.27724552
1544,0.34299725
1545,0.8473232
1546,0.09032434
1547,0.016731381
1549,0.84563017
1553,0.15473372
1554,0.8473232
1555,0.98254883
1556,0.88442963
1558,0.26957828
1559,0.094638824
1560,0.3972902
1561,0.10367659
1562,0.28409177
1567,0.6950496
1568,0.3441077
1569,0.8917154
1570,0.0866161
1572,0.09828079
1573,0.68730354
1574,0.5770186
1575,0.9268532
1576,0.14955145
1577,0.25765663
1579,0.08988333
1580,0.15149185
1582,0.86179835
1585,0.9143312
1587,0.13801748
1588,0.17887288
1590,0.9570458
1591,0.50607634
1593,0.96853626
1594,0.9224521
1595,0.906072
1596,0.588131
1597,0.21050909
1599,0.4426547
1600,0.9510066
1601,0.028851867
1602,0.21050909
1603,0.21684194
1604,0.9523559
1605,0.018468022
1607,0.21744841
1608,0.173653
1609,0.36995116
1610,0.7025803
1611,0.13332
1613,0.07037714
1614,0.82490635
1615,0.3250174
1617,0.46235105
1618,0.036064625
1619,0.047843933
1621,0.90547776
1622,0.060990542
1623,0.11358374
1625,0.9574276
1626,0.21251404
1627,0.041966677
1628,0.24266928
1631,0.9083717
1632,0.7666117
1633,0.8931508
1634,0.99130964
1636,0.9897031
1637,0.9741782
1638,0.8881862
1639,0.9128263
1643,0.99420285
1644,0.9969318
1645,0.7013021
1646,0.8931508
1647,0.99682283
1648,0.9986222
1649,0.9986222
1650,0.9986222
1652,0.9986222
1653,0.968621
1654,0.9748638
1657,0.9953584
1658,0.9986221
1660,0.9984938
1661,0.989895
1662,0.983999
1663,0.61474705
1665,0.99130964
1666,0.23109207
1669,0.99838996
1670,0.9973883
1671,0.23363093
1672,0.7085387
1673,0.927517
1675,0.92935467
1676,0.76842344
1677,0.98183423
1679,0.77063763
1683,0.62966603
1684,0.7828337
1686,0.83399755
1687,0.9739957
1688,0.8464477
1689,0.8158839
1690,0.9739957
1691,0.08583003
1692,0.9790498
1693,0.969702
1694,0.9578756
1698,0.27584124
1699,0.9739957
1700,0.9739957
1701,0.9522246
1702,0.927517
1703,0.5850619
1705,0.9739957
1706,0.9739957
1707,0.76842344
1709,0.8733994
1710,0.8816845
1712,0.990173
1715,0.8132899
1716,0.9739957
1718,0.3264092
1719,0.23363093
1720,0.26693663
1721,0.2456665
1722,0.73355395
1723,0.21427605
1724,0.19776034
1725,0.27275836
1726,0.4824979
1727,0.84349954
1728,0.3999723
1731,0.17555964
1733,0.09264177
1735,0.98432624
1737,0.16837493
1739,0.1933215
1740,0.21495032
1741,0.70095253
1744,0.06000951
1745,0.48919863
1747,0.20483598
1750,0.8847866
1752,0.6636183
1753,0.5931383
1754,0.7900541
1755,0.2551338
1756,0.6293925
1757,0.26203638
1759,0.5179752
1760,0.15100309
1761,0.9322902
1762,0.62264013
1763,0.67453694
1766,0.22716191
1767,0.450297
1768,0.86151576
1769,0.45522964
1770,0.8694917
1771,0.287995
1772,0.9220995
1773,0.287995
1774,0.95287603
1775,0.9874729
1776,0.95036083
1779,0.714457
1780,0.8219632
1784,0.09543827
1786,0.7087767
1787,0.59293556
1789,0.6819607
1790,0.9592409
1791,0.9692837
1792,0.84239787
1796,0.80929625
1798,0.54952276
1799,0.49858093
1802,0.94404805
1803,0.9608699
1804,0.418387
1807,0.9592409
1808,0.9532242
1809,0.9482311
1810,0.97648215
1811,0.68834305
1812,0.876719
1813,0.70500493
1814,0.98359656
1815,0.9848881
1816,0.815978
1817,0.9772415
1818,0.97303283
1821,0.018496245
1822,0.8277279
1823,0.036054105
1824,0.05047956
1826,0.035003006
1827,0.038206756
1831,0.048565745
1832,0.015799582
1833,0.03869486
1834,0.049453527
1835,0.028207093
1836,0.07916117
1837,0.07147065
1838,0.10293445
1840,0.14394584
1841,0.058332592
1842,0.24859479
1845,0.024153888
1847,0.06625542
1848,0.021835685
1851,0.017175376
1852,0.14542398
1853,0.046272308
1856,0.112397134
1857,0.041368276
1860,0.07913163
1861,0.9054317
1863,0.2054244
1864,0.12019819
1865,0.2561587
1866,0.061466634
1869,0.039810717
1870,0.52332604
1873,0.050963253
1875,0.046152025
1877,0.048226148
1878,0.29027355
1880,0.8026006
1881,0.016044289
1882,0.18674329
1883,0.24479327
1885,0.25043738
1886,0.18681848
1887,0.58162963
1888,0.17403165
1889,0.26820365
1890,0.9402064
1892,0.16412815
1893,0.054724246
1895,0.21050909
1897,0.11410183
1898,0.0139917135
1899,0.07509938
1900,0.23584038
1901,0.37118143
1905,0.28209883
1908,0.14177161
1909,0.07970804
1910,0.03069055
1911,0.17421901
1914,0.1659435
1915,0.79963505
1916,0.0455333
1917,0.08067572
1918,0.1780541
1919,0.02109328
1920,0.03990349
1921,0.6805055
1922,0.21427605
1924,0.09264177
1925,0.261683
1927,0.92412287
1929,0.3999723
1932,0.23307967
1933,0.28765273
1935,0.1566056
1937,0.83675534
1938,0.51829195
1939,0.27578402
1940,0.20828521
1941,0.27275836
1942,0.30400893
1943,0.9322902
1945,0.4325285
1948,0.43532467
1949,0.1331895
1950,0.15100309
1951,0.032271653
1952,0.93924403
1953,0.1222696
1954,0.9607729
1955,0.20368075
1956,0.23639008
1957,0.84349954
1959,0.77207583
1960,0.6404754
1961,0.85668564
1962,0.8847866
1963,0.19119665
1965,0.2835428
1966,0.682357
1967,0.19967452
1968,0.6636183
1969,0.3712036
1971,0.96509266
1972,0.44717985
1973,0.52685505
1975,0.34524238
1976,0.76533365
1979,0.9395684
1980,0.9531218
1981,0.34524238
1983,0.8027644
1985,0.78017116
1986,0.3993146
1987,0.057430506
1989,0.9793782
1990,0.93770105
1991,0.7168088
1992,0.6815877
1994,0.1759401
1995,0.9531218
1996,0.86425996
1999,0.34524238
2000,0.879164
2001,0.95317435
2003,0.96273166
2006,0.34524238
2007,0.9144276
2009,0.17542732
2010,0.857363
2012,0.53756785
2014,0.964337
2015,0.8499414
2016,0.81255573
2017,0.044918418
2019,0.95615506
2020,0.5065658
2022,0.4626667
2023,0.8004974
2024,0.9084135
2026,0.70768064
2027,0.5333799
2028,0.24826065
2031,0.7302104
2033,0.1577596
2034,0.6971347
2035,0.67484283
2036,0.96299577
2038,0.35016727
2039,0.30231217
2040,0.9330224
2042,0.7317781
2043,0.7816286
2045,0.87578213
2046,0.43760043
2047,0.8079001
2049,0.9048076
2050,0.308241
2051,0.9280983
2055,0.857363
2056,0.20302737
2057,0.9048076
2058,0.7170907
2059,0.9586995
2060,0.24319205
2061,0.09147784
2063,0.580674
2064,0.12786812
2067,0.1800951
2068,0.78382933
2069,0.5243688
2070,0.15408799
2071,0.28441405
2073,0.22028047
2074,0.12437531
2075,0.13819835
2076,0.13922754
2077,0.79436576
2078,0.6691008
2081,0.7422202
2082,0.08489478
2083,0.16152865
2084,0.4012979
2086,0.037400126
2087,0.05854383
2089,0.4915128
2091,0.21050909
2094,0.43265784
2095,0.3238213
2096,0.279392
2097,0.06115681
2098,0.058695704
2099,0.10790673
2100,0.9568663
2102,0.3228176
2103,0.26029858
2108,0.7114505
2109,0.16006461
2110,0.05571279
2111,0.11993328
2112,0.31665435
2113,0.26640135
2114,0.12739271
2115,0.3065048
2116,0.15991592
2117,0.100682974
2118,0.5072085
2119,0.18215212
2121,0.3524947
2122,0.12483308
2123,0.11480102
2125,0.3036105
2126,0.027479827
2128,0.071567714
2129,0.13826805
2131,0.37285197
2133,0.4024149
2134,0.1481764
2136,0.09189963
2138,0.08561915
2139,0.12928727
2141,0.1134617
2142,0.019684732
2144,0.26057136
2145,0.02726227
2146,0.3810476
2148,0.060597867
2149,0.13565668
2150,0.025551945
2153,0.76449037
2154,0.2119804
2157,0.23429978
2158,0.021258742
2159,0.9747561
2160,0.2346754
2161,0.6290669
2163,0.17552781
2164,0.98159575
2169,0.98159575
2171,0.98159575
2172,0.80728865
2173,0.9514271
2174,0.98159575
2175,0.32361442
2176,0.1317206
2177,0.89740753
2179,0.98159575
2181,0.45023635
2183,0.57774246
2186,0.2628954
2188,0.9038396
2189,0.9514271
2190,0.98159575
2191,0.750499
2192,0.98159575
2193,0.9038396
2194,0.3058663
2195,0.529515
2198,0.9038396
2203,0.3562528
2204,0.17527556
2205,0.074133456
2207,0.13436264
2209,0.30493104
2210,0.11110115
2211,0.90487677
2212,0.8667748
2213,0.7361158
2214,0.28160048
2215,0.62117314
2216,0.11110115
2217,0.07018039
2219,0.39289647
2220,0.06569368
2221,0.8992821
2222,0.9647285
2225,0.8927703
2227,0.59913015
2229,0.0744296
2230,0.22434291
2231,0.10944876
2233,0.7559094
2235,0.2536774
2236,0.051683545
2237,0.059848696
2238,0.7559094
2239,0.65409774
2240,0.07026568
2241,0.2911443
2242,0.5772978
2244,0.20047417
2245,0.07548216
2246,0.034704387
2248,0.9009086
2250,0.69937587
2251,0.9825722
2254,0.06279454
2255,0.13853055
2256,0.051600218
2257,0.16040578
2258,0.07718462
2260,0.0357064
2262,0.119614035
2263,0.0796223
2265,0.043274492
2266,0.041121572
2267,0.8813963
2271,0.12338841
2272,0.09255868
2273,0.07516253
2274,0.06718323
2275,0.13691953
2277,0.11069903
2278,0.02500832
2279,0.044479012
2280,0.05177006
2281,0.052463263
2282,0.28532004
2284,0.09672934
2285,0.12338841
2286,0.030762494
2288,0.19343346
2289,0.81631935
2292,0.82445323
2294,0.06221041
2296,0.1417745
2297,0.20704761
2298,0.07491109
2299,0.046523154
2300,0.08083832
2301,0.51387596
2303,0.0205068
2304,0.893234
2306,0.17912462
2307,0.23741922
2308,0.060262978
2309,0.6286781
2311,0.97067
2312,0.16250166
2314,0.31962198
2315,0.43253177
2317,0.1007919
2318,0.029185385
2319,0.24797043
2321,0.9080448
2324,0.44676623
2325,0.20933202
2327,0.10127184
2329,0.4427527
2330,0.84955776
2332,0.4797427
2333,0.16151613
2334,0.38667816
2336,0.29262602
2337,0.4797427
2339,0.1277661
2340,0.22381699
2341,0.94200885
2342,0.16897416
2346,0.8158839
2347,0.20852226
2348,0.5993998
2349,0.46486676
2350,0.9024464
2351,0.4797427
2352,0.8214005
2354,0.08662659
2356,0.31236434
2358,0.30583385
