,glove_net
204,0.9998945
205,0.35098898
206,0.07118192
207,0.99982584
208,0.25862736
209,0.16080064
210,0.059455425
211,0.06366497
212,0.13632506
213,0.10423285
214,0.18631166
215,0.066014916
216,0.0988892
217,0.029159784
218,0.924685
219,0.08738878
220,0.924685
221,0.12631059
222,0.06529218
223,0.52314043
224,0.32950896
225,0.21925333
226,0.17500341
227,0.5254644
228,0.1269817
229,0.18243104
230,0.49782622
231,0.032319486
232,0.19704336
233,0.09593174
234,0.2643264
235,0.042868197
236,0.25429916
237,0.090996
238,0.924685
239,0.84129095
240,0.056982785
241,0.028083384
242,0.37181544
243,0.66480625
244,0.46705878
245,0.22278237
246,0.094650835
247,0.35527673
248,0.58957595
249,0.80688405
250,0.094650835
251,0.094650835
252,0.108740896
253,0.094650835
254,0.15229905
255,0.16221628
256,0.7808673
257,0.099775285
258,0.18983161
259,0.094650835
260,0.057885706
261,0.17949694
262,0.099775285
263,0.108281136
264,0.4098031
265,0.5357307
266,0.094650835
267,0.16804296
268,0.20811453
269,0.58957595
270,0.094650835
271,0.094650835
272,0.15199956
273,0.52014977
274,0.022387713
275,0.1594513
276,0.23980665
277,0.56859547
278,0.1758419
279,0.101017684
280,0.13599014
281,0.22735488
282,0.033624202
283,0.23980665
284,0.009693891
285,0.39252496
286,0.4300481
287,0.037658274
288,0.0027939081
289,0.2664187
290,0.3565094
291,0.21474636
292,0.4759209
293,0.094745904
294,0.8570844
295,0.0075491965
296,0.04310274
297,0.024374127
298,0.11351177
299,0.76650226
300,0.3385973
301,0.4754948
302,0.13633466
303,0.008759022
304,0.28933388
305,0.28933388
306,0.023162454
307,0.041917205
308,0.032248348
309,0.09889084
310,0.005989611
311,0.18212971
312,0.010890603
313,0.11108041
314,0.05099231
315,0.1478352
316,0.015934944
317,0.28933388
318,0.008716255
319,0.28933388
320,0.081855714
321,0.25096107
322,0.02556637
323,0.25096107
324,0.052838057
325,0.81414974
326,0.15625468
327,0.011397183
328,0.036578476
329,0.12300739
330,0.061134994
331,0.32556194
332,0.3573851
333,0.0768221
334,0.12543091
335,0.2651015
336,0.023433656
337,0.41599515
338,0.026409447
339,0.07645756
340,0.1445367
341,0.42451555
342,0.9504977
343,0.195799
344,0.026430309
345,0.022729635
346,0.10260326
347,0.109766185
348,0.26562425
349,0.10260326
350,0.10260326
351,0.109766185
352,0.2779668
353,0.061378717
354,0.64136356
355,0.03623137
356,0.5681357
357,0.1189999
358,0.109766185
359,0.061470658
360,0.109766185
361,0.16050461
362,0.38212672
363,0.26562425
364,0.10260326
365,0.109766185
366,0.00024425983
367,0.17879766
368,0.6976287
369,0.3070215
370,0.10260326
371,0.10260326
372,0.10260326
373,0.10260326
374,0.10578659
375,0.9402106
376,0.3070215
377,0.3070215
378,0.109766185
379,0.17879766
380,0.84017396
381,0.7382431
382,0.92267716
383,0.25735965
384,0.3156616
385,0.98895633
386,0.98516095
387,0.98516095
388,0.4053745
389,0.048193753
390,0.22808406
391,0.9957007
392,0.8520558
393,0.99599135
394,0.9996643
395,0.97244036
396,0.3192214
397,0.9401412
398,0.9949741
399,0.8751888
400,0.048193753
401,0.40487462
402,0.97244036
403,0.98516095
404,0.048193753
405,0.048193753
406,0.98516095
407,0.048193753
408,0.99594253
409,0.56003517
410,0.99394906
411,0.9957007
412,0.25752002
413,0.03581819
414,0.94966346
415,0.060980976
416,0.9744947
417,0.9957007
418,0.10127035
419,0.07680869
420,0.17572263
421,0.07980603
422,0.10177666
423,0.0047092736
424,0.8091569
425,0.61135006
426,0.0747585
427,0.17635912
428,0.1865451
429,0.35036802
430,0.33000773
431,0.09138754
432,0.015202373
433,0.13377643
434,0.8846936
435,0.03356877
436,0.062003434
437,0.71202224
438,0.2560459
439,0.07770631
440,0.055327058
441,0.30489326
442,0.08291739
443,0.012639791
444,0.48383024
445,0.4047544
446,0.50407183
447,0.06847063
448,0.59361154
449,0.9277528
450,0.37487608
451,0.7600292
452,0.999779
453,0.08102471
454,0.98592246
455,0.9998186
456,0.9999646
457,0.8955532
458,0.9878272
459,0.9847587
460,0.9246373
461,0.1377438
462,0.9990344
463,0.2467137
464,0.07193416
465,0.08325079
466,0.5029115
467,0.6399026
468,0.95036006
469,0.3517133
470,0.9239696
471,0.8283427
472,0.693542
473,0.95367444
474,0.59361154
475,0.72929174
476,0.15721694
477,0.29130387
478,0.8842696
479,0.09645262
480,0.39078113
481,0.22789702
482,0.24151927
483,0.9999878
484,0.23580855
485,0.28561905
486,0.18067348
487,0.11617425
488,0.11821562
489,0.9977083
490,0.9917635
491,0.9917635
492,0.9917635
493,0.8564028
494,0.2899571
495,0.9917635
496,0.28567788
497,0.18067348
498,0.028063446
499,0.9917635
500,0.9917635
501,0.20957208
502,0.21604279
503,0.22259948
504,0.9917635
505,0.9917635
506,0.9917635
507,0.10312608
508,0.9917635
509,0.15777141
510,0.9917635
511,0.9917635
512,0.9917635
513,0.89609724
514,0.9917635
515,0.4191212
516,0.9917635
517,0.35183024
518,0.10147828
519,0.7800042
520,0.0138219595
521,0.054303437
522,0.04853511
523,0.10417324
524,0.13699856
525,0.06162381
526,0.015361309
527,0.11546764
528,0.036638677
529,0.48172826
530,0.02720365
531,0.0236381
532,0.06162381
533,0.608288
534,0.06237343
535,0.34569424
536,0.09120622
537,0.06935358
538,0.18998942
539,0.04249975
540,0.040688246
541,0.055533797
542,0.4765123
543,0.32284075
544,0.69084805
545,0.51249045
546,0.45414934
547,0.08605546
548,0.56119317
549,0.04416439
550,0.07287726
551,0.042665064
552,0.14731225
553,0.060572773
554,0.16481647
555,0.20683718
556,0.21075249
557,0.24837494
558,0.1963661
559,0.19084316
560,0.13152757
561,0.11892778
562,0.046256423
563,0.24257424
564,0.009412497
565,0.15659559
566,0.04559958
567,0.0842416
568,0.24769866
569,0.08605546
570,0.13876799
571,0.26334465
572,0.029259294
573,0.74090576
574,0.39565718
575,0.5939189
576,0.52287686
577,0.5645181
578,0.44466197
579,0.6832885
580,0.7456231
581,0.5390594
582,0.31804264
583,0.3196935
584,0.52287686
585,0.74091893
586,0.60774076
587,0.62690836
588,0.48221713
589,0.4867428
590,0.2513944
591,0.62690836
592,0.6310785
593,0.56735015
594,0.25652173
595,0.27104366
596,0.6326162
597,0.39565718
598,0.47050202
599,0.40594104
600,0.3107583
601,0.52287686
602,0.72268397
603,0.6310785
604,0.6310785
605,0.27542472
606,0.6310785
607,0.40594104
608,0.52287686
609,0.28492272
610,0.18388978
611,0.8210596
612,0.28732845
613,0.06058225
614,0.39902312
615,0.10597423
616,0.5067108
617,0.88698864
618,0.03266141
619,0.1693246
620,0.27038568
621,0.23808461
622,0.9135427
623,0.61785156
624,0.18388978
625,0.3526648
626,0.80530417
627,0.5000376
628,0.35737097
629,0.4531785
630,0.18388978
631,0.053548932
632,0.15040743
633,0.39902312
634,0.18388978
635,0.39902312
636,0.76477325
637,0.5239451
638,0.62435126
639,0.72263694
640,0.026149184
641,0.0560562
642,0.11724377
643,0.054316908
644,0.26695287
645,0.024091572
646,0.26146457
647,0.5126124
648,0.085116506
649,0.27516624
650,0.4598458
651,0.13082466
652,0.27907312
653,0.987237
654,0.9926925
655,0.08516961
656,0.03529513
657,0.0076598227
658,0.69384295
659,0.028167188
660,0.33032215
661,0.14665759
662,0.12664387
663,0.22630498
664,0.13355193
665,0.22183105
666,0.0009712577
667,0.106220454
668,0.04061386
669,0.9793564
670,0.19481722
671,0.30857345
672,0.25571415
673,0.27439463
674,0.12559703
675,0.1955953
676,0.21527246
677,0.044629812
678,0.020367175
679,0.009827048
680,0.33367118
681,0.014564782
682,0.057891518
683,0.057891518
684,0.0633589
685,0.08426595
686,0.02176258
687,0.21534422
688,0.11390799
689,0.21177849
690,0.3169253
691,0.13386238
692,0.17705
693,0.27998954
694,0.022519022
695,0.014028221
696,0.14658609
697,0.16571099
698,0.08731669
699,0.19358772
700,0.18433625
701,0.2091684
702,0.025546223
703,0.06390542
704,0.021575868
705,0.07030681
706,0.1014435
707,0.05744356
708,0.07804176
709,0.1988414
710,0.14643526
711,0.31912345
712,0.12384263
713,0.013719499
714,0.021080494
715,0.27897453
716,0.19511458
717,0.03180006
718,0.0536879
719,0.15421557
720,0.20018363
721,0.0024140477
722,0.074870765
723,0.24678114
724,0.18128806
725,0.118878484
726,0.020615816
727,0.01948753
728,0.3146085
729,0.07434693
730,0.05206415
731,0.3259428
732,0.07418141
733,0.125413
734,0.010823339
735,0.1628173
736,0.025873214
737,0.13735622
738,0.12707415
739,0.034656256
740,0.2231619
741,0.08300179
742,0.021505088
743,0.017406613
744,0.63374215
745,0.18756586
746,0.03680876
747,0.038502038
748,0.24992824
749,0.0047641695
750,0.19747093
751,0.029755592
752,0.13800833
753,0.48133153
754,0.03778717
755,0.033803016
756,0.04843715
757,0.20460093
758,0.09553805
759,0.15918463
760,0.18431246
761,0.20786443
762,0.06937194
763,0.028693855
764,0.16190118
765,0.20130816
766,0.025858313
767,0.3763646
768,0.045561403
769,0.158312
770,0.102397025
771,0.182966
772,0.09352553
773,0.040598005
774,0.20505801
775,0.47911564
776,0.041545004
777,0.03734064
778,0.103363186
779,0.03461355
780,0.11950326
781,0.063844115
782,0.1446589
783,0.17958549
784,0.22885525
785,0.09833047
786,0.0628576
787,0.05773306
788,0.171273
789,0.16387227
790,0.012482554
791,0.16184935
792,0.23171988
793,0.078335464
794,0.01590091
795,0.171273
796,0.012147814
797,0.056247324
798,0.1112923
799,0.17958549
800,0.1514203
801,0.10391304
802,0.093016386
803,0.25315577
804,0.014170527
805,0.21920279
806,0.05978155
807,0.091343194
808,0.9953666
809,0.5468987
810,0.011579782
811,0.034414917
812,0.07023525
813,0.069431454
814,0.12938541
815,0.02312246
816,0.013723731
817,0.21426743
818,0.011747271
819,0.20282263
820,0.10143286
821,0.31290358
822,0.21917543
823,0.11288059
824,0.0015845895
825,0.04923734
826,0.033463687
827,0.014444113
828,0.018259734
829,0.08415112
830,0.011321485
831,0.10907245
832,0.1673249
833,0.11307734
834,0.09614915
835,0.18197268
836,0.31786522
837,0.2488479
838,0.032270074
839,0.0059528947
840,0.020264804
841,0.03082183
842,0.1116547
843,0.21101874
844,0.37420094
845,0.096725106
846,0.03858581
847,0.13091335
848,0.42641658
849,0.44664854
850,0.03095889
851,0.15317884
852,0.09571546
853,0.07327974
854,0.09643939
855,0.60877174
856,0.34974182
857,0.38947394
858,0.21248025
859,0.14782545
860,0.30837768
861,0.22239211
862,0.17412877
863,0.44605425
864,0.16853514
865,0.09149015
866,0.0186373
867,0.013564408
868,0.25420308
869,0.047302276
870,0.15197843
871,0.16711617
872,0.13595292
873,0.38878942
874,0.19571185
875,0.16033253
876,0.00884226
877,0.013178378
878,0.2753057
879,0.00581187
880,0.22300369
881,0.09660396
882,0.29396826
883,0.15128723
884,0.052804798
885,0.0030955076
886,0.07378483
887,0.058166623
888,0.057935506
889,0.038240016
890,0.10611606
891,0.1389148
892,0.02663073
893,0.12323552
894,0.46520564
895,0.49867713
896,0.04028192
897,0.11230937
898,0.023660362
899,0.042637408
900,0.098917395
901,0.01804617
902,0.13507128
903,0.028574765
904,0.1515004
905,0.04692352
906,0.14016804
907,0.019181013
908,0.0134359
909,0.0241957
910,0.07351312
911,0.18977445
912,0.00021716952
913,0.118511945
914,0.11885357
915,0.5086615
916,0.010801673
917,0.007691592
918,0.034905255
919,0.07302505
920,0.015002668
921,0.086220324
922,0.21559265
923,0.024447322
924,0.026967794
925,0.0813179
926,0.60553384
927,0.17599833
928,0.08411741
929,0.48252603
930,0.1097461
931,0.055268794
932,0.78808856
933,0.25363094
934,0.018680751
935,0.0154949725
936,0.18685964
937,0.08871296
938,0.29141143
939,0.0040880144
940,0.04031959
941,0.023702145
942,0.10004979
943,0.093167156
944,0.21606416
945,0.23150846
946,0.043646306
947,0.1367436
948,0.11607793
949,0.2040275
950,0.093366265
951,0.11397159
952,0.0007262826
953,0.0007262826
954,0.21823928
955,0.010591805
956,0.0010955036
957,0.0015724301
958,0.0015724301
959,0.005979985
960,0.010944009
961,0.053774297
962,0.0007262826
963,0.032153845
964,0.00054344535
965,0.033236653
966,0.00051641464
967,0.008471489
968,0.0027498007
969,0.00047820807
970,0.032153845
971,0.00054344535
972,0.0015724301
973,0.00095909834
974,0.00047820807
975,0.020339042
976,0.0006483793
977,0.00047820807
978,0.005646646
979,0.012254208
980,0.0015724301
981,0.00047820807
982,0.12529904
983,0.00051641464
984,0.15058938
985,0.0695048
986,0.044841737
987,0.09021294
988,0.5553336
989,0.16144744
990,0.24394628
991,0.27947056
992,0.08905077
993,0.024749994
994,0.09402999
995,0.087498635
996,0.019689232
997,0.18580109
998,0.15631855
999,0.19544488
1000,0.0048753023
1001,0.023535818
1002,0.03304109
1003,0.14603055
1004,0.027019203
1005,0.13670814
1006,0.07112798
1007,0.053694516
1008,0.0034376383
1009,0.06960231
1010,0.07186809
1011,0.0100495815
1012,0.022309303
1013,0.27720135
1014,0.14582777
1015,0.41670507
1016,0.06054476
1017,0.17746931
1018,0.710373
1019,0.004050046
1020,0.007599294
1021,0.016739964
1022,0.014255255
1023,0.093313485
1024,0.034677356
1025,0.19104508
1026,0.12702441
1027,0.12954473
1028,0.0002718866
1029,0.15093327
1030,0.011671662
1031,0.092517436
1032,0.0012235343
1033,0.018057168
1034,0.13269848
1035,0.10976833
1036,0.07470462
1037,0.30468234
1038,0.12954473
1039,0.11775312
1040,0.15305847
1041,0.010292947
1042,0.0052727163
1043,0.10858354
1044,0.06046155
1045,0.014255255
1046,0.13125062
1047,0.1630139
1048,0.21250802
1049,0.14969534
1050,0.0050497055
1051,0.0072687864
1052,0.0018386841
1053,0.010839522
1054,0.056435615
1055,0.020273358
1056,0.00028082728
1057,0.27519834
1058,0.025375515
1059,0.41566515
1060,0.3518541
1061,0.5515464
1062,0.019190371
1063,0.9305757
1064,0.84059894
1065,0.1029886
1066,0.30998448
1067,0.22516158
1068,0.7080697
1069,0.049926728
1070,0.6671965
1071,0.26762116
1072,0.01093328
1073,0.8914
1074,0.10095391
1075,0.6671965
1076,0.89412856
1077,0.6431619
1078,0.06353995
1079,0.09647152
1080,0.73920834
1081,0.646613
1082,0.3550416
1083,0.42764887
1084,0.3540762
1085,0.92732596
1086,0.14164484
1087,0.13543147
1088,0.8545081
1089,0.8690373
1090,0.84059894
1091,0.03728676
1092,0.1990731
1093,0.03547153
1094,0.20339581
1095,0.9006894
1096,0.98029506
1097,0.34007072
1098,0.27782702
1099,0.99994445
1100,0.40612257
1101,0.9895696
1102,0.99122435
1103,0.9997624
1104,0.8282909
1105,0.5450778
1106,0.038163394
1107,0.98584807
1108,0.28957325
1109,0.5450778
1110,0.6002672
1111,0.9904419
1112,0.24271092
1113,0.40678847
1114,0.9417178
1115,0.041012228
1116,0.9211604
1117,0.30735898
1118,0.23614585
1119,0.89878726
1120,0.9027907
1121,0.33337057
1122,0.23383641
1123,0.06538692
1124,0.9666256
1125,0.14029488
1126,0.24566522
1127,0.9801365
1128,0.7295548
1129,0.23277879
1130,0.33801323
1131,0.8214818
1132,0.96984625
1133,0.97874653
1134,0.99813807
1135,0.9806005
1136,0.9886127
1137,0.95916176
1138,0.98728514
1139,0.9983474
1140,0.99969697
1141,0.61420614
1142,0.97874653
1143,0.9991734
1144,0.99955094
1145,0.99955094
1146,0.99955094
1147,0.99955094
1148,0.90556383
1149,0.9815411
1150,0.99907255
1151,0.99955094
1152,0.9997591
1153,0.9973805
1154,0.9940729
1155,0.39415962
1156,0.99813807
1157,0.4125361
1158,0.9999439
1159,0.99955094
1160,0.09796482
1161,0.943846
1162,0.9434674
1163,0.94507515
1164,0.619264
1165,0.99813235
1166,0.84669405
1167,0.6714434
1168,0.94830716
1169,0.82564896
1170,0.9621285
1171,0.7253022
1172,0.80703145
1173,0.9621285
1174,0.45938548
1175,0.99864167
1176,0.9621285
1177,0.9717505
1178,0.16480109
1179,0.9621285
1180,0.9621285
1181,0.862931
1182,0.9419718
1183,0.79551744
1184,0.9621285
1185,0.9621285
1186,0.619264
1187,0.74938315
1188,0.9254344
1189,0.9299343
1190,0.7493732
1191,0.9621285
1192,0.35074413
1193,0.09796482
1194,0.3906176
1195,0.35981232
1196,0.8636652
1197,0.49704805
1198,0.45126018
1199,0.7648499
1200,0.24722758
1201,0.564324
1202,0.68891436
1203,0.27142024
1204,0.33543855
1205,0.98939776
1206,0.52098656
1207,0.76093805
1208,0.49139664
1209,0.9518516
1210,0.49326706
1211,0.5185793
1212,0.073580116
1213,0.9633058
1214,0.20110112
1215,0.6291262
1216,0.82116663
1217,0.5600094
1218,0.47522435
1219,0.35022634
1220,0.89496446
1221,0.47085437
1222,0.7359899
1223,0.47851136
1224,0.55105025
1225,0.14257663
1226,0.4325263
1227,0.9094238
1228,0.8989519
1229,0.8361018
1230,0.21817547
1231,0.732204
1232,0.21817547
1233,0.949739
1234,0.86001503
1235,0.727003
1236,0.2139354
1237,0.9080714
1238,0.14056808
1239,0.5031226
1240,0.4654459
1241,0.3413426
1242,0.564908
1243,0.91961825
1244,0.6722296
1245,0.924497
1246,0.28154743
1247,0.059535652
1248,0.9929936
1249,0.84837115
1250,0.2687527
1251,0.564908
1252,0.5345109
1253,0.6056147
1254,0.5613535
1255,0.5190852
1256,0.53948
1257,0.6714227
1258,0.99540734
1259,0.9622092
1260,0.59634584
1261,0.8294647
1262,0.6227438
1263,0.033053398
1264,0.9973872
1265,0.12113592
1266,0.05679342
1267,0.04915765
1268,0.10280147
1269,0.23920286
1270,0.09790146
1271,0.13299024
1272,0.0011579692
1273,0.0118813515
1274,0.4220657
1275,0.03278306
1276,0.092214406
1277,0.9216029
1278,0.2553402
1279,0.5461489
1280,0.088404775
1281,0.12591478
1282,0.06805819
1283,0.1567064
1284,0.9216029
1285,0.07461718
1286,0.047991812
1287,0.011696279
1288,0.18640792
1289,0.98703265
1290,0.11204609
1291,0.13621095
1292,0.43610686
1293,0.13771006
1294,0.3611653
1295,0.79140633
1296,0.16446549
1297,0.041419357
1298,0.13793743
1299,0.2191332
1300,0.5259929
1301,0.14342144
1302,0.07640594
1303,0.49655575
1304,0.082289845
1305,0.25897902
1306,0.37675032
1307,0.35553092
1308,0.18070778
1309,0.9952187
1310,0.3365329
1311,0.081342936
1312,0.3933594
1313,0.023333788
1314,0.010012388
1315,0.1898601
1316,0.05691108
1317,0.09282857
1318,0.4247283
1319,0.2340182
1320,0.11305606
1321,0.1504494
1322,0.35431612
1323,0.2758788
1324,0.35262406
1325,0.059989423
1326,0.12847799
1327,3.0226133e-06
1328,0.23390278
1329,0.08477092
1330,0.795597
1331,0.49704805
1332,0.33543855
1333,0.384219
1334,0.45170033
1335,0.68891436
1336,0.52226615
1337,0.5827768
1338,0.38125414
1339,0.6842189
1340,0.8027767
1341,0.39531898
1342,0.3685454
1343,0.7648499
1344,0.6620079
1345,0.7359899
1346,0.799554
1347,0.43920076
1348,0.51869035
1349,0.47085437
1350,0.47486532
1351,0.95223874
1352,0.53118294
1353,0.8118011
1354,0.27066433
1355,0.37207612
1356,0.564324
1357,0.77939296
1358,0.8581402
1359,0.4420378
1360,0.9633058
1361,0.5813707
1362,0.18164358
1363,0.60593027
1364,0.29973006
1365,0.20110112
1366,0.90386295
1367,0.8313877
1368,0.732728
1369,0.6177424
1370,0.028101563
1371,0.6838293
1372,0.88647753
1373,0.9880631
1374,0.028101563
1375,0.8088851
1376,0.5706511
1377,0.89002913
1378,0.22315243
1379,0.88862133
1380,0.7860796
1381,0.6568982
1382,0.8693423
1383,0.49358198
1384,0.9880631
1385,0.66430044
1386,0.028101563
1387,0.87682474
1388,0.42717266
1389,0.9993421
1390,0.028101563
1391,0.6882848
1392,0.13636136
1393,0.66756403
1394,0.56354976
1395,0.992105
1396,0.9574068
1397,0.783746
1398,0.311799
1399,0.99882746
1400,0.3556627
1401,0.6973049
1402,0.7842745
1403,0.821377
1404,0.42058527
1405,0.5889825
1406,0.16017714
1407,0.9486257
1408,0.27983525
1409,0.80634296
1410,0.9564575
1411,0.98555195
1412,0.95052123
1413,0.3843466
1414,0.9463202
1415,0.27504775
1416,0.89977705
1417,0.9977606
1418,0.23061648
1419,0.975446
1420,0.95021975
1421,0.27619803
1422,0.9812318
1423,0.77217007
1424,0.55132455
1425,0.95021975
1426,0.6034958
1427,0.99285215
1428,0.012583345
1429,0.08328664
1430,0.6253091
1431,0.39895043
1432,0.44512993
1433,0.92999184
1434,0.67277265
1435,6.956063e-05
1436,0.1882855
1437,0.47070226
1438,0.044671416
1439,0.1835841
1440,0.19899213
1441,0.9206847
1442,0.7954111
1443,0.7958795
1444,0.08026835
1445,0.0593234
1446,0.31691813
1447,0.054130077
1448,0.1999444
1449,0.8678664
1450,0.15123156
1451,0.1382677
1452,0.040282756
1453,0.09929216
1454,0.13264102
1455,0.021517575
1456,0.027657896
1457,0.779497
1458,0.0022049546
1459,0.53213614
1460,0.13935947
1461,0.35368538
1462,0.20747173
1463,0.28124493
1464,0.30041367
1465,0.52008575
1466,0.19809309
1467,0.06298372
1468,0.24310616
1469,0.18126619
1470,0.8731737
1471,0.3113634
1472,0.51047915
1473,0.14829713
1474,0.07212165
1475,0.4247774
1476,0.13871267
1477,0.168522
1478,0.10961074
1479,0.5028571
1480,0.004243642
1481,0.46179006
1482,0.014431298
1483,0.061826855
1484,0.20248136
1485,0.48606718
1486,0.07790989
1487,0.3949405
1488,0.076770514
1489,0.5859758
1490,0.005516559
1491,0.3151065
1492,0.111320764
1493,0.8974236
1494,0.29745698
1495,0.037906826
1496,0.032494843
1497,0.90287447
1498,0.37103868
1499,0.7976344
1500,0.026269317
1501,0.99725366
1502,0.99725366
1503,0.99725366
1504,0.975641
1505,0.8480344
1506,0.99725366
1507,0.092460364
1508,0.092666745
1509,0.81190455
1510,0.99725366
1511,0.21202704
1512,0.6820984
1513,0.44659632
1514,0.8247968
1515,0.8480344
1516,0.99725366
1517,0.79073286
1518,0.99725366
1519,0.8247968
1520,0.3933685
1521,0.944989
1522,0.8247968
1523,0.2558704
1524,0.5519329
1525,0.07380059
1526,0.27307692
1527,0.18707359
1528,0.12501797
1529,0.8322159
1530,0.9688565
1531,0.9320797
1532,0.28452268
1533,0.9897958
1534,0.12501797
1535,0.084481835
1536,0.8664319
1537,0.0002619326
1538,0.97245014
1539,0.9997532
1540,0.9997655
1541,0.7380726
1542,0.00050133467
1543,0.26937324
1544,0.24927193
1545,0.9314076
1546,0.23859304
1547,0.23814324
1548,0.00050130486
1549,0.9314076
1550,0.8213768
1551,0.00050133467
1552,0.17428803
1553,0.86783683
1554,0.09376225
1555,0.14792794
1556,0.20293304
1557,0.95631725
1558,0.9303067
1559,0.97704583
1560,0.010915667
1561,0.3640421
1562,0.102154106
1563,0.18986273
1564,0.059832335
1565,0.22833702
1566,0.12236574
1567,0.093379945
1568,0.07382128
1569,0.06051922
1570,0.84842354
1571,0.1315225
1572,0.16330755
1573,0.22812891
1574,0.13431424
1575,0.3109612
1576,0.1329597
1577,0.07364026
1578,0.018137515
1579,0.42704746
1580,0.1329597
1581,0.18911466
1582,0.17739093
1583,0.1315225
1584,0.101640046
1585,0.19686332
1586,0.9275514
1587,0.9115667
1588,0.0653041
1589,0.40375882
1590,0.3308012
1591,0.3891377
1592,0.14139739
1593,0.01194337
1594,0.10181323
1595,0.038579375
1596,0.8758954
1597,0.28467107
1598,0.42944896
1599,0.1560967
1600,0.7973689
1601,0.9889251
1602,0.6770263
1603,0.3048898
1604,0.15462601
1605,0.20223504
1606,0.08390412
1607,0.22870484
1608,0.94099426
1609,0.41121024
1610,0.31583217
1611,0.10828152
1612,0.5597812
1613,0.92676616
1614,0.44874674
1615,0.055352896
1616,0.11079961
1617,0.27333096
1618,0.44874674
1619,0.050795943
1620,0.36263055
1621,0.82327086
1622,0.5892557
1623,0.80703145
1624,0.4947958
1625,0.7847519
1626,0.1405578
1627,0.8423142
1628,0.535992
1629,0.82346034
1630,0.13468543
1631,0.12834388
1632,0.75205314
1633,0.019855678
1634,0.3106134
1635,0.5070096
1636,0.034947217
1637,0.4796301
1638,0.013216794
1639,0.57904536
1640,0.61528665
1641,0.2969719
1642,0.07173118
1643,0.11733061
1644,0.29464158
1645,0.5322049
1646,0.06892356
1647,0.6282531
1648,0.14490348
1649,0.13451847
1650,0.14490348
1651,0.0649375
1652,0.30218405
1653,0.17117125
1654,0.078884125
1655,0.20348173
1656,0.10746452
1657,0.04868853
1658,0.23714474
1659,0.080023736
1660,0.33156592
1661,0.5669835
1662,0.403015
