,elmo_score
122,0.3204930129219091
123,0.26070109052221097
124,0.3498662581860225
125,0.28747140889165557
126,0.2829616175272005
127,0.24348680086615976
128,0.2833050612165384
129,0.2745356520852589
130,0.24703231883112875
131,0.36770029446925695
132,0.29167870661228645
133,0.2996622083804812
134,0.3572985957162269
135,0.2698327476915008
136,0.7495651197740775
137,0.6889094478770016
138,0.3933115607459085
139,0.7580156429764735
140,0.46060585405056764
141,0.6695400973323039
142,0.5575981518453251
143,0.7304376748778425
144,0.6975604045930999
145,0.7447356456782606
146,0.7257244606078934
147,0.7696269443079636
148,0.6624381524504127
149,0.23750595113697986
150,0.38718175721239556
151,0.7018455879500085
152,0.6290753601506185
153,0.7431710383504674
154,0.7361463759578332
155,0.7362788802246788
156,0.704173662794069
157,0.5694215423392783
158,0.7207098466735948
159,0.7670589643944133
160,0.5676127819059938
161,0.568050549145443
162,0.6300743361413259
163,0.5444995311593056
164,0.7696269443079636
165,0.48021550632250226
166,0.2543428510471869
167,0.3567557276368334
168,0.7337373100760957
169,0.6744226211245681
170,0.6620807373432314
171,0.6229354251820249
172,0.7631377115685609
173,0.6942893803165502
174,0.7756328181900458
175,0.4866371098096331
176,0.7402986386737711
177,0.7960598878022912
178,0.2612096927972152
179,0.3285664963683884
180,0.6428852197012541
181,0.3346986129924258
182,0.7523311122330197
183,0.7711378735536785
184,0.35454244727245443
185,0.24715546275277916
186,0.2539016463741418
187,0.7441523396617267
188,0.3426062975070102
189,0.3375833936226161
190,0.7785797232615923
191,0.7932183718741698
192,0.25930648037329374
193,0.2500606027749256
194,0.37712404662284454
195,0.3952240162004463
196,0.7243162411463621
197,0.6978107230997707
198,0.3061148330800552
199,0.41075268004169807
200,0.5070687750113378
201,0.7792694633441093
202,0.7275211037747175
203,0.791772468734241
204,0.7601628779364659
205,0.3261825104129531
206,0.43014701857000615
207,0.764051399412625
208,0.2721258581378546
209,0.2541672892119575
210,0.26382047233858363
211,0.2484062644298013
212,0.26204341369326095
213,0.38662735399841364
214,0.30648392766307364
215,0.25504799316602267
216,0.31927539680039513
217,0.22004209971785108
218,0.6899474754167837
219,0.24700185983422634
220,0.7414686734633456
221,0.36473376947006797
222,0.23829232500148714
223,0.3099666163365681
224,0.32808899232041927
225,0.38848851191344835
226,0.2970022930740438
227,0.6171489637157045
228,0.325610470258923
229,0.261480514750282
230,0.5227520039214645
231,0.23200768460643828
232,0.25558569335733655
233,0.29080633278351653
234,0.5276256782449359
235,0.2374531387062783
236,0.3886655405162492
237,0.30928422328259125
238,0.6282759705134906
239,0.6539310967144398
240,0.2485306763802611
241,0.24150298723224567
242,0.2497537281875327
243,0.6050601628105186
244,0.2917323962714181
245,0.37015972061785907
246,0.46600959314999296
247,0.29243197982983826
248,0.46943864002956326
249,0.3123048555479443
250,0.4122244805469565
251,0.5994121908161729
252,0.3317115389816886
253,0.5777371536469295
254,0.3165384965476039
255,0.32692888373173606
256,0.46422009054309293
257,0.38732679317659785
258,0.4272360748670228
259,0.5107708701621959
260,0.2676717652067984
261,0.29394234585326373
262,0.3077245878816191
263,0.275872861470027
264,0.6695933722364715
265,0.357821036360823
266,0.4278762829721562
267,0.2673778103966874
268,0.24096495951724842
269,0.6130164476602658
270,0.43466262979246506
271,0.5347918435830179
272,0.2618756739485378
273,0.3833435460737668
274,0.2572003075455751
275,0.3185915477360303
276,0.2534852945590195
277,0.45060123296095667
278,0.24888936168311604
279,0.26678577097528156
280,0.2691693155212441
281,0.3316725744589154
282,0.2515871545061475
283,0.2534852945590195
284,0.2835639122390995
285,0.6155580436543528
286,0.41069398859575285
287,0.3373573350543513
288,0.27567462233251633
289,0.2799665919701229
290,0.3043830966928714
291,0.32023228596917297
292,0.3164967102888866
293,0.20702378334242275
294,0.574503165328484
295,0.2585011882156678
296,0.25903816691007486
297,0.24031042393485444
298,0.23919037966172488
299,0.5651107402517365
300,0.4246287365733261
301,0.5491504750314108
302,0.263778462028469
303,0.2646584820950322
304,0.3535350400610754
305,0.3324151755150359
306,0.3192637474561483
307,0.32502822742616455
308,0.26951330108231325
309,0.2843350737175885
310,0.2375130334755533
311,0.21883348170505582
312,0.323065173752635
313,0.25940820534208825
314,0.2739530830163577
315,0.25064090544870965
316,0.36119062433334054
317,0.4036638586177713
318,0.3215283853525351
319,0.4394843893917402
320,0.3042908056523035
321,0.289957951708635
322,0.2929431487770359
323,0.2667676008390819
324,0.25606230286156817
325,0.5952721969775256
326,0.35832280184223075
327,0.31573597684574445
328,0.24767882911484299
329,0.3226522065676795
330,0.2355484733395116
331,0.5410142043840485
332,0.431727779195432
333,0.34943876934963275
334,0.40939393404479246
335,0.2546989932510314
336,0.3139283964703785
337,0.43448258026852465
338,0.36937029908186847
339,0.29066407109115033
340,0.3920950828593823
341,0.4040176785964881
342,0.6067561818266591
343,0.2794737364578777
344,0.37612089252325825
345,0.3147343843854621
346,0.268427208008729
347,0.2450206491723815
348,0.2540640183562745
349,0.2445869809487578
350,0.2445869809487578
351,0.2450206491723815
352,0.29885550864725474
353,0.3534582322073808
354,0.6692245253896609
355,0.4427145575025652
356,0.5661563853229026
357,0.3036072504878236
358,0.2450206491723815
359,0.31066679643489425
360,0.2450206491723815
361,0.45263406248169746
362,0.37163827387146664
363,0.26472819222364824
364,0.268427208008729
365,0.2450206491723815
366,0.3054601748075493
367,0.30538523153118236
368,0.4692489170113004
369,0.245456659870159
370,0.268427208008729
371,0.2445869809487578
372,0.268427208008729
373,0.2445869809487578
374,0.3583642454349027
375,0.5630406140753333
376,0.256137592318629
377,0.23782250346856765
378,0.2450206491723815
379,0.2540808865683517
380,0.48108998871841385
381,0.6313208021669485
382,0.6799296026236389
383,0.3243079879119548
384,0.47722914914141856
385,0.7180219780067288
386,0.725796516085087
387,0.7406998931494942
388,0.37887291915849175
389,0.488629513819106
390,0.24540250338928504
391,0.7646882392669154
392,0.6817158361453493
393,0.7437791153923954
394,0.7351022820631684
395,0.7427040650500579
396,0.37071418945070833
397,0.6862729154331709
398,0.6986746659696526
399,0.6331960488435173
400,0.5234790061936128
401,0.3417018635171477
402,0.7146729895988942
403,0.7246339233975343
404,0.44047287184875916
405,0.4516727981743872
406,0.7215708763508732
407,0.6209446023867569
408,0.7458412681577193
409,0.678077215871596
410,0.7740104980128685
411,0.7596386570746334
412,0.48824922903840606
413,0.32283924407950365
414,0.6253936318544853
415,0.32124245467665996
416,0.6993318010202517
417,0.7823421240472042
418,0.2783781202675676
419,0.26602959854580144
420,0.5393759906627474
421,0.26737767622433806
422,0.23935680830375058
423,0.3502669628622329
424,0.6845547135346683
425,0.6712654539333178
426,0.244667140994494
427,0.38288379465586214
428,0.2249547894786268
429,0.5246713458749739
430,0.4697376175781908
431,0.22829042965573212
432,0.47080998791442025
433,0.2581652283698258
434,0.7481679543456161
435,0.24373575260532787
436,0.2529179451047557
437,0.7602677630940704
438,0.29940262877314133
439,0.22138921389739194
440,0.3070742159797997
441,0.2745043577098436
442,0.2531003618930947
443,0.5766287317302604
444,0.5368333295487142
445,0.5899857116947349
446,0.520887200704085
447,0.24273455643858957
448,0.5347022156238741
449,0.5167847905708388
450,0.26997442620818674
451,0.5402382373621833
452,0.719565897210986
453,0.2800636445801828
454,0.5238635601790476
455,0.7090381429966743
456,0.7242625262097899
457,0.5576104663918718
458,0.6854843064791618
459,0.644112930185763
460,0.6630817880206523
461,0.4849799660030215
462,0.771580485217372
463,0.42780468682037365
464,0.2316954221759336
465,0.31266281491324444
466,0.5892459018394078
467,0.5538549303162098
468,0.5939669920872269
469,0.2551965154009909
470,0.5489941181054718
471,0.6459537503422784
472,0.6454730337621564
473,0.5324179476340308
474,0.5775696244610539
475,0.5642824492744307
476,0.4003455066002715
477,0.35861276804139475
478,0.5122409022810124
479,0.2533935949641395
480,0.47314285467776235
481,0.2601576141768653
482,0.25256355139896214
483,0.7574285037353812
484,0.31419875300369915
485,0.23807604448348166
486,0.268861530674935
487,0.3278766936468823
488,0.2546586838177202
489,0.6685250159252252
490,0.7243346719304864
491,0.7163169392820488
492,0.7140664224775559
493,0.6351744563846429
494,0.26144913275217896
495,0.7272706191127719
496,0.322379043718452
497,0.2477737197400737
498,0.29010491068527194
499,0.7297372933520664
500,0.7338734617723165
501,0.3245917505971634
502,0.5257611100704368
503,0.29255183640297544
504,0.7071277589721701
505,0.7587632198937918
506,0.7373845679548585
507,0.3671240239835728
508,0.7136651285630531
509,0.23865832750306942
510,0.7578682806796416
511,0.7380625856703195
512,0.7421215185293001
513,0.6515346111953269
514,0.7492868877614893
515,0.2742787347101219
516,0.7328637029288949
517,0.2352490877578976
518,0.28203536077131575
519,0.2957181273187254
520,0.48171712472531214
521,0.3675774836558396
522,0.32377277598657433
523,0.24291265879746363
524,0.45824184626596587
525,0.2591656409378814
526,0.34799536817267734
527,0.5597127607127005
528,0.27236336374292375
529,0.4037286123710677
530,0.2713656325971523
531,0.3269891732550966
532,0.29799991362745404
533,0.5241187484455274
534,0.24417203875535726
535,0.562106940595604
536,0.3548714423845283
537,0.23834452043172633
538,0.3342430078373114
539,0.2336979302042511
540,0.2484175485407087
541,0.2593900028909881
542,0.2771018572142151
543,0.2616673382591956
544,0.4336462460093614
545,0.5816307177916464
546,0.30060687575537304
547,0.3504804629369447
548,0.6366982346450658
549,0.3702223606599106
550,0.23109094810472267
551,0.26335939788917395
552,0.4695531964394969
553,0.29452151971134855
554,0.3300601981008374
555,0.3970236116500777
556,0.6510041079777646
557,0.27055821106292377
558,0.2562184374429318
559,0.2723861143862075
560,0.25952998232884417
561,0.26732034656234105
562,0.2584035770206766
563,0.6008425905135243
564,0.2671976289143235
565,0.2710842568769106
566,0.2565592064233166
567,0.2837301030408535
568,0.3482582158534745
569,0.2694575170168093
570,0.24672906850471002
571,0.32360914616765185
572,0.25739637627869905
573,0.6896795680105724
574,0.4353363117372161
575,0.45100771348990804
576,0.6453795355575495
577,0.6574348430601477
578,0.6266255085843531
579,0.7126804809029258
580,0.7096356933754298
581,0.6327524594544375
582,0.37217687201355476
583,0.4545478741403288
584,0.4694926153922549
585,0.6250593004478819
586,0.6856306057837622
587,0.6235791819875693
588,0.6270895044657063
589,0.5169856654335878
590,0.5955443269530856
591,0.5003992384475214
592,0.6635889640144402
593,0.6250062525873272
594,0.46173576273147515
595,0.30946738709880733
596,0.5682894869235102
597,0.40435485285447
598,0.6189607612424753
599,0.6270347296355258
600,0.40526703872099734
601,0.6795172925670833
602,0.6511662994224869
603,0.706380342915104
604,0.6408465602852361
605,0.3459719443893282
606,0.49209761731278767
607,0.5823937994461514
608,0.6959123191111811
609,0.38229974086149926
610,0.4035482107384428
611,0.5220167177094539
612,0.6509320097989043
613,0.4532111674178602
614,0.6103363537771282
615,0.3107176090575784
616,0.5549795720938923
617,0.6791433733919263
618,0.3998743100544294
619,0.2623497318625607
620,0.5636430833977522
621,0.40523400267620086
622,0.6517532648097613
623,0.5975057898113413
624,0.4035482107384428
625,0.3813652593240807
626,0.7113316023110355
627,0.4433349088450096
628,0.4715194052862401
629,0.3082006871745159
630,0.4035482107384428
631,0.3705732452508806
632,0.5868769167846887
633,0.6501323536027571
634,0.4035482107384428
635,0.5905517314886494
636,0.5270928687120888
637,0.5961959537819703
638,0.49241507724886535
639,0.6381806811616173
640,0.24619978427875883
641,0.2414681695107305
642,0.23589780401224864
643,0.28619774722244856
644,0.3231685191392803
645,0.22865203501498166
646,0.29719191130426353
647,0.5314566822593283
648,0.2792775345880316
649,0.2833221565117432
650,0.28371776287993655
651,0.3297742082696501
652,0.259660335169224
653,0.7842164718638649
654,0.6668190530907595
655,0.23000013034913858
656,0.20968115305460983
657,0.34502915725416317
658,0.39008579946186994
659,0.2343001520106533
660,0.32052663101474144
661,0.23153334524171928
662,0.3025501985522655
663,0.22897172562304008
664,0.259821431764816
665,0.29849226228293163
666,0.3271461549100395
667,0.31041548834009147
668,0.3310850415048133
669,0.7862883194831488
670,0.40202586256273865
671,0.2882562515476494
672,0.26013572572108357
673,0.30760431282721595
674,0.2873995824338029
675,0.2597075805183267
676,0.27399074306797233
677,0.28166931203041934
678,0.2918388166759569
679,0.2270795107837375
680,0.430629875607074
681,0.26407677554573095
682,0.282625737663243
683,0.26309496861583687
684,0.23548159429236773
685,0.28234470698480457
686,0.22999397718799322
687,0.29021224740939394
688,0.25421280381357036
689,0.34442554622396054
690,0.2616623488957891
691,0.2809736218254352
692,0.38144624714938924
693,0.267064095366478
694,0.24702361016790791
695,0.3129729241290019
696,0.423002727974621
697,0.3120405399394618
698,0.2331879719939669
699,0.24446790257041875
700,0.2990620518498088
701,0.2626557963527697
702,0.22105470653001974
703,0.2856254063950269
704,0.3110731339523456
705,0.24805595645986656
706,0.3124970949554165
707,0.24669605955638652
708,0.2942717789297857
709,0.2559444737237607
710,0.23307708755061993
711,0.30653073436116474
712,0.253705855786541
713,0.2718733070558832
714,0.22463344478778388
715,0.25614345237543457
716,0.27920575890456717
717,0.24350082953980984
718,0.299109997780433
719,0.31046519769848885
720,0.21998773995174412
721,0.2908659251376129
722,0.21583980791621737
723,0.25481919404937897
724,0.35101524764876724
725,0.24404836030883154
726,0.2969873137317776
727,0.25569941274938623
728,0.37861659366068157
729,0.23116648776843557
730,0.3045268130315638
731,0.29023115222986845
732,0.25852046362638
733,0.26652138946467635
734,0.2962434932694368
735,0.3316657246838013
736,0.24700132002876257
737,0.31002648738432537
738,0.2766780725959049
739,0.25077816952497645
740,0.3590911258657011
741,0.2549187553845771
742,0.26740238356356055
743,0.24976492850554605
744,0.4288299668773542
745,0.26066909023149004
746,0.26307775878166495
747,0.2492089187503627
748,0.3521409195426068
749,0.23506089557184895
750,0.2278884603462074
751,0.2896003834472666
752,0.2634931038185055
753,0.40135327841771484
754,0.35568281198759666
755,0.27084948508115697
756,0.2755002839116584
757,0.2851908156314318
758,0.305027561191652
759,0.23194888122586227
760,0.3776921361927144
761,0.2316089809339751
762,0.28059147206645274
763,0.27107135792145215
764,0.30881515832600936
765,0.3443993855020372
766,0.2672635879813213
767,0.33510265442938353
768,0.24621509228678198
769,0.32595720507042236
770,0.23444977167775397
771,0.26294148910494014
772,0.2455514802032003
773,0.24824900339564682
774,0.28707704010375346
775,0.4926034905740183
776,0.24606325116676145
777,0.2577003337313762
778,0.2295394459423478
779,0.23915323280778455
780,0.22037907783015628
781,0.26399076395506277
782,0.3085561019854036
783,0.24153009713883505
784,0.27325911584662144
785,0.25739082927286827
786,0.27248053957243756
787,0.4457016712388615
788,0.37656722160982337
789,0.30582087590933543
790,0.36112400132628225
791,0.32439163992422076
792,0.5365137948449895
793,0.2922561704177781
794,0.344059872771746
795,0.2953325826013745
796,0.29249105936753117
797,0.26198365670193346
798,0.3131896697891049
799,0.3161523595944741
800,0.27633993871853424
801,0.24704286170991283
802,0.26939181625288616
803,0.25384913775854184
804,0.38735141196047707
805,0.36606025052888064
806,0.3849451936203526
807,0.29625475499107645
808,0.6857868484916512
809,0.40622073938347913
810,0.2722652577070839
811,0.25931130151907206
812,0.2959054770299554
813,0.27941884217188206
814,0.3115492459301975
815,0.23937295738438813
816,0.3478609828003453
817,0.5103145963319703
818,0.24754501858680028
819,0.3495842597078155
820,0.26474130944778096
821,0.39720061526079964
822,0.2898669400825924
823,0.25146981281074865
824,0.24014040455328098
825,0.23418573713615531
826,0.27305939914434996
827,0.25968370059560886
828,0.3341770227716926
829,0.29472053717962854
830,0.2392653482128262
831,0.3721440071384842
832,0.2500792158212285
833,0.42741265958691493
834,0.3648903041328011
835,0.25334493643638684
836,0.5028046636947758
837,0.2853863874926239
838,0.2480861777744674
839,0.22669124617221853
840,0.25620879134729
841,0.2734128752731836
842,0.3043937232250834
843,0.4701132732499729
844,0.26628206215100186
845,0.2960230207239516
846,0.3194547875991212
847,0.2348760690798184
848,0.2907540196061949
849,0.24675947324778996
850,0.2876259278385638
851,0.2928335167746262
852,0.2779415046155941
853,0.24682019026620822
854,0.2918851199945336
855,0.2592695627783551
856,0.2739946099247639
857,0.39264289096202754
858,0.2596890571596708
859,0.29569004697740797
860,0.25094903961623577
861,0.2474654727554702
862,0.23556278448162452
863,0.46791035087069915
864,0.28034393587950884
865,0.2792638651237614
866,0.2191350277593938
867,0.246218875643868
868,0.25152337663229946
869,0.24480817568929822
870,0.26884742993627136
871,0.2531757256829126
872,0.24288061030683
873,0.2875122856601331
874,0.3010858030483661
875,0.4778738929586034
876,0.27602864865531174
877,0.3091459101336901
878,0.23800139716411994
879,0.22439130307352464
880,0.32136366514287784
881,0.21647837277369106
882,0.4002041222834018
883,0.3052678992092135
884,0.37002125087676924
885,0.28628933079613583
886,0.23847867759385313
887,0.25818243275365177
888,0.2869343104286862
889,0.24561655175982425
890,0.2668377635674022
891,0.36799801429874385
892,0.29796537804712137
893,0.2645309803272605
894,0.5956200087873155
895,0.2992219402873345
896,0.3513347827133292
897,0.24983074716893708
898,0.25329737540696606
899,0.3738965695527575
900,0.24163342699858928
901,0.22866435347305383
902,0.2772737218402234
903,0.2892877029522656
904,0.2509034294237359
905,0.24186241580587922
906,0.24228554595944907
907,0.2553282357584824
908,0.28476328656893074
909,0.2829987212192612
910,0.32500804076784606
911,0.24276986458806168
912,0.3457079619272816
913,0.24189505157218605
914,0.2832021696450656
915,0.367437508708403
916,0.2717988206445961
917,0.3042848114171921
918,0.305070543999285
919,0.3082592653596766
920,0.24546859301063656
921,0.2731398921357451
922,0.21670777877512476
923,0.25769377145592043
924,0.24479391098880873
925,0.3403498227319301
926,0.6057800886829814
927,0.2868517996890102
928,0.26095716339605646
929,0.34673447336610697
930,0.25689532632532874
931,0.2360022593821486
932,0.719183975526019
933,0.2695090714233965
934,0.2464342701968309
935,0.2888490370474518
936,0.25378006353200305
937,0.24287283361833997
938,0.2929090743049865
939,0.30677138736821885
940,0.2599244642695953
941,0.23144938228810016
942,0.28605594954324454
943,0.2842868792393894
944,0.270675771293002
945,0.3288343963606122
946,0.23699685305572177
947,0.3914795437498025
948,0.2682812052202338
949,0.39396879355576153
950,0.27589089810186507
951,0.3358864881496456
952,0.21954163028258225
953,0.20861497490837477
954,0.3188859530897824
955,0.23202640346690045
956,0.24831359672858727
957,0.21529461640884948
958,0.23464090972593063
959,0.27018447967918263
960,0.24155042111064123
961,0.2981011591806168
962,0.2298409595708708
963,0.2520410332916906
964,0.2155794678527812
965,0.22851768210276013
966,0.210903997755964
967,0.2820713482732512
968,0.2399019384088268
969,0.22962547926430837
970,0.2253780928658035
971,0.225611584213883
972,0.21531598897607504
973,0.23058159970335163
974,0.26243513233879057
975,0.27572842907857525
976,0.21331824554824683
977,0.23101240105361964
978,0.2593862155776212
979,0.2253990092956904
980,0.23118195127576963
981,0.21527197531181735
982,0.23871702507866832
983,0.23094267701189097
984,0.2848479336435381
985,0.22804765202868565
986,0.22270541704114472
987,0.24879731196055754
988,0.4899719055146011
989,0.3389694924568529
990,0.2732711606960943
991,0.2961477846173808
992,0.22148523274098494
993,0.2288804408276545
994,0.2384322363508677
995,0.30266489486850945
996,0.28374446427420574
997,0.21329945223476426
998,0.2418522895936804
999,0.26397058641255333
1000,0.22486844833217862
1001,0.3055331124353008
1002,0.3550838309140808
1003,0.3531115822361822
1004,0.2771043937089742
1005,0.3020506834082516
1006,0.316081430218067
1007,0.3081099841164509
1008,0.27540337340664434
1009,0.265708497769564
1010,0.25553163796133804
1011,0.2587696704883983
1012,0.27336493764313824
1013,0.20881767535463505
1014,0.3673199455949068
1015,0.30820707026601246
1016,0.2977127308644335
1017,0.26069714437982455
1018,0.5319997474353136
1019,0.29607081599703894
1020,0.2742099896335626
1021,0.29107921376260854
1022,0.2633447437299826
1023,0.25043373894302334
1024,0.23871175936392325
1025,0.21965391285340732
1026,0.23203738907489896
1027,0.29638813545418113
1028,0.25851515404220315
1029,0.4330698946793322
1030,0.23986711938233435
1031,0.3573559332382967
1032,0.2735190434244602
1033,0.2406874231763207
1034,0.32830809294718566
1035,0.32449991022286284
1036,0.3625433101605958
1037,0.2716968558069036
1038,0.2397842067804053
1039,0.32259861316326977
1040,0.2760567638508872
1041,0.2822074978029295
1042,0.2640910836665197
1043,0.3140944450239266
1044,0.24559393039945476
1045,0.23862671440983338
1046,0.25403783919943634
1047,0.3057178906495686
1048,0.343589554052253
1049,0.2681198789002339
1050,0.22723632738471763
1051,0.24925604358029746
1052,0.2606428166719174
1053,0.25612638316250663
1054,0.25520884548019557
1055,0.23513153981949228
1056,0.29997034617781904
1057,0.4835075741278976
1058,0.2389690387606597
1059,0.25306644685634155
1060,0.32940960167344147
1061,0.595491302428797
1062,0.48825771935971696
1063,0.6421986413821063
1064,0.6011117377682356
1065,0.28204380663771567
1066,0.34173756839149827
1067,0.2889242549759364
1068,0.3034740329284976
1069,0.2607633148818834
1070,0.6493852407924726
1071,0.4068435734092679
1072,0.3141395750219741
1073,0.6460220224409277
1074,0.2698816401336188
1075,0.7071694307843484
1076,0.6023073442696392
1077,0.5633444797707938
1078,0.24980108147603836
1079,0.33926628648668666
1080,0.5723694681879169
1081,0.4304881270017563
1082,0.49421586669202167
1083,0.39707713137868106
1084,0.3495968443657145
1085,0.6853442588599868
1086,0.21989032332027927
1087,0.31970074043033775
1088,0.6361825696605429
1089,0.6481198518389303
1090,0.6118240451263162
1091,0.23624256603697677
1092,0.37688307852719305
1093,0.4965721370009061
1094,0.26276135432051595
1095,0.4062954652828962
1096,0.5123112835559045
1097,0.3220397799379227
1098,0.2494932611936184
1099,0.7430911941567679
1100,0.37647137043655243
1101,0.7283642733210326
1102,0.6626013142385281
1103,0.7392440552450895
1104,0.6322451089550531
1105,0.31154583825368687
1106,0.41573286158915546
1107,0.680595197701187
1108,0.3571281457965306
1109,0.27003136742117884
1110,0.4475008627708667
1111,0.7395098256172664
1112,0.27094247460393506
1113,0.25370037606455786
1114,0.38647170976046485
1115,0.2805410635056338
1116,0.5692430892131384
1117,0.3034799789496433
1118,0.3434993373477145
1119,0.6233209981980855
1120,0.5757203752133566
1121,0.3589765114869003
1122,0.2436267418365315
1123,0.24441479439293284
1124,0.633756562512862
1125,0.2511554862412443
1126,0.453472015794884
1127,0.6022161473630275
1128,0.6166606436109543
1129,0.4021996816716714
1130,0.23564168369374777
1131,0.6327672682186849
1132,0.39405853550135717
1133,0.6923194786362831
1134,0.7601766487603455
1135,0.7225901591313942
1136,0.5650871789602799
1137,0.6240329657206594
1138,0.7498042949014627
1139,0.6945486805930265
1140,0.629663890793454
1141,0.36986418518644265
1142,0.6737736723467027
1143,0.6845880362736031
1144,0.7639412965864578
1145,0.7660168867661536
1146,0.7554041268281021
1147,0.7674020555112523
1148,0.6929053463213781
1149,0.6621838099489583
1150,0.7311691797518429
1151,0.7603463151055909
1152,0.7798773451868892
1153,0.6277402378872766
1154,0.5799977633779129
1155,0.2803641641526382
1156,0.7601766487603455
1157,0.313283159001874
1158,0.7039334510131587
1159,0.7437604834881597
1160,0.4588657349061541
1161,0.6680121979725252
1162,0.7343524116627439
1163,0.7178642203241596
1164,0.6599773301274621
1165,0.7701651870804748
1166,0.5261969756958759
1167,0.43306081530550794
1168,0.7115760651571723
1169,0.7729750405351163
1170,0.7795221496675389
1171,0.6644387935949858
1172,0.7242060822497314
1173,0.7915774094102653
1174,0.29415704210123567
1175,0.7427770994943376
1176,0.7248807776174475
1177,0.6891629165770689
1178,0.2755452765126497
1179,0.6803610674126075
1180,0.7927395267527027
1181,0.7223938184760643
1182,0.7880459326324262
1183,0.5948869392324392
1184,0.7853296173487859
1185,0.782898465134991
1186,0.5494557331114198
1187,0.7152284111558187
1188,0.704461199915522
1189,0.7383646931202866
1190,0.38406646093054375
1191,0.7486900502131512
1192,0.5686826214932417
1193,0.4176826602701545
1194,0.5594948498235561
1195,0.3775990789946967
1196,0.534907360247826
1197,0.3666997908365233
1198,0.5899133528206755
1199,0.5975880866651244
1200,0.2774166676685558
1201,0.4075786385572419
1202,0.613823116968648
1203,0.2872187478676297
1204,0.3200129186831023
1205,0.7145847847328015
1206,0.42624922454081765
1207,0.5153742189388189
1208,0.4527549769200675
1209,0.47570864121671275
1210,0.3704187098629003
1211,0.31900927768844084
1212,0.32958888391708824
1213,0.7318875020542631
1214,0.38173744491167294
1215,0.5508329000643807
1216,0.5904947219351978
1217,0.5018066570010564
1218,0.4724837637260844
1219,0.35374216464284025
1220,0.5910697912157341
1221,0.2823975761705756
1222,0.5305029904866567
1223,0.4773497254790137
1224,0.37190814080866436
1225,0.31961553649811403
1226,0.39721439319293356
1227,0.7752484098024214
1228,0.5112244850501512
1229,0.6843730207784879
1230,0.5814655268312094
1231,0.5323105555463095
1232,0.457412913952012
1233,0.7178607319732278
1234,0.6329276405129955
1235,0.6751643611347864
1236,0.45303998335382795
1237,0.6000376176290059
1238,0.2529068469576
1239,0.5588436917033863
1240,0.5499653783755528
1241,0.5187692486023885
1242,0.40199197051267277
1243,0.543914763365154
1244,0.5741117208955305
1245,0.7221079795660686
1246,0.308570840651646
1247,0.5424616299000785
1248,0.7118548956784034
1249,0.47575413729134847
1250,0.23739639526085696
1251,0.40199197051267277
1252,0.6270236230116519
1253,0.4353971368490412
1254,0.5828557191673365
