id,net
212,0.9972677
213,0.038651824
215,0.2515909
216,0.9983631
218,0.9456005
219,0.9773334
220,0.99364454
221,0.99134874
222,0.94536805
225,0.95516014
226,0.9982907
229,0.9984731
231,0.8843015
232,0.9953362
235,0.99719465
237,0.92444175
238,0.99867094
240,0.9722308
241,0.033498526
242,0.5366141
243,0.99898064
244,0.99141276
245,0.9764909
246,0.72555894
247,0.9991391
248,0.9993312
249,0.9993435
251,0.37229967
252,0.9959935
253,0.9994321
254,0.05871409
256,0.19373634
258,0.46617684
260,0.11621106
261,0.9990549
262,0.9992449
263,0.56681067
264,0.0695743
265,0.07567552
266,0.9993099
267,0.32274234
268,0.43258762
269,0.9993582
270,0.99937165
271,0.07610533
272,0.07277182
273,0.19059026
274,0.953877
276,0.99925005
277,0.9990984
279,0.55802065
280,0.047552258
281,0.5101426
283,0.9993669
285,0.9992703
287,0.9994147
289,0.9994029
290,0.17834443
291,0.32568663
293,0.99909604
294,0.6351346
296,0.046784937
297,0.05034381
298,0.18109775
299,0.17560112
301,0.13977459
302,0.76131624
303,0.055505008
307,0.08238056
309,0.020504773
310,0.98672783
312,0.026903152
313,0.9857333
314,0.04752788
315,0.07235557
316,0.79997194
318,0.9427661
320,0.99260324
321,0.23283532
322,0.5022105
327,0.12511873
328,0.9502351
329,0.7893444
330,0.0527969
331,0.070209146
332,0.034592777
334,0.7798901
335,0.013431817
336,0.25755703
337,0.040039122
338,0.9894206
340,0.99552083
341,0.045547128
344,0.023002446
345,0.1309554
346,0.9124067
347,0.15718818
348,0.13016832
349,0.32732764
352,0.9931985
353,0.5747862
354,0.8264435
355,0.28799516
356,0.29948145
358,0.12850103
360,0.31259996
361,0.07592037
363,0.071694255
364,0.9689256
365,0.37652737
368,0.25881574
370,0.3193664
371,0.109573394
372,0.112090826
375,0.32687938
380,0.047157586
381,0.25543058
383,0.07639173
384,0.31371117
386,0.050145775
389,0.054029733
390,0.56969935
393,0.2985804
394,0.35160723
396,0.11626974
397,0.2834012
398,0.017412037
401,0.07288203
402,0.016131401
404,0.91966826
406,0.038394928
407,0.039203644
409,0.07663298
410,0.54891557
412,0.015387297
413,0.13921893
415,0.025511354
418,0.40660137
419,0.09590739
420,0.053590238
421,0.02401185
423,0.096000165
424,0.5499424
426,0.1113511
427,0.16908783
429,0.08879802
432,0.88219297
435,0.026811272
436,0.017379552
437,0.027734369
438,0.15233588
440,0.935991
442,0.08394325
443,0.13892496
444,0.05510685
445,0.02833578
446,0.08745602
447,0.073399365
448,0.018646598
450,0.020427972
451,0.047460824
452,0.03546843
453,0.021925539
454,0.036105454
455,0.034696877
456,0.028191417
457,0.017460614
459,0.06179419
461,0.034019798
462,0.08568546
463,0.038111657
465,0.07629931
466,0.04263708
467,0.67165625
468,0.11236423
469,0.04833135
470,0.10247427
471,0.9110303
472,0.10500786
474,0.029216379
475,0.023374975
476,0.095528334
477,0.034703106
478,0.84778285
479,0.04039687
480,0.055509597
481,0.04399529
482,0.12632594
483,0.011933655
484,0.28796488
485,0.018381596
486,0.10485157
487,0.03235084
489,0.21926764
490,0.45356444
492,0.032063782
493,0.030883014
495,0.11284199
496,0.02127409
498,0.038436264
499,0.021284997
501,0.020652115
502,0.021493137
503,0.039050013
504,0.14793956
506,0.016512275
509,0.29169732
512,0.021376073
513,0.12259999
514,0.04932177
516,0.037719697
517,0.032949865
518,0.038019717
519,0.14737469
520,0.17401299
521,0.021576136
522,0.020941883
523,0.03648323
524,0.01888159
526,0.03678277
527,0.14725012
528,0.041052252
530,0.021285951
531,0.021518052
533,0.02108401
535,0.020565301
536,0.30232352
538,0.9869776
540,0.037048608
542,0.04074639
543,0.038448542
544,0.03957531
546,0.61456984
550,0.9327012
551,0.986359
552,0.31854835
556,0.9662741
558,0.9940001
559,0.9437693
560,0.92021096
561,0.13230264
563,0.11682877
564,0.061558723
565,0.99672604
567,0.80908525
568,0.99639726
569,0.99675846
570,0.9824145
571,0.39034805
574,0.76533556
575,0.9918684
576,0.98308825
577,0.11116621
578,0.043575525
579,0.97878456
580,0.9261326
581,0.09109157
583,0.11180213
584,0.9472956
585,0.11583796
588,0.99518836
589,0.7167074
592,0.99460065
594,0.99589574
598,0.24880385
599,0.023264855
600,0.957376
603,0.10400504
604,0.94267774
606,0.99635094
607,0.101272374
608,0.01972258
609,0.31843412
611,0.060756832
612,0.05616343
613,0.17226684
614,0.90722895
615,0.2145904
617,0.06650746
619,0.034690082
621,0.03167659
622,0.022994906
623,0.852911
624,0.05655268
625,0.037184447
628,0.07431978
630,0.96986043
631,0.07795796
633,0.09867501
635,0.9523249
636,0.04910648
637,0.0210827
638,0.021171093
640,0.12526482
641,0.07719752
642,0.07220438
643,0.58802503
644,0.9509547
646,0.6438694
649,0.04902923
651,0.99659663
652,0.9985528
653,0.01829958
654,0.95786065
655,0.99615425
656,0.038806826
657,0.9944651
658,0.9981084
659,0.9982677
660,0.99824214
661,0.9976756
662,0.9959513
664,0.997685
665,0.67673844
667,0.99697137
669,0.08148724
671,0.10295737
672,0.11285204
674,0.08199355
675,0.36629462
677,0.99262387
679,0.018378973
680,0.9976248
681,0.96792
682,0.9197719
683,0.99531394
684,0.9964763
685,0.97249734
686,0.0698615
687,0.12604088
688,0.98698056
689,0.012473464
690,0.99200857
691,0.34989494
697,0.061216205
699,0.99739885
700,0.082835436
702,0.027976066
704,0.0368132
705,0.11822283
706,0.06820935
709,0.9901626
710,0.9850501
712,0.9845413
713,0.9839506
714,0.99178815
716,0.9616189
717,0.98649985
719,0.09704071
720,0.0322451
721,0.07476121
724,0.9864311
725,0.98369604
726,0.028740734
727,0.06425077
728,0.042704284
729,0.9840001
730,0.9855785
731,0.9864009
732,0.027686656
734,0.98790985
735,0.020394444
736,0.9865476
737,0.9827001
738,0.9848312
739,0.99546146
740,0.9866781
744,0.5468564
745,0.9851271
746,0.14268717
748,0.030155838
751,0.15325037
752,0.043002784
753,0.062161803
754,0.04494965
755,0.039491087
758,0.043310165
759,0.037394673
761,0.015698314
762,0.094732314
763,0.03408104
767,0.06156972
770,0.10699114
773,0.06543982
774,0.02752152
775,0.5550976
777,0.022447586
779,0.24145061
781,0.027376652
782,0.031311452
783,0.12433958
784,0.025703967
786,0.027265012
787,0.032227486
788,0.111341715
790,0.037331223
791,0.1488069
794,0.102807194
795,0.15100995
796,0.03708142
797,0.74579364
798,0.023969084
799,0.04718244
800,0.023956299
801,0.8608033
802,0.019735694
803,0.09748751
804,0.18170196
805,0.11625433
806,0.10663971
807,0.038248837
808,0.039732277
809,0.025339603
810,0.021711439
812,0.026519
814,0.97196877
815,0.056058764
817,0.2783665
818,0.031258494
819,0.037860096
820,0.22793198
822,0.032832623
823,0.1192323
826,0.12917411
828,0.022627085
829,0.76028204
832,0.46456966
833,0.6301966
834,0.7171505
835,0.9320232
836,0.5763852
837,0.86636055
838,0.75071216
840,0.68612635
841,0.6534541
842,0.47836328
843,0.66107106
845,0.9130838
846,0.78426623
848,0.7610173
849,0.6562812
851,0.60385597
852,0.21167445
853,0.7495917
856,0.6662288
857,0.5662632
859,0.60067713
860,0.24484426
863,0.65920895
864,0.45141888
866,0.881364
867,0.5626165
868,0.18087325
870,0.68821275
871,0.91240174
872,0.6457012
873,0.7444512
874,0.42896745
875,0.6601412
876,0.5909756
877,0.7081657
878,0.26697505
881,0.6071134
882,0.956826
883,0.9554962
884,0.6008921
885,0.9865862
886,0.9472374
888,0.89572
890,0.9746265
891,0.30845883
892,0.39674386
893,0.6744272
894,0.9451471
895,0.97182095
896,0.7965684
898,0.6071134
899,0.82124627
902,0.7890657
903,0.87003076
905,0.97906667
906,0.32253927
907,0.6071134
911,0.3547755
912,0.6503019
915,0.98738325
916,0.6071134
919,0.98791015
921,0.9012214
923,0.90164876
926,0.98655486
928,0.95296973
929,0.022772968
930,0.04081583
931,0.078181654
932,0.06456232
934,0.026479304
935,0.012139797
936,0.0515891
938,0.9984431
939,0.021572769
940,0.08341232
941,0.014456868
942,0.1553478
944,0.099540055
945,0.99899685
946,0.9949992
947,0.061239332
948,0.018202394
951,0.038360506
952,0.7303913
953,0.15939966
955,0.027199209
956,0.053289592
957,0.06677541
958,0.023375839
959,0.018156648
960,0.023542821
961,0.03165844
962,0.030668736
963,0.035294384
964,0.9988139
965,0.031127512
968,0.010578722
971,0.07235578
972,0.03398499
974,0.04958278
976,0.08612737
977,0.022318184
978,0.03224671
979,0.022559792
981,0.042222768
982,0.73662287
983,0.06569359
984,0.019892454
985,0.018480033
986,0.0680539
987,0.07063714
990,0.024599463
991,0.051802605
992,0.084271014
993,0.09370124
994,0.090933084
996,0.031758398
997,0.053890556
998,0.026234329
999,0.021196812
1001,0.059367537
1002,0.30920297
1004,0.25443652
1005,0.021410793
1006,0.098154455
1008,0.07654604
1009,0.03895986
1010,0.011297524
1015,0.020922601
1017,0.065822184
1018,0.021661162
1020,0.02973497
1021,0.029022455
1022,0.027170986
1023,0.017750502
1024,0.024252951
1026,0.2357285
1029,0.030177146
1031,0.048839986
1032,0.26141518
1035,0.029476017
1036,0.10700151
1037,0.04596144
1038,0.013774753
1040,0.4308192
1041,0.07080996
1042,0.021990746
1043,0.04329267
1044,0.06362036
1045,0.087376714
1048,0.027411252
1049,0.12784237
1050,0.036639243
1051,0.6033151
1052,0.03989923
1054,0.04044193
1057,0.09420285
1058,0.094824135
1061,0.10067436
1062,0.0907087
1065,0.15302211
1066,0.015758634
1067,0.08852789
1069,0.29873437
1070,0.11398411
1071,0.03999293
1072,0.02405715
1073,0.018559158
1074,0.14546233
1075,0.64925134
1077,0.03127697
1078,0.2994641
1079,0.044091284
1080,0.031873375
1081,0.028532028
1082,0.01956591
1083,0.013767064
1084,0.12393978
1085,0.2993273
1088,0.02821365
1090,0.011248827
1091,0.23197454
1093,0.21891499
1094,0.06513205
1098,0.027348995
1099,0.14973706
1102,0.03894809
1103,0.02591294
1104,0.01654303
1105,0.10074416
1106,0.036530018
1109,0.030840963
1110,0.08237982
1112,0.019537002
1113,0.025560766
1114,0.036120296
1117,0.015675962
1118,0.03449467
1119,0.037081093
1120,0.055686355
1122,0.99223053
1123,0.08636412
1124,0.012806982
1126,0.10717711
1128,0.017403811
1129,0.07633287
1130,0.08625555
1132,0.102394104
1134,0.032827973
1136,0.08062497
1138,0.07659668
1139,0.088382244
1141,0.14594555
1142,0.08618507
1143,0.050382614
1145,0.055929095
1146,0.47004002
1149,0.16452026
1151,0.068849444
1152,0.07044116
1153,0.080369025
1154,0.028313637
1155,0.028158456
1156,0.032836527
1157,0.041263312
1160,0.104896486
1162,0.057775825
1164,0.09402156
1166,0.015102416
1167,0.13830337
1168,0.33036542
1170,0.103518635
1173,0.10115272
1174,0.98270273
1175,0.26123387
1177,0.01841569
1178,0.04550773
1179,0.021737427
1181,0.024223596
1182,0.025238216
1183,0.0343951
1185,0.014213145
1188,0.082603425
1189,0.14565095
1190,0.07586807
1191,0.058195323
1195,0.17823374
1196,0.07415816
1198,0.088862
1199,0.1080347
1201,0.032205522
1202,0.029574871
1203,0.02880025
1204,0.027504504
1206,0.06863579
1207,0.19446295
1208,0.08615646
1209,0.039667785
1211,0.018263906
1212,0.17641711
1213,0.030055523
1214,0.53355026
1215,0.016214669
1217,0.021698952
1218,0.021399945
1219,0.01694268
1221,0.018535882
1222,0.7065992
1223,0.030909956
1224,0.03186819
1225,0.023103207
1226,0.019634038
1227,0.043302476
1228,0.040353835
1229,0.2199623
1230,0.07557717
1232,0.019789785
1234,0.049937695
1235,0.029876858
1236,0.20725611
1237,0.24710715
1238,0.05260226
1239,0.17486376
1240,0.10941416
1241,0.012070417
1242,0.079803675
1243,0.10774496
1244,0.04565409
1245,0.21920136
1249,0.110948324
1250,0.056836575
1251,0.024111211
1252,0.014640391
1253,0.13941461
1254,0.22079334
1259,0.56358933
1262,0.049516857
1263,0.09310016
1264,0.043341726
1267,0.04977134
1269,0.15906382
1270,0.032830715
1271,0.08403513
1272,0.046739936
1273,0.01942578
1275,0.08952561
1276,0.05984944
1277,0.64812183
1278,0.017959118
1279,0.026432246
1280,0.036458105
1282,0.036567062
1283,0.010506779
1284,0.041947007
1287,0.043349028
1288,0.06801748
1289,0.049437433
1290,0.022296965
1293,0.06492019
1294,0.9736506
1296,0.15835327
1297,0.09659904
1298,0.020599812
1300,0.05896783
1301,0.08554232
1302,0.04015568
1303,0.014453977
1304,0.06980577
1305,0.049355358
1307,0.047710717
1308,0.034864634
1309,0.10812649
1312,0.03450468
1315,0.027632892
1316,0.02804032
1317,0.035201043
1318,0.057186157
1319,0.14792177
1320,0.021004677
1321,0.029922873
1324,0.92383826
1326,0.044566482
1327,0.009732455
1328,0.031248957
1331,0.023155093
1332,0.03083378
1334,0.13610852
1335,0.6079127
1337,0.008108646
1338,0.014404327
1340,0.022863448
1341,0.96899384
1343,0.04798174
1345,0.02754569
1346,0.98145306
1347,0.034018308
1348,0.035826087
1349,0.95554674
1350,0.036245048
1351,0.057318747
1352,0.041516542
1353,0.022352487
1354,0.19993696
1356,0.042176336
1360,0.09678018
1361,0.014956415
1362,0.16095471
1363,0.05581048
1365,0.038246095
1368,0.011354446
1369,0.03356898
1371,0.017912716
1372,0.11931792
1374,0.032435477
1375,0.926599
1376,0.0190683
1378,0.0675447
1379,0.017726898
1380,0.019586235
1381,0.43600973
1382,0.025721163
1383,0.02020204
1384,0.0129286945
1385,0.015866667
1388,0.019204348
1389,0.018252194
1390,0.02182597
1391,0.01895079
1393,0.022682667
1394,0.019035637
1395,0.050347447
1396,0.020984113
1399,0.020804703
1401,0.015688658
1402,0.026388198
1405,0.020165205
1406,0.02392149
1407,0.015098333
1408,0.016857028
1409,0.026190013
1411,0.03642854
1412,0.02026239
1414,0.021553963
1415,0.026799291
1418,0.011548758
1419,0.013648957
1420,0.023217648
1421,0.05474794
1422,0.019033879
1425,0.19791698
1429,0.0302549
1431,0.031172007
1432,0.06787309
1433,0.9808254
1436,0.08358869
1439,0.04714316
1440,0.8582362
1441,0.024473846
1443,0.015678555
1444,0.04416114
1445,0.041154087
1447,0.033999115
1448,0.027478904
1449,0.052227616
1450,0.04566154
1452,0.04952264
1453,0.025915414
1454,0.03475693
1455,0.07368326
1456,0.0153414905
1458,0.71224535
1459,0.054517776
1460,0.029858738
1463,0.023535103
1464,0.033779085
1466,0.019874722
1467,0.02435267
1470,0.024565011
1472,0.046705395
1473,0.06321952
1474,0.46567714
1475,0.06976932
1477,0.053805113
1479,0.9877987
1480,0.019843817
1482,0.025261164
1483,0.028288603
1484,0.011382908
1485,0.599163
1486,0.020198792
1487,0.08510056
1488,0.09591186
1491,0.02150783
1493,0.013917297
1494,0.59163153
1495,0.010253847
1497,0.3867927
1498,0.01637286
1499,0.017019093
1500,0.033981025
1501,0.027241886
1502,0.3737797
1503,0.0457761
1504,0.025907576
1505,0.089212894
1506,0.020549417
1507,0.011304319
1508,0.015792876
1509,0.048873037
1510,0.054971844
1511,0.013126552
1513,0.2806362
1514,0.020048112
1515,0.043082595
1518,0.09428722
1519,0.03138259
1520,0.015129238
1521,0.014488012
1522,0.013299555
1523,0.019545019
1524,0.029568374
1525,0.014100432
1526,0.47653115
1527,0.022449464
1530,0.025607735
1531,0.124670595
1532,0.9683506
1533,0.03565812
1534,0.9967919
1535,0.9938714
1537,0.01586935
1538,0.029328138
1540,0.021584779
1543,0.21709421
1544,0.0954375
1545,0.95366263
1546,0.023110747
1547,0.0126102865
1549,0.9794735
1553,0.02525574
1554,0.9528049
1555,0.99878037
1556,0.99604285
1558,0.017657608
1559,0.022609323
1560,0.08681947
1561,0.16867328
1562,0.022665173
1567,0.07538727
1568,0.03410402
1569,0.996786
1570,0.027359277
1572,0.06524184
1573,0.9228785
1574,0.9952445
1575,0.9930638
1576,0.021481216
1577,0.03736788
1579,0.1940215
1580,0.023147166
1582,0.9494452
1585,0.9971678
1587,0.19672889
1588,0.013403922
1590,0.99298567
1591,0.14873517
1593,0.9989996
1594,0.99869674
1595,0.9977033
1596,0.9655616
1597,0.052357912
1599,0.07785064
1600,0.9918163
1601,0.52559114
1602,0.018636078
1603,0.65822744
1604,0.9849777
1605,0.016601354
1607,0.04949209
1608,0.31314683
1609,0.11890775
1610,0.9939631
1611,0.011392623
1613,0.0539926
1614,0.99216586
1615,0.9876989
1617,0.87316376
1618,0.27175716
1619,0.02324158
1621,0.99839365
1622,0.022519588
1623,0.07373646
1625,0.9981883
1626,0.99476564
1627,0.16690618
1628,0.01224193
1631,0.99335635
1632,0.99780846
1633,0.99635655
1634,0.9990232
1636,0.9978372
1637,0.9913802
1638,0.9931982
1639,0.99650335
1643,0.9983653
1644,0.99520105
1645,0.9972867
1646,0.9954884
1647,0.9988493
1648,0.9984658
1649,0.9989548
1650,0.99848616
1652,0.9988415
1653,0.9718653
1654,0.9942198
1657,0.9977005
1658,0.9988358
1660,0.9986366
1661,0.9984957
1662,0.9975511
1663,0.47627047
1665,0.9990232
1666,0.6502857
1669,0.99750596
1670,0.9987409
1671,0.10519895
1672,0.98495543
1673,0.76936316
1675,0.9990469
1676,0.2724073
1677,0.998876
1679,0.9438524
1683,0.48751536
1684,0.997136
1686,0.99024725
1687,0.99513304
1688,0.10472521
1689,0.34510773
1690,0.9950249
1691,0.08275649
1692,0.9988271
1693,0.9955083
1694,0.99688363
1698,0.08794287
1699,0.9951585
1700,0.99570584
1701,0.9882927
1702,0.44846338
1703,0.9332782
1705,0.9969161
1706,0.99575186
1707,0.26137447
1709,0.11649844
1710,0.9911792
1712,0.9879642
1715,0.08779088
1716,0.9970622
1718,0.7923101
1719,0.10995513
1720,0.97808206
1721,0.37301615
1722,0.9896498
1723,0.68040216
1724,0.98962057
1725,0.99343526
1726,0.11300382
1727,0.9934478
1728,0.9726751
1731,0.09351593
1733,0.18302041
1735,0.9986177
1737,0.13649938
1739,0.73722225
1740,0.98456943
1741,0.97580576
1744,0.3920139
1745,0.9954387
1747,0.0838857
1750,0.9936433
1752,0.67139506
1753,0.96199536
1754,0.98675716
1755,0.96497786
1756,0.9815744
1757,0.9953099
1759,0.98887193
1760,0.3864256
1761,0.99504876
1762,0.9895328
1763,0.34142077
1766,0.01825592
1767,0.27389044
1768,0.9970457
1769,0.9935644
1770,0.99471515
1771,0.298073
1772,0.99333906
1773,0.27971488
1774,0.99857163
1775,0.9958148
1776,0.9966984
1779,0.99812025
1780,0.9942361
1784,0.11673531
1786,0.99090004
1787,0.9872221
1789,0.47004825
1790,0.993792
1791,0.99838245
1792,0.9990593
1796,0.99010634
1798,0.28918713
1799,0.30178845
1802,0.9983678
1803,0.9933592
1804,0.10600543
1807,0.993792
1808,0.9952035
1809,0.99795353
1810,0.99717844
1811,0.9966967
1812,0.993875
1813,0.8768084
1814,0.9988122
1815,0.9985013
1816,0.95764655
1817,0.9987058
1818,0.99909437
1821,0.05758488
1822,0.99799955
1823,0.05003351
1824,0.026037782
1826,0.21566889
1827,0.02637577
1831,0.037703305
1832,0.15286914
1833,0.14898622
1834,0.04016149
1835,0.027214944
1836,0.8273193
1837,0.053477973
1838,0.088962674
1840,0.14047953
1841,0.12555167
1842,0.9834621
1845,0.030094028
1847,0.054764807
1848,0.02478528
1851,0.07313815
1852,0.10736841
1853,0.02458328
1856,0.015994906
1857,0.049985528
1860,0.26673403
1861,0.9982818
1863,0.03647554
1864,0.05208814
1865,0.8329809
1866,0.046807468
1869,0.14167595
1870,0.9945556
1873,0.01563555
1875,0.100973904
1877,0.059872925
1878,0.06294513
1880,0.9857503
1881,0.025025934
1882,0.040522993
1883,0.9005269
1885,0.06843224
1886,0.11631128
1887,0.6079214
1888,0.06509468
1889,0.07102984
1890,0.998183
1892,0.06285462
1893,0.052841634
1895,0.10675332
1897,0.040074408
1898,0.039211333
1899,0.13380322
1900,0.07277128
1901,0.15989539
1905,0.10381204
1908,0.03200853
1909,0.1399118
1910,0.060991645
1911,0.36189204
1914,0.773571
1915,0.9692646
1916,0.023590058
1917,0.026543766
1918,0.020030916
1919,0.028601259
1920,0.109710306
1921,0.9783156
1922,0.68040216
1924,0.18302041
1925,0.9450117
1927,0.98878276
1929,0.9726751
1932,0.47870684
1933,0.14650774
1935,0.3903872
1937,0.9658841
1938,0.9837245
1939,0.03561753
1940,0.02856496
1941,0.99343526
1942,0.681341
1943,0.99504876
1945,0.97685826
1948,0.21065617
1949,0.0920091
1950,0.3864256
1951,0.16900614
1952,0.9984754
1953,0.09185204
1954,0.9980447
1955,0.05853802
1956,0.110767275
1957,0.9934478
1959,0.9824734
1960,0.80412084
1961,0.9775185
1962,0.9936433
1963,0.9419805
1965,0.22826728
1966,0.98572063
1967,0.9331806
1968,0.67139506
1969,0.96136045
1971,0.99783874
1972,0.98391545
1973,0.9909749
1975,0.04762909
1976,0.9951033
1979,0.9975624
1980,0.9969221
1981,0.05137855
1983,0.9944376
1985,0.9974674
1986,0.115471095
1987,0.184232
1989,0.9982493
1990,0.9949304
1991,0.9876815
1992,0.9565799
1994,0.28581226
1995,0.9972838
1996,0.98664945
1999,0.044300884
2000,0.9477788
2001,0.9962398
2003,0.999081
2006,0.04402566
2007,0.9971569
2009,0.02191779
2010,0.9668963
2012,0.9938959
2014,0.9970045
2015,0.998085
2016,0.98431575
2017,0.11964044
2019,0.9963643
2020,0.9759524
2022,0.9904257
2023,0.9686048
2024,0.9934534
2026,0.049764574
2027,0.88497406
2028,0.08804622
2031,0.98288643
2033,0.8804525
2034,0.99202114
2035,0.9723611
2036,0.9984595
2038,0.99109846
2039,0.10273278
2040,0.9987391
2042,0.9711944
2043,0.99421644
2045,0.9961014
2046,0.10692406
2047,0.99469745
2049,0.99845284
2050,0.045761496
2051,0.9975015
2055,0.97064686
2056,0.9720707
2057,0.99824333
2058,0.7598314
2059,0.99969923
2060,0.055768907
2061,0.055948287
2063,0.7666462
2064,0.11953902
2067,0.44070652
2068,0.9491012
2069,0.9898449
2070,0.049876332
2071,0.120440185
2073,0.32933593
2074,0.022861958
2075,0.051182806
2076,0.77376735
2077,0.99687874
2078,0.47957835
2081,0.97955906
2082,0.02393353
2083,0.08182666
2084,0.1610749
2086,0.09343973
2087,0.02888462
2089,0.93586683
2091,0.039814413
2094,0.18754748
2095,0.029993176
2096,0.070993155
2097,0.11085734
2098,0.029584736
2099,0.027005613
2100,0.9849194
2102,0.05459553
2103,0.99858665
2108,0.2990864
2109,0.07060599
2110,0.024515271
2111,0.14272287
2112,0.47497365
2113,0.4436432
2114,0.049368054
2115,0.15088907
2116,0.464195
2117,0.109989315
2118,0.96041936
2119,0.02960226
2121,0.7094878
2122,0.009850055
2123,0.08142537
2125,0.09398624
2126,0.014983177
2128,0.02477482
2129,0.08046362
2131,0.7222637
2133,0.07527104
2134,0.44420528
2136,0.030248642
2138,0.032900065
2139,0.09946877
2141,0.7147285
2142,0.100486726
2144,0.95831156
2145,0.020411372
2146,0.059930086
2148,0.027045459
2149,0.45155793
2150,0.05202356
2153,0.9837858
2154,0.09580535
2157,0.04478246
2158,0.018938422
2159,0.9965222
2160,0.49362963
2161,0.8781638
2163,0.030198812
2164,0.9989686
2169,0.9989121
2171,0.99883485
2172,0.8986416
2173,0.99573267
2174,0.9991187
2175,0.060371846
2176,0.19943786
2177,0.99255085
2179,0.9989952
2181,0.026142776
2183,0.76682794
2186,0.29465514
2188,0.9934608
2189,0.9964771
2190,0.99895424
2191,0.99366367
2192,0.9991466
2193,0.9942473
2194,0.90844715
2195,0.96567297
2198,0.99430096
2203,0.2661391
2204,0.14493984
2205,0.17755967
2207,0.0787285
2209,0.40479267
2210,0.11271185
2211,0.9837772
2212,0.9824358
2213,0.81054467
2214,0.06877637
2215,0.9906473
2216,0.10456008
2217,0.17277735
2219,0.9973928
2220,0.34720814
2221,0.9986098
2222,0.9989984
2225,0.9883049
2227,0.9853387
2229,0.23684907
2230,0.29942036
2231,0.47496516
2233,0.8943416
2235,0.14015874
2236,0.021397531
2237,0.2768193
2238,0.92440605
2239,0.9879807
2240,0.27974457
2241,0.26622617
2242,0.9756377
2244,0.12624666
2245,0.08708352
2246,0.19546774
2248,0.998855
2250,0.989892
2251,0.9947841
2254,0.027925402
2255,0.11856577
2256,0.05252585
2257,0.03231284
2258,0.058248848
2260,0.05158797
2262,0.12570685
2263,0.18614385
2265,0.018652767
2266,0.019157767
2267,0.9722864
2271,0.035636157
2272,0.020652056
2273,0.0352965
2274,0.05377105
2275,0.18187201
2277,0.06928867
2278,0.016829848
2279,0.15954095
2280,0.17716998
2281,0.04335034
2282,0.27118587
2284,0.05791375
2285,0.041202575
2286,0.036880642
2288,0.022936106
2289,0.9979899
2292,0.9968739
2294,0.10063651
2296,0.113948226
2297,0.04732606
2298,0.35622445
2299,0.055389673
2300,0.016508669
2301,0.07076213
2303,0.02374053
2304,0.9988557
2306,0.06479254
2307,0.9581485
2308,0.03025648
2309,0.050500065
2311,0.9979758
2312,0.23768991
2314,0.12052682
2315,0.27578652
2317,0.17512852
2318,0.17869315
2319,0.07055348
2321,0.8383868
2324,0.24804151
2325,0.059342712
2327,0.021568358
2329,0.051957488
2330,0.98759043
2332,0.75149393
2333,0.029629558
2334,0.069533676
2336,0.2878443
2337,0.8922367
2339,0.21603414
2340,0.24816668
2341,0.8327811
2342,0.14711979
2346,0.34510773
2347,0.50735515
2348,0.3045653
2349,0.104925305
2350,0.92251956
2351,0.1023384
2352,0.6952983
2354,0.02733758
2356,0.18347466
2358,0.9689466
2359,0.12758026
